Gene = bip1
index = 1629
Annotated 5SS: [ 253  834 2838]
Annotated 3SS: [ 666 2539 3273]
SMsplice 5SS: [ 253  834 2838]
SMsplice 3SS: [ 666 2539 3273]
top_k =  1000
Partition function (log Z): 1.1321738261302734

Sorted 5' Splice Sites (High to Low Probability):
Position 253: 0.982102831029193
Position 2838: 0.9805649460771753
Position 834: 0.9681176962397962
Position 1086: 0.2027299848117983
Position 2493: 0.13773291061185788
Position 2405: 0.12093041356555222
Position 550: 0.07566421437985954
Position 3548: 0.04853666431043548
Position 1798: 0.040973858927867896
Position 3477: 0.03936335763572695
Position 1254: 0.03429009223226861
Position 3200: 0.03233768951532792
Position 3213: 0.01844164100902195
Position 1867: 0.017637496331170406
Position 1584: 0.017393041641594578
Position 3512: 0.01529475887626628
Position 1258: 0.010124018075215808
Position 3034: 0.008961280864107826
Position 2148: 0.007167365630563752
Position 301: 0.006983280994382621
Position 3718: 0.006922429372731456
Position 1785: 0.006428539210552564
Position 57: 0.005863998921958622
Position 1886: 0.005637341596734005
Position 1535: 0.005543639105090074
Position 46: 0.005363531552734495
Position 502: 0.00433313068524929
Position 2887: 0.0035917701675416544
Position 1319: 0.0034089884770168695
Position 3736: 0.0030195499127320643
Position 1682: 0.0024353207102199926
Position 362: 0.002356868737364301
Position 1735: 0.0023375297599996453
Position 1599: 0.002329036272628472
Position 2490: 0.002158631840256679
Position 2883: 0.0020425222847081084
Position 787: 0.0018758319082689792
Position 1145: 0.0018201026793052346
Position 1419: 0.0017909195928471522
Position 3555: 0.0017615969724843557
Position 1495: 0.0017519693978765842
Position 1618: 0.0015998320388445945
Position 865: 0.0013907776195672512
Position 492: 0.0013571085481098111
Position 3739: 0.0011565110239660126
Position 2438: 0.0009684743699889568
Position 1365: 0.0008497927707196458
Position 1750: 0.0007616126733849248
Position 483: 0.0007292825108623637
Position 1273: 0.0007243702979299946
Position 2158: 0.0006514281843216838
Position 2329: 0.0006180687019282157
Position 1157: 0.0005917679418915191
Position 1242: 0.0005846064121457195
Position 554: 0.0005519471798350436
Position 1697: 0.000544470484886372
Position 2988: 0.0005314865627045489
Position 3093: 0.0005259940859530467
Position 3876: 0.000522717388455159
Position 30: 0.0005219181491704775
Position 1038: 0.0004637666099631138
Position 4288: 0.0004182232216192065
Position 2497: 0.00041440560628018823
Position 266: 0.00037617170035317824
Position 4046: 0.00029094152005735814
Position 1478: 0.0002800316619983504
Position 4247: 0.00026883172370826565
Position 4303: 0.00024857165650194406
Position 1415: 0.00024694069871403456
Position 838: 0.00022451417888392822
Position 3099: 0.00021958540679448363
Position 3481: 0.00021779919906380707
Position 2770: 0.0002019671414565257
Position 2866: 0.00019754155902702787
Position 1892: 0.00019069000252477312
Position 1580: 0.0001779391051817754
Position 1964: 0.00017510761439220338
Position 224: 0.00016540043460618506
Position 1370: 0.00015953060334492427
Position 3164: 0.0001574563797593449
Position 2268: 0.0001544417638954745
Position 1659: 0.0001523546979881552
Position 4297: 0.00014240515352202787
Position 1789: 0.0001409338231684564
Position 274: 0.00013148483219486715
Position 447: 0.00011593498904031421
Position 1456: 0.00011444039539029534
Position 435: 0.00011373279495780915
Position 321: 0.0001136089196199795
Position 3074: 0.00010522963635625996
Position 1802: 7.836444022963275e-05
Position 2288: 7.654753176295894e-05
Position 4175: 7.443413021062397e-05
Position 1119: 6.916111168800984e-05
Position 955: 6.520579116225439e-05
Position 116: 6.323656635812082e-05
Position 3006: 6.129514763498994e-05
Position 2832: 4.881283582158417e-05
Position 2735: 4.6226003536007764e-05
Position 949: 4.243183696972261e-05
Position 632: 4.0846711063702644e-05
Position 969: 3.5616812520288315e-05
Position 569: 2.987397062699335e-05
Position 4215: 2.912131092043137e-05
Position 202: 2.905242983722688e-05
Position 22: 2.7304645805974112e-05
Position 3559: 1.8880948198375796e-05
Position 3367: 1.8478894969555298e-05
Position 17: 1.7308118275387254e-05
Position 1338: 1.4911418016539282e-05
Position 244: 1.4378422505132828e-05
Position 1125: 1.2348520986394206e-05
Position 422: 8.725858856799675e-06
Position 1686: 6.385301815085132e-06
Position 151: 5.984480005547617e-06
Position 160: 5.826516713192868e-06
Position 316: 5.826041098828117e-06
Position 257: 5.335474751260381e-06
Position 348: 5.281310871084271e-06
Position 1079: 4.712637736332158e-06
Position 246: 3.240835271038715e-06
Position 355: 2.8008929537825783e-06
Position 165: 2.740230235351038e-06
Position 3: 2.6321473319149045e-06
Position 1668: 2.508779313196327e-06
Position 2798: 1.921239322214632e-06
Position 1053: 1.911945268842892e-06
Position 197: 1.904301256055415e-06
Position 395: 1.893000323701751e-06
Position 776: 1.2268676670638851e-06
Position 806: 8.787230844574683e-07
Position 3562: 7.963360520354555e-07
Position 742: 7.224156876048181e-07
Position 1624: 7.192959593321843e-07
Position 869: 6.039089438556942e-07
Position 416: 4.920768670637756e-07
Position 188: 4.884689392783666e-07
Position 1360: 4.481897667811267e-07
Position 2805: 3.9810458157624e-07
Position 767: 3.964559030764148e-07
Position 3332: 2.5795598740986433e-07
Position 280: 2.04277231973186e-07
Position 1708: 1.2003313532971608e-07
Position 809: 7.083012994803117e-08
Position 3715: 4.44376954403743e-08
Position 817: 4.236192610768444e-08
Position 3455: 3.8485398737418914e-08
Position 329: 3.7982772355947726e-08
Position 708: 3.069172479951383e-08
Position 1133: 1.137444829407791e-08
Position 706: 9.466521497520092e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3273: 0.9729255948734874
Position 2539: 0.8332142197435192
Position 666: 0.8168172510191839
Position 906: 0.6258653964701127
Position 702: 0.1253295921380434
Position 361: 0.08173622608499859
Position 2987: 0.05914513217970441
Position 3981: 0.03455251441537702
Position 3840: 0.03328092810132283
Position 1173: 0.031151757021295044
Position 3681: 0.026922271471468768
Position 1782: 0.02269526016644748
Position 2043: 0.02205133686731089
Position 348: 0.01705603184260822
Position 1157: 0.011016028989651467
Position 123: 0.010958240126019606
Position 1005: 0.010780769728021751
Position 1021: 0.010522821320434035
Position 2911: 0.009360186351827983
Position 1303: 0.008693675982216435
Position 3801: 0.007655181088778782
Position 3780: 0.0063684763200739965
Position 1406: 0.005981843032505753
Position 2209: 0.00516913890005095
Position 761: 0.0051684674828566925
Position 2469: 0.004280220066035777
Position 3150: 0.004172247927332021
Position 1954: 0.00417061025209288
Position 1867: 0.004092014432734234
Position 3639: 0.0030951717985183303
Position 2748: 0.0026015071340886615
Position 722: 0.0024168208957403158
Position 3858: 0.002265820028951572
Position 3573: 0.002113398109317449
Position 4023: 0.0019418027594680853
Position 1216: 0.001935398447302415
Position 2609: 0.0018890267688951975
Position 1895: 0.0017490119495862072
Position 384: 0.001674988478323472
Position 2466: 0.0015616159427866338
Position 582: 0.001532842225623845
Position 3347: 0.0014239615625677208
Position 3412: 0.001361805900251612
Position 2635: 0.0012965001507608935
Position 408: 0.0012457675116505935
Position 3330: 0.0011952271077581805
Position 3121: 0.0011649511303213635
Position 4359: 0.0010482002967624787
Position 2572: 0.001005589940297909
Position 3752: 0.0009824471196297731
Position 1983: 0.0008315649486739142
Position 3537: 0.0007581665540944386
Position 452: 0.0007190092541362748
Position 4370: 0.0006790606485157024
Position 3618: 0.0006659308432852176
Position 3624: 0.0006136637497548261
Position 1750: 0.0006091827736650342
Position 1415: 0.0005679875840642917
Position 2733: 0.0005404379397365449
Position 366: 0.00045587980934830703
Position 2934: 0.00044719241474238444
Position 609: 0.0004451943288497997
Position 2497: 0.00042856284112790177
Position 2626: 0.00040285513215766137
Position 1700: 0.00030164457332663584
Position 3818: 0.0002847426134989642
Position 1729: 0.00028123449203535555
Position 186: 0.00027135144467526023
Position 300: 0.0002442261254715813
Position 4115: 0.00024302436401649592
Position 4208: 0.00023747686647681014
Position 2669: 0.0002199524187566072
Position 1838: 0.00020625474122965614
Position 1456: 0.0002017442342577728
Position 4118: 0.0001934926705770544
Position 3284: 0.0001695576246611817
Position 3194: 0.000146734029708132
Position 3876: 0.00014560619254783683
Position 3362: 0.00014471088320682022
Position 3867: 0.00013568663265359467
Position 175: 0.00013101242523976065
Position 4242: 0.0001232883385340448
Position 160: 0.00011643149895773954
Position 3127: 0.00010998003846342281
Position 2058: 0.00010646162416446409
Position 868: 9.80226101365017e-05
Position 969: 9.679371036355233e-05
Position 606: 9.653359956134349e-05
Position 4157: 9.600641151432307e-05
Position 2333: 9.229859082583388e-05
Position 1439: 8.9399568102497e-05
Position 2916: 8.297732516716479e-05
Position 1682: 7.339911867542751e-05
Position 2351: 7.23090266397463e-05
Position 1557: 6.442786890651058e-05
Position 389: 6.328742977235646e-05
Position 1079: 6.260280299062944e-05
Position 3546: 6.247279525087293e-05
Position 3418: 6.178719535987145e-05
Position 783: 5.79152224867393e-05
Position 4374: 5.419392440068766e-05
Position 3099: 4.961281707003665e-05
Position 89: 4.1760178361110596e-05
Position 475: 4.1579191762267154e-05
Position 2319: 3.824482780383669e-05
Position 1211: 3.7813929138068024e-05
Position 2920: 3.4696039258933325e-05
Position 945: 3.221593952624427e-05
Position 501: 2.987258204764056e-05
Position 519: 2.787480731788359e-05
Position 3297: 2.7318349902819614e-05
Position 3823: 2.509019534701571e-05
Position 817: 2.472457717657028e-05
Position 883: 2.3034060638241715e-05
Position 395: 2.266479566644122e-05
Position 3594: 1.931935506506718e-05
Position 92: 1.7331595830956345e-05
Position 1531: 1.653358689339863e-05
Position 2900: 1.1500363118112385e-05
Position 1608: 1.1285503793193569e-05
Position 1875: 1.1198753620157974e-05
Position 632: 1.0816202228120366e-05
Position 295: 1.0053405201465453e-05
Position 3055: 9.47556907791776e-06
Position 742: 9.23026011187589e-06
Position 1637: 7.843224975424731e-06
Position 1735: 7.608580750677147e-06
Position 457: 7.2565676650910756e-06
Position 1200: 6.2313195113582205e-06
Position 290: 5.869588797668549e-06
Position 215: 5.611689811561557e-06
Position 1085: 5.103321693931214e-06
Position 523: 3.7704830340747314e-06
Position 74: 6.622458337851432e-07
Position 96: 5.3229047960715e-07
Position 3429: 4.589037765077829e-07
Position 543: 3.341292092265565e-07
Position 792: 1.7874799041928742e-07
Position 584: 1.4750444949363416e-07
Position 461: 1.4283586022633498e-07
Position 917: 1.1829389660483652e-07
Position 252: 7.795957651179152e-08
Position 228: 5.8304765707143034e-08
Position 66: 5.2930852876263424e-08
Position 531: 4.058810267264094e-08
Position 3291: 2.8263598951217224e-08
Position 477: 1.6852834444434844e-08
Position 483: 1.367802434336963e-08
Position 235: 1.0362416994947018e-08
Position 188: 6.7296378425988355e-09
Position 52: 3.2847288871982163e-09
Position 908: 2.1204942165819273e-09
Position 230: 1.8369950866783944e-09
Position 257: 1.8903923710012049e-10
Position 238: 1.5141139911378496e-12
