Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  1000
Partition function (log Z): 2.1980966757116733

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9981624018901362
Position 501: 0.9853705844133712
Position 210: 0.7767197999986124
Position 888: 0.3023573432931284
Position 1228: 0.22472756407819194
Position 2510: 0.13840922022346597
Position 1843: 0.13611217113223567
Position 130: 0.10057095379004528
Position 1465: 0.04002368316518538
Position 3997: 0.038934997282602885
Position 3544: 0.03249262449845856
Position 4047: 0.029882453973453977
Position 3087: 0.015461341962936486
Position 1330: 0.014659148294705764
Position 1549: 0.014156647499356348
Position 3540: 0.011630122621180216
Position 3797: 0.010422961398706479
Position 3794: 0.010353466076166107
Position 3078: 0.009810351264489604
Position 3736: 0.008049828532612735
Position 1510: 0.00735560576285238
Position 535: 0.007198751381013866
Position 4433: 0.006449379712909709
Position 1645: 0.006204421195420571
Position 1263: 0.006117040190023622
Position 1557: 0.00449427431136366
Position 3649: 0.0037094328607691473
Position 3123: 0.003660674673438626
Position 4051: 0.003130897450126332
Position 4730: 0.003085194877058274
Position 4087: 0.0029042831382742715
Position 4486: 0.002881159556117884
Position 3726: 0.0024796540705675696
Position 839: 0.002369240342313094
Position 598: 0.002296852501386511
Position 133: 0.0022885566389448248
Position 799: 0.0020950985816930276
Position 3633: 0.0018443928481882426
Position 1441: 0.0017359324727629513
Position 2220: 0.001708601372326417
Position 2331: 0.001657667005241299
Position 1847: 0.0012339750484969148
Position 1217: 0.00120485219277098
Position 2480: 0.0011725851639099688
Position 2442: 0.0011710634790994174
Position 4456: 0.0011070050486656194
Position 1017: 0.001068822792198029
Position 3844: 0.0010399226982918631
Position 1526: 0.0009458157283934638
Position 1409: 0.0007905193980691831
Position 2166: 0.0007643044061549371
Position 3770: 0.0007608187405348732
Position 3859: 0.0006507859157478831
Position 1426: 0.0006462339897316835
Position 505: 0.000638414117578612
Position 874: 0.0005622770570088241
Position 3609: 0.0005314802900509238
Position 2834: 0.0005077394779240821
Position 2257: 0.0005040067194961432
Position 901: 0.0005020283548357747
Position 2134: 0.0004370402141814073
Position 4614: 0.0004362617712814455
Position 4676: 0.00043287011998913676
Position 3823: 0.0004016583287306674
Position 1852: 0.00039645906529309205
Position 214: 0.00036338435581734246
Position 2207: 0.00036246762803747966
Position 492: 0.000361020937184181
Position 1984: 0.0003501647418879203
Position 4066: 0.00032870403791166543
Position 594: 0.0003140813214553757
Position 3756: 0.000265940793999314
Position 1952: 0.000229597100651281
Position 33: 0.00022671799927536092
Position 1672: 0.00020966848629238083
Position 2016: 0.00019602863282857982
Position 751: 0.00019006715018921697
Position 2040: 0.00016968931915375176
Position 1657: 0.00015340441425063756
Position 1649: 0.00014775892613684856
Position 1150: 0.00014118282987168383
Position 1369: 0.0001410494693343377
Position 1084: 0.0001361602767996695
Position 3514: 0.00013578751371074176
Position 3966: 0.00011666592784877013
Position 2232: 0.00011504933450456812
Position 2282: 0.00011432314885832903
Position 316: 0.00011151975867876288
Position 4295: 0.00010905965619023545
Position 4919: 8.301474165496866e-05
Position 3582: 7.08355028977601e-05
Position 1855: 7.05612316250345e-05
Position 3695: 6.966132568610063e-05
Position 234: 6.124935182093035e-05
Position 583: 6.089059675510356e-05
Position 892: 5.9980348425279485e-05
Position 843: 5.804599702810085e-05
Position 1042: 5.635479974594976e-05
Position 1305: 5.5533403690578184e-05
Position 3711: 5.3586584541327477e-05
Position 3763: 3.621983108182864e-05
Position 3931: 3.45779510623479e-05
Position 587: 2.624361008109265e-05
Position 4068: 2.4362284172025786e-05
Position 638: 2.1682218545787055e-05
Position 608: 1.9753912709699505e-05
Position 3231: 1.0816104393983913e-05
Position 347: 6.518992961005382e-06
Position 3777: 5.663251236439599e-06
