Gene = VhaSFD
index = 1595
Annotated 5SS: [ 197  817 2968 3595 3769]
Annotated 3SS: [ 337 2832 3031 3654 3928]
SMsplice 5SS: [ 259  817 2968 3595 3769]
SMsplice 3SS: [ 337 2832 3031 3654 3928]
top_k =  1000
Partition function (log Z): 11.368491606851915

Sorted 5' Splice Sites (High to Low Probability):
Position 2968: 0.9998780937399487
Position 3595: 0.9941557577953787
Position 3769: 0.9062708836623042
Position 817: 0.8753430310798292
Position 259: 0.44813449752111034
Position 197: 0.36506147273576506
Position 2520: 0.2710289507775021
Position 2598: 0.10055106228752766
Position 2692: 0.07552895104138567
Position 3758: 0.0705960854768567
Position 1935: 0.0330706053624908
Position 508: 0.032458294069461636
Position 263: 0.023033328378016582
Position 1924: 0.020064428563453085
Position 4008: 0.013204236641505728
Position 2377: 0.010512124132465949
Position 511: 0.0079454916341146
Position 1884: 0.006187694189693394
Position 836: 0.0053637960564499034
Position 274: 0.0053601495961848235
Position 2487: 0.005327120088300847
Position 3773: 0.005045830543550701
Position 3565: 0.004761806047970913
Position 1379: 0.0045151185621985735
Position 255: 0.00405613587542821
Position 2252: 0.004042387039708645
Position 2364: 0.0037780901872227733
Position 4099: 0.0032864378776466556
Position 4011: 0.0032730921021071812
Position 4304: 0.0031126858160278486
Position 3158: 0.0031021753227149277
Position 3979: 0.002856709389360763
Position 1926: 0.0020934201694225215
Position 2260: 0.0018410265206685267
Position 4184: 0.0018067928326840552
Position 2542: 0.0017620052097738425
Position 2605: 0.001583003584236305
Position 662: 0.001549902329402281
Position 3719: 0.0014334000941420364
Position 249: 0.001409446970259098
Position 1067: 0.001290914678189252
Position 4783: 0.0010963748253947352
Position 1044: 0.0010565231135892788
Position 471: 0.0010339104096698597
Position 4545: 0.0010247369291903955
Position 1709: 0.0010171691355078379
Position 4157: 0.0009881080902035145
Position 2705: 0.0009666988976739914
Position 3825: 0.0009342673778028021
Position 4530: 0.0009301069751889791
Position 1536: 0.0008692714702664722
Position 3257: 0.0008096278111066972
Position 564: 0.0008064134104775805
Position 843: 0.0007097172148129115
Position 267: 0.0006660477317289153
Position 3320: 0.0006490088139044355
Position 1897: 0.0005827774980291471
Position 1440: 0.0005437169968738628
Position 265: 0.000530604635416233
Position 2285: 0.00045447542861523345
Position 3830: 0.0004536939248122655
Position 2685: 0.0004073193387094009
Position 3599: 0.0003989858962169489
Position 257: 0.000330824053829589
Position 3569: 0.00029141779743990906
Position 855: 0.0002867952177503438
Position 2656: 0.00028312133705238806
Position 2536: 0.0002503362567362228
Position 2514: 0.0001850398638017231
Position 2203: 0.00018226925014404088
Position 4252: 0.00017862563295602344
Position 829: 0.00017658541802542522
Position 3325: 0.00016490112162103612
Position 4363: 0.00016107712552544367
Position 36: 0.00016077671358034592
