Gene = defl
index = 1667
Annotated 5SS: [1589]
Annotated 3SS: [1645]
SMsplice 5SS: [1589]
SMsplice 3SS: [1645]
top_k =  1000
Partition function (log Z): -9.123545271840925

Sorted 5' Splice Sites (High to Low Probability):
Position 1589: 0.9170510624976578
Position 97: 0.3215378804091021
Position 1824: 0.1519782691558567
Position 1359: 0.14528806215434067
Position 1796: 0.09663321883385398
Position 35: 0.05845980852252535
Position 2726: 0.05444098369081714
Position 764: 0.022483195426744124
Position 2042: 0.0204848395760507
Position 286: 0.01886143406957589
Position 1509: 0.017118014487366506
Position 3175: 0.015746891456780033
Position 2234: 0.013621886598477233
Position 2613: 0.011087791468853666
Position 539: 0.008257727614797813
Position 863: 0.0079535771470652
Position 1341: 0.007462301783879942
Position 587: 0.004073438871141788
Position 247: 0.0029824315824835035
Position 633: 0.002978381428036655
Position 689: 0.0026643551050742594
Position 2423: 0.002393554089015897
Position 935: 0.0021993792190255286
Position 2957: 0.0020996071102988723
Position 143: 0.0020420353249841153
Position 1485: 0.0017669749674194652
Position 966: 0.001614715551386279
Position 652: 0.00133650756208531
Position 876: 0.0013099999815535056
Position 1346: 0.0011928510053951671
Position 260: 0.0007889625058395126
Position 2795: 0.0007661310643274431
Position 1137: 0.0006837931053293549
Position 2091: 0.0005293019740496916
Position 101: 0.000525867380782772
Position 1757: 0.0005014092742386183
Position 2333: 0.0004967079700111853
Position 2219: 0.0004818230150458418
Position 923: 0.0004683048996221386
Position 1468: 0.00046506004702815307
Position 1318: 0.00046246227009637687
Position 3195: 0.0004336971915484335
Position 1491: 0.0004296961502225652
Position 1029: 0.00041795265482004993
Position 1075: 0.00038198477323528535
Position 1437: 0.0003639614493066853
Position 292: 0.0003347699597014772
Position 1846: 0.00030776329575760457
Position 2437: 0.00023948869489807636
Position 434: 0.0002115084843154
Position 1513: 0.0002081485798410799
Position 1726: 0.0001930933676352352
Position 1913: 0.00019032201709862998
Position 257: 0.0001756799006491864
Position 1253: 0.0001740781496179646
Position 1274: 0.00017375700096414177
Position 518: 0.000167722707160837
Position 452: 0.00015377708462809301
Position 371: 0.0001144690325112194
Position 1048: 0.00011421524059778061
Position 974: 7.821118219073983e-05
Position 628: 7.791771272356966e-05
Position 473: 6.268346670866776e-05
Position 197: 5.7376151428047525e-05
Position 1027: 5.408843875289931e-05
Position 818: 4.9630649589039545e-05
Position 441: 4.67536555653242e-05
Position 757: 4.3951580779410803e-05
Position 775: 4.1788223387533156e-05
Position 815: 3.619789866253547e-05
Position 695: 3.58928027912837e-05
Position 1124: 3.537210246016554e-05
Position 1573: 3.483888443102983e-05
Position 113: 3.156001974970256e-05
Position 480: 3.0450171639453455e-05
