Gene = Cpr65Au
index = 1098
Annotated 5SS: [162]
Annotated 3SS: [503]
SMsplice 5SS: [162]
SMsplice 3SS: [503]
top_k =  1000
Partition function (log Z): -4.507755494279588

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.47466365120886395
Position 166: 0.41013284872282224
Position 397: 0.29492785627517715
Position 425: 0.10046138353365991
Position 364: 0.016252750008636296
Position 205: 0.011406360226548859
Position 418: 0.005103654544022984
Position 95: 0.0027305694443641544
Position 415: 0.0010734704418086803
Position 704: 0.0003423896207631754
Position 778: 0.00017601635942803066
Position 427: 0.00017140491268585474
Position 753: 0.00012506391502619478
Position 278: 0.00011868550333654618
Position 442: 0.00010371247710485635
Position 249: 0.0001000964054146874
Position 71: 8.748876506137908e-05
Position 672: 8.373425267882382e-05
Position 290: 6.455391017663201e-05
Position 606: 5.799808993271527e-05
Position 542: 4.685360454895136e-05
Position 52: 3.4884960474287194e-05
Position 547: 2.898437298046113e-05
Position 682: 1.0331554156010311e-05
Position 77: 6.151875780388697e-06
Position 337: 4.722327623041539e-06
Position 733: 1.4560243159764368e-06
Position 575: 1.377920951586946e-06
Position 314: 8.210484969258713e-07
Position 582: 8.119408524277051e-07
Position 638: 5.557832245970702e-07
Position 764: 3.879676142929452e-07
Position 45: 2.908670576078942e-07
Position 793: 1.0184738256904143e-07
Position 323: 3.6974810599386068e-09
Position 586: 1.0154837855316519e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 503: 0.9696026875888529
Position 314: 0.2347913989240159
Position 252: 0.10405144884135345
Position 510: 0.006739646912210821
Position 361: 0.0011494585009207629
Position 591: 0.0004981543908760429
Position 165: 0.0002639310050626916
Position 546: 0.0002577288253792465
Position 836: 0.000206422134546238
Position 759: 0.00020272876513356032
Position 767: 0.00015365076587907034
Position 805: 0.00014232832060512223
Position 773: 6.664636592989046e-05
Position 424: 5.0623958889849704e-05
Position 672: 4.9022664657589904e-05
Position 230: 4.169387361230142e-05
Position 363: 2.563840392736091e-05
Position 809: 1.4628440783641886e-05
Position 677: 5.117544819756373e-06
Position 415: 1.8466259048689639e-06
Position 638: 1.7501248494800483e-06
Position 380: 1.1758136617510168e-06
Position 537: 9.989896745401382e-07
Position 393: 4.837913747973769e-07
Position 785: 4.718407082806225e-07
Position 602: 3.5958751403862294e-07
Position 108: 2.926800708100519e-07
Position 176: 2.3339664567757637e-07
Position 733: 2.169140986278411e-07
Position 568: 1.845933002774123e-07
Position 370: 1.3236497606698143e-07
Position 616: 8.096630217912504e-08
Position 99: 5.346030731914035e-08
Position 610: 5.2580732866431894e-08
Position 685: 3.3318473815918545e-08
Position 682: 2.9542830811902895e-08
Position 570: 2.654654433073909e-08
Position 400: 2.423618627402297e-08
Position 778: 1.2035649142053756e-08
Position 817: 4.276131004065277e-09
Position 129: 2.297898940560653e-09
Position 395: 1.7381986938704856e-09
Position 114: 4.6044510385504793e-10
Position 515: 5.774895385308981e-13
Position 559: 4.115389019972622e-14
Position 131: 1.924324605348908e-17
