Gene = qua
index = 1852
Annotated 5SS: [ 5407  7516  7778  8752  9807 10069]
Annotated 3SS: [ 7305  7574  7826  8807  9870 10133]
SMsplice 5SS: [  474  7516  7778  8752  9807 10069]
SMsplice 3SS: [ 7305  7574  7838  8807  9870 10133]
top_k =  1000
Partition function (log Z): 7.040256536233953

Sorted 5' Splice Sites (High to Low Probability):
Position 8752: 0.9920270720735469
Position 10069: 0.9898576712506768
Position 7516: 0.9850859782038965
Position 9807: 0.9805604556160169
Position 7778: 0.9720924985624709
Position 474: 0.8976476905579609
Position 1356: 0.21040890228312226
Position 7004: 0.16952408726332707
Position 831: 0.15271322409946647
Position 9301: 0.1014445463687919
Position 9421: 0.08774795510270986
Position 10328: 0.07058563585654493
Position 9061: 0.048131098585799705
Position 9436: 0.03192448811341722
Position 274: 0.025323093286159698
Position 1092: 0.0152302203229432
Position 918: 0.013159829378563451
Position 8957: 0.01252615215750132
Position 8359: 0.009960296467076945
Position 5407: 0.009843728682098651
Position 7481: 0.008123074599524062
Position 5824: 0.0066534172340485895
Position 603: 0.006410430340095504
Position 8455: 0.006036453365181614
Position 4217: 0.005753518003593656
Position 4272: 0.005043214990186831
Position 8167: 0.004711155855874009
Position 9522: 0.004276760570310715
Position 9433: 0.004101413188465066
Position 202: 0.003912096019068989
Position 8739: 0.003633966403285625
Position 7137: 0.0036283266834862553
Position 5601: 0.002755580143568986
Position 114: 0.0024859087555376613
Position 5925: 0.0023383913999527935
Position 318: 0.002016634462595544
Position 7596: 0.0019186034795598587
Position 308: 0.0018932675264431062
Position 9034: 0.0016440678985461656
Position 598: 0.0012383890156352283
Position 8180: 0.001230865160565891
Position 10331: 0.0007948437870070139
Position 7963: 0.000698383436471583
Position 8355: 0.0006742812909726918
Position 7420: 0.0006610638583670549
Position 7771: 0.0006040620563079802
Position 131: 0.000450251565635805
Position 9099: 0.0004372826744628608
Position 10271: 0.0004091890229615604
Position 8961: 0.00040892848668475356
Position 8562: 0.0004078699568530414
Position 8188: 0.00040440102290435016
Position 666: 0.000325778000199683
Position 7741: 0.0002520956644309596
Position 8511: 0.00022293134019003356
Position 9040: 0.0001998790590659296
Position 10073: 0.00018769392134678894
Position 7757: 0.0001871305854155583
Position 4537: 0.0001680608734633289
Position 9738: 0.00015461498249737504
Position 10287: 0.00014781594096292537
Position 1187: 0.00013591585840737382
Position 7893: 0.00013415113370456963
Position 7638: 0.00013132512944756663
Position 7924: 0.00012667393239025653
Position 811: 0.00011104723281831218
Position 8184: 0.00010302238790665784
Position 299: 9.59096455489878e-05
Position 7782: 9.485595682799589e-05
Position 28: 9.432199993142855e-05
Position 33: 9.071345551702161e-05
Position 9916: 8.72893007479917e-05
Position 8915: 8.592426477320957e-05
Position 9685: 8.160959635881759e-05
Position 10278: 7.412624797262533e-05
Position 330: 6.981141058924289e-05
Position 8518: 6.640482869905547e-05
Position 8036: 6.363050674000288e-05
Position 1209: 6.097215486784173e-05
Position 209: 5.699926396286769e-05
Position 7788: 5.6150679064224213e-05
Position 9413: 5.499032522707512e-05
Position 8677: 5.421417966180628e-05
Position 4728: 4.7840357690991805e-05
Position 8875: 4.741325041022147e-05
Position 7908: 4.6783469848544304e-05
Position 7941: 4.556348163056793e-05
Position 8686: 4.5016966005203215e-05
Position 696: 4.250878908960208e-05
Position 8704: 4.0764832664152856e-05
Position 8746: 4.047230766274341e-05
Position 9999: 3.974204091327637e-05
Position 821: 3.790945995038828e-05
Position 1184: 3.4998293019651944e-05
Position 9329: 3.4416365016481976e-05
Position 625: 3.2814601028827715e-05
Position 8889: 3.215061673118003e-05
Position 9206: 3.188259240176821e-05
Position 1054: 2.6975533577132678e-05
Position 658: 2.6651050292663283e-05
Position 9282: 2.4224694173711034e-05
Position 8015: 2.3329300279992833e-05
Position 104: 2.1538675766443e-05
Position 957: 2.0507829069870714e-05
Position 86: 1.812217060759919e-05
Position 8975: 1.5443414892400137e-05
Position 2428: 1.2998818357016972e-05
Position 7662: 1.2076352971220875e-05
Position 7691: 1.1645056800891879e-05
Position 9201: 1.1623174012146232e-05
Position 343: 1.111162523108723e-05
Position 1046: 1.0325240863673172e-05
Position 8086: 9.922178016252432e-06
Position 8650: 9.911201082216134e-06
Position 418: 9.907072595727012e-06
Position 40: 9.780353873431038e-06
Position 497: 8.365465062320589e-06
Position 144: 7.90644634789163e-06
Position 122: 7.79696180496727e-06
Position 3331: 7.053313747037916e-06
Position 678: 6.452303359118643e-06
Position 10160: 5.864099826060078e-06
Position 174: 5.407297491035927e-06
Position 9490: 5.16141496460856e-06
Position 3351: 5.145368181952004e-06
Position 727: 3.790143255374771e-06
Position 9252: 3.3565691114433553e-06
Position 1077: 3.064077345595902e-06
Position 663: 2.931375280380874e-06
Position 8642: 2.5642925273008172e-06
Position 836: 2.451454792665171e-06
Position 4254: 2.4258336682329665e-06
Position 8929: 2.4057663535412004e-06
Position 2647: 2.025291505902208e-06
Position 9746: 1.8651611355001735e-06
Position 2383: 1.8225545424281332e-06
Position 9735: 1.7079837843113471e-06
Position 3335: 1.6698162228241864e-06
Position 8734: 1.6502648062428978e-06
Position 10259: 1.5136776895932236e-06
Position 164: 1.0224151407215192e-06
Position 8777: 9.725320832352613e-07
Position 955: 8.499267822564505e-07
Position 3183: 7.960001613790177e-07
Position 150: 7.87658558130358e-07
Position 10337: 6.557609971781945e-07
Position 10269: 6.41766703008273e-07
Position 8817: 6.316107248801808e-07
Position 10134: 4.915911288359607e-07
Position 1473: 4.2638383541881965e-07
Position 8345: 3.350765791167126e-07
Position 10012: 3.1058866361293654e-07
Position 8726: 2.987019596738742e-07
Position 3076: 2.4614438877781367e-07
Position 8731: 2.28290338900924e-07
Position 8352: 2.1364780002466726e-07
Position 2695: 1.9245611765563938e-07
Position 6: 1.902126231789756e-07
Position 176: 1.729169006401954e-07
Position 478: 1.5207701833123896e-07
Position 455: 1.0661098011027071e-07
Position 8275: 4.067201070340844e-08
Position 13: 1.1817352217865039e-08
Position 903: 8.321361570975314e-09
Position 8448: 7.99986006770928e-09
Position 813: 7.249653583911507e-09
Position 645: 5.857881482241925e-09
Position 3605: 1.626371087873745e-09
Position 1602: 3.197817545304763e-10
Position 8894: 2.60042360674402e-10
Position 3309: 2.2192252245632488e-10
Position 9217: 1.8771309309999907e-10
Position 9195: 1.0284821470630052e-10
Position 972: 4.087740953914481e-11
Position 499: 7.01406196881244e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9870: 0.9947165278916308
Position 7574: 0.9942856214271639
Position 10133: 0.9836533797524778
Position 7838: 0.9698301131472298
Position 8807: 0.8315298385910723
Position 7305: 0.514869732381086
Position 7338: 0.43224867514466664
Position 892: 0.19821407377853625
Position 8829: 0.14847470890054254
Position 6842: 0.08278105409080168
Position 10375: 0.07118755703976966
Position 9481: 0.06315671205533369
Position 9348: 0.05271788220922238
Position 9715: 0.05000189650034207
Position 6918: 0.037163428323072026
Position 547: 0.03114374074979645
Position 6894: 0.028807142334363538
Position 9536: 0.02853773493267997
Position 810: 0.023946514124394035
Position 421: 0.021864054340274667
Position 7395: 0.015453667114666548
Position 9160: 0.015200634460084938
Position 9575: 0.014297489949659464
Position 636: 0.013242838038171468
Position 9115: 0.013183020973925513
Position 5818: 0.01278616123695057
Position 5460: 0.012667580947648839
Position 9379: 0.012651794860965442
Position 9578: 0.011801237787392112
Position 645: 0.011101684670273487
Position 9002: 0.010641112510717799
Position 7308: 0.010532219594865628
Position 8614: 0.009539827732051613
Position 8526: 0.00928397457272424
Position 5994: 0.00807117770253047
Position 534: 0.007441614633674499
Position 7250: 0.0071698826247060116
Position 983: 0.006933037996697527
Position 3463: 0.0063761024632656045
Position 3487: 0.005010995195644101
Position 602: 0.004927931046780106
Position 9647: 0.0045203649731231236
Position 10164: 0.004345920621101153
Position 9457: 0.004306381355194712
Position 6982: 0.0035934931796432422
Position 8867: 0.0035777920555152866
Position 5356: 0.003567254319599442
Position 6541: 0.002912537962899151
Position 5571: 0.0027290467342429687
Position 7544: 0.0025797272815302123
Position 9672: 0.0025729468363541895
Position 10386: 0.0025024668846379615
Position 658: 0.0024896645770602494
Position 8430: 0.0023179621822331277
Position 9382: 0.002300874969385161
Position 9685: 0.0022990775382525502
Position 676: 0.002073169283209102
Position 8235: 0.0019073925550966927
Position 663: 0.0018814053523440513
Position 7399: 0.001748538472960779
Position 4456: 0.0015852030279235743
Position 1023: 0.001514574341901665
Position 7359: 0.0013814614614959995
Position 390: 0.0013682481360304498
Position 7679: 0.0013559218590154054
Position 6332: 0.0013485402252614376
Position 8005: 0.0013341787867367514
Position 6394: 0.001118542990303046
Position 9659: 0.0010434616036355427
Position 5219: 0.0009569587990241338
Position 9028: 0.0009204087863645873
Position 9128: 0.0008844380739366366
Position 9971: 0.0008780621941351892
Position 1167: 0.0008009225596647599
Position 1240: 0.0008007569820581144
Position 910: 0.0007690239886311195
Position 3896: 0.0007091223504969031
Position 6503: 0.0006905664134006922
Position 7586: 0.000685859330456453
Position 8213: 0.0006758579396910376
Position 4505: 0.0006720024483016163
Position 8676: 0.0006670035442568933
Position 5185: 0.0006484672002752527
Position 4587: 0.0006154478541597315
Position 5052: 0.0005873258025677511
Position 7072: 0.0005722679504674928
Position 1122: 0.0005344624044431347
Position 830: 0.0004238584570554159
Position 10247: 0.0004128363502096879
Position 707: 0.0004115171723663502
Position 1265: 0.0004063527267203451
Position 1071: 0.00038424699683672594
Position 8086: 0.0003794235889806339
Position 8529: 0.0003273641301552617
Position 3936: 0.00032478611745010956
Position 7477: 0.00030480190602166746
Position 5628: 0.00028254991348156583
Position 8427: 0.00026085947757849563
Position 7826: 0.0002509994215472955
Position 273: 0.0002476635860794956
Position 8157: 0.00024368249500755705
Position 2901: 0.000227632786742965
Position 9291: 0.0002218707820007739
Position 4788: 0.00022054178842634725
Position 7872: 0.0002132228314797216
Position 4580: 0.00021187558949517155
Position 8058: 0.00019923759510125105
