Gene = MED4
index = 1264
Annotated 5SS: [320]
Annotated 3SS: [377]
SMsplice 5SS: [320]
SMsplice 3SS: [377]
top_k =  1000
Partition function (log Z): -2.4080044240418346

Sorted 5' Splice Sites (High to Low Probability):
Position 320: 0.9949858835666481
Position 314: 0.003074776177919597
Position 308: 0.0017848832927837585
Position 549: 0.001329069024954603
Position 631: 0.0008206537569020444
Position 577: 0.0002696989012832685
Position 715: 0.0002671765962425287
Position 914: 0.00018327948036609212
Position 324: 0.00012776820654959432
Position 727: 6.172581888257045e-05
Position 27: 5.0666605696916565e-05
Position 569: 4.435445564823907e-05
Position 756: 4.298470439964722e-05
Position 495: 3.840363528129935e-05
Position 898: 1.5195946361096617e-05
Position 77: 1.212087970452278e-05
Position 330: 9.112274195499837e-06
Position 275: 8.079586682276509e-06
Position 870: 8.050115859563108e-06
Position 353: 6.726088430160681e-06
Position 589: 6.1116822491377764e-06
Position 382: 3.282152121232527e-06
Position 663: 2.394360123336512e-06
Position 88: 1.7763001013182448e-06
Position 864: 1.4586193677517019e-06
Position 29: 6.503409569499851e-07
Position 710: 5.065655271788752e-07
Position 85: 2.607220403567544e-07
Position 197: 1.4924157296119186e-07
Position 875: 1.3496249689027902e-07
Position 404: 1.3372943969618257e-07
Position 779: 1.0321434694324152e-07
Position 553: 6.286714328362312e-08
Position 739: 5.986831038026744e-08
Position 154: 4.917718899147034e-08
Position 733: 4.721154191164107e-08
Position 205: 4.6735685294617896e-08
Position 218: 4.213110924952797e-08
Position 834: 4.873829762747463e-09
Position 947: 4.5835369016899584e-09
Position 431: 1.7572818539894115e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 377: 0.9983725994533484
Position 644: 0.0011721484688622659
Position 392: 0.0006546955673251839
Position 576: 0.0004453935709966367
Position 773: 0.0003738308637790361
Position 679: 0.0002998397797008967
Position 980: 0.0002219545769091863
Position 701: 0.00019517025459506822
Position 698: 0.0001880989339978872
Position 535: 0.0001484561689329374
Position 779: 0.00014259495254322175
Position 953: 0.00012480642073984226
Position 458: 0.00011631068291884954
Position 723: 9.150480621568884e-05
Position 834: 7.85945792666582e-05
Position 798: 7.135872098861908e-05
Position 395: 6.745561553244759e-05
Position 718: 6.63036572341686e-05
Position 611: 4.737353585122539e-05
Position 674: 4.4919162342192526e-05
Position 107: 4.4567001629776706e-05
Position 386: 3.2625375368535497e-05
Position 413: 2.5288979963132894e-05
Position 695: 2.1328776388665377e-05
Position 641: 1.5375700846050337e-05
Position 151: 1.50187164192178e-05
Position 663: 1.4954036111897555e-05
Position 991: 1.4136191388571478e-05
Position 450: 1.2399226655858728e-05
Position 957: 6.898713781522504e-06
Position 960: 5.608332773632952e-06
Position 966: 5.541103582427679e-06
Position 404: 4.742775450988417e-06
Position 479: 3.876667975570101e-06
Position 166: 2.9777077047250647e-06
Position 857: 2.4418673200702397e-06
Position 553: 1.7367715510887352e-06
Position 352: 8.919942798078917e-07
Position 139: 8.534897294550754e-07
Position 995: 7.564403829054408e-07
Position 422: 7.388591491704922e-07
Position 154: 4.789592552970836e-07
Position 469: 2.6484082727288994e-07
Position 175: 1.87840622442088e-07
Position 178: 1.7280178243146616e-07
Position 186: 1.5590033615231306e-07
Position 845: 8.59155663547342e-08
Position 99: 8.29964840797033e-08
Position 227: 6.778143213722737e-08
Position 506: 5.728290691577908e-08
Position 739: 4.252961390546283e-08
Position 886: 3.9674381090725554e-08
Position 268: 3.119478618747148e-08
Position 917: 1.952182971447056e-08
Position 509: 1.2167272973846657e-08
Position 914: 1.1160317176839546e-08
Position 109: 5.830677335764295e-09
Position 307: 1.9516854437051494e-09
Position 265: 1.1589718990701857e-09
Position 163: 3.5105870402660875e-10
Position 262: 5.5196141873587044e-11
Position 232: 4.51251798960676e-11
Position 313: 7.432406730180294e-12
Position 283: 1.7684787755594555e-12
Position 280: 1.1209967706595143e-12
Position 330: 2.842536622359348e-14
Position 727: 2.6822090003861186e-14
Position 275: 7.665892505366517e-15
Position 327: 6.133496262826165e-15
Position 324: 4.4941744940003635e-18
