Gene = mRpS23
index = 1778
Annotated 5SS: [134 351]
Annotated 3SS: [188 411]
SMsplice 5SS: [134 351]
SMsplice 3SS: [188 411]
top_k =  1000
Partition function (log Z): -4.387880802312139

Sorted 5' Splice Sites (High to Low Probability):
Position 351: 0.971274376935369
Position 134: 0.715907414536486
Position 45: 0.10195804634718716
Position 100: 0.019617570626641212
Position 39: 0.00224645308978059
Position 243: 0.001420935435335358
Position 52: 0.0013155916197579776
Position 21: 0.0011453699841790816
Position 313: 0.0005629178775176949
Position 252: 0.00030534567336033174
Position 343: 0.00028866863692941634
Position 355: 0.00017466312643039245
Position 400: 0.0001301585441460105
Position 340: 0.00010317424704183921
Position 369: 8.418439856622494e-05
Position 36: 6.732995726046368e-05
Position 677: 1.8281825248084695e-05
Position 190: 7.1164503330800045e-06
Position 454: 6.66697756333587e-06
Position 209: 4.3948259237792135e-06
Position 250: 7.3287162181752e-07
Position 643: 3.3343757655424907e-07
Position 159: 1.0737576314457849e-07
Position 674: 4.006808928785865e-08
Position 491: 2.3664163310522178e-09
Position 478: 1.3498995643051349e-09
Position 694: 9.829989071832045e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 188: 0.828407665479613
Position 411: 0.8155227265490701
Position 465: 0.1266504053038524
Position 439: 0.02554276036685996
Position 133: 0.011822344760532783
Position 505: 0.0056617316980288055
Position 471: 0.0006644782083111275
Position 103: 0.0006417114889605457
Position 415: 0.0005952699357187164
Position 100: 0.000458509314007247
Position 165: 0.000171410730071103
Position 293: 0.0001024975942395287
Position 195: 7.300657283732208e-05
Position 313: 7.295719039076179e-05
Position 425: 6.797851407483995e-05
Position 369: 6.308422327083721e-05
Position 577: 4.624419707122387e-05
Position 515: 2.2509714795884284e-05
Position 113: 1.7510472719028784e-05
Position 730: 1.6177778086023554e-05
Position 484: 5.667136056582325e-06
Position 478: 2.061390430536957e-06
Position 190: 1.819912230379788e-06
Position 649: 1.437313769158418e-06
Position 704: 1.4285690566124691e-06
Position 321: 1.2837996294703416e-06
Position 521: 7.14885985934261e-07
Position 540: 6.737199664404119e-07
Position 775: 6.724372467178655e-07
Position 755: 5.290807548414959e-07
Position 759: 5.026622620247339e-07
Position 628: 3.319755531160312e-07
Position 721: 3.2916462283894966e-07
Position 623: 3.0463319048587464e-07
Position 608: 2.197393996752146e-07
Position 667: 1.4740008788540617e-07
Position 769: 1.4701660788779485e-07
Position 524: 1.3378908358139703e-07
Position 586: 1.2254295100194126e-07
Position 734: 9.766084192398201e-08
Position 643: 6.980999603806496e-08
Position 583: 6.614103058188826e-08
Position 625: 4.772886538261182e-08
Position 610: 3.6981027311391074e-08
Position 670: 2.6725659791879086e-08
Position 550: 1.5082890474262775e-08
Position 279: 5.6720185357571124e-09
Position 306: 2.931499219209392e-09
Position 574: 2.132065821723363e-09
Position 336: 8.746273989504149e-10
Position 228: 5.560838465322874e-10
Position 349: 6.126319565226082e-12
Position 214: 3.292307348753932e-12
