Gene = sunn
index = 1902
Annotated 5SS: [ 111  615  798 1074 1346 1978 2399 2861 3311]
Annotated 3SS: [ 166  688  949 1130 1427 2034 2453 2939 3364]
SMsplice 5SS: [ 615  798 1074 1346 1978 2399 2861 3311]
SMsplice 3SS: [ 688  949 1130 1427 2034 2453 2939 3364]
top_k =  1000
Partition function (log Z): 17.529899903529532

Sorted 5' Splice Sites (High to Low Probability):
Position 2399: 0.9948415256272359
Position 1346: 0.994461795210658
Position 1074: 0.9832095320507958
Position 1978: 0.9742714850062894
Position 615: 0.9093238428002629
Position 2861: 0.8649001518470785
Position 798: 0.811630838358301
Position 3311: 0.6714371305310832
Position 111: 0.22641828045732834
Position 1750: 0.13568471762874204
Position 2540: 0.12844852862895864
Position 2552: 0.06781044183150807
Position 3030: 0.026171412763487684
Position 1606: 0.02602012452898881
Position 2584: 0.02333913758136447
Position 115: 0.02300945799714213
Position 2137: 0.018062260370922085
Position 293: 0.013328375005548423
Position 78: 0.009915919776928853
Position 802: 0.009504915292488517
Position 1650: 0.008908669204171837
Position 469: 0.008756454726679429
Position 151: 0.007617479621398927
Position 1537: 0.006545529200660148
Position 2831: 0.006540126798427493
Position 1965: 0.006203514812511842
Position 1068: 0.005941153309356573
Position 100: 0.005459331248229967
Position 1928: 0.0043155503016210125
Position 627: 0.00418648337509459
Position 1497: 0.0037846820543912993
Position 834: 0.0036862552252527533
Position 1967: 0.0036439510389757565
Position 2308: 0.0034377715354696942
Position 3254: 0.003057691293037613
Position 1000: 0.002898942145814099
Position 1325: 0.0026460252088497294
Position 2576: 0.002161503934692585
Position 2727: 0.0019186395971860504
Position 45: 0.0018578642828220872
Position 55: 0.001562927584593407
Position 613: 0.0014064759826334216
Position 3273: 0.0014048499582938025
Position 1754: 0.0013243468680475563
Position 2708: 0.0010313767167933303
Position 431: 0.0008928218508919854
Position 3148: 0.0007858046583983403
Position 3076: 0.0007672855826063
Position 96: 0.0007249428974560729
Position 3270: 0.0006576836216922173
Position 119: 0.0005525565785451187
Position 2141: 0.00039770506879472126
Position 3063: 0.00038094357617078764
Position 3213: 0.0003510858087237581
Position 1086: 0.00033950982244567904
Position 377: 0.0003262755816565614
Position 781: 0.0003095004130319702
Position 2119: 0.0002844162003396346
Position 2872: 0.0002590886521642187
Position 1071: 0.00023833147593861273
Position 2880: 0.00023343122790453095
Position 3500: 0.0002216390035105705
Position 530: 0.00021045574123343579
Position 1957: 0.00018709436472881273
Position 2620: 0.00018599191372385796
Position 1050: 0.0001753573542445566
Position 1225: 0.0001636289684977882
Position 2867: 0.00015000006594525976
Position 3315: 0.000148965798286114
Position 2403: 0.00013399764015399504
Position 2627: 0.00012822652448189352
Position 3026: 0.00012556814565553058
Position 250: 0.00012439276526725673
Position 239: 0.00010415660444302831
Position 1501: 0.00010409787277806269
Position 29: 9.884197470451205e-05
Position 1516: 7.408894821284369e-05
Position 3124: 7.239301691010412e-05
Position 145: 6.969703164760344e-05
Position 1991: 6.519746777379829e-05
Position 1784: 6.453889357163633e-05
Position 1692: 6.269855101242593e-05
Position 875: 5.584171584654259e-05
Position 2908: 5.511466103402353e-05
Position 156: 5.4409445143392084e-05
Position 1849: 5.019454583904899e-05
Position 3535: 4.819242172566707e-05
