Gene = gdl
index = 1712
Annotated 5SS: [437 787]
Annotated 3SS: [ 491 1159]
SMsplice 5SS: [437 787]
SMsplice 3SS: [ 501 1159]
top_k =  1000
Partition function (log Z): -4.450401028152979

Sorted 5' Splice Sites (High to Low Probability):
Position 437: 0.9918654196339711
Position 787: 0.3991023730283153
Position 973: 0.08706321772266132
Position 962: 0.07481042095564917
Position 199: 0.03737564940914292
Position 204: 0.03598770321733255
Position 1306: 0.03305398354376957
Position 571: 0.02611634960471696
Position 835: 0.023209598583269965
Position 565: 0.012844043383215046
Position 171: 0.01134729241669245
Position 839: 0.009640933470825178
Position 259: 0.003776916238932287
Position 1036: 0.0036711277827152482
Position 645: 0.0034027864435030876
Position 175: 0.0031426527173215933
Position 696: 0.0017199002002931652
Position 7: 0.0011268761865168154
Position 871: 0.0006444733187288432
Position 750: 0.0006326888992867365
Position 814: 0.000562815479108538
Position 319: 0.00046071582314420557
Position 666: 0.0003318041296127912
Position 542: 0.00029291909405939004
Position 811: 0.0002653139191176279
Position 933: 0.00015050842295360466
Position 148: 8.131572648906524e-05
Position 658: 4.9018904906092045e-05
Position 334: 4.825001769200165e-05
Position 544: 3.93984685837085e-05
Position 1406: 3.301765867643817e-05
Position 106: 2.8526175747574162e-05
Position 399: 2.5304663564344192e-05
Position 1349: 2.3382901040887082e-05
Position 441: 9.310672322442084e-06
Position 125: 6.7558360961046546e-06
Position 1269: 5.5287333153064116e-06
Position 342: 5.284067934585315e-06
Position 371: 4.171540871947653e-06
Position 455: 3.7842954414764952e-06
Position 1117: 3.4194491965891173e-06
Position 12: 2.1115222498579374e-06
Position 350: 1.8930887654201291e-06
Position 1130: 1.57182203930193e-06
Position 83: 1.2131237342354258e-06
Position 1160: 9.595790524692685e-07
Position 1246: 6.25634964518232e-07
Position 101: 5.469408197361404e-07
Position 128: 1.945203683373619e-07
Position 285: 1.8756539422470903e-07
Position 322: 1.7090540053867614e-07
Position 345: 1.5920362984631194e-07
Position 1252: 5.3060161021970254e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1159: 0.7326503727094338
Position 501: 0.41581444961516817
Position 491: 0.3901916202106341
Position 633: 0.05448146562620246
Position 285: 0.04985463411474437
Position 270: 0.035716557526753755
Position 1359: 0.020188649130485226
Position 1189: 0.01767077532485888
Position 835: 0.014000652687335538
Position 871: 0.006385480917508233
Position 1369: 0.004102764149242455
Position 1448: 0.0036363144372984903
Position 318: 0.0034388135590148303
Position 1438: 0.002016991484591966
Position 1403: 0.0014759148297355598
Position 290: 0.0014619137614134614
Position 1428: 0.001353909282688145
Position 990: 0.0010881684939450806
Position 1093: 0.0010303085181094633
Position 1463: 0.0008811589834056612
Position 933: 0.0008577019966197014
Position 972: 0.0005971256629906407
Position 571: 0.0005948837213023203
Position 113: 0.0005654308404404548
Position 1023: 0.0005608932475892776
Position 608: 0.0005024119830497689
Position 888: 0.0003727745851486911
Position 313: 0.00027621159462903606
Position 956: 0.0002740283428106511
Position 1559: 0.0001950451776418264
Position 1458: 0.0001881976497418361
Position 577: 0.00016953608097650214
Position 334: 8.288038295064206e-05
Position 148: 7.087075372871404e-05
Position 778: 6.671887347266575e-05
Position 655: 3.868998247778662e-05
Position 639: 3.555608889891784e-05
Position 658: 2.8040604976307185e-05
Position 1484: 1.1455692021515988e-05
Position 345: 6.704725963112051e-06
Position 729: 6.518718156503229e-06
Position 1504: 6.515441184072356e-06
Position 961: 6.2873493641755474e-06
Position 1478: 3.8974811349727165e-06
Position 1228: 3.8634911543114e-06
Position 322: 2.638785857173506e-06
Position 786: 1.8253834745495303e-06
Position 168: 8.703050947417216e-07
Position 455: 8.3344275835609e-07
Position 1306: 8.284308416234701e-07
Position 588: 7.816098690437735e-07
Position 359: 7.588898523689644e-07
Position 1501: 5.812636139033293e-07
Position 1534: 5.600180526167347e-07
Position 338: 5.251034831028628e-07
Position 155: 4.3882179858919137e-07
Position 645: 2.8506461400106604e-07
Position 738: 2.527269851760538e-07
Position 342: 1.3985923371159104e-07
Position 356: 7.018876821022701e-08
Position 350: 1.1856329776599702e-08
Position 671: 9.31436570656268e-09
Position 696: 7.978349092487874e-09
Position 371: 3.996872255298015e-09
Position 185: 3.0504430323797384e-09
Position 762: 2.3396848530217956e-09
Position 187: 9.027713926858759e-10
Position 693: 5.009695569306862e-10
Position 678: 4.2846202715307406e-10
Position 684: 2.6227929853523584e-10
Position 441: 1.178616251237385e-10
Position 666: 6.366289242534001e-11
Position 750: 5.521387340429643e-11
Position 199: 4.7663948949187095e-11
Position 437: 8.238088190427569e-12
