Gene = mge
index = 1790
Annotated 5SS: [711 928]
Annotated 3SS: [ 891 1399]
SMsplice 5SS: [711]
SMsplice 3SS: [891]
top_k =  1000
Partition function (log Z): -4.804013077765152

Sorted 5' Splice Sites (High to Low Probability):
Position 711: 0.8266915602044663
Position 175: 0.6247435762803458
Position 928: 0.34572225341575913
Position 1243: 0.12638801531687824
Position 1182: 0.11659816298688032
Position 1153: 0.04916656760435339
Position 47: 0.02591654497412925
Position 41: 0.020198705283515445
Position 1009: 0.016480133527163456
Position 1299: 0.007326685041502022
Position 802: 0.007153477758556543
Position 351: 0.004153836572324776
Position 1640: 0.003940793771555579
Position 1287: 0.003917111767198675
Position 974: 0.0030613496289265906
Position 715: 0.002584340774605685
Position 1022: 0.0015009381813736436
Position 75: 0.0014407402110601165
Position 945: 0.0014151613425245266
Position 1031: 0.0012691110691466646
Position 723: 0.0011086402146931007
Position 1047: 0.0009679141853278339
Position 472: 0.000954153049805707
Position 1832: 0.0008077832745268579
Position 516: 0.0008030045307474084
Position 250: 0.0006453718093041183
Position 1481: 0.0005618893086427219
Position 356: 0.0005092842689020417
Position 243: 0.0005028914206425047
Position 1322: 0.00047950645120182925
Position 1068: 0.00047097484473152386
Position 2008: 0.0004435120277365046
Position 2015: 0.00042961587268333185
Position 941: 0.00038798186486484177
Position 1496: 0.0003618636871657648
Position 485: 0.0003354321692533224
Position 1659: 0.0003309779965508649
Position 1794: 0.0003291087489367255
Position 1784: 0.0003180335138939261
Position 456: 0.00027898301276398476
Position 808: 0.0002745504319607885
Position 206: 0.00023123359636322311
Position 239: 0.00021737394841132444
Position 552: 0.00020505730371387458
Position 765: 0.00017898994144621334
Position 155: 0.00017697563969581436
Position 60: 0.0001515338893604548
Position 105: 0.00014263907051256328
Position 226: 0.0001374077341203837
Position 1206: 0.00012267121548596377
Position 1247: 0.00010267960365177316
Position 812: 0.00010044643358385779
Position 1988: 9.888027787175935e-05
Position 1173: 9.356935487368838e-05
Position 1250: 7.793644875860056e-05
Position 13: 6.839657088163789e-05
Position 1138: 6.593934937793193e-05
Position 1126: 6.381768124513062e-05
Position 726: 6.283610292285347e-05
Position 341: 5.294138998484686e-05
Position 2013: 5.083972082794676e-05
Position 1254: 4.6854879803707775e-05
Position 576: 3.934463204503453e-05
Position 7: 3.3172794399927194e-05
Position 55: 2.2728503285948988e-05
Position 694: 1.9459685047334436e-05
Position 1704: 1.523475441820061e-05
Position 501: 7.094597796323202e-06
Position 591: 6.494160697402441e-06
Position 181: 6.432103851085669e-06
Position 1990: 6.2422614915602866e-06
Position 702: 5.897328515412991e-06
Position 736: 5.547490024330432e-06
Position 550: 5.168273186284701e-06
Position 503: 3.9202280703351275e-06
Position 137: 1.5253804289349605e-06
Position 179: 1.1006141651676197e-06
Position 556: 1.0077728276349943e-06
Position 270: 8.446968298650247e-07
Position 794: 2.2356705573837704e-07
Position 1159: 1.458588252821629e-07
Position 241: 1.0909721336621565e-07
Position 1505: 1.0604129401197711e-07
Position 632: 5.688776721853734e-08
Position 1011: 5.273273516314591e-08
Position 659: 1.6355995237857826e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 891: 0.8805239473689528
Position 1399: 0.6316896390751341
Position 514: 0.11869652054287722
Position 413: 0.10695962640260968
Position 239: 0.0633457706935188
Position 289: 0.05438514184073863
Position 1093: 0.04132429758074116
Position 440: 0.035427998421433265
Position 591: 0.03181816873442566
Position 226: 0.030531783331500976
Position 89: 0.02690598002427545
Position 1347: 0.022857487541051814
Position 1892: 0.019187707778184536
Position 137: 0.015724510352369495
Position 525: 0.011039930826768334
Position 1286: 0.011004423585014736
Position 1313: 0.009644283668410795
Position 1350: 0.0094318220964414
Position 247: 0.008844746355906145
Position 644: 0.0069059676663581334
Position 768: 0.006673078949618301
Position 456: 0.006326295729719278
