Gene = Pc
index = 1362
Annotated 5SS: [ 224 2715]
Annotated 3SS: [  537 11821]
SMsplice 5SS: [224 604]
SMsplice 3SS: [ 537 9292]
top_k =  1000
Partition function (log Z): -9.371051030745388

Sorted 5' Splice Sites (High to Low Probability):
Position 224: 0.7376966775889681
Position 604: 0.5835508812911246
Position 9470: 0.48548798856937375
Position 7866: 0.3182860676629786
Position 7101: 0.2836780279931939
Position 8604: 0.2188220598930528
Position 1147: 0.10045965723606955
Position 9922: 0.06323660031083148
Position 409: 0.06256262771978807
Position 6870: 0.06020029870809545
Position 440: 0.05587969442502487
Position 2611: 0.03262786904037132
Position 424: 0.030512300448931013
Position 32: 0.024963526676522928
Position 8171: 0.024228561021659496
Position 3108: 0.024059713425074337
Position 1342: 0.022978910295563315
Position 11170: 0.021061365268906694
Position 403: 0.020792967929580557
Position 10213: 0.019358954233446288
Position 428: 0.014544028766339223
Position 9063: 0.013411790885307922
Position 1648: 0.012423321020885968
Position 5730: 0.012348848883261777
Position 7018: 0.010757448966585578
Position 405: 0.010727361087670853
Position 416: 0.010491704640471751
Position 444: 0.010054959411662881
Position 44: 0.008092130054619888
Position 2056: 0.0073424289059136885
Position 420: 0.006356235163864679
Position 9844: 0.006223370291726198
Position 184: 0.004846678660789171
Position 9441: 0.004836341507150124
Position 436: 0.00474375631404138
Position 2972: 0.004733037878874715
Position 430: 0.004572443257038747
Position 434: 0.004549408016214851
Position 7272: 0.004499104845055052
Position 432: 0.004236480160115513
Position 2985: 0.0037389471368397273
Position 2607: 0.00367391525781667
Position 858: 0.0034087226751646094
Position 11431: 0.003078529034430979
Position 1063: 0.003040989977381136
Position 1676: 0.002957294944381262
Position 10011: 0.0017637406490839853
Position 1556: 0.0016743638105281367
Position 1769: 0.001673026910380771
Position 413: 0.001651567239239656
Position 9848: 0.001601257297487296
Position 735: 0.0013991451292417727
Position 235: 0.0013670760738299886
Position 9671: 0.0010389302315456682
Position 2758: 0.001017525447323659
Position 3594: 0.0009370662867825486
Position 2265: 0.0008020654729166132
Position 935: 0.0007496904450536684
Position 11781: 0.0006928748323521043
Position 132: 0.000616018656902917
Position 7879: 0.000586970895443733
Position 2030: 0.0005355009956410669
Position 320: 0.00045169888188663164
Position 1501: 0.0003861169783101608
Position 407: 0.00038503145474328153
Position 2660: 0.0003781980766248925
Position 334: 0.0002915643256178707
Position 2339: 0.00027718820954891966
Position 55: 0.00027356112977450794
Position 3173: 0.00017569793457913497
Position 1838: 0.00014257187561516534
Position 2044: 0.00012690337280591064
Position 2060: 8.349163322926986e-05
Position 2691: 6.262177042371667e-05
Position 1090: 5.949748975533685e-05
Position 2262: 5.442515300585703e-05
Position 10206: 3.885695700408854e-05
Position 2718: 3.127015933236997e-05
Position 1306: 2.5261406887623022e-05
Position 1588: 2.4387925715858195e-05
Position 459: 2.3909260393546478e-05
Position 1548: 2.3591452223609754e-05
Position 1714: 1.903618940729072e-05
Position 438: 1.724612154314365e-05
Position 215: 1.5567474942605513e-05
Position 325: 1.463441056546909e-05
Position 2271: 1.4068362464143413e-05
Position 2557: 1.3862915992954146e-05
Position 872: 1.2237488085481132e-05
Position 487: 1.0581592484120677e-05
Position 142: 9.418764514327062e-06
Position 2238: 8.91793815789483e-06
Position 2715: 8.455445477463713e-06
Position 451: 8.342341316562623e-06
Position 804: 7.828481864848863e-06
Position 2177: 6.866995929358076e-06
Position 484: 6.699854610353308e-06
Position 1480: 6.563798093717448e-06
Position 2652: 6.422593958839816e-06
Position 2224: 5.968584072097372e-06
Position 15: 5.449205500805027e-06
Position 182: 4.5219995630772726e-06
Position 1754: 3.4624315497955648e-06
Position 453: 2.888871667259157e-06
Position 1833: 2.8079832589017476e-06
Position 1483: 2.7500995197369074e-06
Position 1615: 2.6573533613958205e-06
Position 2089: 2.522516126185514e-06
Position 1284: 1.7441795804174587e-06
Position 173: 9.730992621852786e-07
Position 117: 4.6199439593201145e-07
Position 341: 3.473239482679338e-07
Position 85: 1.6259229369629585e-07
Position 757: 6.383678033221015e-08
Position 927: 7.083579733250365e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9292: 0.8429431093490162
Position 537: 0.7292867414836499
Position 10644: 0.3683037890216753
Position 7150: 0.23493121648532792
Position 11473: 0.10708135299626825
Position 10061: 0.09939305469975569
Position 6778: 0.08811926036498777
Position 11284: 0.07990866903390292
Position 8288: 0.06698744155053273
Position 8276: 0.06541648106304164
Position 6937: 0.05555076026921081
Position 6790: 0.05360008203189924
Position 5926: 0.04832546927195054
Position 2416: 0.045208750230865256
Position 6774: 0.0440952346462969
Position 8098: 0.04360946632447712
Position 7397: 0.03903690524397424
Position 8415: 0.036981193160927905
Position 9974: 0.033034683977834614
Position 6539: 0.02427896466536829
Position 6736: 0.01992938094451802
Position 95: 0.019557865955624726
Position 7630: 0.01895407140434859
Position 7171: 0.01871858353676967
Position 7076: 0.016753261312194102
Position 8876: 0.016252306136113722
Position 9575: 0.014354669601337279
Position 2800: 0.014009592711105703
Position 5791: 0.01189143430448237
Position 6464: 0.010944126345738074
Position 10186: 0.010855773440927566
Position 7723: 0.01041173541009203
Position 8600: 0.009936617738599768
Position 303: 0.009320168754302865
Position 2413: 0.007213464767852192
Position 9661: 0.007052015644664267
Position 10846: 0.006356444365411708
Position 8460: 0.005895180268249406
Position 10623: 0.004824954643052464
Position 9838: 0.0033831405684462672
Position 8331: 0.0032796744898093183
Position 10103: 0.003235214743457642
Position 5449: 0.0029817928371809192
Position 5517: 0.0028608859327883844
Position 7412: 0.0025494122926660824
Position 312: 0.0023616348868275676
Position 5131: 0.0021287246408644178
Position 484: 0.001847962952002534
Position 6858: 0.0017893910522441105
Position 5983: 0.0017120987233520694
Position 5332: 0.0017115635853909134
Position 5107: 0.0017104526948931507
