Gene = comm3
index = 1654
Annotated 5SS: [13581 15865]
Annotated 3SS: [14957 33739]
SMsplice 5SS: [563]
SMsplice 3SS: [33739]
top_k =  1000
Partition function (log Z): -12.213505216613148

Sorted 5' Splice Sites (High to Low Probability):
Position 563: 0.9990743236149959
Position 8835: 0.17647709244675308
Position 792: 0.08652270707753446
Position 1868: 0.0586313117962227
Position 8981: 0.03146644023852517
Position 8110: 0.007510850678927365
Position 768: 0.0035979404862511327
Position 5193: 0.003243697378406313
Position 1330: 0.0029428876252067613
Position 2720: 0.0029216314638345945
Position 1872: 0.0020265664557180545
Position 57: 0.0019843193590686724
Position 6423: 0.0013275421976907634
Position 8135: 0.0011522400709164772
Position 7099: 0.0011226040464238501
Position 4793: 0.0009953840542810902
Position 8614: 0.0008242735047468311
Position 8245: 0.0007932799494758425
Position 992: 0.0004986446339519089
Position 95: 0.0004698931870228295
Position 7101: 0.00043393576448741807
Position 128: 0.0003145450126622089
Position 163: 0.0002431604050455253
Position 80: 0.00018152807261522362
Position 7618: 0.00016166951379503085
Position 100: 0.0001477469378050878
Position 132: 1.711986959504601e-05
Position 6431: 1.095620568434288e-05
Position 518: 8.561110496888074e-06
Position 6549: 8.514338118808927e-06
Position 322: 5.014756337561768e-06
Position 576: 3.3402601513424927e-06
Position 5168: 2.776547516691047e-06
Position 5588: 2.0585120549283114e-06
Position 1622: 1.8462461191070484e-06
Position 6492: 1.7624113196116196e-06
Position 448: 1.7565651416383955e-06
Position 6195: 1.7444697049587625e-06
Position 5597: 1.6645724699784737e-06
Position 2836: 1.6593498376199637e-06
Position 178: 1.44691825260268e-06
Position 30: 1.4399587893946624e-06
Position 6466: 1.1455578728736393e-06
Position 49: 1.0407740547367147e-06
Position 3: 9.708208500669168e-07
Position 61: 8.116923614747453e-07
Position 160: 5.983251794112765e-07
Position 206: 4.90645225621018e-07
Position 454: 3.8276666453438546e-07
Position 567: 3.4078409045437634e-07
Position 196: 2.2501048533787479e-07
Position 123: 1.9146094668879746e-07
Position 169: 1.5065644048611822e-07
Position 167: 1.466820109977935e-07
Position 35: 1.286795718466845e-07
Position 1402: 1.0075421854153457e-07
Position 209: 8.58058873457898e-08
Position 199: 7.180964779869428e-08
Position 438: 7.08090258427644e-08
Position 328: 4.511686622137277e-08
Position 7: 3.180453858666514e-08
Position 15: 2.9916474139246704e-08
Position 536: 2.1397223934001696e-08
Position 385: 2.128826049662598e-08
Position 229: 2.064525511573549e-08
Position 461: 1.4465444261108165e-08
Position 376: 1.1638415728345183e-08
Position 67: 1.1195968298952741e-08
Position 456: 7.390692860040864e-09
Position 443: 4.169295732074327e-09
Position 477: 3.665495437002854e-09
Position 1070: 1.2752994226733142e-09
Position 1076: 1.2056821773390438e-09
Position 418: 1.1905608233092465e-09
Position 854: 7.392557227504759e-10
Position 973: 6.920522980325284e-10
Position 1164: 6.642272920203652e-10
Position 985: 5.920240501304482e-10
Position 1088: 5.614229296300267e-10
Position 710: 5.272311750521915e-10
Position 920: 5.147972900834674e-10
Position 15865: 3.589999772345682e-10
Position 16436: 1.9082167071845148e-10
Position 1337: 3.1938036539592605e-12
Position 14751: 2.046870649638397e-12
Position 2423: 1.5024364357420782e-12
Position 2277: 5.275999490276181e-13
Position 2104: 1.6572286852077657e-13
Position 4845: 1.6157771575775895e-13
Position 9699: 1.4929735122134322e-13
Position 1646: 9.917338046636124e-14
