Gene = IRSp53
index = 1223
Annotated 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884]
Annotated 3SS: [14823 22089 22292 22455 22579 22870 23247 23709 23997 24731 25422]
SMsplice 5SS: [  240 15509 22166 22377 22518 22778 22937 23515 23933 24678 24884 27440]
SMsplice 3SS: [14823 22089 22292 22455 22579 22870 23179 23709 23997 24731 27366 27505]
top_k =  1000
Partition function (log Z): 31.683238850450017

Sorted 5' Splice Sites (High to Low Probability):
Position 22778: 0.999895226082847
Position 24678: 0.9978297965553238
Position 24884: 0.9975452368828899
Position 23933: 0.9941269081550365
Position 22166: 0.9783030960961058
Position 22377: 0.9719722252427501
Position 23515: 0.9388747097758283
Position 15509: 0.933810721671825
Position 22518: 0.9077840792040833
Position 240: 0.8853994802212303
Position 27440: 0.8479628311698719
Position 22937: 0.5490801911754936
Position 3199: 0.1894994463474695
Position 21905: 0.15180936924646987
Position 23344: 0.11843988164739734
Position 3502: 0.11171923571921362
Position 27176: 0.08826129891687054
Position 3162: 0.06239041113868402
Position 155: 0.05827508007007608
Position 3168: 0.055621610432706366
Position 2018: 0.04914178589575939
Position 23051: 0.04501479009532474
Position 3156: 0.023702348996799256
Position 6270: 0.023606512612927854
Position 401: 0.01786412731447351
Position 5392: 0.017496425038894647
Position 15996: 0.01640452104109157
Position 23092: 0.011837010376759218
Position 8381: 0.010289551833856006
Position 23007: 0.006775326624399148
Position 1505: 0.0062578777376150144
Position 1459: 0.006234232958706984
Position 24178: 0.004734241654339082
Position 22522: 0.004061179659441947
Position 1508: 0.0038896623277579092
Position 1226: 0.0036063343260706814
Position 23911: 0.003462637707131281
Position 22210: 0.003109400235027135
Position 27254: 0.0029850947200760853
Position 22215: 0.0029774102485962085
Position 1772: 0.0028253642403765072
Position 1901: 0.002684970814204937
Position 17: 0.0025314734894703577
Position 69: 0.0025265927660031856
Position 26942: 0.002296470046357423
Position 23060: 0.0020450271940623396
Position 1119: 0.0019789152774697424
Position 16149: 0.0019267590922222722
Position 26819: 0.0018012220448566684
Position 779: 0.0015157651447917967
Position 24888: 0.0014681366881965957
Position 790: 0.0014412477886734992
Position 1655: 0.00142916794598644
Position 304: 0.0013923768061415663
Position 23271: 0.001386935298915417
Position 19450: 0.0013687058313257713
Position 1768: 0.001318241411882703
Position 293: 0.0012294712528046238
Position 26740: 0.0010821251740341911
Position 26097: 0.001063309438695618
Position 25797: 0.0009214939316687441
Position 23320: 0.0008959763618895714
Position 643: 0.0008686196368243099
Position 22995: 0.0007950427206459457
Position 18291: 0.0007766987465994979
Position 979: 0.0007096119513964877
Position 89: 0.0006862521678596403
Position 19436: 0.0006755766770918871
Position 27609: 0.0006468199981597687
Position 23111: 0.0006395877661409325
