Gene = Snoo
index = 1510
Annotated 5SS: [  66 9008]
Annotated 3SS: [ 7510 87441]
SMsplice 5SS: [   70 23798 67664]
SMsplice 3SS: [23459 66126 87441]
top_k =  1000
Partition function (log Z): -95.3108267661025

Sorted 5' Splice Sites (High to Low Probability):
Position 23798: 0.8480980855438808
Position 70: 0.6980921294294067
Position 647: 0.2198631585867439
Position 24160: 0.21950350794132237
Position 17636: 0.20921842169544835
Position 3560: 0.0957978532923659
Position 1266: 0.06318061198051887
Position 25710: 0.05274577519542725
Position 16366: 0.018083136597407158
Position 10158: 0.006883280157110897
Position 16632: 0.005268644604930863
Position 16224: 0.005190094490726306
Position 23670: 0.004039083319395698
Position 1274: 0.0038806484974102575
Position 1230: 0.0031580924027165606
Position 9008: 0.002924371914571283
Position 17985: 0.002496027543902915
Position 770: 0.002389247258720253
Position 17976: 0.002271130804585616
Position 371: 0.0020316626463772183
Position 109: 0.0010305554959770488
Position 1567: 0.0009856228935311998
Position 58: 0.0006871342393606984
Position 3410: 0.0006550512170388088
Position 637: 0.0006539837383523691
Position 146: 0.0005600932801175172
Position 1485: 0.0005569580603794923
Position 610: 0.0005276828879696415
Position 1816: 0.0004893112383407213
Position 854: 0.00047494612274483856
Position 64: 0.0004202813141251695
Position 1807: 0.0003147743597018372
Position 2871: 0.0003104670002170814
Position 66: 0.00029752859924893246
Position 14273: 0.0002957274748365649
Position 3368: 0.00027056856013115603
Position 3022: 0.00020478449978666375
Position 405: 0.0001763097648713806
Position 774: 0.00016705748885743242
Position 2226: 0.00016218011887277466
Position 4238: 0.00014125882560601908
Position 1898: 0.00013570918395996716
Position 781: 0.00012684576446145038
Position 533: 7.191242250943687e-05
Position 641: 7.142564915030025e-05
Position 2944: 6.331392388824551e-05
Position 608: 5.45933979482178e-05
Position 495: 5.425571164016876e-05
Position 1684: 4.2403835490125875e-05
Position 2023: 2.710509272080353e-05
Position 2875: 2.554900622369384e-05
Position 2878: 2.237084943929518e-05
Position 1691: 2.0845904772934292e-05
Position 1776: 1.4269943707778996e-05
Position 1891: 1.3624894550225365e-05
Position 2223: 1.3126500785643784e-05
Position 2073: 1.0707304378135104e-05
Position 2001: 5.654047873171906e-06
Position 1153: 5.0821347347050355e-06
Position 1527: 3.5041950155344605e-06
Position 1367: 2.858259874500013e-06
Position 1065: 2.5618863813249502e-06
Position 1464: 2.5149630580087504e-06
Position 1657: 2.337917739958853e-06
Position 154: 2.1674605911472786e-06
Position 1677: 2.1564024818152025e-06
Position 1069: 2.1532825403924553e-06
Position 314: 1.6340473342767895e-06
Position 884: 1.3891611070684371e-06
Position 622: 1.291294536333853e-06
Position 644: 1.0559270187124827e-06
Position 331: 9.847572128837295e-07
Position 1625: 8.611231299327304e-07
Position 1382: 8.2377328570063e-07
Position 1278: 7.811785808002031e-07
Position 1518: 7.461385197096259e-07
Position 1308: 7.196272960420501e-07
Position 1027: 6.986510992251263e-07
Position 186: 4.4258957187009916e-07
Position 17943: 3.822228042229298e-07
Position 779: 2.0463745130381733e-07
Position 68: 1.80846975467183e-07
Position 858: 1.7039625514161095e-07
Position 1120: 1.6640611814820315e-07
Position 1073: 1.662395686054484e-07
Position 704: 1.3856148575627385e-07
Position 863: 1.248568166542906e-07
Position 1605: 9.48809784788226e-08
Position 526: 8.427052952044601e-08
Position 1190: 8.260043975227723e-08
Position 224: 7.389510895327589e-08
Position 357: 7.33040144521305e-08
Position 4424: 6.91860278599599e-08
Position 1050: 6.833238319906519e-08
Position 651: 5.764685855789896e-08
Position 4723: 4.3623539753808305e-08
Position 476: 3.300071327032725e-08
Position 1591: 3.1740189435513957e-08
Position 680: 2.99953424325577e-08
Position 1392: 2.8134713910809656e-08
Position 170: 2.560657538537051e-08
Position 239: 2.5407547389519797e-08
Position 851: 2.3912566468155065e-08
Position 74: 2.307354342401779e-08
Position 1479: 2.181852273389686e-08
Position 1104: 1.8801147406303108e-08
Position 1194: 1.6314526857676848e-08
Position 1249: 1.236249559407636e-08
Position 841: 1.186246622046075e-08
Position 1200: 1.1392312950388679e-08
Position 1498: 9.122782132747951e-09
Position 376: 8.19710961844305e-09
Position 937: 8.058162950352192e-09
Position 4074: 7.3096422325959585e-09
Position 157: 5.758435328938053e-09
Position 1321: 4.6969820341710915e-09
Position 4469: 3.796096551429778e-09
Position 819: 3.749093002326864e-09
Position 190: 3.4111955204052327e-09
Position 1311: 3.2243062925299818e-09
Position 4316: 3.018742780308495e-09
Position 1106: 2.7585838482772196e-09
Position 11: 1.964145619099105e-09
Position 649: 1.889149208965214e-09
Position 4327: 1.0409124962389794e-09
Position 420: 9.149955369680565e-10
Position 3768: 8.432151139325045e-10
Position 821: 6.31313976552209e-10
Position 1374: 5.41780558794821e-10
Position 3840: 3.8457072440160014e-10
Position 3820: 3.1293115321775877e-10
Position 10783: 2.6081071326522015e-10
Position 5: 2.1348651624704394e-10
Position 38: 2.06562679411641e-10
Position 181: 1.7119388849282294e-10
Position 46: 1.5093788748219956e-10
Position 390: 1.1528846147274049e-10
Position 3566: 9.89183635188685e-11
Position 11445: 9.706755833017436e-11
Position 48: 4.720961326245953e-11
Position 552: 2.892513658101213e-11
Position 732: 3.9479635263817393e-13
Position 4879: 3.708358877762269e-13
Position 4693: 2.8497121814551514e-13
Position 4704: 2.3195954024325164e-13
Position 1916: 1.9346640165614295e-18
Position 1995: 1.8570333131128943e-18
Position 1259: 4.0903772404755254e-22
Position 813: 1.1489622698174127e-22
Position 1443: 8.951253731421398e-23
Position 746: 8.913323564930402e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 23459: 0.8024597696605372
Position 25482: 0.7777203584364142
Position 17386: 0.19223328128684636
Position 28833: 0.14421364872583425
Position 27039: 0.11394418693310343
Position 24046: 0.09616658412465992
Position 3295: 0.08367875966254573
Position 23197: 0.07779785869356941
Position 24032: 0.05235704652306593
Position 24007: 0.04881251727985388
Position 16125: 0.04251544935057855
Position 22077: 0.00573537879429412
Position 9875: 0.004300920385148602
Position 17702: 0.0038157746480934752
Position 25263: 0.003148346174019669
Position 3427: 0.0030887164387941243
Position 16899: 0.0029453272946636127
Position 1623: 0.002555023457319308
Position 2575: 0.0015364066262161021
Position 24873: 0.0015054114240452875
Position 1736: 0.001438998396447325
Position 8509: 0.001281067855193199
Position 9287: 0.0012423688800589302
Position 2506: 0.0009842423699729503
Position 17765: 0.00097080604201163
Position 3312: 0.0008061219652325235
Position 9377: 0.000743669645807844
Position 2773: 0.0007185930516329487
Position 8333: 0.0006867261113453572
Position 9196: 0.0005963169012087147
Position 2846: 0.0005291107623175267
Position 8080: 0.0005277008443194224
Position 3131: 0.00047029427494907133
Position 3472: 0.00045152651151557995
Position 24208: 0.0004197937545837891
Position 3455: 0.0004056685049508438
Position 3368: 0.0003923374830751492
Position 3478: 0.000367061856858969
Position 8047: 0.0003385171241066224
Position 2278: 0.00025321994532315944
Position 2874: 0.00015038602933320114
Position 14156: 0.00010140345246175576
Position 5857: 8.645177087679177e-05
Position 13686: 8.069357823812461e-05
Position 13614: 7.100125131273053e-05
Position 16932: 7.07604310654554e-05
Position 572: 5.992120176733053e-05
Position 4160: 5.358715986412838e-05
Position 13021: 4.264522884407685e-05
Position 3974: 3.5778152236470583e-05
Position 1208: 3.2777577764580625e-05
Position 267: 3.0401663623585354e-05
Position 230: 2.7217706924674e-05
Position 692: 2.5183773878916606e-05
Position 2714: 2.4824380997514674e-05
Position 19494: 2.2635609891952994e-05
Position 365: 2.0426704033934067e-05
Position 893: 1.931177515099471e-05
Position 21302: 1.678192652995198e-05
Position 1311: 1.5665957538963477e-05
Position 21351: 1.5006371466409395e-05
