Gene = Schip1
index = 1473
Annotated 5SS: [  37 1125 1642 1795 1921 2313 2645]
Annotated 3SS: [ 523 1184 1705 1853 1980 2375 2705]
SMsplice 5SS: [  37 1125 1642 1795 1921 2313 2645]
SMsplice 3SS: [ 523 1184 1705 1853 1980 2375 2705]
top_k =  1000
Partition function (log Z): 22.819752460350117

Sorted 5' Splice Sites (High to Low Probability):
Position 1921: 0.9993306583644748
Position 1795: 0.9930994138491056
Position 1642: 0.9921893166626459
Position 1125: 0.9895575698036697
Position 2313: 0.9188926533724897
Position 37: 0.9152766893925854
Position 2645: 0.7930212872897024
Position 402: 0.23655837913333289
Position 1376: 0.15164980937641936
Position 712: 0.14765056764344459
Position 2262: 0.040854459021896036
Position 2307: 0.035538982139188956
Position 330: 0.034634101509011764
Position 252: 0.01872165331123983
Position 283: 0.012215780056336776
Position 475: 0.007683185215843017
Position 150: 0.007403368087513555
Position 1799: 0.004940666147569854
Position 1402: 0.004906975654769339
Position 1289: 0.004637344438132042
Position 456: 0.0036485651269283817
Position 1635: 0.0036201870626007865
Position 2649: 0.0035658750900331476
Position 1361: 0.002839408314788454
Position 1132: 0.0025031257717424127
Position 772: 0.002427657396899122
Position 846: 0.0023069359749880378
Position 461: 0.0018770405607827028
Position 2194: 0.0017012302311180641
Position 1342: 0.0014660984153224332
Position 385: 0.0011552697244132074
Position 2062: 0.0010174595509102303
Position 1545: 0.0007143984958520568
Position 305: 0.0005687102802890073
Position 271: 0.0005545788559467093
Position 2067: 0.000527840368808902
Position 445: 0.0004577652372431247
Position 2092: 0.0003918167666463895
Position 1328: 0.00034710577938157404
Position 1774: 0.00032511657813708874
Position 1421: 0.0003211149329785377
Position 388: 0.0003070271272060442
Position 376: 0.0002895268010586863
Position 1129: 0.0002788435830282742
Position 608: 0.00026660852329047643
Position 1607: 0.0002427245824717458
Position 371: 0.00021738900464792318
Position 2496: 0.0002169894683724337
Position 41: 0.00020372121341537277
Position 481: 0.0001750008818595719
Position 869: 0.00012084204279167643
Position 1305: 0.00010809345684124534
Position 478: 0.00010764915892086562
Position 1258: 0.00010601197124545984
Position 266: 9.997137948001162e-05
Position 256: 9.234302263225475e-05
Position 390: 8.491561273968748e-05
Position 268: 8.366709094984054e-05
Position 2517: 7.69915663211656e-05
Position 178: 5.1119553314993585e-05
Position 641: 4.779995177747782e-05
Position 91: 4.73433322654919e-05
