Gene = TMS1
index = 1539
Annotated 5SS: [ 159 1082 1257 1500 1772 2235]
Annotated 3SS: [ 525 1146 1315 1561 2071 2298]
SMsplice 5SS: [ 159 1082 1257 1500 1772 2235]
SMsplice 3SS: [ 525 1146 1315 1561 1836 2298]
top_k =  1000
Partition function (log Z): 20.127363294871515

Sorted 5' Splice Sites (High to Low Probability):
Position 1082: 0.9971532316074615
Position 2235: 0.9971335210628072
Position 1257: 0.99691244299973
Position 1500: 0.9919945027438297
Position 1772: 0.9794266503775542
Position 159: 0.7955991313201901
Position 187: 0.19704705653546084
Position 23: 0.0626109564105736
Position 1922: 0.03198269373141238
Position 2009: 0.026269674091670116
Position 631: 0.014533229301947764
Position 777: 0.012876020415062021
Position 612: 0.012816994315395938
Position 2001: 0.008024372192878985
Position 2021: 0.006731581118342007
Position 1735: 0.004460606049251642
Position 808: 0.0038191162815405955
Position 2229: 0.0022556780645756674
Position 2344: 0.0015897821166856515
Position 2568: 0.0013322446500036314
Position 461: 0.0010468797716336625
Position 799: 0.0009509981221034919
Position 2607: 0.000784017669647763
Position 2023: 0.0006967707056176673
Position 994: 0.0006580939359716158
Position 1891: 0.0006122817590087119
Position 2411: 0.0005469086671583614
Position 2373: 0.0005181835592381241
Position 640: 0.0005168609115671314
Position 788: 0.0005101431618904211
Position 2571: 0.00045865934545040617
Position 1692: 0.0003698799863833181
Position 990: 0.00034653467774659497
Position 2520: 0.0003067961141416121
Position 1463: 0.00025690961844400287
Position 2573: 0.0002376827860495733
Position 1769: 0.00022235634765603625
Position 1477: 0.00017937489938470725
Position 1935: 0.00017808688587909931
Position 720: 0.00014253477502163477
Position 1953: 0.0001242252039082611
Position 415: 0.00011100157685880995
Position 30: 0.00010515764181715235
Position 95: 9.396649604536913e-05
Position 766: 9.358225587868314e-05
Position 1803: 8.487573435857565e-05
Position 391: 8.434582229814473e-05
Position 2468: 6.924456931971331e-05
Position 1707: 6.283378388294869e-05
Position 2447: 6.221449083512531e-05
Position 1729: 5.850991571333542e-05
Position 1836: 5.081780421378181e-05
Position 2375: 4.700558266531508e-05
Position 2239: 4.304973480825956e-05
Position 1778: 3.62125659198351e-05
Position 1456: 3.4086567626168594e-05
Position 1191: 2.9977830293606287e-05
Position 717: 2.6300254582096617e-05
Position 1261: 2.4665680456388804e-05
Position 1266: 2.4612274747682417e-05
Position 1263: 1.6666772082286064e-05
Position 1382: 1.6151835703986358e-05
Position 1317: 1.042699094470629e-05
Position 1091: 8.42611544853361e-06
Position 1465: 8.37060307036084e-06
Position 2364: 7.365060197105301e-06
Position 1698: 7.316687726619802e-06
Position 977: 6.519833798155756e-06
Position 1484: 6.488091350664449e-06
Position 1776: 6.375719635198653e-06
Position 2457: 5.470008749096922e-06
Position 1202: 5.37647063314201e-06
Position 2045: 5.294329497843924e-06
Position 1086: 5.084228829630466e-06
Position 843: 4.826799291250242e-06
Position 1339: 4.132140805625631e-06
Position 1288: 4.0223397730925966e-06
Position 2182: 3.416360164692913e-06
Position 1651: 3.1887183992373433e-06
Position 1045: 3.110146206803474e-06
Position 1448: 2.9533820436707533e-06
Position 998: 2.746367177769641e-06
Position 1684: 2.151500372823082e-06
Position 1530: 2.1031156693746785e-06
Position 745: 1.9558415588677617e-06
Position 1796: 1.7476602344021178e-06
Position 660: 1.7149185591875549e-06
Position 145: 1.7057654598874078e-06
Position 232: 1.5083241357212255e-06
Position 63: 1.5046270676570271e-06
Position 860: 1.3529257776890838e-06
Position 1368: 1.2320135459449298e-06
Position 10: 1.0853921925237794e-06
Position 2068: 9.849386792239505e-07
Position 1687: 8.7620481682884e-07
Position 370: 8.700695476612561e-07
Position 2348: 8.256103319273672e-07
Position 1584: 7.904530879127121e-07
Position 1162: 7.257090041615301e-07
Position 1544: 6.874451719055333e-07
Position 1007: 6.873643834797507e-07
Position 1165: 5.940736977532675e-07
Position 1036: 5.459557356604824e-07
Position 84: 4.895622739035284e-07
Position 1528: 3.9995589315177837e-07
Position 561: 3.6936419435441027e-07
Position 2188: 2.9661088214488893e-07
Position 862: 2.767149786507519e-07
Position 2166: 2.2179834980455454e-07
Position 2357: 2.1810263763920233e-07
Position 107: 2.1068092897283678e-07
Position 884: 2.0714886997148183e-07
Position 1403: 2.0071289127039873e-07
Position 2172: 1.9619719114384705e-07
Position 2152: 1.8141393088298457e-07
Position 492: 1.519831243458296e-07
Position 1312: 1.2785046370044207e-07
Position 1783: 9.927151556055223e-08
