Gene = NimA
index = 1320
Annotated 5SS: [ 614 3467 3643 4414]
Annotated 3SS: [3291 3524 3709 4580]
SMsplice 5SS: [ 614 3467 3643 4414]
SMsplice 3SS: [3291 3524 3709 4580]
top_k =  1000
Partition function (log Z): 9.429309300185642

Sorted 5' Splice Sites (High to Low Probability):
Position 3467: 0.9971311088098099
Position 3643: 0.9657041639754528
Position 614: 0.9009734348411734
Position 4414: 0.5370628631225524
Position 4418: 0.4303484697644922
Position 49: 0.2779763304476387
Position 4221: 0.25423688618843066
Position 5105: 0.1432762613017425
Position 1201: 0.06800425812501334
Position 3933: 0.0501287836686172
Position 618: 0.03895692172048979
Position 3837: 0.030556351605182663
Position 5036: 0.024232276993111944
Position 4123: 0.023741773049573613
Position 3647: 0.01804376553108447
Position 103: 0.016076821104402766
Position 3627: 0.015478500711987139
Position 1123: 0.014816797720491371
Position 247: 0.008680170309807392
Position 4937: 0.008473927815373036
Position 168: 0.006476121358466136
Position 1602: 0.00599072012706916
Position 2171: 0.005861221355314208
Position 3886: 0.005607887268317441
Position 4714: 0.005259863720419649
Position 3927: 0.005233734928947406
Position 177: 0.004661005778943099
Position 524: 0.003632730726176732
Position 228: 0.0027201011633858786
Position 2723: 0.0024644103484127164
Position 1116: 0.0023224416835055752
Position 4442: 0.002207584790954258
Position 1621: 0.0020611224852800447
Position 3248: 0.00206042129635554
Position 2249: 0.0020119849991674424
Position 1190: 0.001954539894909444
Position 263: 0.001948699865416769
Position 136: 0.0018568030614368547
Position 4975: 0.0018392817973672346
Position 4232: 0.0017018407123443704
Position 5442: 0.0016661714509434821
Position 186: 0.0015789491186567611
Position 1833: 0.0014673505025976383
Position 4185: 0.0012831120006678253
Position 5240: 0.001280265047910845
Position 4882: 0.0011566198411735369
Position 1170: 0.0011483581104964815
Position 5024: 0.0010927619827892751
Position 5609: 0.0010872688283317007
Position 33: 0.0010850687809730024
Position 4863: 0.0009037107563888909
Position 1183: 0.0007987381422922492
Position 3471: 0.000701727945023897
Position 4865: 0.0006827402710046298
Position 2493: 0.0006798206222548071
Position 599: 0.0006778360970490989
Position 3799: 0.000639619686054381
Position 1826: 0.0006244602593593976
Position 410: 0.000621026197471822
Position 1206: 0.0006148986857175438
Position 5461: 0.0005352664506743383
Position 4670: 0.0005084681090078114
Position 3037: 0.0004628439450535244
Position 1579: 0.0004224040783922704
Position 280: 0.0004143590734093803
Position 4781: 0.00041167632652339245
Position 5052: 0.0003862187178320893
Position 3057: 0.0003853539495884315
Position 4247: 0.000366985262793002
Position 627: 0.00033607350841258405
Position 4138: 0.00033220838661840316
Position 1193: 0.00031352025809842476
Position 5207: 0.0002994861114617988
Position 129: 0.0002720838086834976
Position 3898: 0.0002526663612929102
Position 359: 0.0002337500309000071
Position 1585: 0.00019774908560282915
Position 2424: 0.00018628466591480243
Position 1964: 0.00017189068208112014
Position 290: 0.0001676316874953449
Position 506: 0.00015247143188037838
Position 2391: 0.00014735803090709749
Position 622: 0.00012373794031109468
Position 4684: 0.00011117971223817543
Position 995: 0.00010821365919418971
Position 3052: 0.00010319585037713396
Position 3861: 9.338312147172193e-05
Position 5220: 9.292412138224992e-05
Position 4225: 9.244139536159076e-05
Position 2389: 9.076076090840595e-05
Position 3409: 8.649263648126889e-05
Position 10: 8.504410384963589e-05
Position 543: 6.547216611010206e-05
Position 5480: 6.391415949764781e-05
Position 2394: 5.8248640484134264e-05
Position 4059: 5.7482296088681855e-05
Position 2959: 5.670836093918746e-05
Position 111: 5.0529165667911074e-05
Position 3852: 4.46211652247355e-05
Position 4003: 4.1431399218316334e-05
Position 2032: 3.9770730595640545e-05
Position 4173: 3.6255059477597886e-05
Position 4422: 3.555470406174434e-05
Position 547: 3.5447802520502575e-05
Position 4042: 3.161939800332497e-05
Position 1945: 2.9402048443527714e-05
Position 1552: 2.9376544890962508e-05
Position 2341: 2.6420478016210522e-05
Position 2415: 2.1841030445891467e-05
Position 5157: 2.0394040617358972e-05
Position 1094: 1.96440073784283e-05
Position 1431: 1.4940912732442523e-05
Position 3912: 1.2915044241361726e-05
Position 1722: 1.2718227486580684e-05
Position 4209: 1.2210814611878514e-05
Position 113: 1.0857154379200448e-05
Position 431: 7.840511946293901e-06
Position 4116: 5.465891337520663e-06
Position 4163: 5.328220708200263e-06
Position 3392: 4.760321102851773e-06
Position 4424: 3.797492240269863e-06
Position 4807: 3.4203869525337964e-06
Position 4290: 3.0659284115301363e-06
Position 4392: 2.6510582215863267e-06
Position 3846: 2.6363300750313318e-06
Position 3404: 2.1286913358655894e-06
Position 68: 2.0545376743835874e-06
Position 4964: 1.9364567882819057e-06
Position 1316: 1.862452083510945e-06
Position 4317: 1.7755053908240411e-06
Position 676: 1.7157550062233016e-06
Position 4238: 1.617543586403909e-06
Position 4269: 1.5479139967989096e-06
Position 3688: 1.1816131981894256e-06
Position 1038: 1.0436876825160636e-06
Position 3987: 9.600263378621326e-07
Position 1221: 8.195265420665478e-07
Position 1060: 6.672089035853319e-07
Position 3398: 4.154742398375209e-07
Position 3483: 3.479713283312886e-07
Position 630: 2.9936833236691307e-07
Position 694: 2.9064544836087503e-07
Position 3573: 2.800815257539539e-07
Position 530: 2.5444421623778077e-07
Position 3356: 1.549295837842079e-07
Position 608: 1.4654009198309534e-07
Position 1104: 1.408899777539512e-07
Position 1267: 1.3831800080001484e-07
Position 3521: 1.2539481606561497e-07
Position 1257: 8.262051572695271e-08
Position 4320: 6.721275400180913e-08
Position 3612: 6.552116201708154e-08
Position 5454: 6.518433372564045e-08
Position 434: 4.8439495702056763e-08
Position 491: 4.275221062493843e-08
Position 4673: 4.087140135412611e-08
Position 528: 4.071970800157534e-08
Position 4044: 3.8009401761699035e-08
Position 4849: 1.4104389478182774e-08
