Gene = PHGPx
index = 1356
Annotated 5SS: [ 448 1919]
Annotated 3SS: [1594 1985]
SMsplice 5SS: [ 448 1289 1919]
SMsplice 3SS: [1077 1594 1985]
top_k =  1000
Partition function (log Z): 1.8977401078649163

Sorted 5' Splice Sites (High to Low Probability):
Position 1919: 0.9981414686359878
Position 1289: 0.9635355068735297
Position 587: 0.2863964797852327
Position 448: 0.23490357021282254
Position 103: 0.19053702789132987
Position 1014: 0.1461780937576979
Position 177: 0.09011039641788933
Position 581: 0.04886623695143573
Position 58: 0.03268667353392609
Position 530: 0.023494910846757158
Position 713: 0.018778145392728988
Position 546: 0.010261994157671882
Position 602: 0.010007508249122858
Position 1293: 0.007853674473479599
Position 2191: 0.006753257957894797
Position 998: 0.005897774424525867
Position 192: 0.005803860882839464
Position 402: 0.005537640347607192
Position 2174: 0.005278179428913704
Position 259: 0.005172255773249338
Position 426: 0.004324495986496735
Position 687: 0.0037091445800168815
Position 781: 0.0032482354287548306
Position 1783: 0.0028234822331276244
Position 639: 0.0025632207094516105
Position 1064: 0.0018789411910959842
Position 764: 0.0018307477164649984
Position 619: 0.0013505811740214411
Position 297: 0.000705210417901783
Position 1223: 0.0006484023588651258
Position 555: 0.0006460180451133295
Position 1703: 0.0006228559012966419
Position 364: 0.0005447136194845537
Position 591: 0.0005419954307102182
Position 793: 0.0004511907362917147
Position 550: 0.00044776697657214086
Position 1439: 0.0003896777669110842
Position 1732: 0.00030682555666826524
Position 339: 0.0002984175431232455
Position 1690: 0.00028738692920961533
Position 66: 0.0002767236400395598
Position 976: 0.00026860883567617327
Position 912: 0.00024052507829520534
Position 920: 0.00020607732312106003
Position 607: 0.0002008225846355514
Position 1470: 0.00019114806045068963
Position 788: 0.0001455029351839546
Position 1182: 0.00014262043443228118
Position 171: 0.00012616715509245833
Position 2180: 0.00012413573213574118
Position 2091: 0.00012240719283844974
Position 15: 0.00011686453950347762
Position 719: 0.00011376088604260208
Position 348: 8.891505731667892e-05
Position 1715: 7.921700873123565e-05
Position 213: 7.409087637998008e-05
Position 331: 7.089730059304664e-05
