Gene = Tango6
index = 1547
Annotated 5SS: [ 132 2392]
Annotated 3SS: [ 189 2451]
SMsplice 5SS: [ 132 2392]
SMsplice 3SS: [ 189 2451]
top_k =  1000
Partition function (log Z): -2.95517864856662

Sorted 5' Splice Sites (High to Low Probability):
Position 2392: 0.989929102856181
Position 132: 0.9158551246201931
Position 687: 0.4670469195828604
Position 1012: 0.25254161828661925
Position 1936: 0.17549007082157242
Position 1752: 0.04291486770634691
Position 447: 0.03978773051267679
Position 115: 0.03591816258985006
Position 547: 0.03154845700120424
Position 274: 0.02003131070766826
Position 1500: 0.014312072844562651
Position 1084: 0.01086317342039472
Position 999: 0.009654426524065667
Position 120: 0.00881997207361118
Position 2047: 0.00653336074460541
Position 2120: 0.005228806450190933
Position 331: 0.00498654335021561
Position 1043: 0.0034253145319683106
Position 308: 0.003094508629242455
Position 140: 0.0015386026369395235
Position 909: 0.0012194817835562807
Position 1659: 0.0012004605302849795
Position 2498: 0.0010373568768037903
Position 1909: 0.0010209509433130697
Position 108: 0.0007835397138256019
Position 1506: 0.0007801834124705419
Position 2355: 0.0007482207063106545
Position 1141: 0.0007393166239980851
Position 466: 0.0007160645119477713
Position 1445: 0.0006750487916942346
Position 971: 0.0006621073427567163
Position 1599: 0.0006416957853047629
Position 88: 0.0006385491393406856
Position 352: 0.0003873755154236904
Position 943: 0.000354847253065641
Position 2359: 0.00030899829544578453
Position 8: 0.00030576509350101487
Position 697: 0.0002872410995417779
Position 533: 0.00022656448463535516
Position 2603: 0.00020495037760266598
Position 52: 0.00020117142974140388
Position 464: 0.00013908504478830127
Position 2583: 0.00013073693363045575
Position 2534: 0.00010204888267843923
Position 293: 9.998497986424731e-05
Position 160: 9.911017981328078e-05
Position 2352: 6.980583116085602e-05
Position 1447: 6.94874479164865e-05
Position 1193: 6.127496715582001e-05
Position 877: 5.27088377967881e-05
Position 2387: 4.7241956664895174e-05
Position 1053: 4.719643843216006e-05
Position 2616: 3.9789858634664544e-05
Position 691: 3.393260615221554e-05
Position 384: 2.950436636047407e-05
Position 2809: 1.9418320117462627e-05
Position 2889: 1.6856354345280625e-05
Position 882: 1.5937253214138608e-05
Position 1255: 9.679112951119964e-06
Position 835: 9.632273734663866e-06
Position 699: 9.573404089252156e-06
Position 2659: 9.159056078629833e-06
Position 1239: 8.958993627651906e-06
Position 2726: 8.41466608399423e-06
Position 1354: 8.286548373500642e-06
Position 1969: 8.085052534315515e-06
Position 660: 6.254273152632327e-06
Position 163: 5.3784224298715825e-06
Position 2673: 5.099190386715919e-06
Position 55: 2.522095727876747e-06
Position 2776: 2.3072100018111965e-06
Position 2004: 2.28506457407905e-06
Position 2198: 1.626022726209477e-06
Position 936: 1.2384679653007162e-06
Position 990: 1.2222986436842855e-06
Position 32: 8.41322526018446e-07
Position 948: 1.4778108630002807e-08
Position 602: 1.9085267862167147e-10
Position 1016: 7.914699122511921e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2451: 0.9806728441757175
Position 189: 0.9270594576856713
Position 1892: 0.3270683386398472
Position 1242: 0.19440751703498957
Position 1997: 0.18379705466331195
Position 922: 0.13328605131617732
Position 1152: 0.038387042454246095
Position 1929: 0.027812268417620304
Position 1818: 0.02037051216321464
Position 1499: 0.02026782092856962
Position 1840: 0.015185412988375883
Position 846: 0.013669565665004877
Position 210: 0.012445103636137055
Position 2474: 0.012377941664688473
Position 1755: 0.01101794748473358
Position 2175: 0.010827299536623418
Position 1217: 0.009958762321127038
Position 642: 0.00949974565297207
Position 795: 0.009354052681088026
Position 1028: 0.009016264103476118
Position 2132: 0.00782747604066519
Position 1187: 0.0069851858414759545
Position 2219: 0.006238506407804378
Position 512: 0.006233956204493411
Position 1653: 0.005999053173113562
Position 2180: 0.004799595520240826
Position 2077: 0.004500677053591434
Position 1334: 0.003502495495300103
Position 1255: 0.0033908435271582365
Position 1530: 0.0029962092313737475
Position 867: 0.00287703487956082
Position 765: 0.002682979124383053
Position 2158: 0.0026354316420842175
Position 421: 0.0021176559371466285
Position 1149: 0.001980862749307369
Position 163: 0.001908729057584889
Position 1626: 0.0015765917853700277
Position 1680: 0.0013876131935606024
Position 1069: 0.0012979827213657048
Position 1721: 0.001266477474490627
Position 1573: 0.0010941375221192534
Position 1677: 0.001089384178636708
Position 1683: 0.0010633847434921748
Position 2558: 0.0009558985246180475
Position 602: 0.0009293228294803002
Position 2623: 0.0008383104910440679
Position 1066: 0.0007849858693567513
Position 373: 0.000733503078246383
Position 595: 0.0006796336738132838
Position 2325: 0.0005726536402359528
Position 1657: 0.0005493635997788353
Position 2118: 0.0005418356031147279
Position 1725: 0.0004929946120297564
Position 762: 0.00045593114152422216
Position 998: 0.00044390188835490804
Position 1100: 0.00039095639254129344
Position 975: 0.00034052588887911663
Position 1084: 0.0003308590578523835
Position 1369: 0.0003294694192347584
Position 473: 0.00031136953152657306
Position 877: 0.00029500218204473567
Position 2664: 0.00022894922961489924
Position 1796: 0.00020253548428215065
Position 1403: 0.0001366298514701329
Position 1599: 0.00013011364135774069
Position 971: 0.00012028992285635051
Position 1546: 0.00010896522126698886
Position 331: 0.00010249226689216277
Position 55: 0.00010104996287427337
Position 222: 9.539371235375308e-05
Position 2667: 8.213516362643509e-05
Position 1778: 7.80230627359504e-05
Position 1662: 5.330011790949068e-05
Position 1518: 5.042800538749432e-05
Position 557: 4.5427900264258083e-05
Position 2720: 4.3084264037087085e-05
Position 2754: 3.909626131394027e-05
Position 704: 3.4904214182492885e-05
Position 450: 2.7260160042770008e-05
Position 2831: 2.6966759538574165e-05
Position 943: 2.635919552174702e-05
Position 269: 2.5726766153947062e-05
Position 2538: 1.6646457131208805e-05
Position 851: 1.6176946903194637e-05
Position 2657: 1.5280842482691736e-05
Position 2588: 1.4777988475693556e-05
Position 2966: 1.3995007247607985e-05
Position 533: 1.3278262055643843e-05
Position 2956: 1.0245948761950594e-05
Position 403: 9.732132833130377e-06
Position 2876: 9.635781973706026e-06
Position 104: 7.858647008840967e-06
Position 2795: 6.061762318973309e-06
Position 2882: 5.3485440825483845e-06
Position 667: 3.873832134943271e-06
Position 2411: 3.431893958281562e-06
Position 315: 2.8297438803960236e-06
Position 955: 2.495522483118384e-06
Position 2903: 2.40333597475781e-06
Position 2583: 1.7725990005022138e-06
Position 2679: 1.6415333713617721e-06
