Gene = eIF3i
index = 1685
Annotated 5SS: [ 85 752]
Annotated 3SS: [261 806]
SMsplice 5SS: [ 85 752]
SMsplice 3SS: [261 806]
top_k =  1000
Partition function (log Z): -2.509771211222177

Sorted 5' Splice Sites (High to Low Probability):
Position 752: 0.9962111985635949
Position 85: 0.5358150785049186
Position 452: 0.06975022028521
Position 171: 0.05406084187636444
Position 179: 0.011885405041193883
Position 131: 0.01091478893765083
Position 473: 0.00934422378718657
Position 173: 0.006325358918336639
Position 184: 0.002850997881360058
Position 504: 0.0026908674685911585
Position 1082: 0.002439416463733623
Position 15: 0.002115964113957792
Position 1111: 0.0019747264773456973
Position 96: 0.001853738146109391
Position 182: 0.001420869021255904
Position 544: 0.000979446486497336
Position 843: 0.0009274047991047897
Position 416: 0.000855869938903813
Position 111: 0.0008452161150701951
Position 1244: 0.0007867036096287803
Position 925: 0.0003948168087702038
Position 857: 0.0003380847328495699
Position 756: 0.0002601830857848272
Position 961: 0.0002549057120676416
Position 1013: 0.0002522886937702245
Position 31: 0.00023659032427988586
Position 369: 0.00015507512276219886
Position 514: 0.000134565343809014
Position 227: 0.00012509234670203423
Position 426: 0.0001222654038500351
Position 904: 0.00012170218084368669
Position 421: 8.67730258280119e-05
Position 1266: 7.128253467374674e-05
Position 725: 6.955336919557465e-05
Position 13: 5.463642842613948e-05
Position 1316: 4.7667521450177535e-05
Position 364: 3.988194923332292e-05
Position 617: 3.660050545617688e-05
Position 849: 3.614880420142748e-05
Position 25: 3.583495173389807e-05
Position 720: 3.3364819666980605e-05
Position 499: 3.096314704470111e-05
Position 241: 2.7964935876100214e-05
Position 717: 2.7843219830232465e-05
Position 49: 2.4956681399115717e-05
Position 263: 2.4804312519771653e-05
Position 89: 2.2258474144377307e-05
Position 1305: 1.6529443063684788e-05
Position 309: 1.5132218480434967e-05
Position 537: 1.2467792427752615e-05
Position 366: 1.0799965135470752e-05
Position 1291: 7.974179994692696e-06
Position 1294: 7.6282505896088995e-06
Position 1308: 7.5680571415289796e-06
Position 290: 7.072592295484823e-06
Position 982: 6.588602597363017e-06
Position 1215: 6.239169023220221e-06
Position 624: 6.223752232993057e-06
Position 929: 5.784094528666195e-06
Position 1239: 5.767924178439358e-06
Position 18: 5.722722274632527e-06
Position 1093: 5.419266932773599e-06
Position 436: 5.3039483739100405e-06
Position 1298: 5.270510941052083e-06
Position 711: 4.506443729045608e-06
Position 1008: 4.317754416029721e-06
Position 1065: 3.7409036549769885e-06
Position 973: 1.915718207946311e-06
Position 860: 1.6596781516253661e-06
Position 1052: 1.6005149840219607e-06
Position 34: 1.5941190130012972e-06
Position 1188: 1.4904637268301635e-06
Position 758: 1.4080012141701298e-06
Position 251: 1.2403819294906415e-06
Position 389: 1.0871061238647751e-06
Position 699: 1.064969854586502e-06
Position 807: 8.646808536584675e-07
Position 407: 4.2831336633994824e-07
Position 267: 2.953891316775758e-07
Position 637: 2.3371531120034186e-07
Position 1248: 5.626785434131578e-08
Position 797: 3.2331050522088145e-09
Position 657: 1.0842314304191178e-09
Position 660: 7.884407701808012e-10
Position 786: 4.594963303897559e-10
Position 1049: 2.869586360898928e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 806: 0.99671774468252
Position 261: 0.5892158003309477
Position 537: 0.044406218960784796
Position 140: 0.020699116759304255
Position 669: 0.016651161683251148
Position 579: 0.013771219660205638
Position 279: 0.00845030508228507
Position 583: 0.005824036927164288
Position 1188: 0.005589146716853642
Position 348: 0.0026883448361840296
Position 309: 0.0019286003732471861
Position 171: 0.0015275412739706427
Position 554: 0.001362123591518352
Position 563: 0.001039062138572842
Position 215: 0.0010273113296441773
Position 904: 0.0010016267679342163
Position 612: 0.0007219733623044534
Position 856: 0.0006997981849588259
Position 504: 0.0006713313926046112
Position 847: 0.0005655072069964016
Position 1377: 0.0005142412096977633
Position 882: 0.0003908126449667442
Position 1308: 0.0003493660172919967
Position 601: 0.0002657600675763921
Position 414: 0.0001302301051148139
Position 991: 0.00012946933824376706
Position 489: 0.00012249416950799394
Position 1032: 0.0001223571821177645
Position 666: 9.390865204705832e-05
Position 973: 9.1741689163807e-05
Position 1325: 8.606524427161404e-05
Position 614: 5.810032156807459e-05
Position 1294: 5.595324040408569e-05
Position 1305: 4.5746233013294016e-05
Position 354: 3.720370976650716e-05
Position 943: 3.2401524200799017e-05
Position 1165: 2.672699721810076e-05
Position 1013: 2.4021897645786125e-05
Position 1319: 2.2870260850853656e-05
Position 357: 1.7343667923425593e-05
Position 1070: 1.5196514854390054e-05
Position 1102: 1.4547295097795067e-05
Position 1255: 1.3810891743316792e-05
Position 321: 1.0989368054158859e-05
Position 1144: 9.262159834200673e-06
Position 1316: 9.04169986656782e-06
Position 1147: 8.57681984917225e-06
Position 913: 7.674404443666132e-06
Position 672: 6.429059285946051e-06
Position 179: 3.3061098186177956e-06
Position 1399: 1.5802108234412748e-06
Position 1150: 1.212026025970466e-06
Position 447: 9.667622924910784e-07
Position 1213: 7.199355355882e-07
Position 111: 6.771610634732636e-07
Position 385: 6.11898896686508e-07
Position 288: 5.545739572177552e-08
Position 751: 4.101386823721281e-10
Position 456: 1.7288276034278758e-11
