Gene = Cralbp
index = 1107
Annotated 5SS: [281]
Annotated 3SS: [2180]
SMsplice 5SS: [ 281 2003]
SMsplice 3SS: [1562 2180]
top_k =  1000
Partition function (log Z): -8.04109155802473

Sorted 5' Splice Sites (High to Low Probability):
Position 281: 0.9187706980975321
Position 2003: 0.5309485882160869
Position 2063: 0.08242950291650267
Position 2059: 0.07428291768437464
Position 2831: 0.07411027433434866
Position 1452: 0.06325362838047065
Position 1890: 0.05492087647446946
Position 539: 0.02990808672990765
Position 1133: 0.025635093269208858
Position 2055: 0.02124535434303873
Position 3209: 0.010537519184619749
Position 293: 0.008623215148334026
Position 168: 0.008116524335085465
Position 2826: 0.003869333008332701
Position 1645: 0.0038076702382709134
Position 1153: 0.002890489206122745
Position 876: 0.0022801507908996287
Position 297: 0.001972471125027094
Position 299: 0.0017986923180940623
Position 2020: 0.00178738531957605
Position 301: 0.0017289575376022547
Position 295: 0.0017033978474924381
Position 2067: 0.001430370065262305
Position 1517: 0.0011353711975398736
Position 154: 0.0009689224018071529
Position 186: 0.0008625120899844752
Position 1625: 0.0007523165756532097
Position 89: 0.0006463487875460463
Position 1229: 0.000554950420338124
Position 1287: 0.0005214493580925908
Position 1984: 0.0004595588668808766
Position 1972: 0.00040411459560247236
Position 1437: 0.00037532445120779407
Position 239: 0.0002855363483695778
Position 897: 0.0002555660834053208
Position 1145: 0.00024115044973232487
Position 2852: 0.00023965441208887516
Position 1137: 0.00023219885021133957
Position 305: 0.00021106146668257303
Position 1611: 0.00020416600999870218
Position 2105: 0.00015916734261683788
Position 2410: 0.00015719859764853406
Position 232: 0.00015026182643711043
Position 1338: 0.00014789829764593734
Position 2007: 0.00013141803241540915
Position 234: 0.00012242452971452004
Position 1760: 0.00011879182594483275
Position 602: 0.00011395763280095667
Position 1975: 0.00010537001424777528
Position 1773: 7.10911041596495e-05
Position 285: 4.5697438035856475e-05
Position 612: 4.4779517790943774e-05
Position 543: 4.19016741686415e-05
Position 1157: 4.063987322323346e-05
Position 279: 4.053194063421894e-05
Position 1873: 4.039422256348188e-05
Position 1403: 3.949420410228317e-05
Position 659: 3.8243588220001495e-05
Position 2752: 3.063584345347103e-05
Position 2493: 3.0622032038016756e-05
Position 78: 2.5360394737604163e-05
Position 1768: 2.4860499655081862e-05
Position 2555: 2.0471512004210613e-05
Position 2878: 1.9566925013329638e-05
Position 3228: 1.8913622658891552e-05
Position 1360: 1.8819391465348294e-05
Position 1660: 1.788902023565641e-05
Position 481: 1.713185677575869e-05
Position 1313: 1.5259183217051947e-05
Position 309: 1.4975599345604028e-05
Position 1614: 1.4670235921339273e-05
Position 2023: 1.2132869037500797e-05
Position 1956: 1.1997748041884087e-05
Position 62: 6.775291935221301e-06
Position 338: 6.515343623343979e-06
Position 1289: 5.871574432785797e-06
Position 1105: 5.207402482807839e-06
Position 81: 3.7902829377291478e-06
Position 2457: 2.88616335273873e-06
Position 1354: 2.6879692503056607e-06
Position 303: 1.1505518644509884e-06
Position 22: 8.142439287988549e-07
Position 1710: 5.171402339415933e-07
Position 114: 4.909147558151157e-07
Position 1550: 4.572761698147868e-07
Position 111: 3.995898044306723e-07
Position 55: 3.674167765484009e-07
Position 801: 1.873980868766597e-07
Position 65: 1.2862906000995966e-07
Position 796: 1.2672592675232875e-07
Position 209: 1.2284532199263173e-07
Position 128: 5.711364595946986e-08
Position 739: 2.8525534469941622e-08
Position 661: 1.487819122201513e-08
Position 1324: 1.0352708877455239e-08
Position 1346: 8.826211162196503e-09
Position 25: 4.857518446965036e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2180: 0.8897794342009174
Position 1562: 0.39517472082771743
Position 1689: 0.12671385094865484
Position 407: 0.11084217345007483
Position 440: 0.07888336608246618
Position 1914: 0.07834127581424383
Position 1517: 0.0515529224483634
Position 2895: 0.04234195857177448
Position 2916: 0.03378400502930356
Position 2189: 0.02593563539605977
Position 2086: 0.015545538674192593
Position 487: 0.012629163830392526
Position 564: 0.008304887824261814
Position 1919: 0.0077605934802450925
Position 3274: 0.006986952008548712
Position 1271: 0.005327550672448974
Position 1953: 0.004459249718433497
Position 1733: 0.004283944120156767
Position 3280: 0.003942679885172264
Position 1338: 0.003793910583151929
Position 1856: 0.003736626654910632
Position 2105: 0.0036648970732147987
Position 2213: 0.002705744393350641
Position 2963: 0.0022756149875402826
Position 691: 0.0021312988378831437
Position 762: 0.0019840386055010963
Position 1890: 0.0014885267288918427
Position 2234: 0.0012808083398742824
Position 462: 0.0012705388278211093
Position 2243: 0.0012123906649625462
Position 2055: 0.001066301297853186
Position 230: 0.0010064115556235318
Position 3267: 0.000656618545752459
Position 2601: 0.0006133969408154809
Position 801: 0.0005622602003309047
Position 1723: 0.000543622552667284
Position 2927: 0.00037877682071558793
Position 467: 0.00034555400756336506
Position 334: 0.00033443528817929424
Position 1437: 0.0002928663422329056
Position 1103: 0.00027194383047033266
Position 1346: 0.0002272380244182087
Position 1956: 0.00019521402216631878
Position 3254: 0.0001530742534760553
Position 1179: 0.0001379805677695794
Position 1476: 0.00012554460812707463
Position 539: 0.00012326686652764775
Position 1984: 0.00012137754746611672
Position 373: 0.000118214695700009
Position 591: 0.00010834691250614669
Position 1524: 8.938030545328246e-05
Position 2137: 8.44273021803815e-05
Position 1978: 7.625864900304854e-05
Position 2934: 7.348491930645646e-05
Position 360: 6.819694700160778e-05
Position 1645: 4.503010217846329e-05
Position 3248: 3.957524936015858e-05
Position 732: 3.8746615024561876e-05
Position 1052: 3.1690230157647535e-05
Position 1126: 3.1267728386367007e-05
Position 1642: 2.559271180659223e-05
Position 2481: 2.271101968457822e-05
Position 3260: 2.1367475648747762e-05
Position 2215: 2.121544226221095e-05
Position 1873: 1.9275946735026367e-05
Position 153: 1.918974822202067e-05
Position 2218: 1.821921595022994e-05
Position 2271: 1.4474425847221725e-05
Position 138: 1.446662426735368e-05
Position 2826: 1.4133461475089866e-05
Position 2277: 1.2291154400511605e-05
Position 2063: 9.044227992108049e-06
Position 1242: 6.0173596155539976e-06
Position 341: 5.292211584957663e-06
Position 1025: 3.989426160541561e-06
Position 1236: 3.5577859978218024e-06
Position 261: 3.347602553858668e-06
Position 1229: 3.117942440367286e-06
Position 378: 2.292159995509921e-06
Position 2724: 1.9386269050852687e-06
Position 1015: 1.3632970721495243e-06
Position 816: 1.323405861751518e-06
Position 866: 1.2385996780899826e-06
Position 171: 6.7276314425353e-07
Position 124: 6.272661989130255e-07
Position 193: 4.785555944819731e-07
Position 276: 3.964929388829178e-07
Position 168: 6.261730910246028e-08
Position 180: 5.0388024500851245e-08
Position 1036: 1.7236557193713833e-08
Position 825: 1.3809269802911178e-08
