Gene = Sin
index = 1502
Annotated 5SS: [  97 1227]
Annotated 3SS: [ 155 1290]
SMsplice 5SS: [  97 1227]
SMsplice 3SS: [ 155 1290]
top_k =  1000
Partition function (log Z): -3.39473887817279

Sorted 5' Splice Sites (High to Low Probability):
Position 1227: 0.9412174765116912
Position 97: 0.8874362175854045
Position 482: 0.09460827835407601
Position 513: 0.08654785343828636
Position 105: 0.0733975836224922
Position 1333: 0.05677604235325006
Position 489: 0.020129676046174754
Position 1186: 0.012819893356939236
Position 648: 0.008924871000497006
Position 101: 0.00823151068743971
Position 654: 0.0060224902679859894
Position 400: 0.002777694215381585
Position 1107: 0.0023026566240555418
Position 285: 0.0019358569501896938
Position 903: 0.0012634559738258092
Position 1167: 0.001053312441743534
Position 1237: 0.000758956737773609
Position 636: 0.00047092719746513284
Position 194: 0.00045797343113883386
Position 291: 0.00034562172139501496
Position 246: 0.0003070754851232574
Position 460: 0.00028996731098984143
Position 264: 0.00020589322093334162
Position 259: 0.00018183150263168326
Position 749: 0.00013224204581338021
Position 936: 0.00012655289186393513
Position 1396: 9.357605735135983e-05
Position 1413: 7.323249804813995e-05
Position 1455: 6.265205017256357e-05
Position 1231: 5.928568915927828e-05
Position 968: 5.799728524277569e-05
Position 424: 5.7322434069370086e-05
Position 252: 4.822168310736511e-05
Position 1149: 4.505350883400108e-05
Position 162: 4.473907646525014e-05
Position 1243: 4.386751721562132e-05
Position 354: 3.6877648919784796e-05
Position 387: 3.669098061488108e-05
Position 1086: 3.121564429271326e-05
Position 1152: 3.04048752864018e-05
Position 1468: 2.7263995047989033e-05
Position 894: 2.130147798121221e-05
Position 1190: 1.604594986139729e-05
Position 314: 9.182679308363707e-06
Position 1320: 4.4913696213122796e-06
Position 1443: 4.1150096866283055e-06
Position 1546: 3.544542286392463e-06
Position 1544: 2.6843410278055365e-06
Position 1134: 2.6619764090467947e-06
Position 88: 2.5455761820109628e-06
Position 474: 2.4240701774565236e-06
Position 1263: 1.0974560491979785e-06
Position 1644: 3.5333750159538507e-07
Position 262: 2.1495259170304347e-07
Position 109: 1.426503930425179e-07
Position 170: 1.3314881459232478e-07
Position 85: 1.0526675491996007e-07
Position 28: 2.7869254180669753e-08
Position 996: 2.452630379509894e-08
Position 1059: 2.3943444308332024e-08
Position 21: 5.0774404858032285e-09
Position 1042: 2.1463203844005906e-09
Position 521: 7.884049509158521e-10
Position 540: 5.380689686222528e-10
Position 820: 2.6198054124248513e-10
Position 746: 2.2036692120021629e-10
Position 562: 4.5218015269052785e-12
Position 555: 4.068871499972876e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9485300384270516
Position 155: 0.7731810117981518
Position 562: 0.2092300128892493
Position 540: 0.0839466721158251
Position 1383: 0.06398642572946046
Position 176: 0.03519435242728131
Position 281: 0.028796727326489323
Position 718: 0.015022542168849944
Position 338: 0.013255502095147656
Position 284: 0.007821412584511479
Position 575: 0.0074351591333259096
Position 1106: 0.004735333824821492
Position 1332: 0.0033066609263507165
Position 956: 0.00310694095221872
Position 1030: 0.0021658037802004364
Position 872: 0.0011620300142579907
Position 989: 0.0011058380042363479
Position 936: 0.0007925301536251927
Position 512: 0.0007334858820682671
Position 1166: 0.0007276422123111047
Position 728: 0.0005909455384287893
Position 685: 0.0005864647022728305
Position 443: 0.0005238869985487316
Position 1042: 0.00047183565344231397
Position 1440: 0.0004066411568170713
Position 1350: 0.00032001051026682686
Position 387: 0.0003134957548870828
Position 1327: 0.0002961278245540845
Position 1506: 0.00022715538396397988
Position 1594: 0.0002070915415775667
Position 1085: 0.00018565547445993703
Position 224: 0.00015231584250816808
Position 290: 0.00014992607600602842
Position 899: 0.00011595388710236102
Position 820: 8.687429753163134e-05
Position 584: 8.485786796675685e-05
Position 482: 7.451708601511684e-05
Position 1248: 6.402850098153229e-05
Position 1197: 5.627510743604766e-05
Position 190: 4.504299550006211e-05
Position 647: 4.0437831929312826e-05
Position 1055: 3.796432814465657e-05
Position 404: 3.209358421245091e-05
Position 1443: 3.0017408957193553e-05
Position 1455: 2.649952709095105e-05
Position 617: 2.3268829822281993e-05
Position 1472: 2.1278015672041984e-05
Position 996: 1.6137759051963436e-05
Position 968: 1.306954710074911e-05
Position 1237: 1.1570848155759363e-05
Position 398: 1.1566237795945867e-05
Position 489: 1.1392925605693188e-05
Position 644: 1.021994978041191e-05
Position 1532: 8.257354589125776e-06
Position 1479: 7.091950279958832e-06
Position 590: 6.43012004507816e-06
Position 832: 5.179214727656618e-06
Position 1202: 4.641382329830722e-06
Position 1702: 4.208409877287052e-06
Position 605: 3.8502605342913035e-06
Position 1668: 3.517598466050378e-06
Position 912: 3.4331156373106274e-06
Position 454: 3.2700934784965753e-06
Position 669: 2.933344778006432e-06
Position 797: 2.77993476523242e-06
Position 1482: 1.639905685814687e-06
Position 1449: 1.2146540677539956e-06
Position 1647: 1.0419937802878892e-06
Position 184: 4.2534612721513696e-07
Position 1716: 4.0118303545659877e-07
Position 384: 2.3737966177183038e-07
Position 371: 1.2073930547769445e-07
Position 314: 1.260702815894811e-08
Position 593: 1.0175582639005494e-08
Position 407: 1.9817955118613015e-09
Position 70: 6.966451900569804e-10
Position 344: 1.1672874088396547e-10
Position 130: 5.072537216804685e-11
Position 93: 3.622363464978174e-11
Position 96: 1.2547504225907565e-11
Position 75: 1.6916583794811312e-12
Position 101: 2.0518774118696603e-14
Position 109: 8.301451033483555e-18
