Gene = jv
index = 1737
Annotated 5SS: [   88  5352 17872 18602 18982 24089 24753]
Annotated 3SS: [ 5160 17356 18285 18921 20478 24505 25107]
SMsplice 5SS: [   88  4825  5352 17872 18602 24089 24753]
SMsplice 3SS: [ 4497  5160 17356 18285 23981 24505 25107]
top_k =  1000
Partition function (log Z): 4.8811327499238555

Sorted 5' Splice Sites (High to Low Probability):
Position 5352: 0.9905166845567941
Position 24753: 0.9664645023688734
Position 17872: 0.9371929405420648
Position 18602: 0.9034295790060262
Position 24089: 0.7994300292878319
Position 4825: 0.542307097155488
Position 1731: 0.4806435124268829
Position 887: 0.39962533538770295
Position 23107: 0.3885958367334681
Position 88: 0.3580280819348073
Position 21264: 0.23862110853046548
Position 21587: 0.17914146427583855
Position 5650: 0.1712660900262293
Position 5861: 0.15884571959039814
Position 1188: 0.15255624431280923
Position 17613: 0.1380941691237976
Position 19720: 0.11371406113323479
Position 226: 0.10400323307557843
Position 2300: 0.0896554696284067
Position 18606: 0.08916893658057402
Position 4816: 0.08411072870698591
Position 9402: 0.0800047685114976
Position 20727: 0.0758846015184344
Position 2365: 0.05997373386899724
Position 1033: 0.05917641124090809
Position 25215: 0.057390021992193965
Position 12319: 0.05587192923757208
Position 20395: 0.04945144446128158
Position 1329: 0.04672102049425523
Position 21554: 0.03764746489633503
Position 22782: 0.03464199437176574
Position 16633: 0.034211849086372724
Position 4545: 0.030580312623962286
Position 5452: 0.0304610628317423
Position 875: 0.029589604729429123
Position 23291: 0.02783573025668782
Position 5674: 0.02727573255096405
Position 321: 0.027191171908608893
Position 20667: 0.02196823006462826
Position 21003: 0.020849505985212194
Position 2207: 0.02018267315005078
Position 918: 0.01950089252995332
Position 18922: 0.019114443382981863
Position 5626: 0.018382500128128355
Position 5785: 0.017849006914993224
Position 20356: 0.017317398781184292
Position 21869: 0.016103308310895098
Position 4244: 0.015630242060679648
Position 21114: 0.015481581885688307
Position 9606: 0.014941532738894958
Position 20510: 0.013866870735532085
Position 16077: 0.013853734122444918
Position 16755: 0.013819732272298726
Position 5693: 0.013736658073397997
Position 4820: 0.013688393309254206
Position 5884: 0.013253303327563611
Position 24757: 0.013236501857145522
Position 184: 0.013013402530032704
Position 329: 0.011868518464135757
Position 530: 0.01177309858663172
Position 21123: 0.01170174198755963
Position 4957: 0.011610718922097016
Position 12628: 0.01139783792225133
Position 18986: 0.011328008179368177
Position 5062: 0.01044055540768592
Position 20514: 0.010219043549714348
Position 1785: 0.009585022354143206
Position 6137: 0.009546269620384545
Position 641: 0.009336595862071312
Position 84: 0.008001027753053598
Position 20864: 0.007927286204332772
Position 4948: 0.006973167351678982
Position 25200: 0.006535248634663533
Position 13014: 0.006062944878403053
Position 19098: 0.005975343247752508
Position 804: 0.005793630549294518
Position 5068: 0.005399438593142177
Position 9116: 0.0050789562330727615
Position 6117: 0.005003778717883586
Position 8807: 0.004956198265735083
Position 19182: 0.004510960830901485
Position 18982: 0.0042965405389034615
Position 25012: 0.004194058060411211
Position 643: 0.004163565924406923
Position 44: 0.003964213234856163
Position 4264: 0.003952953892078918
Position 25249: 0.003607956958533384
Position 21886: 0.0035084177809988374
Position 19679: 0.003030772114552371
Position 25341: 0.0030061611581728167
Position 1771: 0.0028683144859279488
Position 10610: 0.0028627512980498693
Position 506: 0.00268961747274695
Position 4784: 0.0025331017365370413
Position 4829: 0.002263941492995204
Position 3630: 0.002215702861669635
Position 19036: 0.0021675213941397113
Position 10248: 0.002077525619064821
Position 24627: 0.0019511648302792187
Position 4844: 0.0016705885350068819
Position 750: 0.001501834798245539
Position 2040: 0.0014180961829920607
Position 17400: 0.0014021445894254066
Position 429: 0.0012198815375304465
Position 415: 0.0011975407532978388
Position 22529: 0.0011958769041059177
Position 5558: 0.0011872373055261322
Position 9148: 0.0011479441030418063
Position 1524: 0.001134188889495674
Position 5442: 0.0010353542274589205
Position 18633: 0.001004318701815921
Position 25203: 0.000911371770891898
Position 12845: 0.0008032491524944115
Position 13721: 0.0007889342853313018
Position 1333: 0.0007800186942915608
Position 23261: 0.0007528742086606682
Position 1169: 0.0007339258275669795
Position 21030: 0.0007334810029973086
Position 21633: 0.0006680254283627845
Position 285: 0.0006461776920218056
Position 2369: 0.0006405747027041852
Position 8819: 0.0006338232511006446
Position 738: 0.0005737705175106836
Position 4574: 0.0005368975549986542
Position 18651: 0.00048271583141838085
Position 647: 0.000475539931546339
Position 19151: 0.0004582162516998388
Position 1907: 0.00045796444705353476
Position 9163: 0.00044552852169290745
Position 250: 0.0003725390040144061
Position 20997: 0.0003535143829392034
Position 20655: 0.0003403930653543034
Position 213: 0.0003374092912675272
Position 181: 0.0003287908313214783
Position 18885: 0.0002856005164598818
Position 7783: 0.000285400355628505
Position 24894: 0.00025981992731466706
Position 21770: 0.0002494522760503857
Position 704: 0.0002476484728458374
Position 894: 0.00024324660454435308
Position 248: 0.00024239130180974064
Position 654: 0.00024086892816777412
Position 25935: 0.00017338800218534727
Position 1337: 0.00016323533156279994
Position 310: 0.00015834712122946468
Position 18382: 0.00015461760073429912
Position 9160: 0.00014907798433825802
Position 1325: 0.00013530598975590203
Position 513: 0.00013490905318174477
Position 5416: 0.0001314962742116736
Position 26033: 0.00012692288369653187
Position 7746: 0.00012145556295892608
Position 801: 0.00011216291197208876
Position 19165: 0.00010600109286761428
Position 9185: 0.00010492234102481488
Position 5995: 9.221048891154657e-05
Position 5487: 7.90500234044882e-05
Position 727: 6.727172496758609e-05
Position 1019: 6.249553670787225e-05
Position 230: 5.719376767217867e-05
Position 178: 5.5896814286012216e-05
Position 484: 4.694884657731784e-05
Position 24671: 4.444590996698094e-05
Position 1021: 4.2684297601347245e-05
Position 5446: 4.083910762568939e-05
Position 1027: 3.99448368578683e-05
Position 18480: 3.9707298564780075e-05
Position 1963: 3.964494669631757e-05
Position 18487: 3.636985152450412e-05
Position 42: 3.4478931288518515e-05
Position 799: 2.939269462834576e-05
Position 659: 2.8974216149803054e-05
Position 8050: 2.5847184003609843e-05
Position 1007: 2.504432784884095e-05
Position 5356: 2.4374068091204564e-05
Position 1595: 2.2316583318490517e-05
Position 444: 1.7439527550085004e-05
Position 70: 1.6810409959445914e-05
Position 176: 1.351674305046315e-05
Position 1817: 1.2743824464802707e-05
Position 9589: 1.2461410581802252e-05
Position 5776: 1.1309698390216965e-05
Position 1600: 1.0500779485190454e-05
Position 434: 8.28532697603319e-06
Position 24802: 6.9949041157618455e-06
Position 5456: 6.845113221374854e-06
Position 86: 6.789246444272017e-06
Position 24865: 6.270100496076693e-06
Position 5663: 5.3975261571773334e-06
Position 5951: 4.935477311365543e-06
Position 24792: 4.784487852148807e-06
Position 48: 4.159199096347322e-06
Position 12: 3.7797319687407218e-06
Position 413: 2.9592759023587377e-06
Position 92: 2.8454494248764127e-06
Position 5579: 2.323052041344698e-06
Position 5804: 2.1223869354958712e-06
Position 6844: 2.111566201101354e-06
Position 5739: 2.099776103495068e-06
Position 608: 1.8401886772497065e-06
Position 5747: 1.74719614482892e-06
Position 5678: 1.6119480854677744e-06
Position 432: 1.3993361160050818e-06
Position 144: 1.3207376941715543e-06
Position 677: 1.2514697603492791e-06
Position 1136: 9.324524686417279e-07
Position 207: 9.02078353602691e-07
Position 6864: 8.772527292985748e-07
Position 24862: 7.60874889919442e-07
Position 652: 7.062344432955193e-07
Position 573: 6.641111878773842e-07
Position 943: 5.949955116009279e-07
Position 333: 5.762588346379576e-07
Position 956: 4.3574691828705747e-07
Position 6679: 3.8336066109041635e-07
Position 5916: 1.6434667327929483e-07
Position 7574: 7.381940101842404e-08
Position 159: 9.658541725619463e-09
Position 437: 7.900064843014549e-09
Position 341: 2.4668251837021476e-09
Position 809: 9.34542881705401e-10
Position 606: 2.1590136306472362e-10
Position 645: 4.255891214446062e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 24505: 0.9880940083764045
