Gene = frm
index = 1706
Annotated 5SS: [  376  6188  7541  7923  8669  9826 10081 10208 10540]
Annotated 3SS: [ 6057  7211  7693  7984  9786  9891 10144 10272 10599]
SMsplice 5SS: [  376  6188  7923  8875  9826 10081 10208 10540 10669]
SMsplice 3SS: [ 6057  7693  7984  8944  9891 10144 10272 10599 10731]
top_k =  1000
Partition function (log Z): 12.165858191772834

Sorted 5' Splice Sites (High to Low Probability):
Position 10208: 0.9965610490891142
Position 10540: 0.9943634550730814
Position 9826: 0.9892634551027155
Position 10081: 0.9661736907260566
Position 376: 0.9083936282317407
Position 6188: 0.7515120712573765
Position 7923: 0.7007661591107744
Position 8875: 0.6485795861062459
Position 10669: 0.6367119123477069
Position 7541: 0.6283037766224873
Position 32: 0.18814957863373002
Position 8855: 0.18524191874371823
Position 10984: 0.08705533435810874
Position 8669: 0.07210664364397219
Position 60: 0.05353964043663969
Position 5469: 0.03924272270191602
Position 9163: 0.017659377166013266
Position 7020: 0.015998062814246115
Position 9588: 0.013703814793999536
Position 7024: 0.013443923371084625
Position 4615: 0.01181367236833758
Position 7009: 0.011386765826516909
Position 7222: 0.009512425388586756
Position 1017: 0.007439550176562382
Position 872: 0.006897972432242021
Position 126: 0.006896934088013811
Position 11262: 0.0056897876010122755
Position 182: 0.005573692418671443
Position 9362: 0.005415602701852944
Position 5177: 0.00491962330489145
Position 12168: 0.004779739561192727
Position 8851: 0.004556138754050109
Position 7547: 0.003925722839037541
Position 9724: 0.003708209199576022
Position 6967: 0.003499916404207588
Position 2266: 0.0034930257537830033
Position 10212: 0.003189238160574963
Position 7602: 0.003107746992253828
Position 7520: 0.003057879840465459
Position 9347: 0.0030328572256343193
Position 9037: 0.0028241698481195378
Position 11614: 0.0027115758577146327
Position 9793: 0.002613828354854309
Position 8766: 0.0023135683841623857
Position 11175: 0.0022273000142233835
Position 1335: 0.002000782757575124
Position 192: 0.0019257145050994495
Position 9390: 0.0015960515461302866
Position 9830: 0.0015772383064852416
Position 11133: 0.0015250130852787125
Position 12412: 0.0014635350827806705
Position 7120: 0.0014473612904915205
Position 7895: 0.001200431787445485
Position 10704: 0.0009833161391226977
Position 4998: 0.0009480992366417038
Position 8774: 0.0009359344919362578
Position 4564: 0.0009000724827001573
Position 8741: 0.0008089719696441958
Position 10041: 0.0007878716068307431
Position 6555: 0.0007490555258272252
Position 3623: 0.0007393659687511957
Position 8819: 0.0007225784591678029
Position 10917: 0.000694501175632136
Position 11244: 0.0006611012354572813
Position 7495: 0.0006584417350813382
Position 6262: 0.0006374596585596067
Position 7471: 0.0006087659045090456
Position 4390: 0.0005568573402968248
Position 7506: 0.0005567020575440818
Position 12581: 0.000551168279920066
Position 7428: 0.0005241778618518397
Position 4341: 0.0004811937581997173
Position 4377: 0.00047682378524771887
Position 7995: 0.00043161356694706977
Position 44: 0.0004111190600263194
Position 8534: 0.0003699511244610296
Position 9892: 0.0003396512589661828
Position 609: 0.00030258497615842493
Position 6192: 0.00026685193413805887
Position 9904: 0.0002580428043630324
Position 11190: 0.00025353194921936997
Position 1746: 0.00025105128046588534
Position 4560: 0.0001969310965613703
Position 11898: 0.00018776476026165963
Position 7043: 0.00018266305166251762
Position 7845: 0.0001823596695686507
Position 194: 0.00016258708253951226
Position 9: 0.00012521068695971736
Position 3107: 0.0001119114562788382
Position 6158: 0.00010864751593205126
Position 1148: 0.0001076159352498347
Position 7969: 8.61931841051579e-05
Position 10214: 7.935337459054222e-05
