Gene = Glut1
index = 1191
Annotated 5SS: [45897 53464 58329 59869 60227 65864 66118 67134 67347 67692 68030 68224
 69985 70203]
Annotated 3SS: [53173 58169 59748 60063 65697 65979 66876 67221 67412 67751 68100 69780
 70062 71287]
SMsplice 5SS: [  145 37060 37319 37850 65864 66118 67134 67347 67692 68030 68224 69985
 70203]
SMsplice 3SS: [36872 37129 37414 65697 65979 66876 67221 67412 67751 68100 69759 70062
 78785]
top_k =  1000
Partition function (log Z): -61.25361069102518

Sorted 5' Splice Sites (High to Low Probability):
Position 37060: 0.997648565238124
Position 145: 0.9193593542631442
Position 37319: 0.7179793440057327
Position 1736: 0.5751654385538825
Position 37850: 0.25271436743296816
Position 37854: 0.13768152533931843
Position 38267: 0.036022778245475506
Position 37279: 0.03452656482268821
Position 430: 0.024013259327289167
Position 37741: 0.02119636309390298
Position 362: 0.013861198122250635
Position 270: 0.011341387812139633
Position 37892: 0.007613065219016467
Position 102: 0.006352911456056595
Position 189: 0.004058361126104496
Position 1387: 0.0030122646860989677
Position 127: 0.002749186649453039
Position 152: 0.0026885374606436118
Position 187: 0.0023933808647810337
Position 95: 0.0022048256986825433
Position 84: 0.0017389503556919884
Position 1484: 0.0011386389850652062
Position 165: 0.0009218866064689628
Position 108: 0.0007496535143819829
Position 66: 0.0005431637543056508
Position 536: 0.0005381673236273834
Position 262: 0.0005065918533868291
Position 228: 0.0002590569115130268
Position 395: 0.00023844876099059396
Position 399: 0.00017106809025529079
Position 55: 0.00014122730513814048
Position 88: 0.00011303200668803843
Position 1482: 0.00010297294110391274
Position 736: 0.00010092929515772215
Position 983: 8.239000039977988e-05
Position 274: 7.851830085473405e-05
Position 975: 7.147855196578292e-05
Position 877: 5.8701251856474965e-05
Position 713: 5.0298546281894915e-05
Position 1457: 4.298198722723473e-05
Position 259: 3.3659939903260254e-05
Position 48: 3.238286934638714e-05
Position 938: 2.9797133660820052e-05
Position 193: 2.931886693022178e-05
Position 249: 2.7230091867239407e-05
Position 775: 2.328278146869751e-05
Position 297: 1.5897155714398522e-05
Position 1077: 1.4126578877263246e-05
Position 1135: 1.2442860980359485e-05
Position 19: 1.0277228438924003e-05
Position 120: 8.106488461763316e-06
Position 1099: 7.909039754613608e-06
Position 971: 6.730313131046624e-06
Position 176: 6.720178321720356e-06
Position 987: 6.048006963867896e-06
Position 1027: 5.368315490288508e-06
Position 969: 5.010631222501163e-06
Position 277: 4.7635270951252626e-06
Position 38: 4.759333691187059e-06
Position 1112: 4.454811528171848e-06
Position 651: 3.8450634617985566e-06
Position 348: 3.760631445970264e-06
Position 239: 3.458115855238677e-06
Position 967: 3.0905456340462692e-06
Position 940: 3.084571150761599e-06
Position 942: 2.812552616486624e-06
Position 979: 2.4295986418450615e-06
Position 549: 2.212139909181799e-06
Position 122: 1.6724270717638076e-06
Position 493: 1.1690775106724206e-06
Position 232: 6.817745135423115e-07
Position 6: 6.735403233218166e-07
Position 26440: 7.393647767164244e-09
Position 16458: 5.114418782796103e-15
Position 9533: 1.1997203484086437e-15
Position 9212: 1.0337732611320736e-16
Position 9064: 4.518825273286553e-17
Position 1829: 2.1974769680670074e-17
Position 10921: 1.8585530014771733e-17
Position 1564: 5.028970914587594e-18
Position 748: 4.174346633222203e-18
Position 771: 3.942951518116011e-18
Position 10302: 2.864845648489874e-18
Position 2106: 2.6789057193341736e-18
Position 1516: 2.5975462225521456e-18
Position 8331: 2.5709275493635485e-18
Position 944: 2.4999672385118425e-18
Position 887: 2.4931086768357905e-18
Position 946: 2.259854273098137e-18
Position 4888: 1.7698565362586327e-18
Position 7883: 1.6753700392645273e-18
Position 881: 1.399206147904365e-18
Position 2605: 1.3898581787212141e-18
Position 707: 1.3370977373282195e-18
Position 1325: 1.052846192776333e-18
Position 10052: 8.586771813148946e-19
Position 1269: 4.848124190034815e-19
Position 635: 3.0757868877424933e-19
Position 879: 3.066081788934088e-19
Position 2273: 2.626517557482028e-19
Position 696: 2.5973550533327534e-19
Position 2513: 2.44081129909226e-19
Position 1040: 2.158969584311031e-19
Position 644: 1.7610765418833142e-19
Position 715: 1.3516250969069532e-19
Position 6751: 8.351390713220858e-20
Position 4645: 2.5960519422034328e-20
Position 3923: 1.9491026715605817e-20
Position 2827: 1.2041329946179145e-20
Position 2077: 4.089135948437884e-21
Position 4941: 3.879587071424155e-21
Position 7175: 3.446796752195198e-21
Position 1888: 2.6913802443168035e-21
Position 3435: 1.2324720469948021e-21
Position 1751: 8.342271025756977e-22
Position 1818: 3.8301431515449715e-22
Position 2075: 3.6740389716439854e-22
Position 2666: 2.1697457668536213e-22
Position 1666: 9.869864727398127e-23
Position 2097: 9.789348496334698e-23
Position 292: 7.734710578810514e-23
Position 8: 4.59990833522599e-23
Position 484: 3.4088271433493964e-23
Position 2446: 2.9506319481958867e-23
Position 1833: 1.4404016615288925e-23
Position 473: 7.474740677665577e-24
Position 1948: 6.559976422916644e-24
Position 458: 3.637808398088478e-24
Position 740: 2.4430448770845302e-24
Position 973: 1.3620832860408877e-24
Position 2441: 1.1617389453604247e-24
Position 2461: 1.118706309419319e-24
Position 2382: 4.352113158961784e-25
Position 2396: 4.1164674732784963e-25
Position 1082: 2.347807350064345e-25
Position 701: 1.7724578738439382e-25
Position 932: 1.5786706148813426e-25
Position 698: 1.4625477313718049e-25
Position 742: 2.574174339087418e-28

Sorted 3' Splice Sites (High to Low Probability):
Position 36872: 0.9986489781639091
Position 37414: 0.5963691839183674
Position 37129: 0.492560722259222
Position 479: 0.416857924178623
Position 37365: 0.3732275622862924
Position 37122: 0.2793310951385918
Position 38014: 0.13048623628849343
Position 38058: 0.1261877811422851
Position 39089: 0.08540576266650543
Position 1564: 0.0761329669519283
Position 38312: 0.05374271469261445
Position 38368: 0.04373706031544197
Position 1196: 0.02153848436570797
Position 1616: 0.015427108751155185
Position 37940: 0.013071760547490067
Position 458: 0.011292418113207702
Position 1590: 0.007597374850681504
Position 38696: 0.005197425739657617
Position 1636: 0.005012216133383458
Position 1343: 0.004667353497003054
Position 38316: 0.004480391337127652
Position 214: 0.0025642497662093384
Position 1364: 0.0019687117059067174
Position 37951: 0.001870961511699228
Position 1653: 0.0018144069760268385
Position 219: 0.0017898507422535919
Position 1282: 0.00175072388563882
Position 37375: 0.0010641942995918531
Position 619: 0.0009961609334464086
Position 1622: 0.0009788864120279731
Position 1638: 0.0009238325579442516
Position 1034: 0.0009185727746365556
Position 442: 0.0004469451309977666
Position 239: 0.0003869320757039484
Position 560: 0.0003160937876245625
Position 1369: 0.0003004213899065619
Position 1457: 0.0002495255391757386
Position 575: 0.00019037849318452653
Position 860: 0.0001892236513867165
Position 517: 0.0001776448985415489
Position 960: 0.00015366033732327575
Position 245: 0.00012225407194337004
Position 165: 0.00012050571616213758
Position 797: 0.00011934187386849072
Position 1076: 9.958766721083077e-05
Position 1482: 6.168132485772862e-05
Position 31174: 3.74172305554781e-07
Position 30762: 2.1305543798150742e-07
Position 29353: 8.529681543929391e-08
Position 28603: 3.4607073146003116e-08
Position 28624: 1.953659802277405e-08
Position 27625: 8.082479293519415e-09
Position 26510: 7.3936477671642385e-09
Position 25977: 4.483898145044473e-09
Position 26343: 3.854746242713379e-09
Position 20146: 2.336957087009658e-13
Position 18336: 2.277981271627892e-13
Position 581: 2.137750413582023e-13
Position 15969: 5.700852933838964e-14
Position 16593: 3.093651478910737e-14
Position 17235: 1.793409406832515e-14
Position 16609: 8.074734811343984e-15
Position 15153: 4.145787629768157e-15
Position 15495: 3.4316223631691247e-15
Position 14649: 1.3754806588317947e-15
Position 15932: 1.0577399722493873e-15
Position 15790: 1.0004606422506543e-15
Position 14298: 7.702114786300398e-16
Position 9339: 6.286911559216609e-16
Position 8733: 4.653297274150062e-16
Position 14332: 3.764555654871936e-16
Position 15070: 3.5739854553116817e-16
Position 14717: 2.7288388191245566e-16
Position 11409: 2.4754306478364323e-16
Position 14496: 1.9769063785904294e-16
Position 9432: 1.918458236413931e-16
Position 13190: 1.4472445123794066e-16
Position 13609: 1.3099382541094675e-16
Position 14036: 1.120934213218183e-16
Position 13342: 1.0101175800317576e-16
Position 9140: 7.021356143267875e-17
Position 10804: 5.057956044798774e-17
Position 10202: 4.5156852698523654e-17
Position 9371: 4.427178376532428e-17
Position 10167: 3.834626952427955e-17
Position 11979: 3.2740075477554145e-17
Position 11995: 2.81393119310152e-17
Position 7707: 2.789084626546664e-17
Position 9374: 2.4296518653128056e-17
Position 11336: 2.36651467005607e-17
Position 11283: 1.593953440862379e-17
Position 10784: 8.126713014979975e-18
Position 9826: 7.703818020345152e-18
Position 7946: 5.383139520847642e-18
Position 10212: 3.877119042455285e-18
Position 11351: 3.751763432885031e-18
Position 1965: 2.7376023025697782e-18
Position 9795: 2.2280391974208954e-18
Position 4553: 2.1911024190475844e-18
Position 221: 1.9455912427435446e-18
Position 2193: 1.7003815065671998e-18
Position 9568: 1.246997829524839e-18
Position 152: 1.21548367007198e-18
Position 8739: 7.736377730925968e-19
Position 7049: 7.431040393032643e-19
Position 9267: 7.423352661912849e-19
Position 7073: 7.142643946178947e-19
Position 8755: 5.804622315125426e-19
Position 8787: 4.372083378576037e-19
Position 8833: 3.5423840122679933e-19
Position 310: 3.4280366157015707e-19
Position 6595: 3.3975163267556493e-19
Position 7580: 3.1739064228431197e-19
Position 8059: 2.0785080552196548e-19
Position 865: 1.3975558501709093e-19
Position 7385: 1.3873060882527579e-19
Position 1887: 1.3357205746859186e-19
Position 6475: 1.1987688579124869e-19
Position 303: 1.1599373731676e-19
Position 7197: 9.177585998451143e-20
Position 6570: 7.657861268419405e-20
Position 1366: 7.464161913310989e-20
Position 2147: 7.137806767777819e-20
Position 1924: 7.119645513129862e-20
Position 2053: 6.285229715384587e-20
Position 133: 5.814122034646357e-20
Position 6542: 5.463206511116116e-20
Position 7910: 5.3230048240784157e-20
Position 6177: 5.092680070273426e-20
Position 4359: 4.738857975122892e-20
Position 6812: 4.3904437861147965e-20
Position 496: 3.6884716883058925e-20
Position 5834: 3.357641048005944e-20
Position 6687: 2.91142858469708e-20
Position 255: 2.8141698062350983e-20
Position 2034: 2.2508957888286888e-20
Position 2725: 2.1147178610917766e-20
Position 5326: 1.8763349453457255e-20
Position 3841: 1.6680442892832732e-20
Position 5053: 1.556856355583694e-20
Position 6863: 1.451890936449133e-20
Position 193: 1.3155995061548821e-20
Position 2253: 1.2020486721088792e-20
Position 1977: 1.1920809361031564e-20
Position 5901: 1.1752249126054429e-20
Position 2075: 1.1395693802662804e-20
Position 2513: 1.0261258598894202e-20
Position 5007: 9.895629695473526e-21
Position 2361: 9.465362690859616e-21
Position 5855: 9.152783190336345e-21
Position 5529: 6.543699487870153e-21
Position 1992: 5.2196314463280345e-21
Position 2698: 4.443853518232724e-21
Position 5101: 3.710773686018871e-21
Position 4003: 3.1039977569312854e-21
Position 3800: 3.0660708998291804e-21
Position 4029: 2.848525384239994e-21
Position 3530: 2.547762977134228e-21
Position 176: 2.390004332343692e-21
Position 3065: 2.3018650593536454e-21
Position 4634: 2.201797740734695e-21
Position 3968: 2.114272741097245e-21
Position 4372: 2.0760792843523615e-21
Position 3781: 1.6936216788247845e-21
Position 186: 1.6109057297248254e-21
Position 3627: 1.3234403786529674e-21
Position 3315: 1.320968802001541e-21
Position 3234: 1.0616035614909674e-21
Position 3376: 8.578512278325224e-22
Position 181: 8.444787882893848e-22
Position 1818: 6.294296124292538e-22
Position 3498: 5.331907481133777e-22
Position 2161: 3.7508932378227545e-22
Position 2326: 3.646675480825111e-22
Position 2121: 2.4175618588010943e-22
Position 389: 2.0055653332145229e-22
Position 65: 1.9279878035529478e-22
Position 1793: 1.7590084948161694e-22
Position 2135: 1.707280712990133e-22
Position 2461: 1.7014253215362972e-22
Position 2877: 1.6958130220657279e-22
Position 493: 1.0730717457646247e-22
Position 2085: 1.0603965342058235e-22
Position 1894: 9.976226730659882e-23
Position 2605: 8.835674161295692e-23
Position 666: 7.43999788942778e-23
Position 305: 5.905844437493423e-23
Position 1735: 5.887732386005715e-23
Position 73: 5.851920457756813e-23
Position 76: 5.725325971332904e-23
Position 499: 5.52405765654726e-23
Position 1766: 5.304343558551531e-23
Position 1488: 4.7103818289858294e-23
Position 890: 4.526240793895507e-23
Position 713: 2.749842433036145e-23
Position 55: 6.964915165211812e-24
Position 877: 6.088296155304977e-24
Position 307: 4.50493387175885e-24
Position 48: 6.713158499882976e-25
Position 60: 2.1647611152931025e-26
Position 328: 1.8132357218149085e-28
