Gene = lama
index = 1756
Annotated 5SS: [  230  8296 10087 10268]
Annotated 3SS: [ 8239  9422 10150 10327]
SMsplice 5SS: [  230 10087 10268]
SMsplice 3SS: [ 9422 10150 10327]
top_k =  1000
Partition function (log Z): 1.793380825949444

Sorted 5' Splice Sites (High to Low Probability):
Position 10268: 0.9998281427325258
Position 10087: 0.9728619264464832
Position 8296: 0.7397972591298566
Position 230: 0.4819865548493909
Position 2245: 0.454196730530184
Position 1309: 0.37512626474198996
Position 9232: 0.3275736363018138
Position 105: 0.16561210937037665
Position 10743: 0.11513849210811243
Position 4605: 0.0657349770759593
Position 2249: 0.04176591424842651
Position 374: 0.033765810805696087
Position 9497: 0.03248354282300169
Position 2577: 0.03111400549821482
Position 4454: 0.025808853307390058
Position 11904: 0.023027075552697902
Position 12039: 0.01931252462261365
Position 189: 0.016372173708819434
Position 4508: 0.015560552549943898
Position 9986: 0.015545292661422164
Position 11924: 0.013981625561621809
Position 303: 0.012295494059707769
Position 9504: 0.010494746431279478
Position 3981: 0.009175831845605175
Position 1394: 0.006959395091799344
Position 1130: 0.005594398409115294
Position 11151: 0.00483849797130351
Position 10811: 0.0036087205376104546
Position 2094: 0.0032445864683798053
Position 1609: 0.0028583906623277995
Position 11942: 0.0026984451296666098
Position 1357: 0.0025614444195494594
Position 12189: 0.002373961402143038
Position 3213: 0.0022234043420866784
Position 2069: 0.0020117481450289422
Position 331: 0.0018775630783024043
Position 2949: 0.0017562913609517903
Position 11037: 0.0016761207277110949
Position 11915: 0.001561674534722619
Position 235: 0.0013943140847965997
Position 389: 0.0012963372122379246
Position 10639: 0.0008386913879284374
Position 97: 0.0008206240894472076
Position 164: 0.0008166254339957271
Position 2517: 0.0007280262302639407
Position 12132: 0.0007036143286614587
Position 4514: 0.0006995089395610362
Position 11715: 0.0006671309541597665
Position 10780: 0.0006409177695796617
Position 4153: 0.0006261864061261027
Position 5302: 0.0006222961477146589
Position 581: 0.0005660878254951795
Position 1675: 0.0005316553841046227
Position 2977: 0.0004907750995865883
Position 11001: 0.00047622534649548437
Position 667: 0.00045527668993642706
Position 751: 0.0004274915135323282
Position 10953: 0.00037686068455223767
Position 1002: 0.0003582606334181445
Position 1000: 0.0003333185683108344
Position 2707: 0.0003329366433668297
Position 2193: 0.0003208693083745211
Position 998: 0.00029522292338315866
Position 1004: 0.0002883637908213699
Position 12087: 0.0002800199235091607
Position 4124: 0.0002725941893454679
Position 1006: 0.00026642332570344117
Position 10864: 0.00025467705985809556
Position 4493: 0.00024294448819142035
Position 994: 0.0002327033258043034
Position 3935: 0.0002285169820908823
Position 12193: 0.00020749725106848467
Position 2934: 0.00020034863622319055
Position 10857: 0.00018995699295752726
Position 1008: 0.00018278320945972767
Position 1059: 0.0001804786916546896
Position 12200: 0.00017471417949071908
Position 884: 0.00014223583020229832
Position 1010: 0.00012897981272459938
Position 11477: 0.00011138099677782316
Position 996: 0.00011000929309714245
Position 401: 0.00010475087234074712
Position 2972: 0.00010146774133974263
Position 599: 0.00010034608551653736
Position 1105: 8.412116029095582e-05
Position 10751: 8.127376403819098e-05
Position 2551: 8.127014419459241e-05
Position 11465: 7.972610154533323e-05
Position 10259: 7.920977072560715e-05
Position 57: 7.807762716115324e-05
Position 10262: 6.291216631851644e-05
Position 125: 5.231208322325329e-05
Position 1492: 5.1740810552760364e-05
Position 1380: 5.159827798112275e-05
Position 632: 5.0059666124746044e-05
Position 3559: 4.992087090343898e-05
Position 10849: 4.910296040988901e-05
Position 1073: 4.879168813451435e-05
Position 2316: 4.785221370923996e-05
Position 548: 4.780111425894435e-05
Position 10885: 4.547185729043964e-05
Position 3254: 4.4586438837071665e-05
Position 728: 4.253055734512204e-05
Position 10817: 4.217458229810294e-05
Position 893: 4.204264498441308e-05
Position 1581: 3.930079817264657e-05
Position 10793: 3.798216656371413e-05
Position 1871: 3.7278450153159626e-05
Position 2047: 3.6836996357357795e-05
Position 9943: 3.463079048793628e-05
Position 9761: 3.060338518936656e-05
Position 11469: 3.0389588872942108e-05
Position 4471: 2.8298825694434177e-05
Position 2475: 2.6259603921746098e-05
Position 112: 2.4674240500848238e-05
Position 11120: 2.3818493256607296e-05
Position 2324: 2.1740526259277077e-05
Position 1798: 2.1344852390406926e-05
Position 585: 2.1029485095814488e-05
Position 495: 1.9569199909815723e-05
Position 639: 1.951715585114547e-05
Position 1651: 1.8540864316031505e-05
Position 2204: 1.8486954203577317e-05
Position 1781: 1.7701059607537885e-05
Position 3403: 1.5664655808048252e-05
Position 3359: 1.5158902901946476e-05
Position 10378: 1.4863412912218856e-05
Position 671: 1.4088763086049334e-05
Position 641: 1.4073282269140704e-05
Position 1624: 1.3624008376007106e-05
Position 3393: 6.871890763870958e-06
Position 3067: 6.791289579047432e-06
Position 11208: 4.5387933286400435e-06
Position 208: 3.706793482505991e-06
Position 1057: 3.159272484996927e-06
Position 263: 1.5743943277533138e-06
Position 11130: 1.4811546758706293e-06
Position 2493: 1.2892540215024236e-06
Position 10835: 6.488465572556188e-07
Position 181: 5.587777307615553e-07
Position 480: 4.223328244601377e-07
Position 11019: 4.106926363191163e-07
Position 506: 3.775721596744666e-07
Position 11028: 3.6751748979974267e-07
Position 498: 3.5934289884151534e-07
