Gene = thoc7
index = 1912
Annotated 5SS: [ 70 243]
Annotated 3SS: [127 307]
SMsplice 5SS: [ 70 243]
SMsplice 3SS: [127 307]
top_k =  1000
Partition function (log Z): 2.562311294627267

Sorted 5' Splice Sites (High to Low Probability):
Position 70: 0.9974422820139999
Position 243: 0.9948926518350795
Position 397: 0.06288041818714521
Position 804: 0.03883986119732954
Position 442: 0.0023424760469656102
Position 259: 0.002092184990593354
Position 403: 0.0001712996688710876
Position 216: 0.00011428232860766502
Position 475: 0.0001036081060249245
Position 372: 9.352808170676993e-05
Position 224: 8.229549931715245e-05
Position 190: 7.392022270778973e-05
Position 423: 5.345529421401202e-05
Position 848: 4.4944321259348275e-05
Position 524: 4.005444105468277e-05
Position 568: 3.313874269948864e-05
Position 447: 3.0139645473240647e-05
Position 683: 3.0113732317297038e-05
Position 618: 3.0110427126796956e-05
Position 647: 2.2337583357353657e-05
Position 74: 1.95372100835257e-05
Position 930: 1.859953955570649e-05
Position 317: 1.6684500232684185e-05
Position 42: 8.982575685332675e-06
Position 362: 6.875378084481284e-06
Position 263: 6.061643862948141e-06
Position 54: 4.498770051623653e-06
Position 195: 1.8771008051273047e-06
Position 207: 1.6387490556328474e-06
Position 261: 1.2010019384169677e-06
Position 77: 5.575809693447568e-07
Position 13: 3.363352477766981e-07
Position 193: 2.68707634362941e-07
Position 277: 1.8982956894680434e-07
Position 83: 1.6316137541505403e-07
Position 279: 1.542236131875954e-07
Position 911: 1.0243535351066284e-07
Position 915: 5.2715854241451453e-08
Position 347: 5.7606287785791954e-09
Position 11: 5.545420365541e-09
Position 746: 1.9973228865670096e-12
Position 307: 1.3771614081108833e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 307: 0.9971508117105888
Position 127: 0.837680186637371
Position 130: 0.15839312714701187
Position 459: 0.047481213960197236
Position 848: 0.01948628161585084
Position 885: 0.015869924641441456
Position 503: 0.006831124815239127
Position 475: 0.003972410949858368
Position 551: 0.0033141888264077365
Position 918: 0.0022602206220819093
Position 921: 0.0013290322461878635
Position 751: 0.0011926982975289553
Position 144: 0.0008968345929011141
Position 483: 0.00041387745688668966
Position 653: 0.0003799283435342061
Position 500: 0.00037183423431644806
Position 906: 0.0003540775280265064
Position 707: 0.00034663641472945834
Position 710: 0.00028336148138588204
Position 989: 0.0002734604431843052
Position 518: 0.0001894543919428599
Position 629: 0.00018746177909421984
Position 141: 0.00015779531112210742
Position 347: 0.00012424846805568317
Position 598: 0.00010231266867204228
Position 568: 9.091082389764029e-05
Position 698: 6.315798383886744e-05
Position 386: 4.86744456497291e-05
Position 835: 3.9319391780563206e-05
Position 578: 2.942028488840954e-05
Position 626: 2.9096726379504438e-05
Position 442: 2.5692367328327092e-05
Position 512: 2.1365362386342237e-05
Position 207: 2.0444843102459388e-05
Position 423: 2.0041101877497195e-05
Position 485: 1.1319081332133551e-05
Position 783: 1.0822371948548578e-05
Position 943: 7.900224090149823e-06
Position 368: 5.441974850522091e-06
Position 994: 4.489140208010975e-06
Position 438: 3.6008227667343895e-06
Position 635: 3.2191927483373563e-06
Position 353: 2.9131216876016476e-06
Position 106: 2.809659080145869e-06
Position 858: 2.4133992389288238e-06
Position 954: 2.358715206195517e-06
Position 647: 2.165542449330903e-06
Position 1003: 2.1484149086940803e-06
Position 808: 2.118268661465158e-06
Position 896: 1.6622397145800795e-06
Position 803: 1.251062448938084e-06
Position 997: 1.2319408795158176e-06
Position 975: 8.43905912837129e-07
Position 719: 5.211964641067884e-07
Position 590: 2.0062286036379788e-07
Position 724: 1.9119610508690224e-07
Position 216: 1.7213466859605424e-07
Position 641: 1.2465084822288253e-07
Position 938: 9.417606438602487e-08
Position 175: 8.675012418799007e-08
Position 524: 7.966891335537165e-08
Position 193: 2.8238050402617773e-08
Position 239: 2.7356391552400808e-08
Position 177: 1.0454547118126859e-08
Position 601: 6.97069990229074e-09
Position 224: 6.405890011690055e-09
Position 190: 5.181951068589492e-09
Position 605: 2.0614469716761038e-09
Position 773: 9.50287859582954e-10
Position 243: 8.358545354912253e-11
Position 185: 3.149679975475498e-11
Position 74: 7.91099976225339e-12
Position 247: 1.9477014895642707e-12
Position 54: 1.103893789356657e-12
Position 59: 9.387048540540066e-15
