Gene = Gale
index = 1179
Annotated 5SS: [ 497  865 1969]
Annotated 3SS: [ 623 1677 2028]
SMsplice 5SS: [ 497  865 1969]
SMsplice 3SS: [ 623 1677 2028]
top_k =  1000
Partition function (log Z): 0.028974649733195718

Sorted 5' Splice Sites (High to Low Probability):
Position 1969: 0.9905103946517562
Position 497: 0.9622601797142587
Position 865: 0.7666945505158597
Position 844: 0.12285206584327575
Position 2618: 0.07360190306037867
Position 1620: 0.021894127283609725
Position 805: 0.020689933442937687
Position 2535: 0.013246758944163276
Position 1653: 0.01098391937797862
Position 557: 0.00908103712271563
Position 1216: 0.008575718062317404
Position 1724: 0.007524641605705996
Position 292: 0.007165490559591555
Position 251: 0.005106040401899639
Position 2065: 0.004342795455272821
Position 1850: 0.004181535165252215
Position 1303: 0.00392542310786485
Position 316: 0.0029783937951363055
Position 1510: 0.002433897294173595
Position 781: 0.0020899339006340586
Position 86: 0.0020344527016114204
Position 1132: 0.0019602001346166694
Position 1094: 0.0018535248746798896
Position 1539: 0.0016335374426957308
Position 33: 0.0010144201460237047
Position 911: 0.0009611145490150232
Position 2547: 0.0009442540100874435
Position 1090: 0.0008359895996892488
Position 1151: 0.0008332839592272202
Position 875: 0.0008109554128242713
Position 61: 0.0007614357344074809
Position 1148: 0.0006782044758464955
Position 1237: 0.0005880817394113327
Position 1251: 0.00043575946226359353
Position 115: 0.0004126025197971544
Position 1959: 0.00039886153293734256
Position 562: 0.00036328412316626306
Position 896: 0.0003284265349295986
Position 489: 0.0003201889051923822
Position 2149: 0.0003080046948454542
Position 1693: 0.0002592551770360641
Position 1170: 0.00022985930466053308
Position 378: 0.0002146855694091631
Position 1602: 0.00019592468704034103
Position 188: 0.00017689802455337812
Position 2585: 0.00017096395162850513
Position 412: 0.0001598874692304271
Position 1818: 0.00015231736134800435
Position 73: 0.00014864415697026393
Position 925: 0.00014222041254631414
Position 1079: 0.00013734215343035017
Position 2254: 0.00013470037510048103
Position 434: 0.0001286687068189672
Position 1443: 0.00012644888695103102
Position 903: 0.00010256327230422457
Position 1455: 9.800564094678483e-05
Position 682: 9.438253150686389e-05
Position 1172: 8.751116666959541e-05
Position 2593: 6.825129587787279e-05
Position 2641: 6.107800869744355e-05
Position 1327: 5.538976165062027e-05
Position 2493: 5.4133733165679594e-05
Position 712: 5.377047894412412e-05
Position 853: 5.170746473124468e-05
Position 2052: 5.106432920558767e-05
Position 2084: 4.920342860336411e-05
Position 1749: 4.5876777566029365e-05
Position 162: 4.2459412964940884e-05
Position 1449: 4.051713994243658e-05
Position 279: 3.988644773847419e-05
Position 425: 3.9820648766791294e-05
Position 1260: 3.9473023136567206e-05
Position 1580: 3.82793096051224e-05
Position 2646: 3.754210049511596e-05
Position 2555: 3.444158257230231e-05
Position 820: 3.289838092965097e-05
Position 2669: 2.9908289329561597e-05
Position 362: 2.9443524179424566e-05
Position 1452: 2.9267552584448467e-05
Position 2347: 2.678273578036786e-05
Position 2380: 2.605327884305742e-05
Position 1291: 2.56899147635941e-05
Position 216: 2.2724851544048275e-05
Position 1720: 2.2661230620336103e-05
Position 1843: 2.214005472885911e-05
Position 2143: 2.0531735713631825e-05
Position 1514: 1.8401491418030284e-05
Position 598: 1.576654735011735e-05
Position 2406: 1.4546432553003408e-05
Position 2069: 1.223789378348677e-05
Position 1824: 1.0406359780473256e-05
Position 1898: 9.106739084530434e-06
Position 732: 8.794805778792276e-06
Position 221: 8.106185778268356e-06
Position 2081: 7.536355456110563e-06
Position 986: 6.747456607449193e-06
Position 381: 5.820405073481473e-06
Position 2159: 5.114480044238288e-06
Position 1014: 5.048992647163975e-06
Position 1001: 4.004992592894593e-06
Position 1270: 3.830329225780129e-06
Position 1860: 3.410615078361038e-06
Position 2212: 3.1023101514230235e-06
Position 1273: 3.0361996974352126e-06
Position 501: 2.5915062954009208e-06
Position 1407: 2.2541563433815643e-06
Position 1953: 2.1812026839513002e-06
Position 2567: 2.1106124552733737e-06
Position 721: 1.9855744888326743e-06
Position 996: 1.7959169516223604e-06
Position 2672: 1.5620416933747468e-06
Position 202: 1.5358758187843006e-06
Position 77: 1.5357587733165506e-06
Position 2173: 1.375853124493603e-06
Position 1979: 1.3651607697131725e-06
Position 2644: 8.824847325611748e-07
Position 2262: 8.53377454394785e-07
Position 508: 4.585646509629023e-07
Position 2667: 3.94397698778824e-07
Position 2355: 3.883490802866059e-07
Position 2690: 2.556772705699118e-07
Position 168: 1.703120510943958e-07
Position 1004: 7.174433957304653e-09
Position 640: 5.148265596215427e-09
Position 1870: 2.980008648014393e-09
Position 1822: 2.5035021967128357e-09
Position 583: 1.6586310745458915e-09
Position 1810: 1.5089534772966393e-10
Position 2038: 3.142846377575892e-11
Position 1041: 9.982792864253704e-12
Position 600: 1.149787119979365e-12
Position 646: 2.618295544348527e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2028: 0.9933988573798361
Position 623: 0.9587016480467708
Position 1677: 0.8234254905291604
Position 2672: 0.07905962160124937
Position 1652: 0.0777478538156623
Position 1749: 0.045945819989910604
Position 1716: 0.028521252196949003
Position 1402: 0.016249812936551894
Position 2142: 0.005621888636910196
Position 1829: 0.004152986442147143
Position 1014: 0.0040772915734598085
Position 2641: 0.004075084710871184
Position 2736: 0.00297801558578204
Position 1791: 0.002452546721677369
Position 2718: 0.0022915295901508475
Position 388: 0.0014442471174478447
Position 1818: 0.0011492689767583883
Position 1434: 0.0011233650029055752
Position 1342: 0.0009254482571387477
Position 1629: 0.0008983732714608934
Position 1120: 0.0007235641275603444
Position 1476: 0.000721304899954318
Position 1614: 0.0006655204773948913
Position 861: 0.0005842995307780138
Position 1917: 0.0005449848922241557
Position 1359: 0.0004730044926092062
Position 2585: 0.000329569244752094
Position 2038: 0.0002557050798137503
Position 2081: 0.00023613349255631366
Position 496: 0.00022392803668446656
Position 375: 0.00021489312407804584
Position 975: 0.00019268916784379256
Position 1835: 0.0001811160717069617
Position 1588: 0.00017686088882106515
Position 1064: 0.00016722375503360514
Position 2617: 0.00014138211774985434
Position 1860: 0.0001247931743211771
Position 2698: 0.00011829003090469344
Position 373: 0.00011457300668196867
Position 746: 0.00011382750881460347
Position 306: 9.397525895374601e-05
Position 2013: 7.029946252463822e-05
Position 523: 6.69932483520141e-05
Position 320: 5.785777075047515e-05
Position 1215: 5.649695775931161e-05
Position 903: 5.57367514097516e-05
Position 1488: 5.544355313673699e-05
Position 121: 5.102666186587862e-05
Position 439: 4.5522810431212017e-05
Position 1938: 4.4607282393276415e-05
Position 1443: 4.157162848883767e-05
Position 570: 3.258444541099347e-05
Position 951: 3.155012667596984e-05
Position 264: 2.9534996319524582e-05
Position 749: 2.7717384440939954e-05
Position 196: 2.5773061621882797e-05
Position 520: 2.3097656013885252e-05
Position 900: 2.195337038141501e-05
Position 368: 2.10822644304915e-05
Position 864: 2.077876036562668e-05
Position 115: 1.932838529896186e-05
Position 2621: 1.8229935022783183e-05
Position 162: 1.707261181232856e-05
Position 2000: 1.4602352415870371e-05
Position 1289: 1.4123015486056082e-05
Position 818: 1.3770287471061994e-05
Position 1498: 1.372810955831502e-05
Position 296: 1.229842732309922e-05
Position 2550: 1.025172320381863e-05
Position 248: 9.378625599867702e-06
Position 238: 6.175174741260229e-06
Position 2183: 5.3310569163772605e-06
Position 419: 4.807912472208446e-06
Position 690: 4.743266070894586e-06
Position 888: 4.3814934563446334e-06
Position 2376: 3.891460175489427e-06
Position 1616: 3.451307323288232e-06
Position 1194: 3.415213402814936e-06
Position 159: 3.295444971706526e-06
Position 90: 3.1336079776985764e-06
