Gene = l(2)SH0834
index = 1746
Annotated 5SS: [201]
Annotated 3SS: [314]
SMsplice 5SS: [201]
SMsplice 3SS: [314]
top_k =  1000
Partition function (log Z): -3.95359323214831

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.7626534334108791
Position 245: 0.10960280523170828
Position 220: 0.0845608118090345
Position 234: 0.020718567104324622
Position 651: 0.011402369869063539
Position 259: 0.011170325019079205
Position 181: 0.009906065372891319
Position 681: 0.005478963306509613
Position 418: 0.004119215929793346
Position 790: 0.00357959907447646
Position 698: 0.0033225656936982347
Position 353: 0.002166068326703813
Position 643: 0.0015982947792442142
Position 598: 0.001510722409093869
Position 446: 0.0014652870899263305
Position 676: 0.0012651087353020916
Position 761: 0.0010557080167456114
Position 707: 0.0005367850923216951
Position 921: 0.0005215022173197871
Position 232: 0.0005084756706667586
Position 926: 0.0003832618144601064
Position 175: 0.00032851037308738587
Position 607: 0.00027954515308849893
Position 955: 0.0002448379570771862
Position 20: 0.00023415795936167338
Position 48: 0.0002032187968923474
Position 530: 0.00020200024193478964
Position 8: 0.0001724732960575593
Position 670: 0.00011033221106212211
Position 136: 0.00010956052657990731
Position 378: 0.00010245013060546535
Position 711: 0.00010212327833246412
Position 318: 7.720722815416191e-05
Position 704: 4.461123793527591e-05
Position 504: 3.566217239891357e-05
Position 271: 3.27754256058195e-05
Position 702: 2.176126117929576e-05
Position 936: 1.995445086976628e-05
Position 29: 1.2150141815078986e-05
Position 792: 1.0344766547814059e-05
Position 31: 9.735067371972915e-06
Position 777: 9.376355928213504e-06
Position 506: 7.182419324790016e-06
Position 269: 4.8027616654664544e-06
Position 862: 2.948985730964821e-06
Position 830: 1.7419048377126568e-06
Position 895: 1.646255077154994e-07
Position 88: 9.793780116118021e-08
Position 293: 9.426079546514933e-08
Position 518: 1.8088622762924106e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 314: 0.9909421210989352
Position 539: 0.013957699330685235
Position 741: 0.012889906228911122
Position 852: 0.009691065587459097
Position 787: 0.005058095581958334
Position 716: 0.0026398374165420525
Position 670: 0.0011076163264602667
Position 988: 0.0008624570626875983
Position 858: 0.0007269423885352495
Position 556: 0.00044745266400002297
Position 1015: 0.00037051062076803924
Position 826: 0.000257917429495042
Position 902: 0.00020736233461361115
Position 88: 0.00018186896204321285
Position 830: 0.00014202724163577966
Position 68: 0.00010288397684740042
Position 65: 8.250073763846114e-05
Position 504: 6.471764286999816e-05
Position 352: 3.825352271324334e-05
Position 806: 2.3115050721290813e-05
Position 630: 1.5730775013476643e-05
Position 59: 1.5401804095005434e-05
Position 117: 1.3699327012757827e-05
Position 392: 1.2459543088512987e-05
Position 720: 8.035438028805929e-06
Position 995: 6.950882171155442e-06
Position 411: 6.718253891192523e-06
Position 375: 5.538868592575811e-06
Position 439: 5.2361118912948375e-06
Position 444: 4.6439285285184806e-06
Position 810: 4.266249704392741e-06
Position 585: 3.791569873287012e-06
Position 569: 3.395913034246565e-06
Position 229: 2.231551741070831e-06
Position 643: 8.47122871672565e-07
Position 446: 6.984147134858284e-07
Position 911: 5.971121180975388e-07
Position 651: 3.4759190661362654e-07
Position 358: 1.6249176722993824e-07
Position 566: 1.386012411585369e-07
Position 920: 1.2821021565531632e-07
Position 121: 1.0964667952827735e-07
Position 187: 1.0858894091818598e-07
Position 866: 8.215274161577668e-08
Position 165: 2.6778833686119925e-08
Position 168: 2.523198274423111e-08
Position 142: 2.121505655374636e-08
Position 134: 1.1969069754929045e-08
Position 541: 5.192448158070099e-10
Position 441: 1.210704327365583e-11
