Gene = Galt
index = 1180
Annotated 5SS: [363 673 948]
Annotated 3SS: [ 502  741 1024]
SMsplice 5SS: [363 673 948]
SMsplice 3SS: [ 502  741 1024]
top_k =  1000
Partition function (log Z): 0.2861600510109942

Sorted 5' Splice Sites (High to Low Probability):
Position 948: 0.9917123369226721
Position 363: 0.9655662363019933
Position 673: 0.938956057844945
Position 1283: 0.01379020742066173
Position 99: 0.0072425725554814855
Position 264: 0.004318760832505973
Position 454: 0.00235503039330925
Position 367: 0.0018229209059579094
Position 1064: 0.0016467103968290744
Position 966: 0.001586659868522487
Position 1578: 0.0011816610946581941
Position 1695: 0.0009155312214680953
Position 1237: 0.0008447404063785678
Position 246: 0.0007439510487378636
Position 349: 0.0007299956552428007
Position 952: 0.00039222796924155993
Position 1058: 0.0003878720893213583
Position 136: 0.0003790346768057036
Position 1421: 0.0003611566855478334
Position 360: 0.0002912405014392568
Position 378: 0.0002862042311689828
Position 418: 0.0002527927667643556
Position 440: 0.00025228365865688685
Position 1293: 0.0002474227377786055
Position 295: 0.00018480152990403844
Position 459: 0.00013709246252941682
Position 652: 0.00011466497098990652
Position 1287: 0.00011419176953113283
Position 1068: 0.00010234996803641622
Position 284: 9.567725302986953e-05
Position 1640: 9.333238394274563e-05
Position 315: 7.594512676366383e-05
Position 1290: 7.184630279422947e-05
Position 402: 7.025828014691184e-05
Position 1571: 6.315521636398444e-05
Position 16: 5.653612478132569e-05
Position 1563: 3.6490148882019666e-05
Position 1679: 3.50314617201934e-05
Position 584: 3.241528344014926e-05
Position 425: 2.253163362852335e-05
Position 934: 2.027536043688615e-05
Position 1650: 1.855933069843926e-05
Position 931: 1.1694897775774604e-05
Position 871: 1.1581092797024242e-05
Position 331: 1.0946207026522034e-05
Position 876: 9.671618622648005e-06
Position 1701: 9.356823493257112e-06
Position 917: 7.198965600708502e-06
Position 730: 7.020744324465213e-06
Position 802: 5.438336241373379e-06
Position 721: 5.304187837627607e-06
Position 702: 5.105567363261083e-06
Position 796: 3.975801216182487e-06
Position 1263: 3.7859911384133932e-06
Position 642: 3.1006051253588488e-06
Position 1462: 2.5357943230415425e-06
Position 298: 2.3739676237470966e-06
Position 719: 2.336635437876718e-06
Position 579: 2.1834545534838258e-06
Position 1230: 2.141052348202294e-06
Position 805: 1.7682362027235676e-06
Position 1136: 1.4929708755247232e-06
Position 353: 1.0772976887349359e-06
Position 837: 9.96568826317648e-07
Position 1180: 9.935543386632195e-07
Position 937: 9.917034048224989e-07
Position 1103: 8.015200879614917e-07
Position 1663: 4.4809437545469435e-07
Position 771: 4.342378301872948e-07
Position 1661: 3.672046487903123e-07
Position 1441: 3.6411784715746743e-07
Position 769: 2.6360619614563237e-07
Position 66: 2.564589112959393e-07
Position 544: 1.6320907493976918e-07
Position 550: 1.456390683041806e-07
Position 518: 6.71757779831191e-08
Position 493: 5.867225881639379e-08
Position 857: 5.255358746506362e-08
Position 279: 3.674364076039972e-08
Position 528: 1.6689441903759614e-08
Position 552: 9.738510279258724e-09
Position 1145: 2.888630687876811e-09
Position 1025: 2.4767908967979362e-09
Position 1186: 1.5405889768058867e-09
Position 1105: 8.299115144718429e-10
Position 1037: 5.04069340654516e-10
Position 811: 1.66946812846863e-10
Position 1433: 1.5713148134858456e-10
Position 1439: 8.985580747704472e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1024: 0.9926626086446525
Position 502: 0.9662906688084223
Position 741: 0.9174750133749177
Position 440: 0.012640313915899034
Position 843: 0.0125748646745734
Position 1374: 0.009405115390086335
Position 777: 0.005348994296780482
Position 1130: 0.004543261206796852
Position 1439: 0.003920446423354703
Position 172: 0.002875064814246868
Position 1628: 0.001907610198318033
Position 1757: 0.0010465360143728456
Position 847: 0.001011436847244023
Position 1352: 0.0010036227809690904
Position 550: 0.0009256107865197552
Position 1406: 0.0006548943856375506
Position 1073: 0.000631839978983517
Position 1507: 0.0004680023771568713
Position 263: 0.00038276628224713174
Position 1033: 0.00033441461896396873
Position 231: 0.0001849279753861558
Position 1379: 0.00017403023708304136
Position 193: 0.00014219511241118847
Position 759: 0.00011199006392798402
Position 196: 0.00010737192353886879
Position 1704: 9.309238056134738e-05
Position 1051: 8.784066760204878e-05
Position 162: 8.155190159161082e-05
Position 234: 7.856554810386124e-05
Position 1421: 7.367193782966192e-05
Position 709: 5.3774020764267744e-05
Position 1632: 5.098147240347214e-05
Position 588: 4.4078500726207426e-05
Position 298: 3.429809325780686e-05
Position 591: 2.4625631074867164e-05
Position 97: 2.084168464733171e-05
Position 1058: 2.0335013011848957e-05
Position 202: 1.9374286706452285e-05
Position 1175: 1.9123836877567716e-05
Position 917: 1.811391646339195e-05
Position 1734: 1.5723326032836073e-05
Position 349: 1.5249777850555479e-05
Position 504: 1.5123070724691805e-05
Position 922: 1.5040743339412518e-05
Position 240: 1.4049272772804346e-05
Position 1473: 1.2732298321701637e-05
Position 1088: 1.2619487530057036e-05
Position 402: 1.04059555548007e-05
Position 1037: 8.410100846185702e-06
Position 1721: 5.6743908596264954e-06
Position 1571: 5.515410518316147e-06
Position 1172: 5.5046166325219425e-06
Position 325: 5.293206809230885e-06
Position 1741: 4.782359231166307e-06
Position 594: 4.5218185134995125e-06
Position 1674: 4.031970301248233e-06
Position 295: 3.9553653825590615e-06
Position 1712: 3.895367038757172e-06
Position 979: 3.195039535030456e-06
Position 1409: 2.6805479675271324e-06
Position 205: 2.673280395580141e-06
Position 148: 1.9820822067632293e-06
Position 801: 1.8148155554014553e-06
Position 1082: 1.3663557518497765e-06
Position 331: 1.1564608082703702e-06
Position 976: 7.023495314568552e-07
Position 1639: 6.454458428969829e-07
Position 1247: 5.820060789482209e-07
Position 145: 4.285052832980415e-07
Position 360: 3.361321807417395e-07
Position 659: 3.333989520054401e-07
Position 1208: 3.0105147749601966e-07
Position 366: 1.7285492685372024e-07
Position 1693: 1.244723779879548e-07
Position 597: 1.0190678727205523e-07
Position 243: 9.243014107917206e-08
Position 118: 5.341040392494369e-08
Position 378: 5.224822216341668e-08
Position 677: 3.176019022800789e-08
Position 315: 2.513593799737418e-08
Position 606: 1.8644521194636735e-08
Position 127: 1.788386082994883e-08
Position 612: 1.4593966115770002e-08
Position 139: 1.1594684060275529e-08
Position 603: 7.3798465728737265e-09
Position 761: 5.202836884872426e-09
Position 871: 1.5701340382281314e-09
Position 375: 1.2282265948063666e-09
Position 1092: 4.1070282658301303e-10
Position 1178: 3.5764404624949467e-10
Position 131: 5.691511316108058e-11
Position 122: 2.6182309408164417e-12
Position 99: 2.047471006539919e-12
Position 129: 1.9518735412176638e-12
Position 103: 1.9904590781956674e-13
Position 120: 1.3585712888780277e-21
