Gene = Rpn10
index = 1456
Annotated 5SS: [139 381]
Annotated 3SS: [239 440]
SMsplice 5SS: [139 381]
SMsplice 3SS: [239 440]
top_k =  1000
Partition function (log Z): -3.6705478027380813

Sorted 5' Splice Sites (High to Low Probability):
Position 381: 0.9917479635605052
Position 139: 0.8800217080899468
Position 679: 0.017429437455482283
Position 126: 0.00811742009335165
Position 784: 0.007529292365023588
Position 79: 0.002836547132246897
Position 92: 0.002742397155450018
Position 116: 0.0018332737613759073
Position 694: 0.0009183881510893804
Position 685: 0.000688226089382484
Position 704: 0.0005936662870875778
Position 188: 0.00037225816501882986
Position 604: 0.00033984644488135076
Position 394: 0.00023348735796383386
Position 646: 0.0001921263640115476
Position 610: 0.00015414376993749373
Position 358: 0.0001500449183310408
Position 149: 0.00013931111713335885
Position 39: 0.00012783537616395293
Position 1318: 9.37520622520441e-05
Position 385: 7.499254156722489e-05
Position 559: 5.5696180429109624e-05
Position 1508: 4.8487636436791104e-05
Position 790: 4.155922665241246e-05
Position 180: 4.141675720195342e-05
Position 938: 3.290339330258413e-05
Position 1390: 2.917212551482472e-05
Position 8: 2.9130423653579178e-05
Position 84: 2.0807262095637642e-05
Position 387: 1.6365792179473064e-05
Position 601: 1.3451930814894714e-05
Position 1121: 1.2785688311718048e-05
Position 1402: 1.2330337667193682e-05
Position 1406: 1.0803073535664172e-05
Position 1073: 1.0407712858528416e-05
Position 896: 9.48987213037809e-06
Position 898: 9.05113177841676e-06
Position 983: 8.855553996416915e-06
Position 1495: 7.827888648493104e-06
Position 210: 5.870064653414397e-06
Position 505: 3.4410128503224443e-06
Position 451: 2.327657804936349e-06
Position 445: 1.5883474364807827e-06
Position 1028: 9.21505365572829e-07
Position 375: 8.663881552200842e-07
Position 319: 8.640405367297748e-07
Position 398: 3.4796180653791954e-07
Position 338: 1.480633637158982e-08
Position 422: 8.233088653479232e-09
Position 428: 3.308115226838017e-09
Position 295: 8.422788979042248e-10
Position 287: 3.236441694853535e-10
Position 942: 9.154330078607906e-11
Position 883: 8.987219312658645e-11
Position 805: 7.766277240898377e-11
Position 810: 2.4777963256262455e-11
Position 1297: 1.791150908540534e-11
Position 825: 1.1497111447550331e-12
Position 828: 9.351469434199557e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 440: 0.9318563340639718
Position 239: 0.8608335031150801
Position 843: 0.016042783197167423
Position 736: 0.015161623212864225
Position 210: 0.0140385916591046
Position 510: 0.012917981228506657
Position 470: 0.012478617860757994
Position 261: 0.012177440434077346
Position 1224: 0.006982098928273683
Position 300: 0.0046045876997866724
Position 478: 0.004542243885375121
Position 251: 0.00445459733633134
Position 1344: 0.0036374701857990045
Position 901: 0.003568129821602242
Position 1212: 0.0028703578590946847
Position 1251: 0.00199934704007606
Position 495: 0.001154028218304002
Position 516: 0.0011396354749582712
Position 788: 0.001113067943127754
Position 451: 0.0010425078292847065
Position 762: 0.0008183102623895087
Position 1255: 0.0006105178301924648
Position 1556: 0.0005709986792159338
Position 1532: 0.0005634482855469712
Position 1380: 0.00046796312834332713
Position 1194: 0.0004646416103897123
Position 567: 0.00038139674512938885
Position 180: 7.015495345781035e-05
Position 805: 3.064373251982718e-05
Position 1386: 2.2778805898319057e-05
Position 1084: 1.9696296033030177e-05
Position 1069: 1.8123398726729442e-05
Position 633: 1.1200050859713384e-05
Position 1260: 1.0857480606380407e-05
Position 1502: 1.0339505823744134e-05
Position 1269: 9.548704215718736e-06
Position 951: 9.2838803496673e-06
Position 654: 8.360770692031984e-06
Position 672: 7.414759580812479e-06
Position 333: 6.88158004268053e-06
Position 726: 6.167909031161947e-06
Position 1491: 4.8382837353272816e-06
Position 582: 3.1352235420645695e-06
Position 1419: 2.978285289985972e-06
Position 577: 2.7265890501505078e-06
Position 660: 2.2759040341015966e-06
Position 698: 2.2523209781355745e-06
Position 694: 1.9065558343839147e-06
Position 1327: 1.3664546260495515e-06
Position 79: 1.1506258602797104e-06
Position 849: 1.0169003230854345e-06
Position 963: 1.0063925466562573e-06
Position 912: 8.186708572076354e-07
Position 1119: 7.242567595234363e-07
Position 646: 7.153899110200998e-07
Position 678: 6.133938273818277e-07
Position 669: 5.856929702802073e-07
Position 675: 5.66712430648578e-07
Position 168: 2.57801184802525e-07
Position 351: 1.5883074807119207e-07
Position 158: 6.062568600333844e-08
Position 304: 2.6850730536726163e-08
Position 92: 1.3092176891529268e-08
Position 636: 1.0172023938153052e-08
Position 302: 8.551564745842501e-09
Position 124: 8.212410039350167e-09
Position 84: 7.553383952055667e-09
Position 53: 3.361235455030776e-09
Position 271: 3.1719947931018218e-09
Position 381: 2.9133555596110266e-09
Position 99: 6.870860892569706e-10
Position 651: 1.8837800502974493e-10
Position 126: 9.802762648287405e-12
Position 170: 4.234256120634917e-12
Position 385: 1.0363692644790779e-13
Position 392: 7.017130073357208e-14
