Gene = Fitm
index = 1170
Annotated 5SS: [191 869]
Annotated 3SS: [264 927]
SMsplice 5SS: [191 869]
SMsplice 3SS: [264 927]
top_k =  1000
Partition function (log Z): -3.5308007438368025

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.975026065746337
Position 869: 0.8963901896092268
Position 562: 0.017008490036657966
Position 873: 0.016605044194385975
Position 195: 0.014931433723738072
Position 570: 0.005030326319512243
Position 377: 0.0038704306733377586
Position 447: 0.0029894456254496355
Position 1908: 0.002767318153337804
Position 1254: 0.0016919978348488992
Position 1731: 0.0015916512850632934
Position 1293: 0.0015499704491114346
Position 1736: 0.00150264786754887
Position 581: 0.001331548533378589
Position 888: 0.0007536135031453586
Position 353: 0.0006377437290487773
Position 585: 0.0005805048038192989
Position 505: 0.000548024998501866
Position 598: 0.00044648448431942677
Position 1250: 0.0003378245794680594
Position 1325: 0.0002464573217097214
Position 525: 0.00018223211198781998
Position 1268: 0.00014922853067429073
Position 362: 0.00014495489941453087
Position 514: 0.00012095704778721829
Position 109: 0.00011376607657282623
Position 58: 7.55649073011276e-05
Position 1238: 6.628185213951596e-05
Position 1175: 6.081393790979041e-05
Position 1346: 4.965358659270236e-05
Position 179: 4.021520034814134e-05
Position 741: 3.699601968579132e-05
Position 1360: 3.6962680146386514e-05
Position 1686: 3.630344002046071e-05
Position 302: 3.4506061454099836e-05
Position 706: 3.340033733740639e-05
Position 807: 2.9091094140156858e-05
Position 832: 2.6910421264174817e-05
Position 404: 2.35632725648466e-05
Position 928: 2.1929630380381497e-05
Position 1681: 2.1545236323252306e-05
Position 718: 1.9532592041691e-05
Position 210: 1.565687789765065e-05
Position 589: 1.3514372335454131e-05
Position 1912: 1.220333156209223e-05
Position 961: 1.1758082459505671e-05
Position 1453: 1.0478920369446182e-05
Position 389: 1.016952459131949e-05
Position 1042: 8.934665955432597e-06
Position 703: 6.5453863494643735e-06
Position 630: 5.506992417139939e-06
Position 886: 4.340647981438366e-06
Position 1483: 4.028811888647913e-06
Position 835: 4.010847527901141e-06
Position 1550: 3.741674624228856e-06
Position 949: 3.2521450659841295e-06
Position 199: 3.2052178370765185e-06
Position 7: 2.6831868102036634e-06
Position 1766: 2.1686304756062198e-06
Position 1023: 2.0138163187509813e-06
Position 151: 1.4616251344576341e-06
Position 113: 1.225184954445399e-06
Position 916: 1.0611984401463783e-06
Position 968: 1.031828717279523e-06
Position 184: 7.779980291822092e-07
Position 914: 7.297398713006773e-07
Position 825: 5.939033673597058e-07
Position 613: 5.679938932835273e-07
Position 14: 2.9579950228092884e-07
Position 670: 1.9885029264639327e-07
Position 663: 1.3288242273043392e-07
Position 294: 1.1842239885211904e-07
Position 33: 1.173396328399607e-07
Position 743: 1.0861034209735314e-07
Position 1524: 1.8388451137829986e-08
Position 787: 6.090298125761189e-09
Position 1169: 3.1741912515266124e-09
Position 654: 9.882962452973209e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 264: 0.9571379973756249
Position 927: 0.8745769509777923
Position 627: 0.03572490342659523
Position 1018: 0.032766637281254396
Position 422: 0.02178596042346649
Position 956: 0.00630663288314345
Position 1775: 0.004606387501027906
Position 1964: 0.002114171822881891
Position 1810: 0.0016056073399293702
Position 1430: 0.0014415534642137683
Position 282: 0.0013352820964171767
Position 663: 0.0012951482449243283
Position 1817: 0.0008840642524531548
Position 581: 0.0008294910658349227
Position 1970: 0.0007958428398605964
Position 328: 0.0006362668031042066
Position 675: 0.0005914064719882414
Position 1814: 0.00048732363402327
Position 302: 0.00044655834667669115
Position 793: 0.00034616402334343064
Position 1483: 0.0002207566398638131
Position 1622: 0.00019856463483603848
Position 1625: 0.00018156943059769072
Position 946: 0.00013218235776993578
Position 565: 0.00011051365817680733
Position 294: 0.00010565880560084453
Position 1102: 7.874689329396494e-05
Position 974: 7.744360747400793e-05
Position 1232: 7.071576983362995e-05
Position 534: 6.142301867797796e-05
Position 1396: 5.030872936106628e-05
Position 446: 4.785361122110839e-05
Position 109: 4.139991025232328e-05
Position 488: 3.125715887120566e-05
Position 1576: 2.681367060605081e-05
Position 430: 2.2757060870255768e-05
Position 1508: 1.761689567112757e-05
Position 1292: 1.591536102535112e-05
Position 822: 1.5690465531584416e-05
Position 334: 9.329281046687559e-06
Position 151: 8.076795123612414e-06
Position 322: 7.1251956753249045e-06
Position 1169: 6.965509004751569e-06
Position 1070: 5.958408234005938e-06
Position 1892: 5.577196983177737e-06
Position 1693: 5.562090952246111e-06
Position 1107: 4.666237499383708e-06
Position 562: 2.615828600689019e-06
Position 190: 1.976938278442898e-06
Position 122: 1.9616412595537235e-06
Position 1135: 1.821259669074101e-06
Position 1908: 1.6090261678436077e-06
Position 1300: 1.4935348832739434e-06
Position 1162: 1.4797574699884493e-06
Position 78: 1.418969064660305e-06
Position 1373: 1.30377038221612e-06
Position 531: 8.70270025374688e-07
Position 1037: 8.101889021908751e-07
Position 867: 6.73911212128206e-07
Position 348: 6.309207350736458e-07
Position 454: 3.3386058559532446e-07
Position 135: 1.8946637576946217e-07
Position 389: 1.7990195175161993e-07
Position 498: 1.1038517000337909e-07
Position 99: 5.564873469554267e-09
Position 1073: 5.533361680052656e-10
Position 195: 1.3221102093451737e-10
Position 467: 3.055919463533827e-11
