Gene = Pfas
index = 1373
Annotated 5SS: [ 130 1623 3976]
Annotated 3SS: [ 523 1698 4038]
SMsplice 5SS: [ 130 1623 3976]
SMsplice 3SS: [ 523 1698 4038]
top_k =  1000
Partition function (log Z): -2.8863311079288154

Sorted 5' Splice Sites (High to Low Probability):
Position 1623: 0.992680611258007
Position 3976: 0.8813202633542772
Position 130: 0.5873763674943338
Position 3066: 0.1303749249752956
Position 2720: 0.12538545973943502
Position 3988: 0.10690757510918715
Position 92: 0.10574424894006404
Position 2522: 0.08489335684350763
Position 3073: 0.07174751160570732
Position 353: 0.06188336701079185
Position 378: 0.03493590234454767
Position 157: 0.033915778933860205
Position 1966: 0.031677164142530634
Position 1886: 0.030677003100238267
Position 952: 0.025015095445274235
Position 3094: 0.014764708113949379
Position 384: 0.012733112651508114
Position 783: 0.010900608759220899
Position 878: 0.009804371588980232
Position 1430: 0.008675624168583472
Position 1083: 0.008263281376173857
Position 1376: 0.008074384665485372
Position 3144: 0.007933333755460785
Position 114: 0.00749373886552539
Position 2010: 0.006115231400757167
Position 2809: 0.005975827242344418
Position 4372: 0.003645302522852814
Position 357: 0.0036199187160816586
Position 2682: 0.003423343523042493
Position 4473: 0.0027308748431366437
Position 489: 0.002605906794976311
Position 136: 0.002235178567192525
Position 142: 0.0018813295806636484
Position 4417: 0.0018284040477444209
Position 375: 0.0018271172744820665
Position 280: 0.001705575535073228
Position 2427: 0.0015557886275818016
Position 2124: 0.0014963506832832193
Position 2656: 0.0011535992224407639
Position 4266: 0.0011121579228950801
Position 1227: 0.0010760334283371799
Position 707: 0.0008984999982791623
Position 335: 0.0008743037466261128
Position 128: 0.0008199486886266806
Position 212: 0.000767661128028594
Position 3429: 0.0007273986468537901
Position 360: 0.0007266369941623254
Position 2552: 0.0006847404641328676
Position 480: 0.0006526975673864434
Position 4497: 0.0006438141646590613
Position 2724: 0.0006130565935979712
Position 40: 0.0005907944341205471
Position 409: 0.0005307941386854033
Position 2504: 0.0005020707330429569
Position 628: 0.00045803984924101116
Position 1997: 0.0004127959226235557
Position 216: 0.00040153195284096433
Position 166: 0.00039126532598545306
Position 2496: 0.00037252802791170486
Position 493: 0.0003704366040531695
Position 393: 0.00036884269507880693
Position 3942: 0.0003591363099247487
Position 206: 0.00033358310174911514
Position 2698: 0.0003263038964954139
Position 134: 0.00032388541635950963
Position 2759: 0.0003139400919233113
Position 2858: 0.0002861856970910357
Position 661: 0.0002807607409589676
Position 3226: 0.0002618554007509321
Position 2409: 0.00022265956737030284
Position 4163: 0.00022030630490743733
Position 116: 0.00021244341934036743
Position 1764: 0.00018954068113522074
Position 1260: 0.00018680078938292788
Position 367: 0.00017833874542937144
Position 787: 0.0001769918076307022
Position 2297: 0.00017444430935373233
Position 4622: 0.0001411722949230577
Position 2588: 0.00013833863638142602
Position 2694: 0.0001339428125460332
Position 601: 0.00010928711277573161
Position 430: 0.00010445993837923269
Position 427: 9.704866415906792e-05
Position 4386: 9.387547418637463e-05
Position 4313: 9.061295497348043e-05
Position 4401: 8.582743295031638e-05
Position 37: 8.538546045868971e-05
Position 716: 5.581468468629028e-05
Position 3898: 5.459055517147392e-05
Position 2302: 5.1921461699873015e-05
Position 632: 4.554269168841012e-05
Position 810: 4.368072045423838e-05
Position 1890: 4.302892333663624e-05
Position 1712: 3.888486017092349e-05
Position 283: 3.8115526060260535e-05
Position 1265: 3.718929494126349e-05
Position 1351: 3.6214576067664514e-05
Position 4180: 3.0354030675774618e-05
Position 369: 3.0061998722200703e-05
Position 1450: 2.8296782669886795e-05
Position 4460: 2.5470804939116038e-05
Position 1599: 2.2599912644746473e-05
Position 2652: 2.1596595085718405e-05
Position 1645: 2.0737762032499644e-05
Position 597: 2.0538423085866494e-05
Position 2605: 1.9878744075198203e-05
Position 2471: 1.6050419131623455e-05
Position 868: 1.3754817028889958e-05
Position 4715: 1.2599863459756292e-05
Position 292: 1.2223350552448136e-05
Position 3473: 1.1149090982488661e-05
Position 778: 1.0309479975551548e-05
Position 4488: 1.0214354269993679e-05
Position 4537: 8.224614842735062e-06
Position 623: 8.17855706133933e-06
Position 2309: 8.038402123100807e-06
Position 626: 7.485165872933359e-06
Position 513: 5.847879839860082e-06
Position 769: 5.750055897026634e-06
Position 911: 5.581953802879472e-06
Position 4335: 5.3875465004845725e-06
Position 2079: 4.6845770878732296e-06
Position 4216: 4.323123980697538e-06
Position 4183: 4.319905884154826e-06
Position 4191: 4.265828265859753e-06
Position 2480: 3.5485152450011127e-06
Position 1808: 3.393828894311933e-06
Position 3665: 2.9385320685146472e-06
Position 1831: 2.7766310269758767e-06
Position 2121: 2.412271101707003e-06
Position 4678: 2.4005419734482374e-06
Position 2406: 2.3237007155994592e-06
Position 1601: 1.4343558966876873e-06
Position 1821: 1.36165880342099e-06
Position 12: 1.3532974885697762e-06
