Gene = Rcd5
index = 1414
Annotated 5SS: [ 375 1165]
Annotated 3SS: [ 437 1223]
SMsplice 5SS: [ 375 1165]
SMsplice 3SS: [ 437 1223]
top_k =  1000
Partition function (log Z): -3.286760050118963

Sorted 5' Splice Sites (High to Low Probability):
Position 1165: 0.9904733353124756
Position 375: 0.8651549599747287
Position 211: 0.30770954286354374
Position 577: 0.11343162653811034
Position 281: 0.060509804043310716
Position 872: 0.005746446330848503
Position 597: 0.0049997416221218
Position 823: 0.003793715656929185
Position 7: 0.0032400557776934256
Position 1358: 0.0024444600245166434
Position 49: 0.0023349311284523075
Position 28: 0.0021667170534347357
Position 1023: 0.002096545523949309
Position 141: 0.0014812612121078831
Position 851: 0.0007342666259379715
Position 1501: 0.0005566666108153933
Position 1169: 0.0004983854974693981
Position 583: 0.0002895484641582074
Position 1628: 9.325619609333915e-05
Position 1337: 8.107330243315698e-05
Position 481: 6.62917152345227e-05
Position 53: 5.8447853293226785e-05
Position 293: 5.307158569621229e-05
Position 679: 5.080135826273094e-05
Position 1278: 4.499676473020657e-05
Position 751: 4.156507675921496e-05
Position 134: 3.290158849594987e-05
Position 860: 3.211153509306196e-05
Position 298: 2.9370179324756286e-05
Position 1362: 2.8116463257101204e-05
Position 1122: 2.178201417192036e-05
Position 1583: 1.8404100556441675e-05
Position 1958: 1.8227216224281552e-05
Position 646: 1.5217266472441935e-05
Position 1623: 1.4980934295744263e-05
Position 145: 1.296815464490646e-05
Position 1548: 1.2053179764576375e-05
Position 33: 1.0034177206933317e-05
Position 139: 9.886026676038082e-06
Position 499: 8.736289763165072e-06
Position 1987: 8.667350062606303e-06
Position 1035: 7.892559927992474e-06
Position 993: 4.810975616419146e-06
Position 1101: 4.249280057104567e-06
Position 169: 2.9570324552442978e-06
Position 217: 2.8795045669340994e-06
Position 1450: 2.6205791065814265e-06
Position 411: 2.478175098705316e-06
Position 486: 2.1881171774182257e-06
Position 171: 2.12974364098406e-06
Position 1129: 2.128768255201421e-06
Position 1985: 2.074561338842494e-06
Position 392: 1.4516540426163555e-06
Position 1610: 1.373876607630904e-06
Position 437: 1.2173299895841258e-07
Position 690: 1.9017166152197908e-08
Position 219: 1.455236481704443e-08
Position 812: 7.266971651284471e-09
Position 1208: 9.415542065684638e-10
Position 760: 3.863896132350634e-10
Position 1096: 2.5136310710976807e-10
Position 464: 6.39173634164903e-11
Position 1247: 3.042112979681907e-11
Position 1065: 2.841741374082436e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1223: 0.9067488993798605
Position 437: 0.8154792566280855
Position 277: 0.19231047827182604
Position 342: 0.13115944651855282
Position 633: 0.0999425692930048
Position 1247: 0.06630300796400113
Position 739: 0.032233017187364495
Position 1005: 0.025208388499450216
Position 945: 0.016575976743694265
Position 481: 0.012074365949751285
Position 253: 0.011511334350069926
Position 646: 0.008741877328255425
Position 1337: 0.007472486759791856
Position 1253: 0.004551235728612746
Position 405: 0.004295893460495256
Position 458: 0.0037648706907844874
Position 76: 0.003596486881155795
Position 1413: 0.0030939376039446046
Position 1334: 0.0027566477153192497
Position 1076: 0.0026821092644528405
Position 981: 0.0024807150623721826
Position 169: 0.0020399062510309636
Position 87: 0.0012550302207050593
Position 1836: 0.0010980926755328163
Position 942: 0.0010892266195028893
Position 346: 0.0010664314309019169
Position 876: 0.001065039654993747
Position 1208: 0.0010084705894595847
Position 210: 0.0008457581062160875
Position 1358: 0.00045529583576058263
Position 190: 0.00041209505595295724
Position 286: 0.0003920449864156545
Position 1564: 0.0003795264336009779
Position 1391: 0.0003562932456327979
Position 1055: 0.0003458591901679828
Position 515: 0.00029898504716626025
Position 187: 0.0002856961823173547
Position 823: 0.00026518334567185615
Position 1014: 0.000215218590423239
Position 1416: 0.0002052054977734057
Position 561: 0.00019184145158323448
Position 1860: 0.0001894547504873999
Position 417: 0.00016647935191340773
Position 539: 0.00011980202891970702
Position 1110: 0.0001176302644883116
Position 803: 0.00011087426669853981
Position 1063: 0.00010940465932291176
Position 1388: 0.00010440110653024172
Position 523: 9.257469033031366e-05
Position 1017: 9.003060773324864e-05
Position 134: 8.473373873545633e-05
Position 281: 8.011208967193613e-05
Position 571: 7.697457444172245e-05
Position 1520: 6.250031529577458e-05
Position 836: 6.048207215768725e-05
Position 715: 5.4480223631679594e-05
Position 366: 5.392026332876772e-05
Position 1646: 5.2740815008710944e-05
Position 1595: 5.031652394099275e-05
Position 214: 4.765164238374384e-05
Position 601: 4.216239465031014e-05
Position 290: 4.182038258962105e-05
Position 250: 4.0229380666371794e-05
Position 2044: 3.750822338119161e-05
Position 131: 2.7153323121192247e-05
Position 993: 2.6396690024366756e-05
Position 536: 2.592433101368049e-05
Position 674: 2.558554946680316e-05
Position 1673: 2.4270669009764812e-05
Position 462: 2.089248651743793e-05
Position 371: 1.577018379087904e-05
Position 486: 1.5141357004775834e-05
Position 2002: 1.5116246594571195e-05
Position 293: 1.2940768063596955e-05
Position 1485: 1.2578587358052854e-05
Position 542: 9.290026604572672e-06
Position 1194: 8.992808611224446e-06
Position 411: 8.989085888957821e-06
Position 1958: 8.700066269094407e-06
Position 95: 8.466479729123039e-06
Position 351: 7.89268698548486e-06
Position 1737: 7.751080638822884e-06
Position 1127: 7.369788146457082e-06
Position 789: 6.0462195111111425e-06
Position 1706: 5.9572037833374784e-06
Position 1362: 4.184426771772943e-06
Position 2009: 3.862629372821688e-06
Position 1925: 3.7380749549020683e-06
Position 1268: 2.1684709335157524e-06
Position 843: 2.1611468107973563e-06
Position 374: 1.398317112924658e-06
Position 1472: 9.398830377365466e-07
Position 1399: 9.323727102444524e-07
Position 1458: 8.945014212586868e-07
Position 1244: 8.808106505635082e-07
Position 113: 8.329155340823682e-07
Position 1161: 2.6916637531228734e-07
Position 226: 2.6466151939247377e-07
Position 139: 1.1121250527583655e-07
Position 105: 1.744816086562098e-08
Position 97: 1.9201801563721916e-09
Position 197: 8.847974743345604e-12
Position 379: 2.3689897561111046e-15
