Gene = Ca-Ma2d
index = 1050
Annotated 5SS: [ 760 5475 5836 5971 6412 6625 7186 7496 7661 8149 8510]
Annotated 3SS: [4144 5658 5892 6034 6475 6679 7252 7566 7726 8337 8570]
SMsplice 5SS: [ 760 5475 5971 6412 6625 7186 7496 7661 8149 8510]
SMsplice 3SS: [4144 5658 6034 6475 6679 7252 7566 7726 8337 8570]
top_k =  1000
Partition function (log Z): 34.253039136944665

Sorted 5' Splice Sites (High to Low Probability):
Position 6625: 0.9986635201258343
Position 7186: 0.9979430998056925
Position 5971: 0.9979287430450553
Position 5475: 0.9956818560425074
Position 6412: 0.9922551940175101
Position 7496: 0.9885999777606213
Position 7661: 0.9851810862040955
Position 8149: 0.9489201568755348
Position 8510: 0.9115986460036727
Position 760: 0.8951790212885927
Position 5836: 0.4730107811561624
Position 8654: 0.18409231594621392
Position 9383: 0.16989853434749141
Position 50: 0.11869414904218424
Position 4959: 0.059142437961154475
Position 2346: 0.03033037111167171
Position 6763: 0.028021726470217584
Position 8449: 0.02640754738558409
Position 4362: 0.025878350374359555
Position 9694: 0.025738338367858066
Position 9378: 0.01791656433702957
Position 8137: 0.015218757044995717
Position 9498: 0.015184251389590769
Position 4025: 0.012620331715100167
Position 553: 0.011153317205021197
Position 7833: 0.01004530205856468
Position 4351: 0.009886203990289258
Position 5587: 0.009541582723118293
Position 1614: 0.00935081372399342
Position 3616: 0.008973741766664128
Position 1106: 0.008545875047808956
Position 3634: 0.007722767663160009
Position 1366: 0.007385696771510553
Position 4332: 0.00698246833392031
Position 4796: 0.006953226502637072
Position 9753: 0.006907871202832254
Position 4337: 0.006539413200131666
Position 113: 0.006448157029775192
Position 8054: 0.006355704199119351
Position 4229: 0.006114349248492188
Position 1067: 0.0059244993569859145
Position 1181: 0.005360876158050346
Position 7667: 0.005155797389104051
Position 6418: 0.0042118066018221895
Position 787: 0.0041590330963864695
Position 601: 0.004099787931274462
Position 1966: 0.00365050025876329
Position 9962: 0.0035927424943579486
Position 5585: 0.003330297593164977
Position 461: 0.003326943805802333
Position 3124: 0.003139982586675105
Position 4946: 0.0030912906069091883
Position 3720: 0.0030796795395182175
Position 2226: 0.003064850427484123
Position 9000: 0.0029183203674211324
Position 2299: 0.0025704489843997483
Position 4299: 0.002558586457652869
Position 9104: 0.0020967000005251866
Position 764: 0.002066202041302069
Position 7814: 0.0018592393133948378
Position 797: 0.001775702779450006
Position 6917: 0.0017688905200690438
Position 606: 0.001656667064688097
Position 1885: 0.0014177872533483748
Position 7768: 0.001316724616199971
Position 7758: 0.0012885190190419966
Position 6155: 0.0012007882054189348
Position 409: 0.0010159579322110705
Position 1277: 0.0009830496142730011
Position 8514: 0.0008797257654448166
Position 8153: 0.0007887189955196851
Position 4954: 0.0007735519983309883
Position 6898: 0.0007580220768713593
Position 5301: 0.000755779718370479
Position 6629: 0.0007477314928307431
Position 8294: 0.0007311450997330169
Position 4238: 0.0007186595664232741
Position 8024: 0.0007057863647759907
Position 8456: 0.0006554973180793197
Position 6416: 0.0006507947481634865
Position 6960: 0.0006450875648524748
Position 128: 0.0006135699462124344
Position 9973: 0.0006090218536917534
Position 4379: 0.0005891978953626022
Position 6904: 0.000569811538598546
Position 9354: 0.0005335545345872142
Position 5390: 0.0005286796879230672
Position 7641: 0.0005262430042118246
Position 7996: 0.0005169005404479329
Position 6398: 0.0005019077505631188
Position 442: 0.000491118458890425
Position 3070: 0.0004791620948051647
Position 6792: 0.0004724979043094735
Position 7915: 0.0004605396587430031
Position 7060: 0.00044810146526450917
Position 6782: 0.00042203881086572766
Position 9898: 0.00039539884836857947
Position 1452: 0.0003944765742436341
Position 8159: 0.0003924233392328387
Position 6816: 0.00037929991399866835
Position 9296: 0.00036856370478561857
Position 3236: 0.0003683085400168169
Position 619: 0.0003554972035255234
Position 9041: 0.00035052742775287685
Position 8002: 0.00034420183260709507
Position 1377: 0.000316181744527317
Position 8488: 0.00029441507622130885
Position 458: 0.0002921331929617033
Position 1281: 0.0002810348843412045
Position 7485: 0.0002798806516485305
Position 1078: 0.00027881842961681
Position 4283: 0.0002732497349139569
Position 4886: 0.0002701300821488504
Position 7990: 0.00026959869837541866
Position 2836: 0.0002688164322536161
Position 9739: 0.0002592712069226176
Position 8955: 0.00025670234618462836
Position 8191: 0.00023824060095242527
Position 8165: 0.00022946933298759656
Position 8865: 0.00022938477342856792
Position 1527: 0.0002285385343750712
Position 8211: 0.00022356379977149358
