Gene = Nfs1
index = 1317
Annotated 5SS: [201]
Annotated 3SS: [258]
SMsplice 5SS: [201]
SMsplice 3SS: [258]
top_k =  1000
Partition function (log Z): -7.102275693229001

Sorted 5' Splice Sites (High to Low Probability):
Position 201: 0.9979633370449484
Position 614: 0.012403847451668223
Position 546: 0.0030411269097995624
Position 276: 0.002526280314199553
Position 756: 0.0016925773580016754
Position 430: 0.001281729341276835
Position 588: 0.0010191255626771567
Position 360: 0.0009105418351405774
Position 310: 0.00048681633278291797
Position 852: 0.00043581796550710576
Position 774: 0.0004109087272690924
Position 1081: 0.00020428583576632034
Position 143: 0.0002030317638382391
Position 861: 0.00018598888758424657
Position 553: 0.00018364243149964228
Position 358: 0.00016124717701090864
Position 471: 0.00010453050203297044
Position 1174: 0.00010047361826677653
Position 18: 6.095102196283236e-05
Position 6: 5.6293538843146004e-05
Position 562: 5.278737410682153e-05
Position 251: 4.201748737760698e-05
Position 415: 3.371791845498593e-05
Position 1198: 2.4282828400641834e-05
Position 1470: 2.3553543024995788e-05
Position 27: 2.2200798571579026e-05
Position 140: 2.0567841978651952e-05
Position 443: 1.651195363091666e-05
Position 1460: 1.6388216828458884e-05
Position 947: 1.4534778835434855e-05
Position 934: 1.3569202335428917e-05
Position 450: 1.0241526993455262e-05
Position 530: 9.973606488827839e-06
Position 936: 8.674152139984274e-06
Position 1519: 8.576307311252479e-06
Position 1273: 6.6542055928365565e-06
Position 873: 6.56509101061432e-06
Position 1047: 3.674133141722675e-06
Position 1147: 3.4045469134768283e-06
Position 245: 3.139138072103187e-06
Position 618: 3.065502411885838e-06
Position 226: 3.0494165864629393e-06
Position 104: 2.9284352780492775e-06
Position 1029: 2.6991439736073513e-06
Position 634: 2.4112204263906127e-06
Position 660: 1.4817329390167004e-06
Position 812: 1.2698181995130046e-06
Position 80: 1.4119849420557448e-07
Position 255: 2.226131948790393e-08
Position 822: 1.2769704281219332e-09
Position 665: 9.765125146452984e-10
Position 631: 3.744596091167599e-10
Position 786: 2.9157201579805107e-10
Position 741: 3.9219747415132815e-11
Position 743: 2.498394725092902e-11
Position 806: 1.6729193391499604e-11
Position 555: 5.784452814430771e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 258: 0.9497103581387102
Position 642: 0.017092474883080695
Position 675: 0.01261292588397359
Position 453: 0.010117743199073138
Position 302: 0.005595460619284221
Position 704: 0.0042660030018632335
Position 275: 0.004096092208899065
Position 441: 0.0032552352946776087
Position 1256: 0.003069511426159103
Position 335: 0.002650538858396766
Position 932: 0.001937575345327658
Position 848: 0.0016954198818625115
Position 470: 0.001358240280020212
Position 602: 0.0012669661884098385
Position 293: 0.001001674594719313
Position 991: 0.0007190057013519109
Position 546: 0.0005029727123238978
Position 961: 0.00045367948643786017
Position 1354: 0.00032744681647249016
Position 1138: 0.00031453378816772415
Position 578: 0.00031296080145799625
Position 551: 0.00022685483431370004
Position 1168: 0.00022085836252237097
Position 1533: 0.00016613728335817865
Position 313: 0.00013030176970852946
Position 500: 0.00012802438824982229
Position 660: 8.174415445849133e-05
Position 69: 7.465424478662656e-05
Position 308: 6.916269801597812e-05
Position 1273: 6.0748493640633946e-05
Position 58: 2.676574410888222e-05
Position 1566: 2.5004659065345545e-05
Position 458: 2.3433466578826357e-05
Position 581: 2.2772582356522805e-05
Position 608: 2.265810988228805e-05
Position 80: 1.8015262592441836e-05
Position 503: 1.681148726983593e-05
Position 731: 1.4362147967049155e-05
Position 614: 1.087824619773096e-05
Position 200: 1.014734945250606e-05
Position 1561: 9.054959823962158e-06
Position 49: 8.899803651877824e-06
Position 794: 7.8224780015008e-06
Position 860: 7.116896377202034e-06
Position 822: 6.062301919444055e-06
Position 1147: 5.893745795606603e-06
Position 713: 5.421781546015685e-06
Position 1587: 5.305168117340495e-06
Position 103: 4.840784719040758e-06
Position 650: 4.558506813728345e-06
Position 97: 4.522368703282406e-06
Position 1185: 2.8581213499453007e-06
Position 967: 2.456640572170166e-06
Position 1418: 2.281943986518369e-06
Position 939: 1.9432214976028645e-06
Position 1397: 1.4943968989189562e-06
Position 269: 1.2746437972697952e-06
Position 1427: 1.1037811201371057e-06
Position 168: 1.1007835211176844e-06
Position 134: 2.4603087880423766e-07
Position 147: 2.0956965711756996e-07
Position 205: 8.767026450393387e-09
Position 154: 8.600661621823342e-09
Position 173: 6.465331014345528e-09
Position 443: 5.561984494313738e-09
Position 226: 3.450440339357432e-09
Position 185: 3.1294147158879605e-09
Position 644: 1.1424911658938977e-09
Position 218: 5.380780295475763e-10
Position 467: 2.2557158754274896e-11
Position 271: 1.1151113060952622e-14
