Gene = Tfb5
index = 1556
Annotated 5SS: [103]
Annotated 3SS: [160]
SMsplice 5SS: [103]
SMsplice 3SS: [160]
top_k =  1000
Partition function (log Z): -3.4907886349550643

Sorted 5' Splice Sites (High to Low Probability):
Position 103: 0.9951795858579231
Position 382: 0.01583326837418282
Position 71: 0.0024404177834146646
Position 110: 0.0014760574137594122
Position 27: 0.0009750928200541566
Position 100: 0.0001183014359064194
Position 107: 0.00010333392655431985
Position 95: 6.956904300284924e-05
Position 279: 5.959976205703774e-05
Position 121: 3.343404734847797e-05
Position 273: 2.728550482930046e-05
Position 478: 1.302553978540704e-05
Position 294: 8.12714370221826e-06
Position 77: 6.842891816761892e-06
Position 804: 4.582166774632148e-06
Position 254: 4.413627936268753e-06
Position 845: 3.7628657418763743e-06
Position 409: 3.6545907562462003e-06
Position 127: 3.3973869693472195e-06
Position 557: 2.2608114380624134e-06
Position 89: 1.5618866734243068e-06
Position 747: 8.387140813360145e-07
Position 548: 8.130227209208656e-07
Position 35: 3.948232134147928e-07
Position 799: 3.05901578011744e-07
Position 160: 2.661711793493129e-07
Position 448: 2.2926096313199728e-07
Position 116: 2.2065428565678947e-07
Position 764: 2.0453051636905256e-07
Position 131: 1.3440007193414333e-07
Position 543: 1.2181358994631042e-07
Position 638: 8.890575448834828e-08
Position 767: 8.17057057458358e-08
Position 6: 2.4414068382823017e-08
Position 450: 1.4533428816519577e-08
Position 633: 5.400254518981366e-09
Position 773: 2.112024113042139e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 160: 0.9967176559647011
Position 431: 0.012203649887516294
Position 446: 0.002204537889859411
Position 233: 0.0013191575746641048
Position 465: 0.001290507030473668
Position 375: 0.0006785624403743191
Position 638: 0.00043852598595874693
Position 86: 0.00039252994884631
Position 443: 0.0003808506142834065
Position 287: 0.00035762623583700573
Position 572: 0.00016305446331080976
Position 89: 6.681584408796702e-05
Position 577: 5.227631669783944e-05
Position 554: 2.3275249712797427e-05
Position 894: 2.071394254030881e-05
Position 557: 1.8120004881417217e-05
Position 656: 1.4257714883255528e-05
Position 647: 6.347099435171198e-06
Position 473: 5.775615805237111e-06
Position 489: 4.5489858955442265e-06
Position 808: 3.684258011311031e-06
Position 509: 2.8865958602751902e-06
Position 338: 2.3847276151134305e-06
Position 382: 8.586411783696244e-07
Position 599: 6.282116082904262e-07
Position 596: 5.580078404542386e-07
Position 677: 3.486034497145381e-07
Position 708: 2.9802794719012136e-07
Position 347: 1.6067390131942876e-07
Position 279: 1.5695091123627225e-07
Position 593: 1.5557855030920345e-07
Position 827: 9.604111183239099e-08
Position 725: 6.87398406850047e-08
Position 584: 5.6404696954504365e-08
Position 506: 5.267112063730688e-08
Position 668: 4.886519660231523e-08
Position 497: 2.5371077071655335e-08
Position 614: 1.6910966193101526e-08
Position 319: 1.5964761383644083e-08
Position 603: 1.5030855201321005e-08
Position 686: 5.255824433566398e-09
Position 845: 3.749598545918028e-09
Position 294: 2.6484355820315967e-09
Position 608: 2.6006987028657117e-09
Position 671: 1.7668748035423817e-09
Position 100: 1.2517773170635997e-10
Position 107: 1.0190909218459542e-11
Position 245: 9.972204378545441e-13
