Gene = Gug
index = 1204
Annotated 5SS: [  536  2207 12182 13316 18153 18337 18562 18783 19002 19572 19761 20266
 20458 20562]
Annotated 3SS: [ 1852 12049 13081 13378 18212 18416 18621 18944 19487 19642 20165 20362
 20508 21229]
SMsplice 5SS: [  536 18153 18337 18562 18783 19572 19770 20266 20608 21118]
SMsplice 3SS: [16402 18212 18416 18621 19487 19642 20165 20362 20832 21229]
top_k =  1000
Partition function (log Z): 22.035335152694742

Sorted 5' Splice Sites (High to Low Probability):
Position 18562: 0.9986944945301269
Position 18783: 0.9957593846340506
Position 19572: 0.9937593835980666
Position 18337: 0.9879123856095982
Position 536: 0.9634140209096584
Position 20266: 0.9332595363691831
Position 20608: 0.5390264000825566
Position 21118: 0.505275509055227
Position 19761: 0.4937297357933525
Position 19770: 0.47964211509180166
Position 20562: 0.44630842285615385
Position 2207: 0.37268457018820184
Position 21122: 0.20457717046190324
Position 19002: 0.16243332446484743
Position 22371: 0.0927131848378601
Position 21671: 0.05531521930400694
Position 20458: 0.044312688023324776
Position 21430: 0.03236870742852543
Position 21111: 0.03174961747661767
Position 19328: 0.023664668577227033
Position 1418: 0.015143452487589134
Position 21083: 0.011433858922255574
Position 20288: 0.011223457684307114
Position 20911: 0.009551080800133935
Position 22325: 0.009108148631764774
Position 10132: 0.008537885532965677
Position 12167: 0.00837166750581007
Position 766: 0.005952698077602712
Position 245: 0.004577055317763507
Position 22218: 0.004054527232320446
Position 9386: 0.003316895031455383
Position 21039: 0.0032705708452294272
Position 20928: 0.003192659317056843
Position 21170: 0.0029829916608093967
Position 9390: 0.0029057847920794804
Position 21150: 0.0027705481490131723
Position 19576: 0.0027177469124109767
Position 21392: 0.0026234449037662224
Position 19739: 0.0025247381507981664
Position 21828: 0.0024324306233440385
Position 19586: 0.0024298738922634974
Position 557: 0.0021668622348693925
Position 19765: 0.0021652554369424306
Position 19223: 0.0019662094454836166
Position 19335: 0.0018542574713653968
Position 21582: 0.0017918836309739547
Position 275: 0.001682162729513638
Position 21103: 0.0016119969335570937
Position 20926: 0.0015761371387406405
Position 18990: 0.0015665001311080924
Position 22564: 0.0014492741426439307
Position 18548: 0.0012405082844301474
Position 21222: 0.0011674765159593095
Position 582: 0.0011481150011262368
Position 20612: 0.0010841965641797465
Position 18720: 0.0010613281582889566
Position 21408: 0.0010491276034402589
Position 18916: 0.0009446226446997762
Position 1444: 0.0009330210840654023
Position 94: 0.0008861332477432309
Position 20947: 0.0008860856248800426
Position 1104: 0.000875987151861952
Position 1614: 0.0008594363373671489
Position 20270: 0.0008298302761398186
Position 559: 0.0008029344879212318
Position 21519: 0.0007934419337892572
