Gene = Fie
index = 1168
Annotated 5SS: [ 416 1341 1541]
Annotated 3SS: [ 958 1403 1594]
SMsplice 5SS: [ 416 1341 1541]
SMsplice 3SS: [ 958 1403 1594]
top_k =  1000
Partition function (log Z): 6.942800811710195

Sorted 5' Splice Sites (High to Low Probability):
Position 1341: 0.998451712669581
Position 1541: 0.9974074472061913
Position 416: 0.9860766323947943
Position 889: 0.012434092634010411
Position 1689: 0.006477016996520138
Position 31: 0.005534973332192634
Position 1727: 0.0050213610060007435
Position 868: 0.004790734607173963
Position 192: 0.0027421463928610306
Position 1789: 0.0018081336092728253
Position 1680: 0.0013078460873799053
Position 412: 0.0012174656543453711
Position 1758: 0.0012082654546023697
Position 247: 0.00104198159423892
Position 705: 0.0010271366342717583
Position 865: 0.0008973749809002571
Position 1678: 0.0007616207806392197
Position 717: 0.0007614900447014524
Position 898: 0.0006936499741734193
Position 1545: 0.0006848628118214811
Position 852: 0.0006831953472434383
Position 1549: 0.0005875617644308749
Position 1345: 0.0004553535825616678
Position 152: 0.00045291580994624877
Position 922: 0.0003901979915684241
Position 1773: 0.0003087751647589111
Position 1167: 0.000299575214979372
Position 122: 0.0002903167003805926
Position 722: 0.0002780309421278569
Position 1850: 0.00024770418533047017
Position 1890: 0.00020330731396309116
Position 820: 0.0002022515263500969
Position 1775: 0.0001965037061819424
Position 197: 0.00017558581360745866
Position 160: 0.00013972326471867506
Position 434: 0.00013139810702399448
Position 362: 0.0001288193460146823
Position 2104: 0.00010789655764094321
Position 892: 9.320435050080476e-05
Position 734: 8.71400508223812e-05
Position 1331: 8.548281638551834e-05
Position 541: 7.424952124960984e-05
Position 810: 7.241430583659821e-05
Position 1783: 6.511090724232223e-05
Position 287: 5.583101811518546e-05
Position 1888: 5.241819817782369e-05
Position 617: 4.939584780841577e-05
Position 2142: 4.8302264581779045e-05
Position 34: 4.4657542568655155e-05
Position 785: 4.012677352239512e-05
Position 1158: 3.6350183081861265e-05
Position 1859: 3.6193914165800666e-05
Position 847: 2.9793357605560833e-05
Position 1624: 2.9088658987895377e-05
Position 48: 2.5472265391130546e-05
Position 1663: 2.463101098507323e-05
Position 1323: 2.4504302771393763e-05
Position 420: 2.3590308405398448e-05
Position 2109: 2.3127995884301532e-05
Position 1447: 2.2887441490357513e-05
Position 1984: 2.2368216819288624e-05
Position 1729: 1.8523073973009354e-05
Position 1575: 1.6653902200244486e-05
Position 663: 1.5112741888328977e-05
Position 1148: 1.465549289240017e-05
Position 267: 1.3739513615023457e-05
Position 111: 1.1886527327198683e-05
Position 443: 1.1359504243909181e-05
Position 958: 1.0997718722126988e-05
Position 1326: 1.0801918315370415e-05
Position 2134: 9.214307261685164e-06
Position 1062: 5.180588942979594e-06
Position 1373: 4.104336293927205e-06
Position 917: 4.075411145276523e-06
Position 126: 3.359829501449981e-06
Position 1244: 3.0078883829210247e-06
Position 2090: 2.3991490957272235e-06
Position 117: 2.0200321869219956e-06
Position 1025: 1.5860490617029278e-06
Position 1945: 1.5201587084124898e-06
Position 1269: 1.4853211591724197e-06
Position 2073: 1.345253578147713e-06
Position 1205: 8.169324167198038e-07
Position 842: 6.988251719819177e-07
Position 1018: 6.30788763239388e-07
Position 788: 5.918789550363746e-07
Position 69: 5.767333327582302e-07
Position 74: 5.080027787274219e-07
Position 1524: 4.4326976594164295e-07
Position 1283: 4.097156400036249e-07
Position 1182: 2.680148827506696e-07
Position 1473: 2.413376002948895e-07
Position 1310: 2.1243443369171515e-07
Position 1511: 1.196538138011279e-07
Position 1252: 1.1291639709618377e-07
Position 1124: 1.1169056886862812e-07
Position 1195: 1.0863229605051514e-07
Position 1444: 1.0150827439944947e-07
Position 1247: 8.133292494874673e-08
Position 1451: 2.5426069987892153e-09
Position 1075: 8.485459905683207e-10
Position 1403: 5.5646996774119e-10
Position 1605: 2.3732980844430775e-10
Position 128: 2.22065950357651e-10
Position 937: 1.7185660404763998e-11
Position 330: 1.7288426023951701e-12
Position 986: 3.21475239093637e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1403: 0.9993748836085643
Position 1594: 0.9802647047812357
Position 958: 0.8750195162975456
Position 482: 0.07750741736767809
Position 1015: 0.04519532914726706
Position 2004: 0.01836803086171939
Position 1771: 0.0070215119548334955
Position 93: 0.005477167362229177
Position 508: 0.004139964875649446
Position 493: 0.0035368793902919382
Position 1726: 0.002482115047803256
Position 1893: 0.002366426095880864
Position 937: 0.002224886303726879
Position 267: 0.0019024328905707499
Position 2224: 0.0016611030339456132
Position 308: 0.0014409954893115674
Position 1635: 0.0011991350562196945
Position 847: 0.0009406775613402165
Position 1810: 0.0008739629616305116
Position 1792: 0.0008222852204619002
Position 546: 0.0005037973872900245
Position 1899: 0.0004957545462816045
Position 247: 0.0004773859913939743
Position 212: 0.0003998090596687878
Position 1983: 0.00038853290646049187
Position 1461: 0.00030078159101008686
Position 339: 0.0002796663017901124
Position 663: 0.0002757498539854575
Position 2202: 0.00020062195970321293
Position 1471: 0.00019301058222466848
Position 459: 0.00018701712669573245
Position 922: 0.00016599820837568416
Position 2112: 0.00014034616359619303
Position 1678: 9.2814777644362e-05
Position 1054: 9.001582214437058e-05
Position 2129: 7.129568828750017e-05
Position 2191: 6.986628513108262e-05
Position 468: 6.898737338568639e-05
Position 614: 6.541216685769337e-05
Position 181: 5.336845909047001e-05
