Gene = cpb
index = 1657
Annotated 5SS: [213]
Annotated 3SS: [497]
SMsplice 5SS: [213]
SMsplice 3SS: [497]
top_k =  1000
Partition function (log Z): -9.481765336444658

Sorted 5' Splice Sites (High to Low Probability):
Position 213: 0.9787780233816602
Position 960: 0.010495217025631842
Position 379: 0.008339637607657812
Position 446: 0.0024526969239551865
Position 171: 0.0020361970639200234
Position 217: 0.00130103745599163
Position 451: 0.0012794548523645207
Position 262: 0.0011022929031107448
Position 443: 0.00106253523494326
Position 840: 0.0009282829905049926
Position 824: 0.0006923963005679419
Position 202: 0.0005215463843470182
Position 389: 0.0004286822936092136
Position 875: 0.0003011684088764605
Position 677: 0.00023715686463413578
Position 812: 0.00019809091152552815
Position 231: 0.0001335397955192864
Position 271: 0.00011765852170062387
Position 1437: 8.159139883037325e-05
Position 517: 6.980480044221313e-05
Position 1042: 6.656206299220987e-05
Position 1607: 6.349937003145092e-05
Position 1773: 6.140471223984091e-05
Position 1143: 5.6368783916167975e-05
Position 1379: 5.4726320144071197e-05
Position 1326: 5.370639563250464e-05
Position 398: 5.3591061677058686e-05
Position 73: 5.1738066145690594e-05
Position 169: 3.8360761596797866e-05
Position 1790: 3.785825559620848e-05
Position 1305: 3.736799911970762e-05
Position 1763: 3.159674311876191e-05
Position 404: 2.7488062721362895e-05
Position 1779: 1.7655410092180283e-05
Position 719: 1.1187888675688645e-05
Position 1101: 1.0767774906821228e-05
Position 1656: 7.90181336939068e-06
Position 1212: 6.764738132487352e-06
Position 122: 6.1348403048381296e-06
Position 1725: 2.917807014719537e-06
Position 497: 2.8697914163641007e-06
Position 16: 2.397946089300779e-06
Position 951: 2.152864998077319e-06
Position 849: 1.7077964327134547e-06
Position 1874: 1.7041808503807313e-06
Position 14: 1.6563517533863323e-06
Position 1903: 1.6284258778936e-06
Position 82: 1.136425704300931e-06
Position 1948: 1.0473100210806839e-06
Position 264: 5.644109143734391e-07
Position 474: 6.753170569816413e-09
Position 476: 2.097942610478227e-09
Position 353: 1.1444372020185231e-09
Position 1540: 7.629507558768338e-10
Position 885: 7.048604531518325e-10
Position 621: 4.2589079895634665e-10
Position 1456: 3.2362135857614824e-10
Position 954: 5.643435565726822e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 497: 0.8760498657181198
Position 582: 0.05136441200731908
Position 1603: 0.017737228379974462
Position 1535: 0.016448825617612614
Position 509: 0.006634406979259348
Position 1085: 0.006042441324031871
Position 1028: 0.004906720819393502
Position 338: 0.004593619358883803
Position 902: 0.0038299300694395093
Position 1903: 0.0030859963013548063
Position 1369: 0.002812669180691743
Position 1088: 0.001737628167797699
Position 709: 0.0017322161113404416
Position 1082: 0.0016570194613415164
Position 629: 0.0015964680687647374
Position 293: 0.001542847461855471
Position 812: 0.0015104221954162608
Position 1646: 0.0013245357565384865
Position 1040: 0.0012948367542893503
Position 817: 0.0011459080001593716
Position 451: 0.0008394607241772699
Position 1250: 0.0004162439159917101
Position 1205: 0.0003951393481441929
Position 1228: 0.00029577471372317903
Position 1374: 0.00023803400372415326
Position 554: 0.00020410241713639406
Position 327: 0.00020126875377256948
Position 1814: 0.00018696558226495702
Position 2014: 0.0001785112568549703
Position 965: 0.00015079110272183456
Position 250: 0.00012815295941223393
Position 1225: 0.00012540644515171722
Position 1723: 0.00011583182884480598
Position 2036: 0.00010213386531326303
Position 404: 7.815673903770267e-05
Position 746: 7.767152662865141e-05
Position 1139: 6.336999684909426e-05
Position 1907: 4.615581113547061e-05
Position 231: 3.9751448605220015e-05
Position 1259: 3.7303778831880205e-05
Position 1199: 3.576759921254797e-05
Position 1708: 3.215018162657768e-05
Position 638: 2.690373371257324e-05
Position 551: 2.1079445632600197e-05
Position 116: 1.6462141360563598e-05
Position 1607: 1.4704528467129195e-05
Position 247: 1.3942506791092586e-05
