Gene = grnd
index = 1719
Annotated 5SS: [ 786 1518]
Annotated 3SS: [1208 1599]
SMsplice 5SS: [ 786 1518]
SMsplice 3SS: [1208 1599]
top_k =  1000
Partition function (log Z): -3.996499642870384

Sorted 5' Splice Sites (High to Low Probability):
Position 1518: 0.9775698080455794
Position 844: 0.3369373131179097
Position 961: 0.1130432195519206
Position 346: 0.10520323183138655
Position 519: 0.0793595599274386
Position 96: 0.06689155330969727
Position 790: 0.04547812067061317
Position 645: 0.04051643484358339
Position 380: 0.03845102933910911
Position 922: 0.031552685808100854
Position 1792: 0.025528386628518064
Position 728: 0.01966610702464607
Position 1524: 0.019285985290907148
Position 873: 0.016911674303916477
Position 89: 0.01691035123242847
Position 460: 0.015337631692146594
Position 34: 0.01444662879061553
Position 623: 0.013077527501541767
Position 2010: 0.012537280396070657
Position 983: 0.011911327402597007
Position 1872: 0.01136214668692512
Position 1136: 0.008212828822928406
Position 1728: 0.0077588296708892435
Position 106: 0.006058060496012121
Position 350: 0.006017277723071095
Position 371: 0.005173659027444126
Position 240: 0.0051357998519345515
Position 138: 0.0048460890136882585
Position 7: 0.004574759535225876
Position 895: 0.004492355267096628
Position 1130: 0.0044089673847817834
Position 780: 0.003884110597011986
Position 378: 0.0035219218212780875
Position 1857: 0.0035086556936074023
Position 38: 0.003065922692587512
Position 766: 0.0030073811694273293
Position 66: 0.0030030872718779973
Position 1109: 0.0028952338036171118
Position 443: 0.0023167264941126894
Position 1638: 0.002289568475500272
Position 1887: 0.0022686495654847504
Position 867: 0.0021546635967544855
Position 2472: 0.0021293276480177786
Position 354: 0.002007910177649657
Position 1138: 0.0019634570862034836
Position 282: 0.0015489690413884223
Position 195: 0.0013235786465030399
Position 52: 0.0012153151916616564
Position 136: 0.0010156460437342335
Position 557: 0.0009705617410427954
Position 446: 0.0009387626856274151
Position 1041: 0.0008543174367952686
Position 856: 0.0007764790467497244
Position 1838: 0.0006893751444492478
Position 565: 0.0006533380547218847
Position 553: 0.0006411098086136413
Position 760: 0.0005660873037366633
Position 205: 0.0004948808340623857
Position 1683: 0.0004635303269139837
Position 909: 0.0004575678001169869
Position 1725: 0.00045728950681006727
Position 1544: 0.0004151624408673914
Position 45: 0.0003716587193910665
Position 292: 0.00035027333982710896
Position 2024: 0.0003313246162318781
Position 1737: 0.00028443889489814894
Position 1061: 0.0002602405501574511
Position 677: 0.00025407231495895815
Position 612: 0.00025316825341503533
Position 1052: 0.0002504508003254377
Position 2121: 0.00025017407150349354
Position 452: 0.00020189518837799913
Position 1377: 0.00019579525144957852
Position 402: 0.00019458394310807513
Position 1118: 0.00019346738270210266
Position 1770: 0.00012077408551120854
Position 1058: 0.0001002786956730425
Position 1946: 0.00010007620365276609
Position 944: 9.553687947505989e-05
Position 197: 8.055699343770914e-05
Position 2340: 7.985561418402113e-05
Position 1321: 5.640375761567118e-05
Position 591: 5.520790048573949e-05
Position 3: 5.1917511667024936e-05
Position 1354: 5.0323630391431946e-05
Position 2355: 4.476496418153563e-05
Position 2510: 4.009679098331108e-05
Position 1921: 3.8915265643809944e-05
Position 1666: 3.7802207491873125e-05
Position 360: 3.7236155788151646e-05
Position 1522: 3.43473141682332e-05
Position 2193: 3.3866902034648524e-05
Position 718: 2.7538819401075173e-05
Position 601: 1.914537577221446e-05
Position 1538: 1.520417569579654e-05
Position 264: 1.3935259492580999e-05
Position 596: 1.2987803874214812e-05
Position 2476: 1.2881744138585708e-05
Position 2448: 1.1303077886669787e-05
Position 570: 1.0990297598664038e-05
Position 669: 1.0175509689099916e-05
Position 2397: 8.15600454667026e-06
Position 1956: 7.840217973639987e-06
Position 2452: 7.82868617616844e-06
Position 1173: 7.388057168907206e-06
Position 1820: 6.978120858546722e-06
Position 1509: 6.793378231427745e-06
Position 2362: 5.844870955944753e-06
Position 170: 4.81912048229148e-06
Position 172: 3.8412643983666795e-06
Position 614: 3.459775797801344e-06
Position 2258: 3.3332180193792975e-06
Position 2186: 3.022977001946242e-06
Position 2415: 2.7127067516513378e-06
Position 2159: 2.2698079564809164e-06
Position 2504: 1.032356323320463e-06
Position 2478: 9.72775644443156e-07
Position 2142: 4.817214526284328e-07
Position 1612: 9.104846157309696e-08
Position 1620: 4.753545970264831e-08
Position 1600: 2.260057564704176e-08
Position 1511: 1.7355678290418014e-08
Position 1568: 1.242403943924737e-08
Position 1617: 7.702739683154148e-09
Position 711: 6.916557468912921e-09
Position 1327: 1.9522557592358586e-09
Position 1983: 1.506941424050803e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1599: 0.9739644399349174
Position 1208: 0.8462973894719003
Position 909: 0.12692264706448014
Position 1945: 0.0494802848650474
Position 1327: 0.02435494897863045
Position 2066: 0.022782912907148116
Position 842: 0.015342833475672286
Position 1039: 0.011083836451284258
Position 1924: 0.01074576835462818
Position 150: 0.007471064297118686
Position 626: 0.004360023848016157
Position 188: 0.003593477642738238
Position 2590: 0.003350700628048504
Position 170: 0.0033333848883915244
Position 480: 0.002899193911799315
Position 1666: 0.002500365964398149
Position 561: 0.0020373487845848693
Position 2164: 0.001737830084189476
Position 1346: 0.0014830175338007361
Position 298: 0.0014612167323613421
Position 519: 0.0013482837861534928
Position 1447: 0.001152626152685529
Position 1363: 0.0008560468172748846
Position 1872: 0.0008438293979968173
Position 2553: 0.0007038625111787083
Position 2029: 0.00046513204312988426
Position 1366: 0.00038580193063609354
Position 1267: 0.00036561289149850265
Position 2181: 0.00036469152197639797
Position 1235: 0.00032786244142194695
Position 1782: 0.0003217531679616998
Position 1019: 0.000265009136863435
Position 1857: 0.0002259680168546624
Position 823: 0.00022276158743323062
Position 612: 0.00020096773753200436
Position 813: 0.0001920404313201991
Position 1820: 0.00016326849783431085
Position 775: 0.00015897096971789003
Position 1047: 9.240837386488023e-05
Position 2391: 8.796556019541225e-05
Position 1176: 8.440424328184527e-05
Position 528: 7.538056237750677e-05
Position 1173: 7.405845651680408e-05
Position 1058: 5.8425441088593e-05
Position 1255: 5.463949842471959e-05
Position 2566: 5.449551605331805e-05
Position 317: 4.7079649776896827e-05
Position 1758: 4.653355664229479e-05
Position 1390: 3.842271892223947e-05
Position 436: 3.820631750864095e-05
Position 1755: 3.026439549719662e-05
Position 2362: 3.0224922696329397e-05
Position 1718: 2.903158422309015e-05
Position 255: 2.6729421118764312e-05
Position 327: 2.4664835278769545e-05
Position 1880: 2.433384765965302e-05
Position 1476: 2.1063594116485343e-05
Position 872: 1.6515264362019905e-05
Position 2126: 1.6075990934072527e-05
Position 1071: 1.4239231018672578e-05
Position 1216: 1.0041041563367291e-05
Position 452: 9.10004703468626e-06
Position 1264: 7.393475828675963e-06
Position 648: 7.229623014678205e-06
Position 2467: 6.892739635488112e-06
Position 2397: 4.828834094601827e-06
Position 918: 4.143161745315628e-06
Position 1240: 3.4748573133266066e-06
Position 324: 3.230503042613605e-06
Position 971: 2.1279462663994395e-06
Position 570: 2.1057869357348887e-06
Position 443: 2.019772657433443e-06
Position 565: 4.544585927045308e-07
Position 785: 4.139462160698118e-07
Position 96: 2.162775480275751e-08
Position 210: 2.041946678689167e-08
Position 346: 1.682727179358538e-08
Position 343: 6.933553911479781e-09
Position 354: 2.546077216540015e-09
Position 104: 1.5360327892831044e-09
Position 358: 1.336646218627183e-09
Position 350: 1.0369856662175153e-09
Position 331: 3.484263338131439e-11
Position 489: 1.1374330741318721e-11
Position 45: 8.573270569429698e-16
