Gene = Pburs
index = 1361
Annotated 5SS: [268]
Annotated 3SS: [325]
SMsplice 5SS: [268]
SMsplice 3SS: [325]
top_k =  1000
Partition function (log Z): -4.163435950879719

Sorted 5' Splice Sites (High to Low Probability):
Position 268: 0.9840157058653618
Position 229: 0.012028890249912215
Position 492: 0.007071324422354746
Position 241: 0.0025027207586935537
Position 466: 0.0014336600270082067
Position 258: 0.0008452607722456736
Position 224: 0.00042630427836770965
Position 477: 0.0003354259159307816
Position 3: 0.00029304541677680813
Position 272: 9.180659837223241e-05
Position 7: 8.465854175718223e-05
Position 460: 3.3368207259264137e-05
Position 216: 2.1552310689640898e-05
Position 196: 1.1076012914956194e-05
Position 365: 9.475745667131423e-06
Position 310: 7.671437494442685e-06
Position 294: 7.44373566386205e-06
Position 120: 3.5260483085868648e-06
Position 441: 3.069141659873173e-06
Position 405: 2.7729780871338064e-06
Position 532: 1.8405217053832969e-06
Position 538: 1.452076762822117e-06
Position 147: 1.3148717713662703e-06
Position 546: 9.502785449719488e-07
Position 190: 5.618109084284056e-07
Position 19: 1.0261516718515618e-07
Position 52: 7.330455280782273e-08
Position 37: 2.3359673341741733e-08
Position 328: 1.2070816830533684e-08
Position 317: 5.166383147598121e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 325: 0.9603559102665624
Position 328: 0.026060018632470355
Position 292: 0.00987624825809933
Position 544: 0.006136858215873854
Position 538: 0.0033839021489223513
Position 364: 0.0016047985767757265
Position 358: 0.0007617288989952116
Position 348: 0.0005136880673277486
Position 83: 0.000286495424906746
Position 298: 7.257081077266907e-05
Position 591: 7.149851056880204e-05
Position 68: 6.0402254966076655e-05
Position 52: 2.021986516505419e-05
Position 309: 1.1859145836179548e-05
Position 429: 5.723613726674077e-06
Position 294: 5.216401072726309e-06
Position 577: 2.271385758018967e-06
Position 144: 1.6317709813454567e-06
Position 88: 1.1919312028310364e-06
Position 141: 9.313886916901626e-07
Position 120: 6.166231613711071e-07
Position 272: 4.981928908249223e-07
Position 171: 4.89067594441894e-07
Position 126: 1.363085648478861e-07
Position 224: 5.8599524741125846e-08
Position 211: 5.1518448907380275e-08
Position 173: 3.925179297737906e-08
Position 228: 1.0765259178211774e-08
Position 460: 1.0532307589084637e-08
Position 147: 9.946656718054257e-09
Position 546: 1.631861575193721e-09
Position 102: 6.633339283553654e-10
Position 466: 6.486632312241473e-10
Position 268: 5.398005521532255e-10
Position 156: 2.171073639343281e-11
Position 451: 6.312788710194894e-12
Position 111: 4.5068619758244515e-12
