Gene = ND-13A
index = 1295
Annotated 5SS: [279 552]
Annotated 3SS: [374 614]
SMsplice 5SS: [279 552]
SMsplice 3SS: [374 614]
top_k =  1000
Partition function (log Z): 1.011615858043887

Sorted 5' Splice Sites (High to Low Probability):
Position 279: 0.9848185464896436
Position 552: 0.9670231627462643
Position 140: 0.09291048587584905
Position 25: 0.025212496600172978
Position 261: 0.010953395713093698
Position 557: 0.006192864543778626
Position 539: 0.005853144462835261
Position 537: 0.001813767129282224
Position 31: 0.0015328130690922524
Position 137: 0.0010814821327885052
Position 99: 0.001044880221267161
Position 465: 0.0008287199508222883
Position 697: 0.0008189365744973411
Position 526: 0.0006040468430296715
Position 517: 0.0005561065620154583
Position 61: 0.0005248962900368623
Position 108: 0.00044285373213942954
Position 425: 0.0003895490595845373
Position 165: 0.00032862960009293806
Position 297: 0.0002730184411123857
Position 91: 0.00023705414539291217
Position 125: 0.00020897166703011844
Position 869: 0.00014970428391464382
Position 50: 0.0001273054528293679
Position 735: 0.00012407241421039653
Position 79: 0.00010912570387046899
Position 1037: 1.9477953852857156e-05
Position 9: 1.4839790382012951e-05
Position 407: 1.3921844531897387e-05
Position 225: 8.826867143864606e-06
Position 101: 6.469898274629559e-06
Position 803: 5.748252746898012e-06
Position 492: 3.7644530340964815e-06
Position 930: 3.383213541238354e-06
Position 479: 3.0694512775349527e-06
Position 11: 2.5493983679008375e-06
Position 660: 1.6208820756696135e-06
Position 342: 1.505501954949932e-06
Position 106: 1.3791808115196058e-06
Position 907: 1.252958128321939e-06
Position 495: 7.655389597261282e-07
Position 990: 7.23413903442075e-07
Position 909: 5.080295858945052e-07
Position 995: 4.3433894657176947e-07
Position 943: 3.8747000742821606e-07
Position 956: 2.717189315347757e-07
Position 941: 2.460243690919076e-07
Position 1022: 1.9714911759602613e-07
Position 429: 1.8991738593009576e-07
Position 411: 2.772850206394359e-08
Position 333: 1.9918673860135964e-08
Position 209: 9.352973636499408e-09
Position 176: 6.560557844975703e-09
Position 377: 4.241695832672994e-09
Position 375: 2.0328822309343898e-09
Position 1041: 1.2153641510833782e-09
Position 602: 1.1997392412657426e-12
Position 607: 9.555871015714496e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 374: 0.9986619858938764
Position 614: 0.982758447881153
Position 200: 0.11909766071444808
Position 774: 0.0008125177635257323
Position 97: 0.0007444918723233816
Position 952: 0.0004913531872181806
Position 154: 0.0002098294635156504
Position 386: 0.00019463762050429904
Position 800: 0.0001908386972449908
Position 840: 0.00017130122045002854
Position 389: 0.00012416287462589385
Position 112: 0.00011793680086532315
Position 83: 0.00011537739515436663
Position 91: 0.00010596626597012724
Position 238: 9.556584772829554e-05
Position 223: 6.47005904787132e-05
Position 422: 4.9986652882549875e-05
Position 158: 4.216137342391163e-05
Position 869: 3.7553820206823796e-05
Position 995: 3.107948753515655e-05
Position 1106: 2.2077955244797985e-05
Position 744: 1.9925165108823843e-05
Position 990: 1.9327053245236348e-05
Position 786: 1.9305314341468317e-05
Position 537: 1.0241762692240751e-05
Position 982: 1.0229174696008944e-05
Position 70: 7.355828504364907e-06
Position 707: 4.626902933351703e-06
Position 803: 3.9277544298990845e-06
Position 452: 3.215411253055364e-06
Position 65: 2.1211310562660136e-06
Position 54: 1.7613886062639566e-06
Position 476: 1.7378713688630707e-06
Position 574: 1.4161541870860001e-06
Position 1065: 1.4082383534342158e-06
Position 1068: 1.298630796945168e-06
Position 665: 1.024427386608103e-06
Position 437: 8.740461496329773e-07
Position 956: 7.109092853472325e-07
Position 669: 5.824311749536417e-07
Position 847: 2.487157058808706e-07
Position 714: 1.7901533560430262e-07
Position 697: 1.7900360984159642e-07
Position 479: 1.1539123958814092e-07
Position 260: 7.22775633245909e-08
Position 687: 5.385327679422169e-08
Position 1072: 2.5584428920504526e-08
Position 1041: 1.924201980659967e-08
Position 464: 1.2675039372381216e-08
Position 492: 3.905090478751535e-09
Position 461: 8.91789460024802e-10
Position 257: 4.192571583893256e-10
Position 279: 4.42076670745846e-11
Position 576: 1.2011539266644416e-11
Position 283: 2.616711652075607e-13
Position 285: 1.5866533480535558e-15
