Gene = mtRNApol
index = 1802
Annotated 5SS: [ 358  562 1001 1213 2018 3215 4495]
Annotated 3SS: [ 423  615 1056 1266 2074 3271 4552]
SMsplice 5SS: [ 358  562 1001 1213 2018 3215 4495]
SMsplice 3SS: [ 423  615 1056 1266 2074 3271 4552]
top_k =  1000
Partition function (log Z): 17.00328521436628

Sorted 5' Splice Sites (High to Low Probability):
Position 562: 0.9991812708581919
Position 358: 0.9971358030412982
Position 4495: 0.9950323789472801
Position 3215: 0.992774013951017
Position 1001: 0.9722892866841647
Position 1213: 0.892439788379801
Position 2018: 0.8741890092003327
Position 1418: 0.05818947021078471
Position 1355: 0.05641376078416525
Position 1576: 0.05157554455104764
Position 70: 0.02896481421041186
Position 2294: 0.02468881998834139
Position 3476: 0.01876367676117205
Position 1006: 0.016215700455927785
Position 2022: 0.015515750144513618
Position 778: 0.013164486833732603
Position 1357: 0.009966389736663438
Position 2540: 0.008790895748811457
Position 4667: 0.0061460077471287775
Position 2327: 0.005619735257729186
Position 759: 0.004992838830476669
Position 897: 0.004686166419970736
Position 4835: 0.004226517210340509
Position 4843: 0.004030190402314566
Position 2397: 0.0034140491276942807
Position 2510: 0.003200527015092903
Position 2162: 0.003150937663876507
Position 74: 0.003118787848311283
Position 3872: 0.003083688153057134
Position 786: 0.0030391122319593914
Position 3196: 0.0029568094181618002
Position 273: 0.002540447867185274
Position 1201: 0.002299160708947709
Position 3493: 0.0022761569207803214
Position 2878: 0.001823564966757189
Position 1220: 0.0013209421050760588
Position 918: 0.0012317834135945169
Position 3178: 0.0011719484583966287
Position 2467: 0.0008588352981335768
Position 2200: 0.0007776351158471839
Position 2298: 0.0007756414403606111
Position 1529: 0.0007533358823585262
Position 2820: 0.000749612469940057
Position 4951: 0.0004892151713819698
Position 3617: 0.00048283190353058203
Position 4117: 0.0003661125466243877
Position 3017: 0.00032133345741479927
Position 1602: 0.0003118645269033109
Position 2963: 0.0002927124809284256
Position 1705: 0.00028513325141038586
Position 3556: 0.0002825762502444846
Position 60: 0.00027645580851881786
Position 1996: 0.0002715738796899369
Position 3595: 0.0002522957456315253
Position 3166: 0.00024843157988202794
Position 94: 0.00023826574261083056
Position 32: 0.00022343639146267088
Position 1699: 0.00021990810785038953
Position 362: 0.0002080340218246276
Position 4499: 0.00019967622716549576
Position 4716: 0.00019962061355065786
Position 757: 0.00018954377906585629
Position 4653: 0.00018735858840457332
Position 4700: 0.00017668065725843376
Position 2406: 0.0001645266745501326
Position 1157: 0.00016299003827749335
Position 4036: 0.00015966669836106704
Position 1361: 0.00015920096793916184
Position 379: 0.00015682851329115055
Position 3675: 0.00015402131003519812
Position 96: 0.00014995775274484233
Position 2996: 0.00014761776364354982
Position 37: 0.00014354567731107015
Position 644: 0.00013381282518636883
Position 3651: 0.0001304385803982531
Position 3423: 0.00012691861745755815
Position 2687: 0.00011534214609415859
Position 843: 0.00011191104297649832
Position 2949: 0.00010185416491861864
Position 2941: 9.726074495609939e-05
Position 3908: 8.466552207710806e-05
Position 4015: 7.658870251827784e-05
Position 4732: 7.421617854194994e-05
Position 1594: 7.012994309780386e-05
Position 1471: 6.905321864516959e-05
Position 3559: 6.64449925935578e-05
Position 3410: 6.365742999939983e-05
Position 884: 6.196677209073126e-05
Position 3372: 5.6142342332486386e-05
Position 1649: 5.2243148967536136e-05
Position 1280: 5.193191569872759e-05
Position 4417: 5.075954123397629e-05
Position 4225: 4.546062180609889e-05
Position 1832: 4.378249038696118e-05
Position 2714: 4.126714000939529e-05
Position 1286: 4.081454888411948e-05
Position 3175: 3.943350900763416e-05
Position 4665: 3.9099002263745004e-05
Position 4719: 3.5940215708486065e-05
Position 2699: 3.4708571471810595e-05
Position 1359: 2.9647515425767374e-05
Position 4953: 2.9599107114702683e-05
Position 3887: 2.715418861899661e-05
Position 3732: 2.5911083725142203e-05
Position 3562: 2.5247468570969186e-05
Position 3980: 2.3972369269295636e-05
Position 2554: 2.386640958057266e-05
Position 1975: 2.352947883443492e-05
Position 323: 2.3181192489013248e-05
Position 2132: 2.276519774357927e-05
Position 3782: 2.199245881115953e-05
Position 4726: 2.0900918084294816e-05
Position 3899: 2.0413220922232367e-05
Position 5022: 1.9089635929091443e-05
Position 3219: 1.7951603550238634e-05
Position 1444: 1.3627337902685008e-05
Position 546: 1.33022358223212e-05
Position 2413: 1.2317607490096009e-05
Position 566: 1.1619957818493048e-05
Position 1841: 1.0820097701435671e-05
Position 173: 9.474049767152347e-06
Position 4978: 9.295719509845879e-06
Position 275: 8.411179129894497e-06
Position 1951: 7.134643497136945e-06
Position 3486: 6.885067174237175e-06
Position 836: 6.830529045628657e-06
Position 651: 6.685978026634697e-06
Position 72: 5.441825883132112e-06
Position 595: 5.248591652663506e-06
Position 1190: 5.07688221420106e-06
Position 117: 4.44244566203538e-06
Position 1561: 4.327944752201355e-06
Position 3105: 4.226813738669353e-06
Position 1428: 4.092081854671593e-06
Position 1172: 3.928725003585548e-06
Position 1558: 3.7098501781724967e-06
Position 4462: 3.6147654987409972e-06
Position 277: 3.5896935299590288e-06
Position 144: 2.5187538612485446e-06
Position 4199: 2.4500882031867785e-06
Position 1677: 2.402058527683145e-06
Position 4342: 2.0989999221437555e-06
Position 2984: 1.6862365931554188e-06
Position 2254: 1.6263409561659875e-06
Position 592: 1.4385278347894826e-06
Position 1123: 1.3822596779852832e-06
Position 649: 1.374077224190791e-06
Position 187: 9.79574245982017e-07
Position 4916: 9.462261749049673e-07
Position 309: 7.783987110880563e-07
Position 4744: 4.816339574951438e-07
Position 3777: 4.6991679340768297e-07
Position 1273: 4.6440406102082136e-07
Position 5037: 4.304560267043349e-07
Position 161: 4.0639386818271033e-07
Position 137: 4.058094594922202e-07
Position 207: 2.890214897952364e-07
Position 225: 2.5380959368345604e-07
Position 4516: 2.4478117563372313e-07
Position 4903: 2.0895453648965563e-07
Position 5032: 2.0141087923086573e-07
Position 1772: 1.4187376997389823e-07
Position 1073: 1.1985585556549467e-07
Position 384: 1.1411889323901965e-07
Position 128: 1.089295941622194e-07
Position 146: 8.223206738990565e-08
Position 1225: 6.411066313121265e-08
Position 1152: 6.273919568809055e-08
Position 585: 5.29899346361636e-08
Position 386: 4.392543353560558e-08
