Gene = barc
index = 1621
Annotated 5SS: [  280  8417  8681 11774 12029 12217]
Annotated 3SS: [ 7588  8477 11606 11841 12079 12276]
SMsplice 5SS: [  280  8681 11774 12029 12217]
SMsplice 3SS: [ 8503 11606 11841 12079 12276]
top_k =  1000
Partition function (log Z): 7.777083126798206

Sorted 5' Splice Sites (High to Low Probability):
Position 12217: 0.9962038379788412
Position 11774: 0.992582671393871
Position 8681: 0.9846695138455872
Position 12029: 0.7088163672556871
Position 280: 0.6695639154793271
Position 8417: 0.2534441613534079
Position 295: 0.21258542827831373
Position 12005: 0.15833445505524898
Position 524: 0.11354050815706695
Position 9521: 0.07329960453330561
Position 12014: 0.06326504637112464
Position 12009: 0.0433924522316981
Position 326: 0.031292242871194746
Position 704: 0.030969924579231818
Position 4774: 0.024189799007775976
Position 11325: 0.023366746563973285
Position 9820: 0.022903592067264323
Position 8424: 0.022556928778745954
Position 11586: 0.021096887288380165
Position 11563: 0.020873842337558943
Position 4902: 0.020784991052661635
Position 9783: 0.01885007513626679
Position 10810: 0.018677255925119093
Position 5066: 0.015017632258570139
Position 11390: 0.014110312909707073
Position 9094: 0.0141035398250122
Position 2867: 0.012811731635697555
Position 9525: 0.011047808163454551
Position 11428: 0.010624225467328871
Position 25: 0.010167732664056342
Position 9503: 0.009620082265124254
Position 11321: 0.007710554420887374
Position 6526: 0.00749665246245034
Position 3814: 0.007363724640131346
Position 4352: 0.007251737248611564
Position 9830: 0.007162117957538158
Position 11778: 0.007059145691907555
Position 2418: 0.006789799326778282
Position 6648: 0.0031755006428523156
Position 1776: 0.0028506481828818944
Position 56: 0.002786933555249489
Position 1403: 0.0026124020186125744
Position 7036: 0.0018793511906909353
Position 12017: 0.0018426606066849487
Position 43: 0.001778654388158101
Position 11979: 0.0013232065298307524
Position 4389: 0.0009022067316886494
Position 8938: 0.000560882033634118
Position 93: 0.0004052841918566649
Position 4490: 0.0003790314184976555
Position 9727: 0.0003533486643807782
Position 199: 0.0003502188071520111
Position 687: 0.00032039288474571177
Position 8: 0.0002735230590688115
Position 9055: 0.00023310719694551142
Position 9375: 0.00023051706869057736
Position 1380: 0.00020698398529579785
Position 69: 0.00019824623356517391
Position 9787: 0.00019093833993769072
Position 225: 0.00018464522914625592
Position 8919: 0.0001821130519548552
Position 4498: 0.00017889362090620398
Position 9834: 0.00016960541814630559
Position 2473: 0.00016039268312240064
Position 3496: 0.00015320548646989836
Position 11986: 0.0001450200396926476
Position 1407: 0.00013395174739340313
Position 4335: 0.00013339467074238522
Position 514: 0.00013080149750651181
Position 2079: 0.00012792757129222374
Position 9560: 0.00011147620749309974
Position 12525: 9.186086827290495e-05
Position 4314: 9.091073814228995e-05
Position 2601: 7.832927142610685e-05
Position 2813: 7.47520629727369e-05
Position 6513: 5.998898174199683e-05
Position 30: 5.988925724260622e-05
Position 779: 5.767977656531559e-05
Position 5655: 5.332625838880421e-05
Position 11945: 5.3257327545830826e-05
Position 3962: 4.492238477442988e-05
Position 3946: 4.258860872856939e-05
Position 6653: 3.937726637910382e-05
Position 12528: 3.914953316030261e-05
Position 580: 3.820207961132434e-05
Position 4378: 3.7292254497145195e-05
Position 8910: 3.2939400473225725e-05
Position 1486: 3.091258463232148e-05
Position 4328: 2.9787945088631406e-05
Position 12221: 2.7369212416811346e-05
Position 12183: 2.2628513927077653e-05
Position 12511: 2.103393993569648e-05
Position 1676: 2.0435047032834692e-05
Position 5501: 1.781918767932753e-05
Position 6644: 1.6999354813778535e-05
Position 2119: 1.6226217005230703e-05
Position 12516: 1.568321223205213e-05
Position 299: 1.509838154896005e-05
Position 11881: 1.4914590308420223e-05
Position 11962: 1.4890376376808158e-05
Position 132: 1.4447089983912265e-05
Position 1390: 1.4279498773087937e-05
Position 6746: 1.4161914676490403e-05
Position 974: 1.3262451017771623e-05
Position 1682: 1.29395090559663e-05
Position 2531: 1.0927826673457053e-05
Position 185: 1.0684038993024243e-05
Position 6098: 9.715264739348661e-06
Position 5523: 9.170297643403351e-06
Position 12621: 8.991805023515269e-06
Position 12665: 8.63992619669978e-06
Position 12464: 7.774881956567491e-06
Position 9045: 7.4129365693482845e-06
Position 2231: 7.406701125467517e-06
Position 12537: 6.572342237441229e-06
Position 577: 6.165059922671326e-06
Position 2296: 6.041771194443312e-06
Position 1559: 5.65515686551061e-06
Position 240: 5.579767841512214e-06
Position 12639: 5.2940329591935465e-06
Position 4769: 5.049429307039223e-06
Position 602: 4.631387728586393e-06
Position 12042: 4.571257040730533e-06
Position 5694: 4.157948511121386e-06
Position 4910: 4.011507477298494e-06
Position 237: 3.7868348468724942e-06
Position 1351: 3.5740932565255877e-06
Position 12237: 3.5706988061312e-06
Position 1697: 3.5641812343324723e-06
Position 1701: 2.936299795786386e-06
Position 6343: 2.0717866465867624e-06
Position 5373: 1.8942869826465428e-06
Position 5478: 1.7769222063090573e-06
Position 1287: 1.7004882933816869e-06
Position 126: 1.648269352385257e-06
Position 229: 1.48474964393248e-06
Position 527: 1.3913469482502484e-06
Position 12453: 1.3075190449591477e-06
Position 216: 1.16178892183193e-06
Position 12651: 1.025026093708262e-06
Position 12250: 9.530089833481957e-07
Position 263: 8.585687717923374e-07
Position 1688: 5.539160655139307e-07
Position 1495: 5.476004494430151e-07
Position 12159: 4.6052149408557374e-07
Position 12433: 4.5211227052359476e-07
Position 138: 4.365406324067391e-07
Position 641: 4.365323064557085e-07
Position 771: 4.0098154861719663e-07
Position 11900: 2.509660389767857e-07
Position 1376: 2.3085426536796643e-07
Position 1075: 2.1845163165520716e-07
Position 1153: 1.9629776445710842e-07
Position 12093: 1.9559498805100775e-07
Position 450: 1.851512614858652e-07
Position 231: 1.795582090635321e-07
Position 12672: 1.457934665658361e-07
Position 12683: 1.3408820578100435e-07
Position 151: 1.313748662850514e-07
Position 606: 1.0656948473992673e-07
Position 998: 8.577018945832784e-08
Position 1082: 7.939316509253547e-08
Position 708: 7.552066901054503e-08
Position 701: 7.084629584173855e-08
Position 466: 4.662120361102562e-08
Position 599: 3.91196646211068e-08
Position 648: 3.7754252048188045e-08
Position 632: 2.95643932243908e-08
Position 352: 1.703264336079804e-08
Position 586: 1.6983820921763945e-08
Position 1334: 3.6802313877557804e-09
Position 1367: 3.5497950925656352e-09
Position 619: 3.5296206022044457e-09
Position 1500: 2.829881909936077e-09
Position 1374: 2.127097355300165e-09
Position 670: 1.8521459270284036e-09
Position 370: 9.882364186532686e-10
Position 754: 2.6280757203428774e-10
Position 638: 2.541890861045108e-10
Position 635: 2.0027952387966747e-10
Position 12386: 9.768490311915902e-12
Position 1105: 6.8737284005427435e-12
Position 12270: 6.2355532457863204e-12
Position 12489: 1.0071168624955275e-12
Position 12137: 4.929871587882096e-13
Position 12293: 5.306236504146773e-14
Position 544: 1.834556712046116e-16

