Gene = bun
index = 1635
Annotated 5SS: [  202  6096  8866  8977 10337 30128 69497]
Annotated 3SS: [ 5710  7124  8929  9191 29425 69444 88387]
SMsplice 5SS: [  216 10337 88215]
SMsplice 3SS: [10199 87489 88387]
top_k =  1000
Partition function (log Z): -80.53407749373154

Sorted 5' Splice Sites (High to Low Probability):
Position 10337: 0.9999998608844276
Position 216: 0.28560693091950407
Position 202: 0.19635403938612694
Position 206: 0.19282998933148773
Position 310: 0.11515463800911085
Position 534: 0.07007205473834582
Position 969: 0.05184984594669585
Position 316: 0.04882472115585084
Position 210: 0.03930411623748746
Position 540: 3.6642753147620516e-06
Position 11361: 1.618287387304711e-07
Position 23910: 3.330817718538674e-08
Position 11221: 2.74625346175756e-08
Position 26495: 2.6824725712011308e-08
Position 18037: 1.8387200699120453e-08
Position 21091: 4.410072339835804e-10
Position 8977: 3.336424725914361e-10
Position 10811: 2.3198125808699567e-10
Position 8866: 2.2699510677739695e-10
Position 10961: 2.237405163520866e-10
Position 10772: 1.9702785696415918e-10
Position 10789: 1.5655763596647784e-10
Position 18927: 1.6761780991815261e-12
Position 18032: 6.0343428371856e-13
Position 16192: 1.7247377927409196e-13
Position 12462: 5.7505594916744506e-15
Position 13793: 3.4858803588079204e-15
Position 13044: 1.1043067584725067e-15
Position 417: 3.8302009212222043e-17
Position 546: 1.8222095622954932e-17
Position 222: 1.780620691559542e-17
Position 306: 1.754635260880443e-17
Position 73: 1.515736237003091e-17
Position 283: 1.500120639734282e-17
Position 528: 1.371447131019035e-17
Position 544: 9.332072780526052e-18
Position 253: 9.000985331032607e-18
Position 237: 5.107435551534844e-18
Position 249: 4.233127144768463e-18
Position 368: 3.2599232445662788e-18
Position 247: 2.7265950876088768e-18
Position 105: 2.3512426630462923e-18
Position 538: 1.7704172704391317e-18
Position 308: 1.1264841433663607e-18
Position 422: 1.1229642292244092e-18
Position 275: 1.0414024477026445e-18
Position 287: 9.882934717041476e-19
Position 6396: 9.305425210597171e-19
Position 11464: 8.964659428997664e-19
Position 35: 8.073744500300402e-19
Position 42: 7.629154572884238e-19
Position 11450: 7.229652741083613e-19
Position 707: 4.0755059664319287e-19
Position 641: 4.0547784032779535e-19
Position 593: 3.9651512594434147e-19
Position 38: 3.809960738861382e-19
Position 627: 3.294392194827074e-19
Position 5875: 3.074617441779527e-19
Position 285: 2.305619227559436e-19
Position 200: 2.1916816683908755e-19
Position 235: 1.8978343492079295e-19
Position 465: 1.813010818263942e-19
Position 614: 1.7398616170022569e-19
Position 12: 1.6678887959423981e-19
Position 228: 1.5038663564175045e-19
Position 251: 1.4955022930862499e-19
Position 214: 1.400598335336668e-19
Position 532: 1.1922555148047554e-19
Position 2795: 1.0340061203328131e-19
Position 3209: 1.0218813673221985e-19
Position 230: 8.618163278612498e-20
Position 220: 7.60675151595532e-20
Position 648: 5.824743932210337e-20
Position 498: 5.708420195908511e-20
Position 1480: 4.6859496978975726e-20
Position 314: 4.675605788132609e-20
Position 439: 3.5551793303214455e-20
Position 241: 3.1219845772819216e-20
Position 54: 2.942662263907934e-20
Position 943: 2.9213454185965844e-20
Position 1419: 2.8366202468472697e-20
Position 2003: 2.789256056543773e-20
Position 2167: 2.083923355961613e-20
Position 2661: 1.547589569127939e-20
Position 3153: 1.3265777541645309e-20
Position 1135: 8.949999184633853e-21
Position 2034: 6.794401827391792e-21
Position 3162: 5.260759914498413e-21
Position 803: 3.2120010012871873e-21
Position 1551: 2.1632096589506482e-21
Position 783: 1.3104367289057036e-21
Position 1697: 8.806304899552111e-22
Position 1226: 8.204101181276027e-22
Position 1143: 6.603658959025212e-22
Position 1141: 5.982480091511467e-22
Position 1145: 5.694425934597372e-22
Position 1139: 5.2006287786667075e-22
Position 978: 4.8307565631355515e-22
Position 1032: 4.716800855457587e-22
Position 2275: 3.914591002153403e-22
Position 2162: 3.3617843701129614e-22
Position 1125: 3.1996956823469282e-22
Position 2290: 2.842105891991387e-22
Position 2674: 2.2010675590788125e-22
Position 1131: 1.9977430258629066e-22
Position 1147: 1.706819147018625e-22
Position 1149: 1.6280818742447194e-22
Position 1151: 1.501489552884868e-22
Position 1906: 1.181535160025514e-22
Position 1161: 1.1616468355056298e-22
Position 2713: 1.0522319442221767e-22
Position 2040: 1.0101738937714944e-22
Position 2200: 9.205499028857229e-23
Position 1620: 8.063805175904811e-23
Position 817: 7.985603670112604e-23
Position 2221: 6.737248849064549e-23
Position 986: 5.18342761312373e-23
Position 1607: 4.272897967351395e-23
Position 1137: 2.85297205580314e-23
Position 1180: 2.692431882865035e-23
Position 2181: 1.1617228808148444e-23
Position 1206: 3.568090210845315e-24
Position 1667: 3.490898621124808e-24
Position 1323: 3.2986487871510173e-24
Position 1155: 2.3433823785081752e-24
Position 1110: 2.1636325075018253e-24
Position 1203: 1.9606993206929942e-24
Position 956: 8.275897275644405e-25
Position 975: 7.144012360714006e-25
Position 1163: 6.42950572394291e-25
Position 844: 4.4595411704348016e-27
Position 973: 1.7753636853358363e-27
Position 815: 1.762917901072095e-27
Position 826: 3.9256039734795998e-28

Sorted 3' Splice Sites (High to Low Probability):
Position 39939: 0.9999548126163819
Position 10199: 0.7838411416017997
Position 9968: 0.07643244989870088
Position 9998: 0.0725065361897677
Position 9221: 0.0284762229251005
Position 9856: 0.017095964633263072
Position 9071: 0.016785650382583145
Position 9218: 0.0028858970278238406
Position 9350: 0.0016311060062943856
Position 7148: 0.00022926721985623918
Position 7124: 0.00011562525090141411
Position 32017: 2.3078119914696684e-05
Position 32020: 1.2799163787681425e-05
Position 30834: 3.7126715826635903e-06
Position 26434: 1.7188196279343105e-06
Position 29163: 1.5612349170533818e-06
Position 29072: 9.905098027505937e-07
Position 29425: 9.706197913694302e-07
Position 28412: 2.5404296741153597e-07
Position 11124: 9.902278474512899e-08
Position 10843: 5.7834049942366816e-08
Position 25229: 3.375849484642456e-08
Position 26633: 2.6824725712011308e-08
Position 23637: 2.6544026112757513e-08
Position 23767: 2.0662686066881973e-08
Position 11290: 1.6548162775870962e-08
Position 26195: 9.608386010867227e-09
Position 23662: 8.81921376553623e-09
Position 26037: 7.798407083452052e-09
Position 25912: 7.686012091050009e-09
Position 17905: 7.007506828024289e-09
Position 10641: 6.7585470000082435e-09
Position 25625: 4.784451751070477e-09
Position 17796: 4.034576072768348e-09
Position 25069: 3.957977138250986e-09
Position 24480: 3.502945588504929e-09
Position 11271: 3.3892181625934425e-09
Position 17819: 3.073316131378509e-09
Position 22811: 2.2008153569511627e-09
Position 10948: 1.5857638739766243e-09
Position 17315: 1.5184675810909021e-09
Position 22214: 1.3362807925286374e-09
Position 22878: 1.1872269660427593e-09
Position 17869: 1.181167032155992e-09
Position 22277: 8.247807234246893e-10
Position 18012: 8.061096408328449e-10
Position 17392: 7.830040967847363e-10
Position 10765: 7.634087924009106e-10
Position 10440: 7.581932750484637e-10
Position 10709: 7.132868830544854e-10
Position 10960: 7.09939784157912e-10
Position 23873: 6.966160433256992e-10
Position 21150: 5.880292029361346e-10
Position 10868: 5.060948056445587e-10
Position 11083: 4.912135955507995e-10
Position 11176: 4.717574253264587e-10
Position 22343: 4.446576801996705e-10
Position 20948: 4.2187157061842135e-10
Position 23466: 3.544153659719853e-10
Position 20799: 3.1478994378044525e-10
Position 8929: 2.2699510677739662e-10
Position 10401: 2.2237984344588598e-10
Position 10954: 1.7742420204268648e-10
Position 10393: 1.4845606285430814e-10
Position 22346: 1.3359164594658963e-10
Position 6926: 8.197761769806817e-11
Position 21989: 4.969335222759872e-11
Position 21883: 4.355335156478944e-11
Position 19181: 3.7338385596500085e-11
Position 18319: 3.621026037230137e-11
Position 20507: 2.3259407175556134e-11
Position 19634: 1.8593836321366504e-11
Position 20863: 1.540339971676812e-11
Position 19546: 1.1098143585306274e-11
Position 20810: 1.0775410081244338e-11
Position 19972: 1.0573420856974466e-11
Position 20531: 1.0049045141314368e-11
Position 20510: 9.724577575281317e-12
Position 19864: 6.8229127572243855e-12
Position 20069: 5.385274951279662e-12
Position 18158: 2.887988647400877e-12
Position 19432: 2.88057560020122e-12
Position 19118: 2.7116478703548373e-12
Position 18354: 2.6487027089065547e-12
Position 16580: 2.5277311264734074e-12
Position 18535: 1.9988137006824464e-12
Position 13694: 6.857458589481902e-13
Position 18323: 6.464389789218466e-13
Position 18287: 6.021866358045513e-13
Position 16502: 5.6972194189894e-13
Position 16121: 4.73475274711807e-13
Position 17337: 3.9892680321311036e-13
Position 16614: 3.1759771428928595e-13
Position 14780: 2.369097355231812e-13
Position 18751: 2.131917304716863e-13
Position 16590: 1.9019625050776815e-13
Position 17361: 1.8251940758960895e-13
Position 17464: 1.815195275496248e-13
Position 16375: 1.5160625774057884e-13
Position 16899: 1.4659729595924044e-13
Position 13800: 1.0382951255508297e-13
Position 14811: 8.92738900087696e-14
Position 15209: 8.580371190728205e-14
Position 13879: 8.269915167171428e-14
Position 16604: 7.838064862527674e-14
Position 14841: 7.273296463509902e-14
Position 12153: 6.244052219595033e-14
Position 16149: 6.182626729280137e-14
Position 11789: 5.707180369258561e-14
Position 13223: 3.629138402268535e-14
Position 15291: 3.574426614638105e-14
Position 12644: 3.467127125402016e-14
Position 15707: 2.8272832708818746e-14
Position 12241: 2.4143740917588708e-14
Position 13760: 2.1772836243253804e-14
Position 14152: 1.8875343313873706e-14
Position 13811: 1.5096268052512063e-14
Position 14913: 1.2607709631237207e-14
Position 13658: 1.144999628156968e-14
Position 13563: 1.0693187904518914e-14
Position 14365: 8.84962736181158e-15
Position 14168: 8.197101804502804e-15
Position 13107: 7.929934867209056e-15
Position 12617: 7.198227588591991e-15
Position 13146: 5.988881655769873e-15
Position 13393: 5.574472164153459e-15
Position 11996: 4.407317242046926e-15
Position 12029: 3.996389664855254e-15
Position 13044: 2.8816260172324588e-15
Position 13757: 2.8446727008081474e-15
Position 11880: 2.5030217833261727e-15
Position 12550: 2.3910923499783374e-15
Position 13843: 2.2458913342339443e-15
Position 11476: 2.1521764001016164e-15
Position 783: 1.7511315668923497e-15
Position 11906: 1.5455807130947014e-15
Position 13520: 1.4432915318710597e-15
Position 12498: 1.2951963871975402e-15
Position 12077: 1.1697636767897477e-15
Position 12979: 1.0161128478475366e-15
Position 12955: 9.698764844258573e-16
Position 13152: 8.334380551366256e-16
Position 11768: 6.531919947741062e-16
Position 9028: 4.1630972466660407e-16
Position 10420: 1.8389164548083724e-16
Position 11449: 1.6885760638841872e-16
Position 10456: 1.5565014274562343e-16
Position 11486: 1.4226330695335843e-16
Position 10484: 1.25931916589984e-16
Position 10405: 1.052634009228971e-16
Position 810: 5.915397417757548e-17
Position 10604: 5.913204336542958e-17
Position 486: 4.198461613146086e-17
Position 641: 3.2828538738791426e-17
Position 853: 2.4674095483090217e-17
Position 399: 1.0620597691265088e-17
Position 6016: 8.71381416363328e-18
Position 5710: 8.033720559866119e-18
Position 4568: 1.9012193436811485e-18
Position 7004: 1.6130401177722735e-18
Position 6050: 1.3109991794152124e-18
Position 6458: 9.305425210597266e-19
Position 2455: 8.582486108720304e-19
Position 5296: 8.026614844326742e-19
Position 3277: 4.020023782374995e-19
Position 2433: 2.6007851915436406e-19
Position 2273: 2.4337949109003104e-19
Position 3896: 2.1396833277354891e-19
Position 3478: 1.7774693524108296e-19
Position 5934: 1.447419029204414e-19
Position 1277: 9.553893365233339e-20
Position 2909: 9.14441685526469e-20
Position 4393: 8.871280185476062e-20
Position 5531: 8.762028721907139e-20
Position 4452: 8.509575447178887e-20
Position 1744: 7.253053130663215e-20
Position 2864: 6.881317693752429e-20
Position 4072: 4.2274179961328e-20
Position 1844: 4.180456370580753e-20
Position 4979: 4.127489517823494e-20
Position 3814: 3.5314900126346874e-20
Position 3104: 3.383557644165483e-20
