Gene = kto
index = 1741
Annotated 5SS: [ 675 3404 5192 5619 5993 6376 6887]
Annotated 3SS: [ 735 3477 5249 5677 6063 6579 6950]
SMsplice 5SS: [ 675 3404 5192 5619 5993 6376 6887]
SMsplice 3SS: [ 735 3477 5249 5677 6063 6579 6950]
top_k =  1000
Partition function (log Z): 24.363281143302842

Sorted 5' Splice Sites (High to Low Probability):
Position 6887: 0.9990075455454419
Position 5993: 0.9981683845709417
Position 675: 0.9973478095115493
Position 5619: 0.9972202200540804
Position 5192: 0.994620771878579
Position 3404: 0.9824852603579781
Position 6376: 0.9756493541121803
Position 219: 0.16921112759231782
Position 1023: 0.12332865711533884
Position 8269: 0.08566843850493565
Position 3244: 0.08481863556064581
Position 4028: 0.0794090993360905
Position 414: 0.06464502070090826
Position 3911: 0.0606703333035452
Position 3879: 0.06063500606988472
Position 1944: 0.05949205662368589
Position 4106: 0.05468867264348765
Position 381: 0.05433186644701647
Position 847: 0.04873509395116308
Position 3875: 0.04631368087933713
Position 790: 0.04582806331703822
Position 3750: 0.034375487400166764
Position 1003: 0.02860319863230761
Position 1118: 0.02213156640963285
Position 2964: 0.021506204330081855
Position 2190: 0.011798649217876243
Position 254: 0.007774609712309714
Position 867: 0.007532636347722426
Position 372: 0.006009529144896831
Position 6488: 0.005408570054274477
Position 2584: 0.004892649177567156
Position 6516: 0.0048203649698553615
Position 5328: 0.0046571540932769965
Position 1154: 0.004630705133734834
Position 1222: 0.004081291167109563
Position 1579: 0.00392843034043725
Position 8242: 0.0030721683853121317
Position 6480: 0.002494690478644245
Position 876: 0.0024592377013666583
Position 1148: 0.002329351838323233
Position 3543: 0.0022613919436727343
Position 6477: 0.0015672766267806322
Position 205: 0.0014612194425631445
Position 679: 0.0012566885546787115
Position 379: 0.0012551011589481806
Position 386: 0.001049368893586413
Position 1039: 0.00096635972754795
Position 173: 0.0009492081335825078
Position 397: 0.000945603031152626
Position 4640: 0.0009411064273345555
Position 3830: 0.0008508262297630316
Position 7388: 0.0007437041051926677
Position 3408: 0.0006644319816300132
Position 3826: 0.0006374915301870301
