Gene = Als2
index = 19
Annotated 5SS: [2586 3324 4524 4734]
Annotated 3SS: [2704 3386 4581 4792]
SMsplice 5SS: [2586 3324 4524 4734]
SMsplice 3SS: [2662 3386 4581 4792]
top_k =  1000
Partition function (log Z): -1.6177770993201923

Sorted 5' Splice Sites (High to Low Probability):
Position 4734: 0.9962362644893932
Position 3324: 0.9879121579740616
Position 4524: 0.9258090460791951
Position 2586: 0.9112644064938354
Position 602: 0.18169985682144077
Position 169: 0.18146433150884092
Position 2225: 0.054635530708283704
Position 850: 0.038532459223068125
Position 4057: 0.03243885580510856
Position 5071: 0.02731455962456095
Position 4155: 0.024638458074927087
Position 2324: 0.023664845019149474
Position 2172: 0.009611235452780007
Position 2126: 0.008989923195493852
Position 5241: 0.0071544035277558175
Position 938: 0.006885478897794202
Position 5234: 0.005660361572112151
Position 5115: 0.0031749821869848215
Position 5251: 0.0030322152399414088
Position 58: 0.003005509433607844
Position 5197: 0.0028315778029399585
Position 1224: 0.0020501830010967175
Position 665: 0.002019500298770366
Position 2947: 0.0019830502725363608
Position 1967: 0.0018833701138944619
Position 47: 0.0016311323341762017
Position 5249: 0.0016082875049790476
Position 680: 0.0013068623086349475
Position 633: 0.00112515301585883
Position 1464: 0.001035736310877637
Position 5104: 0.0009826971962585466
Position 5085: 0.0009651155663667595
Position 903: 0.0009084655049452339
Position 5109: 0.0009069183413805164
Position 5145: 0.0007939623757300463
Position 5267: 0.0007455629811804541
Position 1909: 0.0007360701096270136
Position 2147: 0.0006603226884450458
Position 4874: 0.0006602024260115251
Position 814: 0.0005761131503684506
Position 4112: 0.000568695928114539
Position 4514: 0.0005188999465257991
Position 2182: 0.00048000353879976967
Position 208: 0.0004537279636833736
Position 606: 0.0004526089784970188
Position 720: 0.0004456765777084749
Position 892: 0.0004222928667730113
Position 120: 0.00039109537789168756
Position 974: 0.00037114534680794073
Position 4431: 0.0003596377592617462
Position 506: 0.00035136108738750984
Position 2266: 0.0003473835276000858
Position 4348: 0.00034027372964817027
Position 203: 0.0003177411263645204
Position 2632: 0.0003174278785500337
Position 1435: 0.00031498031029438553
Position 1522: 0.00029284645644574067
Position 498: 0.00027842438163993254
Position 3292: 0.00024563454540952543
Position 3406: 0.00023777998959354394
Position 534: 0.0002272333830124519
Position 1097: 0.00022684119803866953
Position 2747: 0.00022256495105663508
Position 2743: 0.00021851706636339744
Position 376: 0.0002180343090263388
Position 1219: 0.00021314507187300983
Position 291: 0.00021048870049217728
Position 5208: 0.00020322208082660433
Position 4419: 0.00018658845607094323
Position 4501: 0.0001844904224640667
Position 160: 0.00018092021822081172
Position 3254: 0.00017287730914523035
Position 4081: 0.00016585606210538478
Position 4452: 0.00016563370698927967
Position 2104: 0.00016511639730708636
Position 3866: 0.0001602872571909266
Position 3573: 0.0001537610847548747
Position 206: 0.00011898920432738724
Position 4559: 0.00011150167835739139
Position 4410: 0.00010558187318720238
Position 2115: 9.947456559964462e-05
Position 1059: 9.462406006640498e-05
Position 4254: 9.148175049934687e-05
Position 4213: 9.039410610571712e-05
Position 3315: 8.560743713984141e-05
Position 3571: 8.36804107268459e-05
Position 5152: 8.090250750092643e-05
Position 4116: 8.033955458499712e-05
Position 110: 7.671467106280961e-05
Position 134: 7.476945368442167e-05
Position 124: 6.606563470286742e-05
Position 4984: 6.530182764169004e-05
Position 845: 6.17198703749946e-05
Position 4989: 5.593050468868017e-05
Position 1476: 4.883830264469354e-05
Position 548: 4.505792505635975e-05
Position 854: 4.138413127040037e-05
Position 755: 4.072812729144551e-05
Position 1675: 3.8810994288265826e-05
Position 3268: 3.205001871866226e-05
Position 4759: 2.97184901565383e-05
Position 509: 2.7419981842418017e-05
Position 3403: 2.708752707377318e-05
Position 4159: 2.5652871529554746e-05
Position 5156: 2.1457158109237496e-05
Position 4738: 2.0323162486040165e-05
Position 4747: 1.813264553658811e-05
Position 896: 1.6877724371002645e-05
Position 5095: 1.6679198610556936e-05
Position 1163: 1.6015757477236576e-05
Position 4308: 1.5919209501537142e-05
Position 5132: 1.569542580695951e-05
Position 3962: 1.567847879145098e-05
Position 1510: 1.5081701236852331e-05
Position 4271: 1.4859284946528895e-05
Position 4040: 1.3409077693562843e-05
Position 3641: 1.1584354942591757e-05
Position 1447: 1.1539151098763293e-05
Position 4288: 1.1477064930228737e-05
Position 5271: 1.1103418453847567e-05
Position 2798: 1.0987181624191644e-05
Position 128: 9.78637188040739e-06
Position 5046: 8.681175221802713e-06
Position 3851: 8.287286500148862e-06
Position 954: 7.817237599723387e-06
Position 3936: 7.774616392838879e-06
Position 307: 7.747036267327246e-06
Position 4907: 7.473800308872314e-06
Position 3423: 6.819940492217275e-06
Position 4099: 6.371725866485981e-06
Position 3435: 6.36911805474115e-06
Position 551: 5.772508420907245e-06
Position 2354: 5.759424823328443e-06
Position 264: 5.3571774353624654e-06
Position 2961: 4.540920242521011e-06
Position 701: 4.065658066198554e-06
Position 5134: 3.807424698812762e-06
Position 4595: 3.7149675132502057e-06
Position 2051: 2.598898254420772e-06
Position 1071: 2.5191009093211373e-06
Position 1984: 2.4123147054628803e-06
Position 4679: 2.388214545343571e-06
Position 2099: 2.2812173722684575e-06
Position 2137: 2.0509782167178923e-06
Position 1232: 1.967599706183321e-06
Position 5281: 1.9226477859438425e-06
Position 4064: 1.877711157216539e-06
Position 1350: 1.872249215114389e-06
Position 1474: 1.3938135402335737e-06
Position 1942: 1.1755780976330134e-06
Position 4612: 1.1366224104186793e-06
Position 81: 9.710906010144406e-07
Position 93: 5.717119913855419e-07
Position 569: 3.933025126234814e-07
Position 710: 3.341657615128633e-07
Position 3284: 2.9351576528822105e-07
Position 2440: 2.559388732072919e-07
Position 619: 2.376267643603791e-07
Position 2739: 2.2079993604330572e-07
Position 137: 1.9264131189966604e-07
Position 227: 1.6304583360000565e-07
Position 1747: 5.8905548539931656e-08
Position 146: 1.926040185646086e-08
Position 4654: 1.8373553733579057e-08
Position 1130: 8.855715086302371e-10
Position 704: 8.852712835334658e-10
Position 3869: 1.2548711414952844e-11
Position 3878: 8.015005961781531e-12
Position 4029: 7.769388009887429e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4581: 0.9935488928662674
Position 3386: 0.9644026827727904
Position 4792: 0.9133210636503554
Position 2662: 0.44450155203310165
Position 2704: 0.32401925270677606
Position 2224: 0.16494227076582949
Position 1111: 0.12899946563386994
Position 2758: 0.07966863765552348
Position 5302: 0.07143673679208695
Position 2341: 0.03531153486017467
Position 2282: 0.02763109057576858
Position 1549: 0.02608896049857626
Position 4806: 0.024880030504844997
Position 1582: 0.02178289325693056
Position 4779: 0.018409901435272404
Position 2387: 0.018225944668886513
Position 2667: 0.01674651180872641
Position 2475: 0.015392535908600338
Position 5152: 0.015035599455337329
Position 3005: 0.012123327871803887
Position 2746: 0.009727948706234396
Position 3246: 0.008652320582065505
Position 4128: 0.0070062409334905205
Position 2802: 0.006731371345888753
Position 5167: 0.006583255993171718
Position 2673: 0.006238032285406085
Position 2689: 0.005595830777469989
Position 1801: 0.005000046045565051
Position 2467: 0.004955593813924181
Position 3158: 0.004913277961338704
Position 399: 0.0038448368620859494
Position 4390: 0.0036440956587437197
Position 1918: 0.0034605641983115622
Position 2181: 0.00344243300629366
Position 1573: 0.002899124671244906
Position 1555: 0.0028785587638994565
Position 329: 0.002836576626360033
Position 1506: 0.0027306285599525888
Position 264: 0.002656980663499211
Position 4296: 0.0026502997545908126
Position 2328: 0.0025038699801782287
Position 1998: 0.0021951724499529733
Position 4612: 0.0020861817575661625
Position 3980: 0.002028423156449173
Position 1951: 0.00187780976552425
Position 2344: 0.0018370576978197638
Position 4213: 0.001781844927813887
Position 3064: 0.0016095964465945402
Position 3641: 0.001579215150581727
Position 1735: 0.001573052895299149
Position 1396: 0.0015467307806405822
Position 2162: 0.001521344913033681
Position 4776: 0.001457225660558963
Position 1769: 0.0014524031534722515
Position 1071: 0.001365841386137938
Position 4239: 0.001351545692323679
Position 2921: 0.00130561941003615
Position 857: 0.001276044341909193
Position 2821: 0.0012597631062127774
Position 534: 0.0011834761755258277
Position 4045: 0.0011775731461380551
Position 4306: 0.0010995617849153736
Position 1939: 0.001078040513779708
Position 5336: 0.0010774222588202553
Position 574: 0.0010341174842535088
