Gene = Dscam4
index = 1141
Annotated 5SS: [  174 10305 16355 16828 16972 21752 22144 24473 27338 27788 28060 28427
 30477 31199 31952 32965 33751 34288 34683 36023 37021 37856 38327 38937
 39303 40563 40776 41175 41320 41763 42042]
Annotated 3SS: [ 9910 16217 16705 16912 21674 21953 24306 27246 27699 27910 28302 30348
 31061 31808 32802 33605 33850 34528 35904 36857 37357 38179 38783 39207
 39511 40628 40839 41246 41612 41872 42112]
SMsplice 5SS: [  787 16355 16828 16972 21752 24473 27338 27788 28060 28427 30477 31199
 31564 31952 32965 33751 34288 34683 37021 37856 38327 38937 39303 40563
 40776 41175 41407 41628 41763 42042]
SMsplice 3SS: [16217 16705 16912 21674 24306 27246 27699 27910 28302 30348 31061 31259
 31808 32830 33605 33850 34528 36857 37357 38179 38484 38997 39511 40628
 40839 41246 41462 41681 41872 42140]
top_k =  1000
Partition function (log Z): 87.61762177937545

Sorted 5' Splice Sites (High to Low Probability):
Position 33751: 0.9989986650366575
Position 40776: 0.9973793842964684
Position 16355: 0.9970535227235506
Position 40563: 0.9968401719084016
Position 37021: 0.9955884011812293
Position 28427: 0.9941955510780057
Position 38327: 0.9908104924219577
Position 41175: 0.990116688614292
Position 41763: 0.9878575059519622
Position 28060: 0.9871547814224991
Position 42042: 0.9789180634768273
Position 21752: 0.9730893688846164
Position 34288: 0.9722524532977658
Position 38937: 0.971855549120078
Position 27788: 0.9664792517756716
Position 34683: 0.9511651867117139
Position 27338: 0.9436223222262413
Position 16828: 0.9187145408890519
Position 37856: 0.9173032231807363
Position 31199: 0.8703096537718238
Position 39303: 0.8656378863967853
Position 787: 0.8101173583100203
Position 31952: 0.7909200425650458
Position 16972: 0.7824640772399799
Position 41407: 0.7637498572436913
Position 24473: 0.7279119053603464
Position 31564: 0.7237520064868511
Position 32965: 0.6745271753639863
Position 30477: 0.6688452772366403
Position 13843: 0.542519388995855
Position 36023: 0.5216945874351078
Position 1607: 0.4869905464644586
Position 41628: 0.4330901079153278
Position 10305: 0.3814422881353377
Position 22144: 0.32307735194523
Position 31749: 0.31038133856334194
Position 24642: 0.2936240009222703
Position 14605: 0.29075488584604003
Position 14913: 0.21213218234639178
Position 15913: 0.20081645755060842
Position 31315: 0.15701829432968223
Position 33958: 0.1568499577867645
Position 41320: 0.1558289034964935
Position 30725: 0.1432135392978002
Position 1737: 0.14169469786681949
Position 35406: 0.1370021723423223
Position 29581: 0.1298390718947731
Position 42690: 0.12942154544859016
Position 23490: 0.09988488033021989
Position 25876: 0.08917018822760782
Position 22704: 0.0879617218658315
Position 174: 0.07163603193925637
Position 29546: 0.06230248373546464
Position 37717: 0.059349692985405066
Position 352: 0.05369820494122821
Position 24656: 0.05356406196480892
Position 39791: 0.05152639808158783
Position 14375: 0.0507527395892779
Position 39689: 0.04957819220366978
Position 27342: 0.049558077357032874
Position 33178: 0.046992586096268156
Position 39377: 0.04526003677536813
Position 39407: 0.04398531089760531
Position 42575: 0.04245245291175436
Position 17100: 0.03959840916699407
Position 20863: 0.039480459744380324
Position 37869: 0.037129426291599
Position 43007: 0.03583795931321328
Position 37678: 0.03233986638511466
Position 22253: 0.03076096006660309
Position 22662: 0.02949783913724406
Position 793: 0.029182085886317485
Position 21517: 0.02797632347019803
Position 1330: 0.027901021266141073
Position 7971: 0.02752443035875425
Position 1156: 0.02590995540954604
Position 29567: 0.025824274141393967
Position 424: 0.02569160873112969
Position 560: 0.025371081598628664
Position 39686: 0.02517068505436203
Position 22128: 0.024186984572544246
Position 1408: 0.024056405015474652
Position 22548: 0.023212283998552262
Position 2365: 0.022868575681177655
Position 30567: 0.022687092120092817
Position 39416: 0.022190392628432615
Position 13992: 0.022072169763762056
Position 27816: 0.022034875242290503
Position 37522: 0.021440131642664662
Position 27644: 0.02132963521407891
Position 2548: 0.0210625845186865
Position 22046: 0.020120441960190423
Position 38133: 0.018516012466883634
Position 61: 0.017048458251385016
Position 1307: 0.016490634095761916
Position 22073: 0.016305944711687642
Position 1021: 0.0144646622475887
Position 35067: 0.013607831877496274
Position 186: 0.013408387473621903
Position 42293: 0.012213810055599688
Position 2785: 0.011831646959346784
Position 184: 0.011694145753221296
Position 14909: 0.011276797047036278
Position 35844: 0.011170723548334425
Position 182: 0.011044474734784506
Position 188: 0.010924145323571695
Position 178: 0.010416627416375304
Position 397: 0.009958710692507712
Position 1141: 0.009073051052042012
Position 29571: 0.008969520248482873
Position 41546: 0.008697864168818795
Position 42357: 0.008640769313951215
Position 41814: 0.008580628498609143
Position 29908: 0.007386045346140854
Position 23901: 0.006523220433598686
Position 1177: 0.006389871255078393
Position 29600: 0.006344207172630485
Position 30152: 0.006323965314640621
Position 39977: 0.006244586616375142
Position 29825: 0.006207863639197343
Position 26277: 0.006197558136842444
Position 39295: 0.006197406547676748
Position 17440: 0.005747599315491642
Position 41184: 0.005687749122685351
Position 14195: 0.005614927307427885
Position 769: 0.005531078849058618
Position 29028: 0.00528135111673518
Position 23026: 0.005091969086670018
Position 22344: 0.005068327153783317
Position 180: 0.0050208728236169125
Position 33497: 0.005002374814412
Position 22428: 0.004755703139782136
Position 203: 0.004691524348476662
Position 34004: 0.004530733356743076
Position 27820: 0.004508994501018365
Position 41024: 0.004465600814179303
Position 34281: 0.004142530850943162
Position 23225: 0.004043484090380699
Position 775: 0.0037719941374156235
Position 42696: 0.0036581685469443907
Position 42103: 0.0036230847821960995
Position 20579: 0.0035587456679799143
Position 42469: 0.0034227292821655464
Position 41578: 0.0031434629165132803
Position 34130: 0.0030831261920005576
Position 20798: 0.0030109215146197905
Position 29577: 0.0030094317605189012
Position 29071: 0.002988985953636629
Position 27361: 0.002980221029959976
Position 27633: 0.0026911239696553175
Position 7982: 0.002682233784762069
Position 29596: 0.0026599704608462837
Position 41045: 0.002606866091521062
Position 1498: 0.0024334663558333615
Position 39983: 0.002342383400653864
Position 39353: 0.002314985001845113
Position 42279: 0.002267968705912291
Position 18196: 0.002249501499401031
Position 16808: 0.002238218766488361
Position 29046: 0.00222143359657199
Position 40195: 0.002110031050715902
Position 10113: 0.002100350972463659
Position 35639: 0.0020327677186407823
Position 25036: 0.0020226027805893493
Position 29015: 0.0019491013478162953
Position 34689: 0.00193413643958513
Position 18204: 0.0019134449056746716
Position 33993: 0.0019034877195099739
Position 41494: 0.0018368993835903677
Position 28121: 0.0018287808463848662
Position 27346: 0.001537427117620449
Position 42089: 0.0015338332537111758
