Gene = Hpd
index = 1214
Annotated 5SS: [ 101  345  796 1508]
Annotated 3SS: [ 317  411  853 1571]
SMsplice 5SS: [ 345  796 1508]
SMsplice 3SS: [ 411  853 1571]
top_k =  1000
Partition function (log Z): 2.4266592675388523

Sorted 5' Splice Sites (High to Low Probability):
Position 796: 0.9974299547017887
Position 1508: 0.9536306777367448
Position 345: 0.9515697766963577
Position 101: 0.1141333449113601
Position 270: 0.05216462036414747
Position 1268: 0.039825540867802725
Position 25: 0.007849483793872888
Position 359: 0.007702438573467753
Position 1033: 0.0064518976008736805
Position 141: 0.003891895210577405
Position 1198: 0.003383184029050821
Position 133: 0.003051470897627301
Position 125: 0.0011318771704122584
Position 122: 0.0008336962092061606
Position 136: 0.0007258506121191814
Position 155: 0.0005144427055125072
Position 180: 0.0004895207634228952
Position 1066: 0.00047209792052398537
Position 349: 0.0003592321583438717
Position 1382: 0.0003576545628482074
Position 989: 0.00025921394604026284
Position 800: 0.0002409534824932912
Position 892: 0.00020979576930098368
Position 209: 0.00018240243734019953
Position 86: 0.00014124917205238683
Position 772: 0.00014105692662010402
Position 1484: 0.00012433253310331638
Position 1142: 0.00011841657356885308
Position 92: 0.00011609377392138504
Position 1207: 8.830253866765282e-05
Position 58: 3.128150364875627e-05
Position 986: 2.946950203675292e-05
Position 1221: 2.6628807558495223e-05
Position 1118: 2.5460807590791025e-05
Position 457: 1.968275233250634e-05
Position 1393: 1.2860393830667448e-05
Position 1224: 1.0513475804866382e-05
Position 679: 8.356364561054318e-06
Position 377: 6.603099217000804e-06
Position 591: 4.287646770738742e-06
Position 1183: 4.26135278267859e-06
Position 1202: 4.0441160853380125e-06
Position 656: 3.2056071976137415e-06
Position 23: 2.299734698046192e-06
Position 1546: 1.3905208068943255e-06
Position 1051: 1.3653898712498375e-06
Position 804: 9.27819107991891e-07
Position 1070: 6.085768622886074e-07
Position 667: 5.74549294423558e-07
Position 1318: 5.718523436374097e-07
Position 938: 5.589443558096923e-07
Position 925: 4.864235285370155e-07
Position 733: 4.5464403788536085e-07
Position 1022: 4.238336322045151e-07
Position 658: 2.310442943140899e-07
Position 1297: 2.2170377413658614e-07
Position 1111: 1.9127496252072334e-07
Position 565: 1.356966577741217e-07
Position 853: 1.3446225043312687e-07
Position 1226: 7.37937024215241e-08
Position 730: 1.0527061347225568e-08
Position 583: 6.071966549701163e-09
Position 719: 5.241118383418157e-09
Position 878: 2.1019653254018316e-09
Position 595: 1.6201852800664952e-09
Position 712: 2.3480260199080477e-11
Position 589: 8.315779153746138e-12
Position 714: 5.954416026811569e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 853: 0.9839118382503143
Position 411: 0.971365554727154
Position 1571: 0.9595847681176419
Position 317: 0.12049655151797437
Position 1336: 0.03446800635415539
Position 246: 0.02332850123145175
Position 191: 0.016742638704886684
Position 1342: 0.00909629126242642
Position 922: 0.007299793348349315
Position 178: 0.003794896630475542
Position 525: 0.0024385629052190686
Position 1084: 0.0023143921655006013
Position 155: 0.0019451688653257817
Position 147: 0.0018269574966103064
Position 1438: 0.0012027959760189996
Position 269: 0.0012016360015500562
Position 1339: 0.0008416756521416021
Position 1327: 0.0007132750792596999
Position 220: 0.0006174631295225715
Position 1051: 0.0005602933270136627
Position 967: 0.00048419910965383
Position 1189: 0.0003947547342945778
Position 1012: 0.00038734139740538223
Position 1000: 0.00037486497522025756
Position 1363: 0.00028985627862111843
Position 256: 0.00027463396752087747
Position 322: 0.00027240693595937976
Position 1264: 0.00021801485051954665
Position 474: 0.0001980936350473015
Position 573: 0.0001770867044703124
Position 935: 0.00011987895065566475
Position 1393: 0.00011552524860134821
Position 1282: 0.00010501540349871409
Position 1353: 0.00010145485424368777
Position 336: 5.311145899128959e-05
Position 92: 4.941612555449516e-05
Position 579: 3.7290169094291165e-05
Position 1138: 3.244993940699203e-05
Position 1183: 3.17473954939702e-05
Position 1459: 3.132192432059639e-05
Position 345: 2.762647794337814e-05
Position 902: 2.7162999816687485e-05
Position 1595: 2.443380612174658e-05
Position 471: 2.024046306037078e-05
Position 1180: 2.0095069866005135e-05
Position 1450: 1.9707046356230184e-05
Position 730: 1.5481759567101375e-05
Position 829: 1.5006327687681687e-05
Position 1464: 1.4582354784214784e-05
Position 434: 1.4308763488839944e-05
Position 418: 1.0565963360032837e-05
Position 1540: 9.889948222852039e-06
Position 1195: 9.767211317939897e-06
Position 1390: 8.980758914545238e-06
Position 1166: 8.129944117458339e-06
Position 1484: 7.429994975413508e-06
Position 180: 3.7693444328262932e-06
Position 1135: 3.6979644586246817e-06
Position 532: 3.6477176667263364e-06
Position 1369: 3.596474656383665e-06
Position 1018: 3.260665271148918e-06
Position 684: 2.737092964928391e-06
Position 1289: 2.1790440244878574e-06
Position 1147: 1.596812934616739e-06
Position 558: 1.4269397689094185e-06
Position 1231: 1.3500980775546949e-06
Position 663: 1.34961752140643e-06
Position 1626: 1.2508677644899805e-06
Position 1546: 1.0925917977348855e-06
Position 357: 9.3905635808258e-07
Position 750: 8.855581776508045e-07
Position 1631: 6.138496508784622e-07
Position 670: 3.3431943782229706e-07
Position 375: 3.1844374323204516e-07
Position 679: 2.2810644410684538e-07
Position 792: 1.7189506169512765e-07
Position 1512: 1.479479597957212e-07
Position 349: 1.41250625421794e-07
Position 482: 6.54582235604163e-08
Position 621: 3.713417021527978e-08
Position 534: 1.4034429462189546e-08
Position 1635: 1.0143051621993527e-08
Position 109: 4.1751355586535206e-09
Position 67: 2.641406452952666e-09
Position 765: 1.307287753550098e-09
Position 86: 1.0717306244174893e-09
Position 883: 3.213389898425443e-10
Position 69: 2.960738815032493e-10
