Gene = Rbfox1
index = 1410
Annotated 5SS: [   534  25152  87194  89835  92743  93077  94000  95064  95913  98918
 104128 106276 106485 107320 108105 108979]
Annotated 3SS: [ 24657  86716  89636  92037  93022  93906  95008  95870  98896 103403
 106214 106430 107247 107943 108914 109108]
SMsplice 5SS: [   534  25152  87194  92743  93077  94000 108105 108979]
SMsplice 3SS: [ 24657  86716  92037  93022  93935 107943 108604 109108]
top_k =  1000
Partition function (log Z): -106.36410623272548

Sorted 5' Splice Sites (High to Low Probability):
Position 534: 0.9915432126871923
Position 25152: 0.8264190281750743
Position 34523: 0.08678762742127609
Position 1042: 0.05872985415119575
Position 1158: 0.05421690464014625
Position 1226: 0.053331789029916414
Position 1393: 0.035428500765757605
Position 866: 0.034649428532510546
Position 309: 0.0014522377369236839
Position 78: 0.0009310880066314327
Position 348: 0.0007064832790872676
Position 477: 0.00039948782283820417
Position 23: 0.0003289209254806912
Position 73: 0.00032259290368971384
Position 758: 0.00027953045005078023
Position 221: 0.0002379638902731152
Position 730: 0.00019313922415170313
Position 313: 0.00018747734296036513
Position 449: 0.00010497688074731875
Position 1204: 8.476276074080783e-05
Position 234: 6.082653198559195e-05
Position 333: 5.253808647875801e-05
Position 571: 4.713750182509523e-05
Position 148: 4.178267346761464e-05
Position 525: 3.501841907290258e-05
Position 801: 2.9220660923381523e-05
Position 462: 2.4919581185755016e-05
Position 215: 1.9946855684959597e-05
Position 794: 1.7927119875794102e-05
Position 180: 1.6399068721170376e-05
Position 1056: 1.486816281816778e-05
Position 1210: 1.1417568922680316e-05
Position 1190: 7.872117813464432e-06
Position 335: 7.713338418597926e-06
Position 352: 6.868784998456538e-06
Position 91: 6.605164203867488e-06
Position 133: 5.874482344893361e-06
Position 453: 5.215958446298204e-06
Position 223: 4.7728160703997245e-06
Position 307: 3.992899423167918e-06
Position 106: 3.7994474906173385e-06
Position 89: 3.5006857823070284e-06
Position 236: 2.410753822669266e-06
Position 1005: 2.400718317753976e-06
Position 247: 1.924536477537126e-06
Position 773: 1.8296405143839933e-06
Position 592: 1.8174699126863126e-06
Position 225: 1.4358356973949133e-06
Position 205: 8.3271327813875e-07
Position 15: 7.20951748309874e-07
Position 756: 3.4214506807536e-07
Position 207: 2.2043122073458416e-07
Position 457: 2.0763086544042069e-07
Position 623: 2.0116114309159155e-07
Position 245: 1.9514176142541012e-07
Position 825: 1.7249373777587287e-07
Position 238: 1.3861075460450076e-07
Position 343: 1.0759394329480016e-07
Position 1011: 7.650553329392624e-08
Position 257: 5.897000107476933e-08
Position 254: 5.7962665294877266e-08
Position 382: 4.648706466592967e-08
Position 464: 2.2419166525222585e-08
Position 340: 1.8850989127725843e-08
Position 451: 1.809822885076156e-08
Position 345: 1.4974615089512592e-08
Position 413: 1.3284618886838262e-08
Position 466: 1.2988289637540464e-08
Position 703: 1.2870642016081587e-08
Position 398: 1.5906901446363629e-09
Position 11903: 2.0058097675644194e-15
Position 8250: 1.7240631994438777e-16
Position 8649: 1.2440118181932185e-16
Position 7407: 8.39626384983804e-17
Position 1680: 2.489039632852452e-17
Position 1726: 1.4684797921216485e-17
Position 1413: 1.1021547402237765e-17
Position 1616: 1.0196732799419707e-17
Position 6122: 5.167872486298258e-18
Position 5092: 5.0644829798302165e-18
Position 6118: 2.7168462906045923e-18
Position 5255: 1.5630765898000997e-18
Position 4727: 1.2135583904615487e-18
Position 2387: 1.0356196826440023e-19
Position 5088: 4.495505785728401e-20
Position 2758: 3.7200706426535616e-20
Position 4747: 1.871137694510551e-20
Position 1975: 1.8556793392408786e-20
Position 1424: 1.1501148376235525e-20
Position 2713: 7.829044829166023e-21
Position 2186: 6.208149128314422e-21
Position 1979: 5.30473260400707e-21
Position 1433: 4.845051952837388e-21
Position 2002: 4.781818227094543e-21
Position 1269: 3.945969928693185e-21
Position 1351: 3.939904931710239e-21
Position 4237: 3.6347471808728624e-21
Position 1375: 2.9036563318548095e-21
Position 2336: 4.2706607449627744e-23
Position 1684: 2.4785614685132406e-23
Position 1549: 1.9078898880977647e-23

Sorted 3' Splice Sites (High to Low Probability):
Position 38199: 0.982019076204456
Position 24657: 0.8264191474164204
Position 34472: 0.10430236712020648
Position 847: 0.09755021695520569
Position 583: 0.0898283689762403
Position 608: 0.028892679316569882
Position 1101: 0.009045676578576847
Position 1035: 0.003035244712765147
Position 592: 0.0016302165415488907
Position 895: 0.0015443131184819533
Position 1269: 0.0006440095712666143
Position 33699: 0.00046497584425295857
Position 1257: 0.00038675031524235603
Position 901: 0.0003730427759889882
Position 1040: 0.00018774651391455588
Position 1340: 0.0001821480857297731
Position 1328: 0.00017144059673577955
Position 623: 6.698530402943685e-05
Position 133: 1.703236409657589e-05
Position 406: 4.769037895821281e-06
Position 98: 4.666588706947625e-06
Position 148: 3.3805200182235253e-06
Position 28546: 7.500935009036321e-07
Position 809: 6.511100784125943e-07
Position 279: 4.704076024215521e-07
Position 735: 3.5723092318996015e-07
Position 853: 3.205997539462556e-07
Position 477: 2.6315911946736463e-07
Position 942: 1.937950870467487e-07
Position 413: 1.761431419364539e-07
Position 25716: 1.5989253108644798e-07
Position 391: 1.5230455572271433e-07
Position 317: 1.513467912278864e-07
Position 435: 1.44262176629995e-07
Position 25218: 1.0422378941688114e-07
Position 199: 8.642956361283203e-08
Position 276: 7.422959951437133e-08
Position 489: 5.159696107535874e-08
Position 422: 3.4498750539926835e-08
Position 26367: 3.373218995228253e-08
Position 869: 2.785434565743691e-08
Position 25201: 2.6824103770526988e-08
Position 560: 1.8979521169571637e-08
Position 25327: 1.3903523749277795e-08
Position 205: 8.703743314302675e-09
Position 519: 8.577188289849819e-09
Position 73: 2.4268996520902675e-09
Position 21962: 2.9194210664311684e-10
Position 333: 1.335927710668982e-10
Position 521: 6.473710611058289e-11
Position 326: 5.987858701518124e-11
Position 19820: 4.2919317897993973e-11
Position 18376: 3.3063389542258537e-12
Position 17822: 1.0572973245143897e-12
Position 17360: 9.87830462379652e-13
Position 16293: 6.065016623025544e-13
Position 15884: 1.538389168621041e-13
Position 16398: 1.4741061703431912e-13
Position 15826: 7.997754999519715e-14
Position 15117: 5.803932963055101e-14
Position 15207: 3.572909949161717e-14
Position 13513: 1.595248481132341e-14
Position 14193: 1.4475983041867334e-14
Position 12471: 9.57832063204239e-15
Position 13929: 9.53289639558712e-15
Position 13664: 6.645263412953284e-15
Position 13211: 3.9088068331735696e-15
Position 11633: 3.3994331765169526e-15
Position 13092: 2.629142902338076e-15
Position 12520: 2.2567066227653832e-15
Position 11676: 1.980614615025198e-15
Position 12830: 1.8970155891116734e-15
Position 8329: 1.0466626188524587e-15
Position 11847: 8.736617879551116e-16
Position 11563: 7.504631136721085e-16
Position 8173: 3.841080733568099e-16
Position 11080: 3.3245004413231833e-16
Position 9214: 1.7504210381394343e-16
Position 8714: 1.4289506058992766e-16
Position 5823: 1.3116210253596342e-16
Position 9234: 8.981727350442243e-17
Position 7225: 8.20583878042395e-17
Position 9788: 7.138286108755194e-17
Position 9127: 5.747468624088875e-17
Position 9473: 3.707368692608206e-17
Position 9051: 2.981176372286745e-17
Position 8842: 2.2841155502030615e-17
Position 8067: 1.8530601465374008e-17
Position 8138: 1.6302076258171644e-17
Position 8037: 1.5625785373842916e-17
Position 8562: 1.4850539654250134e-17
Position 4602: 1.4808268758847125e-17
Position 8089: 8.428845867115783e-18
Position 7155: 7.994504928043554e-18
Position 7229: 7.964413546234216e-18
Position 6187: 7.884718776902855e-18
Position 5072: 5.146352179331386e-18
Position 6784: 3.541172069838882e-18
Position 5013: 3.516866434477773e-18
Position 1533: 3.4195081698128005e-18
Position 4940: 3.2651955237821514e-18
Position 6744: 2.996840539577134e-18
Position 5707: 2.588448705232288e-18
Position 5244: 2.5635564767772365e-18
Position 4793: 2.3562939609840252e-18
Position 6371: 2.044324300562211e-18
Position 5375: 1.9274089903891216e-18
Position 5733: 1.688175233322219e-18
Position 2487: 1.6848779904399504e-18
Position 3443: 1.3817237665284328e-18
Position 4013: 1.3157808290536377e-18
Position 5965: 1.2423211251239138e-18
Position 1527: 1.2281720408908457e-18
Position 2656: 1.0712467521653604e-18
Position 3212: 1.0342415096949234e-18
Position 1563: 9.70089399035904e-19
Position 4877: 7.941186620783547e-19
Position 6078: 6.851729916273792e-19
Position 6103: 6.415485164059789e-19
Position 5147: 6.066401294158691e-19
Position 3289: 5.100781995116232e-19
Position 5000: 3.722193672410463e-19
Position 4899: 3.6905605809810867e-19
Position 5619: 3.2570022893200524e-19
Position 2441: 2.735422524587529e-19
Position 4029: 2.3619842279267212e-19
Position 3269: 2.226132542625777e-19
Position 2499: 2.2028165737571365e-19
Position 1488: 1.5970686791843477e-19
Position 1852: 1.526042985329497e-19
Position 4472: 1.408370036079459e-19
Position 3544: 1.2015660929011314e-19
Position 4310: 1.186386489925354e-19
Position 2811: 9.782265240083813e-20
Position 4410: 8.066226060643168e-20
Position 1787: 7.800414088509284e-20
Position 3494: 4.744306362262921e-20
Position 1811: 4.106442217972888e-20
Position 2536: 3.078753962399371e-20
Position 3576: 2.6633440048631788e-20
Position 2783: 2.2736619585028384e-20
Position 3372: 1.9858548983082657e-20
Position 2695: 1.9355152404073667e-20
Position 3248: 1.673615337365949e-20
Position 2113: 1.438616586608717e-20
Position 2372: 1.0024508921677825e-20
Position 2081: 7.013972544857316e-21
Position 1536: 6.953594459265658e-21
Position 2283: 6.836439566733504e-21
Position 2178: 6.390953624165977e-21
Position 1615: 3.8766444277734605e-21
Position 2018: 3.263770136706627e-21
Position 2046: 2.7615107825442007e-21
Position 1042: 1.4472146524209778e-21
Position 1171: 6.687834170570095e-23
Position 1204: 1.6045218954935463e-23
Position 1210: 1.1385662429170364e-23
