Gene = IPIP
index = 1222
Annotated 5SS: [ 417  629  936 1345 1631]
Annotated 3SS: [ 509  691 1008 1411 2071]
SMsplice 5SS: [ 629  936 1345 1631]
SMsplice 3SS: [ 691 1008 1411 2071]
top_k =  1000
Partition function (log Z): -0.2599420135754571

Sorted 5' Splice Sites (High to Low Probability):
Position 936: 0.992622760224854
Position 1631: 0.8800875013487645
Position 1345: 0.8518212897218155
Position 30: 0.4975321022002935
Position 629: 0.4838557795899127
Position 625: 0.2500938965583391
Position 417: 0.10118745947155373
Position 1877: 0.06885140661267669
Position 124: 0.06257486409414749
Position 2348: 0.03586424204835135
Position 72: 0.0133440377735435
Position 633: 0.013218577831650405
Position 398: 0.013104433097205697
Position 2380: 0.010953046291286067
Position 128: 0.008662328722631805
Position 761: 0.007205569393503363
Position 2324: 0.005427096872713738
Position 1672: 0.00514849439321999
Position 1668: 0.004975222089249339
Position 1888: 0.004828497224834153
Position 726: 0.003840418638645502
Position 444: 0.0033228395256890086
Position 284: 0.0026719659578567675
Position 567: 0.002567941682795558
Position 442: 0.002530630342295031
Position 403: 0.0024162270610192304
Position 1677: 0.0020542211170888527
Position 1164: 0.001739688810901761
Position 1280: 0.0017380274748875339
Position 2236: 0.0014107356102465965
Position 1457: 0.0013492329645257547
Position 141: 0.0011860957437945206
Position 768: 0.0011293573138511763
Position 2354: 0.001086072150575721
Position 898: 0.000900204013165987
Position 24: 0.000561299565405255
Position 2213: 0.0004605475120507337
Position 318: 0.00045186739251769614
Position 2410: 0.0004004936418402071
Position 1658: 0.0003964717127274438
Position 192: 0.000382626418943884
Position 1641: 0.00033076320919564006
Position 8: 0.0002811710780875311
Position 2394: 0.00027167829292311005
Position 2340: 0.00026644480909231004
Position 562: 0.00023265007652449455
Position 2343: 0.0002062121528041592
Position 1987: 0.00018781112423468726
Position 489: 0.00018267642839303009
Position 389: 0.0001464663051037689
Position 795: 0.0001295788719888815
Position 588: 0.00012698298459147477
Position 164: 0.0001197761141803483
Position 339: 0.00011927769653302993
Position 267: 9.631557789637577e-05
Position 750: 7.737778997626104e-05
Position 1247: 7.332029018561068e-05
Position 132: 5.935273762840178e-05
Position 2228: 5.429138518712239e-05
Position 373: 4.76670298636243e-05
Position 1154: 3.66980243114945e-05
Position 1925: 3.633357092202732e-05
Position 1703: 3.565653839838155e-05
Position 1860: 3.31651925465335e-05
Position 307: 3.123068714256152e-05
Position 574: 3.02604814498655e-05
Position 583: 2.8209996521627593e-05
Position 1770: 2.6512478232457663e-05
Position 541: 2.4824835778105013e-05
Position 1131: 2.393015713885952e-05
Position 98: 2.346793912334433e-05
Position 1856: 2.187939337387961e-05
Position 1316: 2.1220435825396544e-05
Position 1526: 2.0595464919360495e-05
Position 546: 2.0225674313055968e-05
Position 597: 1.9512505924006785e-05
Position 197: 1.852592245012594e-05
Position 458: 1.7771896776531025e-05
Position 2301: 1.5623519255932007e-05
Position 585: 1.538186311143944e-05
Position 720: 1.4190513204392235e-05
Position 2253: 1.0038059116851906e-05
Position 1094: 9.709942118829937e-06
Position 667: 7.314939717903307e-06
Position 960: 6.6573195320483324e-06
Position 661: 4.3546973853325326e-06
Position 167: 3.802884188265635e-06
Position 1032: 3.2738075450170995e-06
Position 1736: 2.785731577403672e-06
Position 224: 2.763642406154584e-06
Position 465: 2.630381964301509e-06
Position 237: 2.210091055662236e-06
Position 342: 1.5091769199713394e-06
Position 902: 9.83884934019975e-07
Position 904: 8.210497091653733e-07
Position 1543: 7.44238669266905e-07
Position 149: 7.08849543841438e-07
Position 1062: 4.124921014109069e-07
Position 195: 3.9967551034769533e-07
Position 487: 3.672579769726747e-07
Position 529: 2.459049206397648e-07
Position 261: 5.690375533121739e-08
Position 1892: 1.457608364523916e-08
Position 867: 9.615486509315352e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 1008: 0.9839568230142348
Position 1411: 0.8586429400308648
Position 2071: 0.809610941619935
Position 857: 0.42432925933768056
Position 691: 0.3525957711919216
Position 103: 0.21475267722665495
Position 144: 0.21185022897292585
Position 509: 0.132495989455341
Position 2468: 0.07498305165917145
Position 706: 0.06021673216087613
Position 2043: 0.04587411512632004
Position 1949: 0.026395646458442407
Position 2047: 0.026266237574924318
Position 476: 0.019723539153085227
Position 1770: 0.016492554049184666
Position 342: 0.016241813599084637
Position 167: 0.008230020438418821
Position 123: 0.007705353179164418
Position 1971: 0.0074831842823390405
Position 224: 0.006950773336750175
Position 566: 0.005309337962477827
Position 1522: 0.00505289801177237
Position 192: 0.004193606246006913
Position 1799: 0.003241621527222624
Position 2282: 0.0029970469228358934
Position 1789: 0.0022925623644003213
Position 1987: 0.002167546776407483
Position 254: 0.0021155275793111896
Position 1849: 0.0013217100993333434
Position 72: 0.001211099032536957
Position 1759: 0.0011871432918419517
Position 1895: 0.001111377791735948
Position 1703: 0.0010885459865357461
Position 1750: 0.001050960812917823
Position 1502: 0.0008592921893254869
Position 440: 0.0007106899698548292
Position 1853: 0.0006931439292552519
Position 648: 0.0006721727573229566
Position 2201: 0.0004985405882973902
Position 1677: 0.0004804781773417661
Position 863: 0.0004389990795932181
Position 2150: 0.0004316506521860602
Position 1071: 0.00039647981886150853
Position 2054: 0.0003089301765307904
Position 591: 0.00030579515815963316
Position 1892: 0.0002630670137632612
Position 1424: 0.00021985756230755632
Position 1413: 0.00021021960952204998
Position 812: 0.00020870550180510526
Position 359: 0.00019556954786972917
Position 831: 0.00017533446285981154
Position 1049: 0.0001255873133601528
Position 2096: 0.00011330437874913939
Position 2235: 0.00010988628785905437
Position 872: 9.182251802898657e-05
Position 1233: 7.875868988262693e-05
Position 387: 7.245294782966746e-05
Position 302: 6.443883643390694e-05
Position 2090: 5.552665359591438e-05
Position 867: 4.94804412071337e-05
Position 814: 4.874746210449071e-05
Position 416: 4.4051042414997115e-05
Position 759: 4.2712899879589695e-05
Position 1526: 4.2363750941636586e-05
Position 513: 4.058129133646292e-05
Position 1898: 3.9166887770534966e-05
Position 600: 3.647152885674389e-05
Position 1237: 3.279121589051941e-05
Position 747: 3.183596923446498e-05
Position 1094: 3.036718986566467e-05
Position 734: 2.4386968856220796e-05
Position 182: 2.1930110000397502e-05
Position 1481: 2.1816446800150496e-05
Position 1718: 1.7755908332156505e-05
Position 1925: 1.7148019843417625e-05
Position 614: 1.2746244862482019e-05
Position 892: 1.1957243514699491e-05
Position 725: 1.1544725038806775e-05
Position 2108: 1.0168253134387285e-05
Position 1991: 8.851725939760838e-06
Position 1163: 6.626446977431197e-06
Position 546: 6.044303210718282e-06
Position 1112: 2.9099343822283087e-06
Position 1109: 2.519851951974647e-06
Position 1184: 2.2781859042759898e-06
Position 1040: 2.1773691073842853e-06
Position 1469: 1.8463658093349217e-06
Position 880: 1.4067087014255753e-06
Position 605: 2.392258893860175e-07
Position 1345: 7.787162904487111e-08
Position 294: 1.6504784276557202e-08
Position 1316: 1.5721470469490527e-08
Position 1589: 1.21216595796998e-08
Position 1605: 8.828214117933248e-09
Position 1280: 6.6071242340701185e-09
Position 1608: 5.180979664092034e-09
Position 307: 1.1643389618652978e-10
