Gene = serp
index = 1869
Annotated 5SS: [ 596 1791 2207]
Annotated 3SS: [1617 1956 5516]
SMsplice 5SS: [ 596 1791 2207]
SMsplice 3SS: [1617 1956 5516]
top_k =  1000
Partition function (log Z): 8.720521194011488

Sorted 5' Splice Sites (High to Low Probability):
Position 2207: 0.9982370983388787
Position 1791: 0.9981849922998071
Position 596: 0.9365697889219823
Position 5304: 0.19701845002286691
Position 5237: 0.11938791530607672
Position 785: 0.06859890213321129
Position 5458: 0.06652730727247892
Position 2652: 0.039546609316700884
Position 1554: 0.03603242201002273
Position 443: 0.03507071442943548
Position 5453: 0.02956312528489152
Position 855: 0.016378459828139368
Position 375: 0.013861509401089569
Position 1200: 0.01346770972855681
Position 3550: 0.013398205505110138
Position 5327: 0.012617988233580098
Position 2563: 0.01150329934625659
Position 287: 0.005186900767344482
Position 5315: 0.004073600013133441
Position 5269: 0.0031012577484108013
Position 3217: 0.0025722987895035413
Position 4846: 0.0019791125239491075
Position 255: 0.0018377714256831493
Position 5598: 0.0016992400196126705
Position 5213: 0.001480223583504301
Position 4252: 0.0014653482841576785
Position 2479: 0.0014272661407494446
Position 1048: 0.0012944007331059713
Position 1780: 0.0012373136281404356
Position 851: 0.0011890216049927696
Position 2615: 0.0010440365714429719
Position 6025: 0.0007749673359075535
Position 1539: 0.0006573647419562655
Position 1063: 0.0005872294746452946
Position 5261: 0.0005677235673955992
Position 3475: 0.0005507719032048312
Position 5343: 0.000542894191117856
Position 3194: 0.000512695170261595
Position 339: 0.0005094826794642726
Position 6665: 0.0004968477429783125
Position 426: 0.0004861935782731808
Position 5957: 0.0004326553815256754
Position 1819: 0.0003806087909393213
Position 3716: 0.0003675549926746807
Position 1251: 0.0003534333766604002
Position 3134: 0.0003391200368954635
Position 552: 0.0003348310245411207
Position 3967: 0.0003199301716373509
Position 601: 0.0002959103877708351
Position 2680: 0.00026974307810616446
Position 3317: 0.0002687094742154854
Position 1453: 0.00025751369085211153
Position 351: 0.00024657804154877463
Position 809: 0.00020774440756013573
Position 2671: 0.000205753930022507
Position 3721: 0.00017756582029139083
Position 2297: 0.00017677520777651133
Position 1419: 0.00014409926960023487
Position 3944: 0.00014183587213970728
Position 844: 0.00013663128817160308
Position 1194: 0.00012950575467754298
Position 363: 0.00012237157059594723
Position 328: 0.00011980277834387595
Position 188: 0.00011853226191771252
Position 6418: 0.00011790069751142993
Position 6632: 0.0001138057034184345
Position 1224: 0.0001123413017056626
Position 2309: 0.00010669788498310026
Position 5951: 0.00010501665722393989
Position 5692: 0.00010347861444777956
Position 5218: 0.00010036687144751084
Position 1177: 9.74852329980337e-05
Position 447: 8.951468345487634e-05
Position 2664: 8.384883303631079e-05
Position 490: 8.363418789511339e-05
Position 1812: 7.990727965661959e-05
Position 5297: 7.983939020709735e-05
Position 4605: 7.795274836383548e-05
Position 559: 6.659206644883405e-05
Position 6321: 6.23584016824606e-05
Position 5129: 5.870382099797605e-05
Position 445: 5.507563501896124e-05
Position 373: 5.389811586753268e-05
Position 1439: 5.361264142427463e-05
Position 1302: 5.102573719787233e-05
Position 2909: 4.785668550035574e-05
Position 2211: 4.706854628016483e-05
Position 3334: 4.4314771661456e-05
Position 907: 4.3886679168406844e-05
Position 3252: 4.2344312878602455e-05
Position 940: 4.163130589292167e-05
Position 428: 4.085810073457864e-05
Position 1795: 3.979302431199216e-05
Position 1413: 3.78552218099406e-05
Position 2204: 3.7533935646499834e-05
Position 2251: 3.686692070287305e-05
Position 4461: 3.150048597252173e-05
Position 6654: 3.040801471672473e-05
Position 1815: 2.9632736188803736e-05
Position 3154: 2.865423084609254e-05
Position 160: 2.8094001623733373e-05
Position 1160: 2.7660085226179395e-05
Position 2316: 2.743364996635441e-05
Position 204: 2.517786971090188e-05
Position 4007: 2.3954659973723412e-05
Position 1329: 2.2387842899136476e-05
Position 529: 2.231581507693522e-05
Position 5563: 2.214569197842562e-05
Position 1463: 2.0721280471130926e-05
Position 3136: 2.0507276252925285e-05
Position 1831: 1.9355388359804876e-05
Position 789: 1.7515711092685834e-05
Position 2580: 1.6329365021492188e-05
Position 1310: 1.6090766757918846e-05
Position 3843: 1.5146067131542023e-05
Position 2691: 1.494707228716643e-05
Position 556: 1.3982434726080152e-05
Position 2932: 1.3948355934034253e-05
Position 636: 1.3925417423815444e-05
Position 2952: 1.3748105478399628e-05
Position 1445: 1.3531439778968675e-05
Position 2032: 1.048392575634121e-05
Position 1433: 9.776741047761545e-06
Position 270: 9.55985664249184e-06
Position 4105: 9.470083618802953e-06
Position 2578: 8.986925643522633e-06
Position 326: 8.569584481492275e-06
Position 836: 8.292821583258905e-06
Position 31: 8.283329430224092e-06
Position 902: 7.366707590697025e-06
Position 1042: 5.500941521919208e-06
Position 285: 5.086603620316485e-06
Position 1740: 4.407035982202546e-06
Position 1040: 4.27235572430687e-06
Position 1294: 4.051401354627432e-06
Position 891: 4.048200208366411e-06
Position 1052: 4.037226700358414e-06
Position 1386: 3.7974617715268985e-06
Position 1727: 3.6473694757705314e-06
Position 2307: 3.4964191873233408e-06
Position 1770: 3.3978176373939413e-06
Position 52: 3.286961979713253e-06
Position 799: 3.1188190070848046e-06
Position 646: 2.22673818560327e-06
Position 868: 1.968024201654996e-06
Position 794: 1.5463036342530494e-06
Position 1885: 1.454087490157575e-06
Position 492: 1.2742466304337406e-06
Position 804: 1.2583990910623131e-06
Position 1281: 1.2120693576390679e-06
Position 1730: 1.1510162522159053e-06
Position 1279: 9.612558873501295e-07
Position 687: 7.619837917361383e-07
Position 2527: 7.588589050693404e-07
Position 313: 5.39590177697932e-07
Position 806: 5.2822526467508e-07
Position 639: 4.518088462426276e-07
Position 3370: 3.702718962408455e-07
Position 2068: 3.5603297346984174e-07
Position 2525: 1.797006341947234e-07
Position 11: 1.626336880226987e-07
Position 2028: 1.1007765500487308e-07
Position 2907: 1.0662884879375203e-07
Position 2231: 8.041036024498024e-08
Position 2046: 3.9959387666229683e-08
Position 949: 3.8662150544193324e-08
Position 1935: 2.5140305810093192e-08
Position 3651: 2.2937242726255522e-08
Position 2499: 1.766964157185993e-08
Position 3121: 1.2196110425677105e-08
Position 568: 1.0768136274111528e-08
Position 2922: 9.596011915469059e-09
Position 2920: 9.09482653971686e-09
Position 1703: 9.018841002576046e-09
Position 2553: 7.83085241310318e-09
Position 768: 6.439526881891313e-09
Position 2100: 6.327306579974393e-09
Position 2278: 5.869174063917201e-09
Position 1985: 4.0218430501652285e-09
