Gene = SmydA-3
index = 1509
Annotated 5SS: [ 119 1547 3299 3639]
Annotated 3SS: [1099 2968 3411 3692]
SMsplice 5SS: [ 119 3299 3639]
SMsplice 3SS: [2968 3411 3692]
top_k =  1000
Partition function (log Z): 3.4968723432180293

Sorted 5' Splice Sites (High to Low Probability):
Position 3299: 0.994562968988439
Position 3639: 0.942257871714777
Position 1547: 0.3410948223394867
Position 119: 0.257822336509459
Position 338: 0.15832601472352253
Position 1971: 0.12987967051999197
Position 1497: 0.1102458814415672
Position 988: 0.1079051904197836
Position 845: 0.10605668692424633
Position 780: 0.10103426536145939
Position 2745: 0.07994052933399146
Position 340: 0.06352018650055337
Position 1834: 0.0611107659535736
Position 821: 0.039978201756144784
Position 313: 0.039325175378089716
Position 2148: 0.03304298028668324
Position 2143: 0.03209492542773139
Position 2830: 0.031864387009989635
Position 29: 0.022818419249121785
Position 698: 0.014722720124964983
Position 1761: 0.01451760214170564
Position 560: 0.009009749976771043
Position 509: 0.007879906200341484
Position 2729: 0.007633340928817722
Position 214: 0.00751673543762843
Position 311: 0.007286202124091545
Position 681: 0.006994258249291765
Position 633: 0.0060005591347897244
Position 2119: 0.005457879073599896
Position 330: 0.005279265907110078
Position 977: 0.004620413268886104
Position 1641: 0.004591229832123089
Position 3597: 0.0043370464508013275
Position 1461: 0.004115827382621962
Position 1591: 0.0035086665274605675
Position 9: 0.0034291334648224605
Position 641: 0.0030716159267079
Position 2401: 0.0027323584549531817
Position 3782: 0.002731064579409615
Position 1898: 0.0027310111112154077
Position 3306: 0.002346520598872951
Position 1007: 0.00227582003296474
Position 342: 0.0022625560756475978
Position 2604: 0.0020518099538745587
Position 1824: 0.0015810077609249794
Position 2533: 0.0015697358520078588
Position 2886: 0.0015065270801541877
Position 2477: 0.00115276741768996
Position 3318: 0.0011476847225213816
Position 164: 0.0011123688329861456
Position 3156: 0.0011037818089759646
Position 126: 0.0011018636781779058
Position 592: 0.0007717567600094332
Position 1930: 0.0007160023350313142
Position 66: 0.0006745051007578202
Position 344: 0.0006297651092221335
Position 3081: 0.0005021310215018309
Position 1272: 0.000500460304112684
Position 12: 0.00048252696137572734
Position 324: 0.00046349473146008576
Position 2543: 0.0004130905236706074
Position 1980: 0.0004117222142957338
Position 1908: 0.0003016546310714132
Position 1415: 0.00030026345227743284
Position 411: 0.00028415480336353656
Position 470: 0.00027520817044263287
Position 1578: 0.00025295858458080923
Position 448: 0.00023073364706862546
Position 2517: 0.00022904304264148776
Position 1777: 0.00022737215453477817
Position 1323: 0.00019995995453981995
Position 480: 0.0001837989447641976
Position 1765: 0.00017736497196405336
Position 3215: 0.0001763684842110836
Position 1072: 0.00017265537086039935
Position 332: 0.00016203321215795623
Position 3620: 0.00016055523957261657
Position 2368: 0.00015912977632583146
Position 3171: 0.00015551416447432114
Position 4309: 0.0001550627308234625
Position 482: 0.00013441028583318488
Position 2397: 0.00011932432218408688
Position 2091: 0.00010890762795705546
Position 2109: 0.00010834658535039257
Position 2290: 0.00010711143771539558
Position 3850: 0.00010135076192494405
Position 403: 0.00010133406773111136
Position 1584: 9.944166241613046e-05
Position 1512: 8.8913481148969e-05
Position 1871: 8.600309102800863e-05
Position 4219: 8.39259265627348e-05
Position 790: 8.14784800766254e-05
Position 2318: 8.109572529804949e-05
Position 1454: 7.643297320866415e-05
Position 714: 6.894157363753956e-05
Position 2282: 6.71736235671973e-05
Position 209: 6.667715821084372e-05
Position 3841: 6.122689690385658e-05
Position 140: 5.8851436170529934e-05
Position 1406: 5.8297132104258875e-05
Position 1479: 5.7252553606362135e-05
Position 3523: 5.413090567079984e-05
Position 929: 5.4098732181792656e-05
Position 4387: 5.088142291263325e-05
Position 1599: 5.0077340446359446e-05
Position 3916: 4.734389544390251e-05
Position 3303: 4.716196242255917e-05
Position 2001: 4.577054031849939e-05
Position 2073: 4.538002014041371e-05
Position 1645: 4.478781095591026e-05
Position 3153: 4.099609765231655e-05
Position 3601: 4.0490251141574056e-05
Position 1434: 3.6057943370023257e-05
Position 4262: 3.5429916881049196e-05
Position 809: 3.5343032076293157e-05
Position 1618: 3.51567752724103e-05
Position 639: 3.3369339029011426e-05
Position 1352: 2.8007778033208238e-05
Position 706: 2.3466973314466694e-05
Position 3664: 2.2541925382242496e-05
Position 3335: 1.8915700205269208e-05
Position 4026: 1.810495467518778e-05
Position 952: 1.7681272823968934e-05
Position 898: 1.698060437851037e-05
Position 1178: 1.6978432171214538e-05
Position 4168: 1.536679430573832e-05
Position 3447: 1.491711320085583e-05
Position 3015: 1.4890827973248524e-05
Position 3160: 1.3831775729878941e-05
Position 34: 1.3398615478406474e-05
Position 716: 1.0686344134180793e-05
Position 3592: 1.0657969880503317e-05
Position 3063: 9.298416165551278e-06
Position 317: 8.477289087168858e-06
Position 3095: 7.190605765018639e-06
Position 628: 6.3959508945571175e-06
Position 432: 5.963673854450254e-06
Position 1193: 5.714915964477266e-06
Position 4360: 5.030269968725658e-06
