Gene = LSm-4
index = 1248
Annotated 5SS: [ 375  593 1211 1313 1474]
Annotated 3SS: [ 448  652 1270 1374 1646]
SMsplice 5SS: [ 375  593 1211 1313 1474]
SMsplice 3SS: [ 448  652 1270 1374 1646]
top_k =  1000
Partition function (log Z): 10.139379301251617

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9992375712500512
Position 375: 0.9947642961517021
Position 1211: 0.9734376366276364
Position 1474: 0.8950640359898121
Position 1313: 0.7457559700526741
Position 1494: 0.034512477125266734
Position 1417: 0.021047566869318586
Position 27: 0.007601255892154921
Position 750: 0.007378038661545537
Position 1579: 0.004578615751140833
Position 245: 0.004565207899565757
Position 1231: 0.0036246847491090382
Position 1013: 0.0033301997348052117
Position 803: 0.0019123606258154846
Position 922: 0.001663290171538747
Position 15: 0.0016592914079867462
Position 1549: 0.001580004576028426
Position 1504: 0.001341713370778581
Position 1032: 0.0006930354636296497
Position 1456: 0.0005366383467775511
Position 103: 0.0004291600261273459
Position 1498: 0.00041727546078679754
Position 597: 0.0003938533979066492
Position 395: 0.0003467139345826662
Position 379: 0.00029535894533628003
Position 58: 0.000292257925174597
Position 1320: 0.0002447708459284828
Position 168: 0.0002249587180301931
Position 844: 0.00021080613561317782
Position 849: 0.00017310952926203574
Position 1006: 0.00011730183827614839
Position 1023: 0.0001027093449829123
Position 1149: 0.00010060902248506214
Position 43: 9.990636604517674e-05
Position 819: 9.221818678685531e-05
Position 1055: 9.084372354365271e-05
Position 208: 8.62884794202899e-05
Position 1184: 8.423351547140064e-05
Position 740: 8.270706883945531e-05
Position 1394: 6.663614715024669e-05
Position 1421: 5.733001766865688e-05
Position 1760: 5.419377134010092e-05
Position 269: 5.3695086086387856e-05
Position 1725: 4.868522126526615e-05
Position 31: 4.785998932180352e-05
Position 195: 4.6173303390234674e-05
Position 788: 4.497174570961908e-05
Position 1526: 4.0864094812187365e-05
Position 1431: 3.3092765022844845e-05
Position 141: 2.8748910547000805e-05
Position 1515: 2.4117978746325075e-05
Position 201: 2.381162252801986e-05
Position 826: 2.173824071263628e-05
Position 734: 1.8028819919512687e-05
Position 331: 1.2384956510484335e-05
Position 1374: 9.954373988136368e-06
Position 37: 9.60967574282508e-06
Position 356: 9.332518029588386e-06
Position 166: 5.9314978150470325e-06
Position 557: 5.297398180065642e-06
Position 72: 4.3136295427132165e-06
Position 1073: 3.480224972991562e-06
Position 101: 3.254564648325851e-06
Position 1737: 3.1864280331593473e-06
Position 1355: 2.613750673126777e-06
Position 1378: 2.6005117880113586e-06
Position 551: 2.434955451863374e-06
Position 328: 2.181105449959168e-06
Position 1175: 2.0439566257012687e-06
Position 1630: 1.6900570423534518e-06
Position 681: 1.3011014388135866e-06
Position 78: 9.915092781306137e-07
Position 147: 8.03828306630081e-07
Position 543: 7.664971758902649e-07
Position 1912: 7.584589107670451e-07
Position 1340: 7.381276845152057e-07
Position 152: 6.966152247520867e-07
Position 1120: 5.219557772802628e-07
Position 172: 4.886163337671019e-07
Position 1885: 4.777985183584683e-07
Position 286: 4.772010477770764e-07
Position 154: 3.777602329064882e-07
Position 876: 3.291736855000998e-07
Position 1658: 3.266000708547416e-07
Position 429: 3.061573044970566e-07
Position 504: 2.685485174018896e-07
Position 1528: 2.1891570430658872e-07
Position 1409: 1.7635679095418863e-07
Position 541: 1.367954551869315e-07
Position 483: 1.3360962265201226e-07
Position 1122: 8.775797175626995e-08
Position 1678: 8.122460973445373e-08
Position 69: 7.80094919866591e-08
Position 1936: 6.356540661631693e-08
Position 448: 5.3232823030032537e-08
Position 1262: 4.1976428695859406e-08
Position 864: 4.1034283919556255e-08
Position 1138: 3.897074969661756e-08
Position 657: 3.498190190122386e-08
Position 414: 1.6777537959030103e-08
Position 465: 1.3480458543463116e-08
Position 441: 1.1094240744549788e-08
Position 652: 7.901387598355438e-09
Position 1264: 4.1697031804348793e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 448: 0.9886009987850602
Position 652: 0.9733860358304427
Position 1270: 0.9611183112223021
Position 1646: 0.944181528903828
Position 1374: 0.7453552867801427
Position 1518: 0.017224216024354283
Position 681: 0.016930639879170657
Position 83: 0.008855989329593784
Position 978: 0.008538985887436748
Position 1295: 0.008073507828288536
Position 1586: 0.006718641379909061
Position 314: 0.005496815647071358
Position 456: 0.0037224531135067
Position 788: 0.002957851286456996
Position 1097: 0.0028251758859317052
Position 900: 0.002044543888085433
Position 1080: 0.001749178820460112
Position 695: 0.0016129438150707298
Position 849: 0.0014802987372786512
Position 459: 0.0012724844909859157
Position 723: 0.0010696842876722467
Position 483: 0.0010647652307733126
Position 1149: 0.0010051597210004595
Position 166: 0.00033464057259323843
Position 1116: 0.0003272959224551951
Position 1023: 0.0003108839906742537
Position 525: 0.00028994627021765437
Position 984: 0.0002899450215061612
Position 471: 0.00025271592616754655
Position 501: 0.00023475916334710515
Position 910: 0.00022317776204722564
Position 1817: 0.00015835218438915255
Position 98: 0.00015654311932254022
Position 195: 0.00012773137857916133
Position 1340: 0.0001267095659035799
Position 1300: 0.00012011818222724281
Position 1725: 8.189648938035951e-05
Position 707: 7.427358534653555e-05
Position 1776: 6.657306554401985e-05
Position 141: 6.436768716965882e-05
Position 1473: 5.871550765441179e-05
Position 819: 5.477557692167018e-05
Position 1745: 4.012445313937881e-05
Position 1001: 3.9977111000796445e-05
Position 192: 2.266134751822997e-05
Position 324: 2.1043727947302438e-05
Position 1742: 1.5661185356194286e-05
Position 1421: 1.478254481827313e-05
Position 1608: 1.2476792346660313e-05
Position 101: 1.0397220687978987e-05
Position 799: 9.313367682402439e-06
Position 750: 7.632151383640301e-06
Position 108: 7.228997922408947e-06
Position 1042: 6.987139280559959e-06
Position 1317: 3.318135380534421e-06
Position 557: 3.2080606823836523e-06
Position 1874: 2.742985079767126e-06
Position 1240: 2.562004167356997e-06
Position 515: 2.3722105594675497e-06
Position 244: 1.925716494119857e-06
Position 1982: 1.8123814320013186e-06
Position 1754: 1.6927949691041691e-06
Position 336: 1.2852285649746042e-06
Position 1960: 4.3751630426220736e-07
Position 1693: 4.33812930035253e-07
Position 208: 2.911825637420268e-07
Position 918: 2.3192779451699604e-07
Position 1242: 1.7840213256994117e-07
Position 1032: 1.6472192831036692e-07
Position 1215: 1.5757239788090867e-07
Position 1302: 4.701913645553147e-08
Position 375: 1.1542414460354694e-08
Position 58: 8.699441793739484e-09
Position 379: 6.873700555918741e-09
Position 568: 1.8469277982807372e-09
Position 593: 1.2541617320836338e-09
Position 1383: 2.615840955577915e-10
Position 345: 1.6236402198701715e-10
Position 511: 7.623901601456965e-11
Position 597: 2.020763481608726e-12
