Gene = EMC3
index = 1144
Annotated 5SS: [238]
Annotated 3SS: [297]
SMsplice 5SS: [238]
SMsplice 3SS: [297]
top_k =  1000
Partition function (log Z): -6.0659734125511475

Sorted 5' Splice Sites (High to Low Probability):
Position 238: 0.9868057697702447
Position 244: 0.011977714419684905
Position 646: 0.0029075563109055617
Position 369: 0.0025823388379016704
Position 161: 0.0009489111960091878
Position 551: 0.0009163914469237129
Position 170: 0.00025700190626412784
Position 124: 0.00025634792720302034
Position 661: 0.00019748456376754705
Position 464: 0.0001285431195670178
Position 629: 8.691648728054982e-05
Position 507: 7.844278323080415e-05
Position 659: 6.321795197036459e-05
Position 796: 4.912986253611023e-05
Position 689: 2.9536275418202018e-05
Position 12: 2.8145623414574625e-05
Position 253: 2.652579390620165e-05
Position 340: 2.1716853201156064e-05
Position 41: 1.782855323016908e-05
Position 485: 1.557767183097382e-05
Position 902: 1.230827644418704e-05
Position 897: 9.191036425604893e-06
Position 820: 7.176192791439286e-06
Position 497: 4.087420288474757e-06
Position 143: 3.540905415269274e-06
Position 154: 3.000370916639016e-06
Position 36: 2.8491633039927846e-06
Position 428: 2.093791645171205e-06
Position 128: 2.0134945310581527e-06
Position 526: 1.1972826937842527e-06
Position 599: 1.082779731443773e-06
Position 500: 1.002073408846174e-06
Position 923: 9.79396158655081e-07
Position 122: 9.790401156668699e-07
Position 870: 5.460209759353768e-07
Position 182: 4.7300124141432115e-07
Position 130: 1.5759871692191157e-07
Position 273: 8.593849915688513e-11
Position 290: 1.986565672260807e-11
Position 539: 1.7142108824545674e-11
Position 562: 1.6264887174086723e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 297: 0.9690540238532352
Position 301: 0.027834319790002084
Position 718: 0.00363012162913756
Position 724: 0.0018219983469902723
Position 431: 0.0011501597520569122
Position 769: 0.001029369700048214
Position 910: 0.0005619057465544545
Position 580: 0.00048246876891179773
Position 205: 0.0003541103755430788
Position 232: 0.0002833184187878452
Position 778: 0.00019552719460575672
Position 592: 0.00016884573569781147
Position 730: 0.00016868861712307772
Position 550: 0.00012232740837402972
Position 237: 0.00010593247382019472
Position 373: 8.03987532917994e-05
Position 790: 7.309220667981337e-05
Position 934: 3.7656231721453996e-05
Position 638: 3.6308598851249316e-05
Position 208: 3.489238771522241e-05
Position 76: 2.5829729703962872e-05
Position 415: 2.5076230700331317e-05
Position 211: 2.4902778031511928e-05
Position 348: 1.936249979713588e-05
Position 951: 1.8263364723528923e-05
Position 968: 1.7927299472884817e-05
Position 469: 1.4110946787484906e-05
Position 947: 1.3107526597632557e-05
Position 355: 1.1829598200605172e-05
Position 931: 1.0809774973568773e-05
Position 409: 1.0543555545605848e-05
Position 97: 1.0154840367461433e-05
Position 331: 7.299556233233876e-06
Position 604: 2.957401374993664e-06
Position 63: 2.30996268854726e-06
Position 870: 1.875299319966773e-06
Position 972: 1.5650490874509715e-06
Position 391: 1.511503167588188e-06
Position 838: 1.0084943997040797e-06
Position 273: 8.400956544978524e-07
Position 340: 3.342581483674235e-07
Position 258: 3.2245472170075544e-07
Position 394: 2.2263938787894712e-07
Position 897: 8.632089945801222e-08
Position 955: 4.955195127481374e-08
Position 217: 8.558654871027544e-09
Position 253: 4.067066039777983e-11
Position 242: 1.1498612720678815e-11
Position 357: 6.415241997932488e-12
Position 262: 1.7854102969183422e-13
Position 248: 2.4896153364751494e-15
Position 244: 2.225602211199746e-15
