Gene = DCTN6-p27
index = 1121
Annotated 5SS: [94]
Annotated 3SS: [160]
SMsplice 5SS: [94]
SMsplice 3SS: [160]
top_k =  1000
Partition function (log Z): -6.79708626205937

Sorted 5' Splice Sites (High to Low Probability):
Position 94: 0.9907022990817477
Position 53: 0.0052567330449711635
Position 43: 0.0021488301611501982
Position 274: 0.0017592707838381375
Position 109: 0.0014983522616708058
Position 498: 0.0009397166372769758
Position 240: 0.00036167228354403965
Position 321: 0.00030045730527701066
Position 211: 0.00019863869768041063
Position 258: 0.00017524623191094712
Position 237: 5.561478527725001e-05
Position 227: 2.97053990004375e-05
Position 462: 2.5762335124192907e-05
Position 490: 1.8710098326612425e-05
Position 411: 1.784611626286739e-05
Position 495: 1.6084806493603102e-05
Position 235: 1.2182163837450576e-05
Position 455: 1.1996389277128735e-05
Position 523: 1.1320065501818867e-05
Position 250: 7.673098407423631e-06
Position 493: 3.1089191306125333e-06
Position 399: 3.000374250377116e-06
Position 186: 9.164057505446761e-07
Position 472: 8.943534876230285e-07
Position 441: 7.360007257518914e-07
Position 348: 6.132067630261745e-07
Position 480: 4.491578979455496e-07
Position 390: 4.223518066563268e-07
Position 357: 3.902384651426838e-07
Position 474: 3.146733038813931e-07
Position 183: 2.4625283325510216e-07
Position 633: 2.426219680715653e-07
Position 552: 3.869724969969621e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 160: 0.9464395949938907
Position 138: 0.04857649787564257
Position 179: 0.0037735046055610492
Position 399: 0.0015835335954320674
Position 566: 0.0011039738530276761
Position 324: 0.0009404876982823345
Position 93: 0.0002620785303041745
Position 103: 0.0001884663876234188
Position 306: 0.00016958871193130593
Position 561: 0.00011936263773798173
Position 487: 0.00011550739867519837
Position 273: 0.00011513571439200703
Position 338: 8.904089352815575e-05
Position 202: 1.904365546352303e-05
Position 526: 1.5765199855929385e-05
Position 614: 1.3043681729240339e-05
Position 605: 1.0628646966806661e-05
Position 575: 6.933179408048493e-06
Position 596: 5.384973365517587e-06
Position 308: 5.092923496312843e-06
Position 109: 3.043458055978344e-06
Position 632: 8.986080961527476e-07
Position 515: 8.696708546398673e-07
Position 411: 5.893289071849579e-07
Position 194: 4.266103941846895e-07
Position 683: 3.3815446131597064e-07
Position 437: 2.0701122136797452e-07
Position 293: 1.53090410793435e-07
Position 593: 1.02083368212354e-07
Position 455: 7.464906788903313e-08
Position 662: 4.1985305109832866e-08
Position 425: 4.111420687797195e-08
Position 250: 1.2134731044381695e-08
Position 691: 1.1045275118921976e-08
Position 680: 6.357659516041523e-09
Position 708: 4.528906163618668e-09
Position 197: 1.1957930242217548e-11
Position 449: 1.011495251124703e-12
Position 199: 3.6061273589317346e-15
Position 373: 3.597136811632394e-21
