Gene = odd
index = 1830
Annotated 5SS: [471]
Annotated 3SS: [656]
SMsplice 5SS: [471]
SMsplice 3SS: [656]
top_k =  1000
Partition function (log Z): -5.401601543458822

Sorted 5' Splice Sites (High to Low Probability):
Position 471: 0.9904990494423701
Position 2119: 0.10604353091096126
Position 1091: 0.047533434330049466
Position 1901: 0.01374513059611215
Position 1945: 0.013701685889547557
Position 1384: 0.012240062181834143
Position 2059: 0.007228687898750534
Position 585: 0.005437464315393875
Position 266: 0.0033253901505185986
Position 1583: 0.0024175548827713076
Position 1252: 0.0019945232051677207
Position 301: 0.0012891675710262837
Position 1589: 0.001203858441469273
Position 1785: 0.0009028330374057878
Position 1414: 0.0007582968947878852
Position 1931: 0.0007016998727985171
Position 1434: 0.0005791605337566523
Position 2348: 0.0005379034222011939
Position 919: 0.0005206600028486148
Position 2282: 0.0005122078189865937
Position 324: 0.0004919156477604089
Position 1488: 0.0004881361419783782
Position 481: 0.00035377304139214036
Position 2018: 0.00035286150442316133
Position 244: 0.00034704963673071166
Position 1792: 0.00032701505129261653
Position 216: 0.00031743730298311717
Position 2319: 0.0003084393857371428
Position 2458: 0.000295240118955389
Position 311: 0.0002593559041184671
Position 233: 0.00024664607132729633
Position 1907: 0.0002380465772386407
Position 1976: 0.0002173413472220018
Position 554: 0.00021469581218161888
Position 237: 0.0001927268159318501
Position 1619: 0.00018297200940794303
Position 1586: 0.0001773243224476016
Position 1983: 0.0001427976822081925
Position 475: 0.0001353892472893489
Position 119: 0.00013083610654788188
Position 2001: 0.00012640703169575758
Position 761: 0.00011690240949273907
Position 566: 0.00011651951881420804
Position 1957: 0.00010117244887278345
Position 1179: 8.869490118944023e-05
Position 2176: 8.818932920536608e-05
Position 1276: 8.689703447251826e-05
Position 1469: 8.650605257597069e-05
Position 1176: 7.761012878775272e-05
Position 1197: 7.647193684561818e-05
Position 1224: 6.993305303702662e-05
Position 970: 6.911775224381454e-05
Position 1194: 6.769307020738158e-05
Position 393: 6.730849395183649e-05
Position 2353: 6.39250538927257e-05
Position 1119: 5.21354985220304e-05
Position 1240: 4.991249034910063e-05
Position 926: 3.678021851253464e-05
Position 2159: 3.672504567805423e-05
Position 1638: 3.5424319586542646e-05
Position 1279: 3.321498491044708e-05
Position 5: 3.2020750698642146e-05
Position 108: 3.082468531089132e-05
Position 2296: 2.8198695375427887e-05
Position 179: 2.7360328419817826e-05
Position 1267: 2.7077495391691083e-05
Position 2226: 2.5983137619174955e-05
Position 1185: 2.3700390181336927e-05
Position 871: 1.8749744443519033e-05
Position 230: 1.844862244147116e-05
Position 788: 1.747438432641723e-05
Position 1199: 1.7302718173178768e-05
Position 1140: 1.7015582084594953e-05
Position 2237: 1.6606358774922426e-05
Position 2346: 1.3554535780999896e-05
Position 185: 1.1667084795962214e-05
Position 336: 1.1292913925704094e-05
Position 1095: 7.587308151775725e-06
Position 1834: 6.862848732579041e-06
Position 1498: 6.847897214524363e-06
Position 1444: 6.357678224574265e-06
Position 158: 6.329875308441611e-06
Position 705: 6.269327976274209e-06
Position 588: 6.26224357379993e-06
Position 437: 4.552994821423657e-06
Position 2193: 3.929058909943292e-06
Position 331: 3.92727197747905e-06
Position 2423: 3.588816700177505e-06
Position 2208: 2.271301138814692e-06
Position 1133: 2.1242393301796066e-06
Position 220: 2.000140676328771e-06
Position 1967: 1.7665940990214914e-06
Position 222: 6.606191386654289e-07
Position 2462: 3.07307220817586e-07
Position 9: 1.1013347753767245e-07
Position 400: 2.4049226567314294e-08
Position 1500: 1.743442052748874e-08
Position 1545: 1.713906885126503e-08
Position 959: 1.4943787668402003e-08
Position 680: 1.0575912832497721e-08
Position 1693: 6.601535188331111e-09
Position 1460: 5.980590993128958e-09
Position 1877: 4.418738108966241e-09
Position 953: 2.7557073123771033e-09
Position 2180: 1.7253876910781369e-09
Position 629: 7.202765208886245e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 656: 0.9793550698985728
Position 2190: 0.2156552090346252
Position 2391: 0.0060380592823927265
Position 2417: 0.0030897790930795596
Position 2319: 0.0020625522914279686
Position 360: 0.0020575467595844877
Position 1630: 0.001254122306723378
Position 2251: 0.0008974291551110738
Position 1666: 0.0008743680276606942
Position 1945: 0.0007439180920396178
Position 1363: 0.0006300841805897388
Position 336: 0.000528212648955124
Position 426: 0.0004489770674125328
Position 540: 0.00037344311380472844
Position 1989: 0.0003494919416427424
Position 1555: 0.0003114379547632519
Position 2521: 0.000301036285915838
Position 2143: 0.00029803025534938564
Position 2215: 0.0002972826780750702
Position 938: 0.0002898341251281631
Position 304: 0.00025390615028900957
Position 668: 0.00020625384902969002
Position 379: 0.00019272701331739549
Position 2196: 0.00018802713761536928
Position 2199: 0.0001786513266743436
Position 177: 0.00013300542701463446
Position 1823: 0.00012054392665237147
Position 1924: 0.00011557761350937437
Position 1468: 9.124894265924876e-05
Position 1709: 8.956529025531372e-05
Position 2368: 8.774779973149328e-05
Position 680: 8.276517306862745e-05
Position 1815: 6.824143262658802e-05
Position 1513: 6.588363135047496e-05
Position 324: 5.5126127158585365e-05
Position 1952: 5.378039934417711e-05
Position 2208: 5.267716038918373e-05
Position 2018: 4.447269356644201e-05
Position 998: 4.3244899457025796e-05
Position 598: 4.209606035040351e-05
Position 1349: 4.182518063876251e-05
Position 393: 4.085388410256568e-05
Position 1399: 3.9914901619716805e-05
Position 1900: 3.971415448648691e-05
Position 1119: 3.812690850779528e-05
Position 1986: 3.6793539447280965e-05
Position 1444: 3.356535155035958e-05
Position 1267: 2.883523659352821e-05
Position 691: 2.4265171554004298e-05
Position 588: 2.2866954391966943e-05
Position 1012: 1.8253628552585207e-05
Position 554: 1.7400564256938235e-05
Position 688: 1.6274311316382416e-05
Position 970: 1.1414448590709614e-05
Position 2488: 1.0629804261877175e-05
Position 389: 8.854055733300721e-06
Position 967: 8.524760631300754e-06
Position 1842: 8.263046385333566e-06
Position 1419: 8.204310658693358e-06
Position 832: 8.022748834421687e-06
Position 2068: 6.772265111376088e-06
Position 1758: 6.3611120397160555e-06
Position 2292: 6.280719795552993e-06
Position 1873: 4.56141025799506e-06
Position 1206: 4.409949808619631e-06
Position 2059: 3.3567223908529907e-06
Position 311: 2.6521324004391178e-06
Position 670: 2.590555680729011e-06
Position 880: 2.262659364582306e-06
Position 257: 2.044350986274814e-06
Position 829: 2.0319110136475914e-06
Position 191: 1.8367765754008998e-06
Position 1224: 1.430204523237399e-06
Position 585: 1.2372500279464912e-06
Position 1405: 1.201565376755175e-06
Position 216: 1.1275287488586935e-06
Position 1009: 1.0553545750972404e-06
Position 57: 8.664507686195636e-07
Position 784: 8.527985716892807e-07
Position 1604: 8.444798568524431e-07
Position 919: 7.929276781691046e-07
Position 1221: 7.758843274651959e-07
Position 942: 7.608661995441794e-07
Position 1714: 7.529760679414887e-07
Position 1704: 6.729590551667211e-07
Position 1414: 6.408395968562268e-07
Position 916: 6.379464330471173e-07
Position 835: 5.742021620103055e-07
Position 266: 5.431686722506629e-07
Position 1432: 5.10403985687253e-07
Position 292: 5.087470759796324e-07
Position 462: 4.747442603703935e-07
Position 318: 4.69564648169693e-07
Position 1276: 4.350527137055081e-07
Position 54: 4.3488105063862116e-07
Position 1018: 3.6811597023242037e-07
Position 459: 3.6454217763050286e-07
Position 748: 2.9142725659344537e-07
Position 99: 2.854671570353376e-07
Position 525: 2.593694019034943e-07
Position 777: 2.1678828560402745e-07
Position 60: 9.808909005735653e-08
Position 270: 8.785388018323442e-08
