Gene = ast
index = 1613
Annotated 5SS: [ 621 1118]
Annotated 3SS: [ 676 1172]
SMsplice 5SS: [ 621 1118]
SMsplice 3SS: [ 676 1172]
top_k =  1000
Partition function (log Z): 0.15950463669588671

Sorted 5' Splice Sites (High to Low Probability):
Position 1118: 0.9980435039739097
Position 621: 0.9881117411811818
Position 1296: 0.0969987539732801
Position 1787: 0.07796471291430454
Position 1684: 0.019935198447635666
Position 332: 0.00981861686489609
Position 1232: 0.007565974532422463
Position 788: 0.006624135340345135
Position 1580: 0.006476520294736565
Position 758: 0.005777949454441051
Position 1300: 0.0057597115079096525
Position 1782: 0.00573247937432301
Position 1219: 0.004238232015487871
Position 491: 0.0032413253423727592
Position 1514: 0.0030592182099893218
Position 590: 0.002961157146959368
Position 1677: 0.002825254131093219
Position 2288: 0.002274413391417558
Position 1990: 0.0020163341392480777
Position 1482: 0.0019042661526220111
Position 1200: 0.0016909633934942179
Position 850: 0.00127275690580419
Position 615: 0.001185084778923152
Position 1438: 0.001178517737961368
Position 1682: 0.0010503927451711742
Position 357: 0.001023906681141017
Position 387: 0.0010226071698578444
Position 1729: 0.0007640610502061122
Position 2073: 0.0007184460657760769
Position 2028: 0.0006993513432273229
Position 1970: 0.000677206970976202
Position 906: 0.0006577420714215186
Position 2211: 0.0006188580210573848
Position 48: 0.0006150752792969592
Position 2754: 0.00035572110408297735
Position 822: 0.0002740256349823556
Position 1710: 0.0002541122677731826
Position 1946: 0.00023741892004117178
Position 1097: 0.0001677811557709565
Position 585: 0.00014792508286229692
Position 1632: 0.0001383101816409071
Position 2124: 9.578917206162218e-05
Position 285: 8.240327164826743e-05
Position 692: 7.903193318460989e-05
Position 875: 6.309051983437079e-05
Position 33: 5.734655309407411e-05
Position 2023: 5.366513187359907e-05
Position 1235: 4.770958590776774e-05
Position 1180: 3.614523440094819e-05
Position 1656: 2.9883517160687987e-05
Position 1826: 2.6975539125351203e-05
Position 834: 2.617016852370561e-05
Position 1122: 2.472072168392697e-05
Position 726: 1.8719499424583877e-05
Position 203: 1.6061613415589032e-05
Position 270: 1.6006372480889488e-05
Position 877: 1.32475750860049e-05
Position 1046: 1.2737969666917001e-05
Position 1658: 1.1214993800554826e-05
Position 632: 7.314164849856536e-06
Position 1102: 4.093191285138416e-06
Position 2759: 3.0400764499953013e-06
Position 738: 2.997669707695287e-06
Position 267: 2.9073638971759043e-06
Position 447: 2.7141223834510717e-06
Position 1428: 2.2348912921733315e-06
Position 483: 1.8379131519880514e-06
Position 963: 1.7141405172487822e-06
Position 171: 1.640720493028655e-06
Position 1331: 1.3635958737458973e-06
Position 315: 9.001088296850571e-07
Position 515: 7.109157023919934e-07
Position 1359: 7.096375118955565e-07
Position 462: 4.31097334086178e-07
Position 677: 3.1391887176885686e-07
Position 296: 2.9413380930764676e-07
Position 1773: 2.6010588620013993e-07
Position 1557: 2.2630501252127432e-07
Position 1011: 1.7842698132394537e-07
Position 275: 1.6869417519063852e-07
Position 549: 1.6152873962322524e-07
Position 93: 1.2771468615425328e-07
Position 109: 1.1492797655969544e-07
Position 495: 1.1217545411493339e-07
Position 37: 1.0664815015330802e-07
Position 2031: 7.374528193639249e-08
Position 668: 4.425423046435014e-08
Position 1191: 2.6555791371667677e-08
Position 2438: 2.4349813611804165e-08
Position 213: 1.9624689578328486e-08
Position 477: 1.428452114466224e-08
Position 453: 7.891078699987359e-10
Position 425: 1.9440593903072846e-10
Position 1904: 1.4484818556270784e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1172: 0.9832566094487933
Position 676: 0.9096783049288294
Position 1356: 0.11162831646093174
Position 1852: 0.04892396810876758
Position 688: 0.041631975178166435
Position 691: 0.028276769352035006
Position 2336: 0.02144094862429552
Position 963: 0.021072950567050285
Position 1762: 0.019285556310732144
Position 2092: 0.013629674766451964
Position 1290: 0.009919095988138001
Position 1178: 0.008117986764620139
Position 443: 0.0059702904025566855
Position 809: 0.005796082790514653
Position 1680: 0.004762985891888678
Position 2023: 0.004099829588418824
Position 2270: 0.0036740766720409295
Position 1598: 0.003316295819265015
Position 395: 0.002651760452874026
Position 647: 0.0022977494245159606
Position 1737: 0.0017178403860767023
Position 446: 0.0015704755505088362
Position 1552: 0.00147026028165425
Position 2196: 0.0013391611752973597
Position 2240: 0.001243619849651824
Position 398: 0.0011992568112512978
Position 2046: 0.0011565202817435823
Position 1875: 0.0010944943473736638
Position 1861: 0.0008108341863308331
Position 2181: 0.000781841552182472
Position 2115: 0.0006827144160853963
Position 697: 0.0005880862741410296
Position 549: 0.00036981676996539767
Position 2835: 0.00036485554151437146
Position 916: 0.0003575001501038239
Position 1200: 0.0002497444443550382
Position 1707: 0.00022685649795768656
