Gene = Ero1L
index = 1155
Annotated 5SS: [ 389 1074 2507 2873]
Annotated 3SS: [ 809 1820 2563 2933]
SMsplice 5SS: [ 389 1074 2507 2873]
SMsplice 3SS: [ 809 1820 2563 2933]
top_k =  1000
Partition function (log Z): 10.5319188295506

Sorted 5' Splice Sites (High to Low Probability):
Position 2873: 0.9992214256475254
Position 2507: 0.9908965349321764
Position 389: 0.9526671743132984
Position 1074: 0.9437498337853305
Position 2003: 0.09851257125997784
Position 15: 0.07160864065971773
Position 42: 0.037208118655409975
Position 424: 0.03695323561798814
Position 2298: 0.03229718521898579
Position 1086: 0.03200918751025298
Position 2033: 0.015473476672724681
Position 1519: 0.008713600413210933
Position 570: 0.006430683211045553
Position 3048: 0.0062334737873665615
Position 2163: 0.005674208764131317
Position 2469: 0.004970767227047333
Position 2341: 0.004781094436174991
Position 1321: 0.0037874137755337213
Position 1404: 0.0035227382394721943
Position 3116: 0.002649832910753564
Position 393: 0.0025442525677381207
Position 1628: 0.002489284203386798
Position 648: 0.002373717608268134
Position 1182: 0.0021940772016253644
Position 115: 0.0021102540150414735
Position 2679: 0.0019380389457370687
Position 3145: 0.0016063070407093187
Position 1668: 0.0015460293108999698
Position 930: 0.0010285463063275727
Position 1301: 0.0009388843892457532
Position 202: 0.0009354934244884803
Position 2702: 0.0009239288806545968
Position 2511: 0.0008963289322067794
Position 2693: 0.0008812207880507193
Position 852: 0.0008360807454391967
Position 2982: 0.0008320014348971239
Position 2101: 0.0007968430311322661
Position 3277: 0.0007737786422613192
Position 1539: 0.0007387490850697685
Position 2306: 0.0005556150828803493
Position 418: 0.000525934366915953
Position 1937: 0.0005149390510857713
Position 1575: 0.00045716258418148785
Position 1258: 0.00042078763577326096
Position 2970: 0.0004076201630966003
Position 2347: 0.00038659557846308315
Position 3200: 0.00038154434363432135
Position 720: 0.0003434684104305757
Position 1343: 0.0003404028019120909
Position 2126: 0.00033927729607399456
Position 2847: 0.00033853056978411315
Position 1298: 0.00031239264717900937
Position 726: 0.0002903300752704873
Position 411: 0.00028986576468800757
Position 996: 0.00027584173188682944
Position 786: 0.00027326917190882965
Position 903: 0.00021818318972601343
Position 131: 0.00018775788707742962
Position 2165: 0.00018765313016621749
Position 3120: 0.0001612283268266021
Position 3215: 0.00015031607277215584
Position 1067: 0.0001437521734718302
Position 1682: 0.00011875674234867014
Position 2215: 0.00011244002044153437
Position 2007: 9.465793830844818e-05
Position 1523: 9.156364613753167e-05
Position 2492: 8.83502324508244e-05
Position 55: 8.704348950020534e-05
Position 2255: 8.529572462451447e-05
Position 673: 8.511280276625528e-05
Position 553: 8.45917563029369e-05
Position 1282: 8.389944934481589e-05
Position 2249: 8.281496822682109e-05
Position 2290: 7.32401498336186e-05
Position 596: 7.255791915189018e-05
Position 214: 6.951850855183008e-05
Position 1909: 6.822619468948328e-05
Position 1103: 6.0530087267994803e-05
Position 2499: 6.0014068005400415e-05
Position 2648: 4.539106334586676e-05
Position 2731: 4.3511071347376755e-05
Position 574: 4.2473358216321736e-05
Position 2179: 4.1931630073294044e-05
Position 2877: 3.35423180167147e-05
Position 843: 3.0223909296085884e-05
Position 731: 2.4901495101088864e-05
Position 3170: 2.3174722025079508e-05
Position 760: 2.1768761075095004e-05
Position 2139: 1.5519761837133887e-05
Position 3102: 1.4618591867390633e-05
Position 159: 1.3066060591281985e-05
Position 2497: 1.0403783920532034e-05
Position 1461: 1.0298545435903325e-05
Position 1698: 9.667334622178334e-06
Position 2602: 8.779352619710883e-06
Position 976: 8.304212851096153e-06
Position 263: 7.471360115437836e-06
Position 639: 7.143510325578975e-06
Position 3268: 7.0496148488197075e-06
Position 895: 6.573018965171258e-06
Position 2864: 4.873873482733422e-06
Position 293: 4.439974860035728e-06
Position 2786: 3.585338270152816e-06
Position 3281: 2.631637783232074e-06
Position 277: 2.481892308145644e-06
Position 2945: 2.4459023369418843e-06
Position 622: 2.4054563777190426e-06
Position 482: 2.2687301655262455e-06
Position 3315: 1.9734542586827044e-06
Position 21: 1.8986411957752314e-06
Position 3078: 1.7797826410777503e-06
Position 3290: 1.6723856732108768e-06
Position 577: 1.367907146481552e-06
Position 2789: 1.1869941637233648e-06
Position 90: 1.082267709808478e-06
Position 610: 8.383664010700303e-07
Position 3299: 7.460658556618155e-07
Position 296: 6.487532612932382e-07
Position 809: 6.394717164362346e-07
Position 947: 4.7628834995844264e-07
Position 19: 3.5815877640927656e-07
Position 302: 2.972760919065814e-07
Position 461: 2.853810330040199e-07
Position 3311: 2.605186350983202e-07
Position 1508: 2.3242901287541987e-07
Position 1839: 1.0233941211531701e-07
Position 2831: 3.2224928495103475e-10
Position 2974: 3.0626745875893525e-10
Position 2624: 1.894278440515332e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2933: 0.9911636888138188
Position 2563: 0.9899010415411341
Position 1820: 0.8035883099657143
Position 809: 0.6175889672615588
Position 893: 0.2993948251117896
Position 2388: 0.2574675571298677
Position 114: 0.09747736262755549
Position 1181: 0.05499706626599436
Position 527: 0.020794259221256252
Position 2215: 0.017416451064488518
Position 639: 0.0161819425158453
Position 929: 0.0159636353649875
Position 2279: 0.009839845244417863
Position 268: 0.008585151602415261
Position 2945: 0.008334907661135609
Position 3116: 0.006209722576774928
Position 446: 0.005964696730574841
Position 2550: 0.0055774819631438976
Position 835: 0.00549421546016267
Position 1709: 0.0049572846666983755
Position 720: 0.004596560470495277
Position 1633: 0.0034965041092670053
Position 3192: 0.0034738616725046743
Position 2757: 0.003361036768783017
Position 1614: 0.0033518055562483987
Position 1470: 0.0033458574434473494
Position 2253: 0.002421276557035109
Position 1533: 0.002349894837874839
Position 1753: 0.0020042983139642004
Position 2744: 0.0019750502085042277
Position 1582: 0.0018559920944971242
Position 2323: 0.0017853196935585483
Position 2271: 0.0015932359072366956
Position 1387: 0.0014387905235439063
Position 3260: 0.00137763247287608
Position 995: 0.0013346976306740693
Position 1390: 0.0012906727028985387
Position 1219: 0.0012516986959379547
Position 3208: 0.0011500391470300481
Position 970: 0.00088484944876496
Position 1536: 0.0008361941094063976
Position 2177: 0.0007971556049093684
Position 3360: 0.0007822722539587429
Position 479: 0.0007767406453277827
Position 2624: 0.0007403709772571749
Position 202: 0.0005689778567388957
Position 731: 0.0005207403351999495
Position 2303: 0.0005129182021172779
Position 2408: 0.0005061629730214222
Position 208: 0.0004845025456755143
Position 2433: 0.00042191885181923247
Position 540: 0.00032180813761778477
Position 1664: 0.00031577096094246513
Position 482: 0.0002857364822588331
Position 2328: 0.0002794658071567
Position 149: 0.00025404748952415296
Position 2602: 0.0002485553655099169
Position 3044: 0.0002471512640577683
Position 302: 0.00024235480607335928
Position 1689: 0.00022583153986161178
Position 2630: 0.00022416700802016973
Position 815: 0.0002228888374810705
Position 738: 0.00020986782440901745
Position 570: 0.00020978379072878904
Position 214: 0.000187168036277443
Position 226: 0.00014493289185686875
Position 2762: 0.00012346378014514787
Position 622: 0.0001068489314587895
Position 644: 0.00010646679471563451
Position 944: 7.798756907337287e-05
Position 1497: 7.650227484723561e-05
Position 2994: 7.641648555522842e-05
Position 1879: 5.7926101956967616e-05
Position 2075: 5.559141708128438e-05
Position 1508: 4.781777070114377e-05
Position 748: 4.641334542170403e-05
Position 1404: 4.545537063328764e-05
Position 347: 4.244385654659419e-05
Position 2454: 4.176315590205609e-05
Position 3285: 4.1212419559006614e-05
Position 577: 3.4849877148371485e-05
Position 2642: 3.193195530381457e-05
Position 2048: 3.1829047056697524e-05
Position 591: 2.4611675799253088e-05
Position 1946: 2.4584310612925636e-05
Position 2682: 2.4477667229215255e-05
Position 2759: 2.1054365933549686e-05
Position 3375: 1.731266495568469e-05
Position 1538: 1.7076613542468398e-05
Position 168: 1.576384442037641e-05
Position 1319: 1.524149413775505e-05
Position 3290: 1.2289599700748998e-05
Position 2648: 1.123445974389949e-05
Position 947: 1.1084097846954593e-05
Position 3337: 9.807845616552722e-06
Position 3308: 8.923406592685055e-06
Position 1832: 7.286780558336403e-06
Position 1916: 7.216397877749281e-06
Position 2782: 6.980275642424294e-06
Position 3281: 6.666049933277796e-06
Position 3133: 5.867528181674715e-06
Position 3138: 4.66045458319332e-06
Position 2827: 4.644982429037758e-06
Position 3311: 3.84640442695425e-06
Position 2798: 3.8137219020870865e-06
Position 895: 3.4769261846476293e-06
Position 3267: 2.6366226121739502e-06
Position 596: 2.3269247174567167e-06
Position 2717: 1.5396126564101503e-06
Position 3154: 1.5232071507833026e-06
Position 270: 1.4288873264669148e-06
Position 1037: 1.187563719737473e-06
Position 908: 1.1859968001678648e-06
Position 1028: 8.923837280421895e-07
Position 3016: 8.145932167468924e-07
Position 2961: 3.556991350675001e-07
Position 418: 2.733551293344762e-07
Position 3159: 2.1546600228815273e-07
Position 335: 1.8369380116716894e-07
Position 2955: 1.6675372411846737e-07
Position 3140: 1.2614114118457375e-07
Position 3041: 1.1545023246887506e-07
Position 653: 4.681720337504807e-08
Position 183: 3.0000892725238315e-08
Position 358: 1.5143783993040837e-08
Position 369: 7.077085456420398e-09
Position 604: 4.13072430893176e-09
Position 388: 4.043221737998497e-11
Position 364: 1.9580088598660382e-12
