Gene = barr
index = 1623
Annotated 5SS: [ 185  959 2569]
Annotated 3SS: [ 353 1017 2640]
SMsplice 5SS: [ 185  542  959 2569]
SMsplice 3SS: [ 316  645 1017 2640]
top_k =  1000
Partition function (log Z): 6.105447729094539

Sorted 5' Splice Sites (High to Low Probability):
Position 2569: 0.9995965707131939
Position 959: 0.9956597450481837
Position 185: 0.7403018354702382
Position 542: 0.6254454414904838
Position 224: 0.09267722663217133
Position 226: 0.05266203028491026
Position 1862: 0.051342398695906184
Position 2187: 0.02104126246960328
Position 1651: 0.014781237802652995
Position 1351: 0.010906763464402822
Position 1172: 0.010685402103911407
Position 235: 0.007889502726233821
Position 92: 0.00733717558000695
Position 2220: 0.005104941622167307
Position 1701: 0.003220251736090001
Position 869: 0.002983448614166881
Position 1569: 0.0027116234097185796
Position 1193: 0.0020979614502868865
Position 44: 0.0019608330278020327
Position 2974: 0.0018346196341071021
Position 1837: 0.0015955870268490719
Position 1705: 0.001506973303346483
Position 2067: 0.0013784489179601304
Position 1897: 0.0012491412490668488
Position 2824: 0.0010446175934450072
Position 428: 0.000980994391371052
Position 1329: 0.000872342359310656
Position 75: 0.0008376664562308539
Position 289: 0.0007971785641994829
Position 2680: 0.0007305179877169685
Position 2029: 0.0006913715816959762
Position 1679: 0.0003433180538057958
Position 195: 0.0003432610825599769
Position 2804: 0.000316199806694616
Position 1792: 0.00029496712617997536
Position 1267: 0.00018394836926049704
Position 546: 0.00016981221300737235
Position 2555: 0.00013604766290539034
Position 1376: 0.00012111825030850704
Position 272: 0.00012060926438860309
Position 1745: 0.00011554885298247884
Position 512: 0.00011514015232075751
Position 689: 0.00011218599726738048
Position 984: 0.000110762789403761
Position 2119: 9.462152441832784e-05
Position 1327: 8.822992508251814e-05
Position 1400: 7.941999077058212e-05
Position 78: 7.502096881953665e-05
Position 682: 7.039166714389198e-05
Position 2650: 6.995442918910845e-05
Position 1051: 6.270145423991833e-05
Position 548: 6.263503510228711e-05
Position 98: 5.371783342051203e-05
Position 239: 5.3056221292679265e-05
Position 963: 5.2365511189871375e-05
Position 600: 4.134001941124018e-05
