Gene = Rnmt
index = 1430
Annotated 5SS: [1280]
Annotated 3SS: [1336]
SMsplice 5SS: [1280]
SMsplice 3SS: [1336]
top_k =  1000
Partition function (log Z): -5.309192922704627

Sorted 5' Splice Sites (High to Low Probability):
Position 1280: 0.9755499714585918
Position 1561: 0.12643632140622063
Position 1535: 0.12264098510373887
Position 1671: 0.03840937280424702
Position 917: 0.03266812714721195
Position 211: 0.020136644327880992
Position 1207: 0.019164395224663178
Position 711: 0.006800941985636429
Position 1239: 0.0042078019760694516
Position 1440: 0.0039206925450785855
Position 1539: 0.0028706766860239585
Position 1483: 0.0018211438423248387
Position 749: 0.0016238801805437345
Position 215: 0.0014671028567842036
Position 1549: 0.0013770253062318385
Position 42: 0.0011233397820164406
Position 639: 0.001006480437174196
Position 1458: 0.0008615590943120916
Position 1348: 0.0006892307278834744
Position 1243: 0.0006654900350518741
Position 444: 0.0006178464318886439
Position 927: 0.0005897353984769219
Position 1401: 0.0005055500746506009
Position 1067: 0.0004953189869717256
Position 377: 0.00046411940612346773
Position 384: 0.00041129992603148625
Position 585: 0.0003076043114048058
Position 981: 0.0003029809178725897
Position 479: 0.0002935453629010413
Position 694: 0.00025597840326748155
Position 328: 0.0002559530806955216
Position 1045: 0.00023918491374232828
Position 1161: 0.00021858901333321373
Position 583: 0.0001753296049384203
Position 657: 0.00017209127422204712
Position 1165: 0.0001608810336703699
Position 589: 0.00015621747088026658
Position 521: 0.00010952962037330671
Position 1565: 0.00010469867302192181
Position 1735: 9.460612196191959e-05
Position 1684: 7.581542578440288e-05
Position 231: 7.48380161873569e-05
Position 266: 5.138046948329705e-05
Position 46: 4.51974558136199e-05
Position 1464: 3.84624748432093e-05
Position 331: 3.8264345037300595e-05
Position 669: 3.3972377284881714e-05
Position 1211: 2.857163265492572e-05
Position 493: 2.656392156800438e-05
Position 753: 2.2862244984848586e-05
Position 597: 2.192187600712598e-05
Position 1027: 1.9039252746450253e-05
Position 1569: 1.711619489098141e-05
Position 821: 1.607959372788383e-05
Position 1020: 1.4263072715195597e-05
Position 925: 8.445859942467193e-06
Position 504: 8.360729459205193e-06
Position 1583: 7.680882790269551e-06
Position 1284: 6.070211117383912e-06
Position 139: 5.182023748084489e-06
Position 777: 4.461469147814998e-06
Position 186: 3.886413667654066e-06
Position 1747: 3.082025499390924e-06
Position 1149: 2.8963532705620005e-06
Position 987: 2.5500735088009264e-06
Position 83: 1.7721005348793722e-06
Position 1197: 1.6726278169918684e-06
Position 833: 1.0436004434513265e-06
Position 1739: 7.482354407060734e-07
Position 1575: 1.6161174832220526e-07
Position 911: 1.1582300573703625e-07
Position 1003: 9.156933642028153e-08
Position 147: 6.126223818751181e-08
Position 742: 5.3230878663205175e-08
Position 1352: 5.084717840067487e-08
Position 744: 2.5806327922382627e-08
Position 117: 2.52357347551406e-08
Position 450: 2.0532797363896452e-08
Position 819: 2.238953696440449e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1336: 0.9221032157668477
Position 1608: 0.1321393401004895
Position 1582: 0.10527050208330413
Position 1777: 0.058687941299710195
Position 1362: 0.04098374580487595
Position 1613: 0.03188018657381144
Position 1110: 0.02137630336083108
Position 981: 0.0077744743657126745
Position 1143: 0.006940457271560173
Position 1221: 0.004798649722812126
Position 1027: 0.004415825193064555
Position 732: 0.003935393278187657
Position 814: 0.003313381571979578
Position 753: 0.002741844695765424
Position 1323: 0.002246428251149253
Position 1446: 0.0016714838826239645
Position 847: 0.0015601737412435249
Position 1074: 0.0015502961483633202
Position 1520: 0.0014139469714278864
Position 1050: 0.0014071529281033028
Position 491: 0.0013812079295455798
Position 777: 0.0013035621568538351
Position 1170: 0.0012985429053047725
Position 1714: 0.0011593049423024358
Position 1276: 0.0009722118706988458
Position 109: 0.0008020959587429127
Position 456: 0.0006847418521458864
Position 1747: 0.0006348704093870127
Position 694: 0.0005501941609398641
Position 1790: 0.0005379539800171247
Position 543: 0.0005314720220240162
Position 789: 0.0004571568725937291
Position 881: 0.00034511075777612595
Position 1640: 0.0003251930389253786
Position 274: 0.0003246142329478302
Position 999: 0.00025693223349756425
Position 540: 0.0002548083151716903
Position 1058: 0.0002394510477966042
Position 987: 0.00022379418102326382
Position 793: 0.00019975521727665747
Position 1497: 0.00013565140643787755
Position 1273: 0.00012459593431883253
Position 1083: 0.00011031079185435949
Position 1161: 0.00010265131484507242
Position 465: 0.00010182762797913011
Position 1176: 8.36295576178827e-05
Position 1751: 7.857831534092559e-05
Position 1506: 7.220527512118373e-05
Position 462: 6.568828490618842e-05
Position 1559: 5.773755463924502e-05
Position 932: 4.694885304316301e-05
Position 627: 4.604854193744371e-05
Position 1472: 3.953972778702224e-05
Position 1020: 3.6590402992800616e-05
Position 976: 1.9375275293272875e-05
Position 136: 1.6674738510083284e-05
Position 1538: 1.6288127951992105e-05
Position 271: 1.5987677408623012e-05
Position 582: 1.3489478082960941e-05
Position 1483: 1.144018208414471e-05
Position 426: 1.077192011901139e-05
Position 1230: 7.933104747122238e-06
Position 139: 6.850673992640008e-06
Position 1525: 4.454669594036548e-06
Position 597: 4.19039001428283e-06
Position 516: 4.109910364522222e-06
Position 887: 2.7917253055953613e-06
Position 669: 2.783364576018789e-06
Position 255: 2.595506882457666e-06
Position 308: 2.1748392987541566e-06
Position 1655: 2.0054027718496082e-06
Position 657: 1.8756724984550323e-06
Position 493: 1.5922840964998309e-06
Position 1616: 1.4942309563309685e-06
Position 404: 1.3880272944956053e-06
Position 282: 1.232600663411538e-06
Position 615: 1.1994803058539159e-06
Position 1636: 1.147962265895173e-06
Position 351: 9.008434607133024e-07
Position 360: 8.732927989346843e-07
Position 117: 8.547873528560205e-07
Position 201: 8.027156235786553e-07
Position 1530: 6.489697774219037e-07
Position 1754: 5.444456061379412e-07
Position 432: 3.0935547121242617e-07
Position 384: 2.6431610560034496e-07
Position 381: 2.172995810194286e-07
Position 717: 2.3209999437686535e-08
Position 639: 2.190145813417183e-08
Position 901: 2.0534603330246427e-08
Position 357: 2.129594181250195e-09
Position 288: 1.1314800049569569e-10
Position 390: 7.641863094006168e-11
Position 428: 3.8601351990757516e-11
Position 159: 3.749816958811597e-11
Position 215: 2.399883787688051e-11
Position 603: 2.271728234470546e-11
Position 372: 2.099857089944632e-11
Position 143: 1.9786083195447605e-12
Position 114: 1.7328668928206092e-12
Position 204: 1.275195048047657e-12
Position 168: 8.808899174944281e-13
Position 266: 2.343969084015545e-13
Position 162: 2.340113451346579e-13
Position 227: 2.2859704148037247e-13
Position 175: 9.770437320944825e-14
Position 313: 8.690784894029015e-14
Position 231: 6.168697433158866e-14
Position 180: 5.782118082837081e-14
Position 300: 8.987489179719366e-15
Position 444: 4.186162614091056e-15
Position 243: 1.8261240230236372e-19
Position 164: 8.712023089832703e-24
