Gene = Msr-110
index = 1288
Annotated 5SS: [2409 3717 8232 9617]
Annotated 3SS: [3518 7986 8351 9744]
SMsplice 5SS: [ 198  511 3717 8232 9617]
SMsplice 3SS: [ 406 3518 7986 8351 9744]
top_k =  1000
Partition function (log Z): 6.034796158413578

Sorted 5' Splice Sites (High to Low Probability):
Position 8232: 0.9967850427548839
Position 511: 0.9783026742887942
Position 3717: 0.9250371883668508
Position 198: 0.8739060439997439
Position 9617: 0.7905949803501587
Position 3465: 0.0975868739803724
Position 2409: 0.06798223236381974
Position 1654: 0.04566718345946476
Position 778: 0.04381243047458253
Position 3708: 0.04207375443628575
Position 880: 0.03669283608482567
Position 96: 0.03054980674116896
Position 8072: 0.02182541854602681
Position 4090: 0.01778205795471859
Position 3353: 0.016801946789454444
Position 254: 0.014796627351428657
Position 1822: 0.011526431832394182
Position 8806: 0.010461646105667613
Position 3206: 0.009986232065366425
Position 4221: 0.008141517386921402
Position 544: 0.008018686258135631
Position 9891: 0.007489849261877569
Position 49: 0.007051869366984435
Position 267: 0.006592131118814407
Position 840: 0.006265724874275243
Position 6313: 0.005694204172581765
Position 247: 0.0056380696944457005
Position 100: 0.004810299627334065
Position 9071: 0.004652924377465683
Position 4083: 0.004535179067252535
Position 3916: 0.0043374237247044535
Position 782: 0.0040740981782677755
Position 9860: 0.0034689826748123516
Position 3339: 0.003158678941173091
Position 1131: 0.003157475540402311
Position 269: 0.003137148127900243
Position 9917: 0.0030241041180808577
Position 1066: 0.0029624807051478234
Position 9943: 0.002748296417851958
Position 9400: 0.0026952921962081614
Position 4357: 0.00239368797423063
Position 9653: 0.0023670623723773972
Position 868: 0.002340713599420969
Position 2654: 0.0021788223187379327
Position 8866: 0.0021039337715141548
Position 202: 0.002069024220382544
Position 5242: 0.001956039648006935
Position 4122: 0.0018888812509081213
Position 10145: 0.0018299166415921449
Position 8857: 0.0017903270958432695
Position 2090: 0.001719628044208388
Position 586: 0.0016986127109656437
Position 5659: 0.0016923366868048346
Position 3226: 0.0016204434869650792
Position 6794: 0.0015028707945731379
Position 1898: 0.0014246332248450027
